id,fieldid,level,process,health,attack,defence,crit,toughness,hit,dodge,buffid,bufflv,describe
246,6,40,-1,0,0,2931,0,2352,0,0,800600,8,在领域内的敌人全属性降低[008800]10%[-]
247,7,0,0,0,0,0,0,0,0,0,-1,-1,在领域内的敌人伤害加成与伤害减免降低
248,7,1,30,0,0,35,0,0,0,18,-1,-1,在领域内的敌人伤害加成与伤害减免降低
249,7,2,50,0,0,43,0,0,0,21,-1,-1,在领域内的敌人伤害加成与伤害减免降低
250,7,3,70,0,0,54,0,0,0,25,-1,-1,在领域内的敌人伤害加成与伤害减免降低
251,7,4,90,0,0,69,0,0,0,31,-1,-1,在领域内的敌人伤害加成与伤害减免降低
252,7,5,130,0,0,87,0,0,0,38,800700,1,在领域内的敌人伤害加成与伤害减免降低[008800]5%[-]
253,7,6,170,0,0,109,0,0,0,47,800700,1,在领域内的敌人伤害加成与伤害减免降低[008800]5%[-]
254,7,7,210,0,0,134,0,0,0,57,800700,1,在领域内的敌人伤害加成与伤害减免降低[008800]5%[-]
255,7,8,250,0,0,163,0,0,0,68,800700,1,在领域内的敌人伤害加成与伤害减免降低[008800]5%[-]
256,7,9,290,0,0,195,0,0,0,81,800700,1,在领域内的敌人伤害加成与伤害减免降低[008800]5%[-]
257,7,10,360,0,0,231,0,0,0,95,800700,2,在领域内的敌人伤害加成与伤害减免降低[008800]6%[-]
258,7,11,430,0,0,270,0,0,0,111,800700,2,在领域内的敌人伤害加成与伤害减免降低[008800]6%[-]
259,7,12,500,0,0,313,0,0,0,128,800700,2,在领域内的敌人伤害加成与伤害减免降低[008800]6%[-]
260,7,13,570,0,0,359,0,0,0,146,800700,2,在领域内的敌人伤害加成与伤害减免降低[008800]6%[-]
261,7,14,640,0,0,409,0,0,0,166,800700,2,在领域内的敌人伤害加成与伤害减免降低[008800]6%[-]
262,7,15,750,0,0,462,0,0,0,187,800700,3,在领域内的敌人伤害加成与伤害减免降低[008800]7%[-]
263,7,16,860,0,0,519,0,0,0,210,800700,3,在领域内的敌人伤害加成与伤害减免降低[008800]7%[-]
264,7,17,970,0,0,579,0,0,0,234,800700,3,在领域内的敌人伤害加成与伤害减免降低[008800]7%[-]
265,7,18,1080,0,0,643,0,0,0,259,800700,3,在领域内的敌人伤害加成与伤害减免降低[008800]7%[-]
266,7,19,1190,0,0,710,0,0,0,286,800700,3,在领域内的敌人伤害加成与伤害减免降低[008800]7%[-]
267,7,20,1350,0,0,781,0,0,0,314,800700,4,在领域内的敌人伤害加成与伤害减免降低[008800]8%[-]
268,7,21,1510,0,0,855,0,0,0,344,800700,4,在领域内的敌人伤害加成与伤害减免降低[008800]8%[-]
269,7,22,1670,0,0,933,0,0,0,375,800700,4,在领域内的敌人伤害加成与伤害减免降低[008800]8%[-]
270,7,23,1830,0,0,1014,0,0,0,407,800700,4,在领域内的敌人伤害加成与伤害减免降低[008800]8%[-]
271,7,24,1990,0,0,1099,0,0,0,441,800700,4,在领域内的敌人伤害加成与伤害减免降低[008800]8%[-]
272,7,25,2210,0,0,1187,0,0,0,476,800700,5,在领域内的敌人伤害加成与伤害减免降低[008800]9%[-]
273,7,26,2430,0,0,1279,0,0,0,513,800700,5,在领域内的敌人伤害加成与伤害减免降低[008800]9%[-]
274,7,27,2650,0,0,1374,0,0,0,551,800700,5,在领域内的敌人伤害加成与伤害减免降低[008800]9%[-]
275,7,28,2870,0,0,1473,0,0,0,590,800700,5,在领域内的敌人伤害加成与伤害减免降低[008800]9%[-]
276,7,29,3090,0,0,1575,0,0,0,631,800700,5,在领域内的敌人伤害加成与伤害减免降低[008800]9%[-]
277,7,30,3380,0,0,1681,0,0,0,673,800700,6,在领域内的敌人伤害加成与伤害减免降低[008800]10%[-]
278,7,31,3670,0,0,1790,0,0,0,717,800700,6,在领域内的敌人伤害加成与伤害减免降低[008800]10%[-]
279,7,32,3960,0,0,1903,0,0,0,762,800700,6,在领域内的敌人伤害加成与伤害减免降低[008800]10%[-]
280,7,33,4250,0,0,2019,0,0,0,808,800700,6,在领域内的敌人伤害加成与伤害减免降低[008800]10%[-]
281,7,34,4540,0,0,2139,0,0,0,856,800700,6,在领域内的敌人伤害加成与伤害减免降低[008800]10%[-]
282,7,35,4910,0,0,2262,0,0,0,905,800700,7,在领域内的敌人伤害加成与伤害减免降低[008800]11%[-]
283,7,36,5280,0,0,2389,0,0,0,956,800700,7,在领域内的敌人伤害加成与伤害减免降低[008800]11%[-]
284,7,37,5650,0,0,2519,0,0,0,1008,800700,7,在领域内的敌人伤害加成与伤害减免降低[008800]11%[-]
285,7,38,6020,0,0,2653,0,0,0,1061,800700,7,在领域内的敌人伤害加成与伤害减免降低[008800]11%[-]
286,7,39,6390,0,0,2790,0,0,0,1116,800700,7,在领域内的敌人伤害加成与伤害减免降低[008800]11%[-]
287,7,40,-1,0,0,2931,0,0,0,1172,800700,8,在领域内的敌人伤害加成与伤害减免降低[008800]12%[-]
