id,systemid,name,limit_level,taskid,describe,icon,title,state,window,path,head,shield
262,280000000,VIP系统,1,-1,,-1,-1,-1,-1,,0,0
263,281000000,VIP（权限）界面,1,-1,,-1,-1,-1,-1,,0,0
264,281010000,充值界面,1,-1,,-1,-1,-1,-1,,0,0
265,290000000,套装,1050,-1,,-1,-1,-1,-1,,0,0
266,291000000,打造,1050,-1,1、消耗火冥石进行套装打造。每个部位的装备对人物装备的对应部位的基础属性有加成。套装打造的阶数越高加成越高。\n2、当套装都达到同一阶才能打造下一阶套装。\n3、当同一阶的套装达到指定件数将会激活套装属性，高阶的套装属性将会替换低阶的套装属性。,-1,-1,-1,-1,,0,0
267,292000000,淬炼,1050,-1,1、消耗火冥石和龙晶进行套装淬炼。每个部位的装备对人物装备的对应部位的基础属性有加成。套装淬炼的阶数越高加成越高，淬炼的套装属性与打造的套装属性相互独立。\n2、当套装都达到同一阶才能淬炼下一阶套装，且淬炼等阶无法高于打造等阶。\n3、当同一阶的套装达到指定件数将会激活套装属性，高阶的套装属性将会替换低阶的套装属性，淬炼的套装属性与打造的套装属性相互独立。,-1,-1,-1,-1,,0,0
268,293000000,唤灵,1050,-1,,-1,-1,-1,-1,,0,0
269,300000000,vipboss,40,-1,,10120,20120,-1,-1,,0,0
270,500000000,天宝阁,-1,100000065,,40029,20026,3,-1,,0,1
271,501000000,主界面,31,-1,,-1,-1,-1,-1,,0,0
272,502000000,宝藏预览,31,-1,,-1,-1,-1,-1,,0,0
273,503000000,临时仓库,31,-1,,-1,-1,-1,-1,,0,0
274,520000000,爱心礼包,1,-1,1.首充达成后开启爱心礼包功能，首充金额不计入礼包的充值额度中。\n2.激活一档礼包后，充值额度会被清空，不计入下一档礼包的充值额度中。,40030,20001,-1,-1,,0,1
275,530000000,理财周卡,1,-1,1.当日累计充值达到300元宝，1000元宝可分别激活特惠周卡和至尊周卡，每种卡每日可激活一次，次日累计充值达到相应额度依然可激活周卡效果。\n2.理财卡激活后可增加七次领取对应周卡奖励的次数，不同日期累计充值激活的领取次数可累加。\n3.每种卡的奖励每日可领取一次，次日0点后可再次领取。,40031,20014,-1,-1,,0,1
276,540000000,七天惊喜,10,-1,,40032,20020,-1,-1,,0,1
277,550000000,限时特惠,30,-1,,40033,20035,-1,-1,,0,0
278,560000000,节日活动,1,-1,,-1,-1,-1,-1,,0,1
279,570000000,精彩活动,1,-1,,40034,20013,-1,-1,,0,1
280,580000000,首充,1,-1,,-1,-1,-1,-1,,0,1
281,590000000,幸运转盘系统,1,-1,,40035,20036,-1,-1,,0,1
282,591000000,消费转盘,1,-1,,-1,-1,-1,-1,,0,1
283,591100000,充值转盘,1,-1,,-1,-1,-1,-1,,0,1
284,600000000,跨服排行,1,-1,,-1,-1,-1,-1,,0,1
285,610000000,临时翅膀,-1,100000019,,-1,-1,2,-1,,0,1
286,620000000,PK模块,30,-1,,10034,-1,-1,-1,,0,0
287,630000000,PK弹窗,30,-1,[1c252c]30级将开启[-][ff0000]PK系统[-][1c252c]，你有可能遭到其他玩家的PK\n因PK而身亡将会在一段时间内进入受伤状态，使用[-][008800]回元丹[-][1c252c]可解除受伤状态\n可在头像下方切换[-][ff0000]PK模式[-][1c252c]，不同的[-][ff0000]PK模式[-][1c252c]将限制你能攻击的对象哦\n恶意击杀玩家将会增加[-][ff0000]罪孽值[-][1c252c]，[-][ff0000]罪孽值[-][1c252c]在线状态,-1,-1,-1,-1,,0,0
288,640000000,秘境夺宝弹窗,30,-1,1、场景内每隔一段时间刷新绿、蓝、紫、金4种品质的宝箱。\n2、宝箱可采集，采集宝箱交付给场景中的NPC，可领取丰厚奖励，宝箱品质越高，获得奖励越好。\n3、携带宝箱时将受到减速等减益状态，宝箱品质越高，效果越严重。\n4、宝箱携带者被击杀、退出场景、退出游戏、掉线或时限内未交付宝箱时，宝箱将掉落在地上，任何人均可拾取。,-1,-1,-1,-1,,0,0
289,650000000,天剑之争弹窗,30,-1,1、活动共分为5层，每层每隔一段时间产出功勋，功勋平摊至该层的所有玩家，功勋可在兑换商店兑换道具。\n2、击杀怪物和玩家可达成目标，进入下一层，怪物会在死亡后一定时间内刷新。\n3、被玩家或守卫击杀一定次数将掉落一层。\n4、拾取金剑的玩家可获得额外的功勋加成，击杀携带金剑加成的玩家可将BUFF转移到自己身上。\n5、退出场景将扣除大量的功勋，并跌落至第一层。\n6、活动结束后将根据排名、所在层数发放奖励，奖励通过邮件发送。,-1,-1,-1,-1,,0,0
290,660000000,仙域战场,30,-1,1、玩家在气运之争中将会被分为两个阵营。\n2、击败对方阵营玩家以及对天地气运进行收集可获得积分。\n3、击败在排行榜中排名越高的玩家获得的积分越多。\n4、积分不为零的玩家已经获胜阵营的玩家均可获得相应奖励。,-1,-1,-1,-1,,0,0
291,670000000,仙武之巅,30,-1,1、挑战者需要以1对多人进行挑战晋级。\n2、挑战者被淘汰，则不可进入下一轮战斗，但可转变为应战这继续参战。\n3、战斗用时越少，可获得积分越高。,-1,-1,-1,-1,,0,0
292,680000000,仙武大会规则,30,-1,1、活动开启进入准备场景报名后，进入论道场景进行比试。\n2、论道之战报名后离线或离开场景，仍会有化身替代战斗，化身获得的积分奖励减半。,-1,-1,-1,-1,,0,0
293,690000000,仙武大会奖励,30,-1,1、论道之战个人排名前3名获得的称号，在下次论道之战开启时会被回收。\n个人排行奖励：\n第1名 元石×4000、绑铜×400000\n第2-3名 元石×3500、绑铜×350000\n第4-10名 元石×3000、绑铜×300000\n第11-30名 元石×2500、绑铜×250000\n第31-60名 元石×2000、绑铜×400000\n第61-100名 元石×1500、绑铜×150000\n第101-200名 元石×1000、绑铜×100000\n第200名以后 元石×500、绑铜×50000\n,-1,-1,-1,-1,,0,0
294,700000000,开服贺礼,1,-1,,40036,20070,-1,-1,,0,1
295,710000000,充值返利,1,-1,,40038,20095,-1,-1,,0,1
296,720000000,充值返回,1,-1,,40038,21095,-1,-1,,0,1
297,730000000,开服活动,1,-1,,40039,20085,-1,-1,,0,1
298,740000000,跨服活动,1,-1,,40039,20084,-1,-1,,0,1
299,750000000,合服活动,1,-1,,40040,20083,-1,-1,,0,1
300,760000000,临时vip开始,1,-1,•免费使用传送\n•挂机自动买药\n•仙缘大会免cd挑战\n•开启背包格子时间减少3%\n•击杀小怪经验加成5%,-1,-1,-1,-1,,0,0
301,770000000,临时vip结束,1,-1,•免费使用传送\n•挂机自动买药\n•仙缘大会免cd挑战\n•开启背包格子时间减少3%\n•击杀小怪经验加成5%\n•开启随身仓库\n•聊天不受等级限制并且CD减少到5秒\n•副本更多购买次数\n•商城购买限量珍贵道具\n•增加活动参与次数,-1,-1,-1,-1,,0,0
302,780000000,等级礼包,1,-1,,10086,-1,-1,-1,,0,0
303,790000000,喵喵米娅,1,-1,,40044,20104,-1,-1,,0,1
304,800000000,背包中看时装,1,-1,,-1,-1,-1,-1,,0,1
305,810000000,商城抢购,1,-1,,40036,22098,-1,-1,,0,1
306,820000000,我要变强,1,-1,,10110,20110,-1,-1,,1,0
307,830000000,荒古神域,30,-1,1、活动时间内，进入场景击杀小怪和boss，可获得丰厚的奖励。\n2、boss将在活动开始10分钟后刷新出来。\n3、仙盟所有成员对boss造成的伤害之和最高的，为boss归属的仙盟。\n4、boss归属仙盟将在boss被击杀后，获得boss击杀奖励礼盒，礼盒自动发放到仙盟仓库中，仙盟成员可申请领取。请盟主提前清理仙盟仓库，如果仙盟仓库已满则无法获得礼盒奖励。\n5、参与击杀boss的玩家，将根据个人对boss造成的伤害百分比，获得奖励，奖励将通过邮件发送。\n6、活动时间结束时，将被强制请离场景。,40043,20111,-1,-1,,1,0
308,840000000,跨服战,1045,-1,1.淘汰赛决出的天榜16强和地榜16强将分别分成8组进行比赛。\n2.比赛采用5局3胜制，获得3胜的玩家晋级，每局间隔1分钟。\n3.跨服赛将于0点附近记录玩家战斗数据，请参与者保持最佳状态！\n4.当日0点后可竞猜天榜或地榜中某组比赛的结果，如果支持的选手赢得了比赛，则可获得一定的铜钱奖励。\n5.天榜奖励\n冠军：万界仙尊称号、云龙戏珠(限时)、陨星神铁*2、元灵圣石*5、烈阳兽灵*1、烈阳神纹*1、10000绑铜卡*200\n亚军：千域神王称号、陨星神铁*1、元灵圣石*4、烈阳神纹*1、10000绑,10095,20095,-1,-1,,0,1
309,850000000,财神到,10,-1,1、充值达到指定金额增加迎财神的次数。\n2、每次迎财神获得的元宝数量必定比消耗的多。,40046,20114,-1,-1,,0,1
310,860000000,修炼日,30,-1,,10122,20122,-1,-1,,0,0
