id,runeid,level,health,attack,defence,hit,dodge,crit,toughness,process,decompose,nextlevel,pvpadd,pveadd,pvpless,pveless,dmgadd,dmgless,exp,crystal,propertyid
300,105000001,20,0,720,0,0,0,0,0,80,1114,-1,0,0,0,0,0,0,0,0,1
301,105000002,1,0,0,240,0,0,0,0,40,12,2,0,0,0,0,0,0,0,0,2
302,105000002,2,0,0,264,0,0,0,0,42,52,3,0,0,0,0,0,0,0,0,2
303,105000002,3,0,0,288,0,0,0,0,44,94,4,0,0,0,0,0,0,0,0,2
304,105000002,4,0,0,312,0,0,0,0,46,138,5,0,0,0,0,0,0,0,0,2
305,105000002,5,0,0,336,0,0,0,0,48,184,6,0,0,0,0,0,0,0,0,2
306,105000002,6,0,0,360,0,0,0,0,50,232,7,0,0,0,0,0,0,0,0,2
307,105000002,7,0,0,384,0,0,0,0,52,282,8,0,0,0,0,0,0,0,0,2
308,105000002,8,0,0,408,0,0,0,0,54,334,9,0,0,0,0,0,0,0,0,2
309,105000002,9,0,0,432,0,0,0,0,56,388,10,0,0,0,0,0,0,0,0,2
310,105000002,10,0,0,456,0,0,0,0,58,444,11,0,0,0,0,0,0,0,0,2
311,105000002,11,0,0,480,0,0,0,0,60,502,12,0,0,0,0,0,0,0,0,2
312,105000002,12,0,0,504,0,0,0,0,62,562,13,0,0,0,0,0,0,0,0,2
313,105000002,13,0,0,528,0,0,0,0,64,624,14,0,0,0,0,0,0,0,0,2
314,105000002,14,0,0,552,0,0,0,0,66,688,15,0,0,0,0,0,0,0,0,2
315,105000002,15,0,0,576,0,0,0,0,68,754,16,0,0,0,0,0,0,0,0,2
316,105000002,16,0,0,600,0,0,0,0,70,822,17,0,0,0,0,0,0,0,0,2
317,105000002,17,0,0,624,0,0,0,0,72,892,18,0,0,0,0,0,0,0,0,2
318,105000002,18,0,0,648,0,0,0,0,74,964,19,0,0,0,0,0,0,0,0,2
319,105000002,19,0,0,672,0,0,0,0,76,1038,20,0,0,0,0,0,0,0,0,2
320,105000002,20,0,0,720,0,0,0,0,80,1114,-1,0,0,0,0,0,0,0,0,2
321,105000003,1,12000,0,0,0,0,0,0,40,12,2,0,0,0,0,0,0,0,0,3
322,105000003,2,13200,0,0,0,0,0,0,42,52,3,0,0,0,0,0,0,0,0,3
323,105000003,3,14400,0,0,0,0,0,0,44,94,4,0,0,0,0,0,0,0,0,3
324,105000003,4,15600,0,0,0,0,0,0,46,138,5,0,0,0,0,0,0,0,0,3
325,105000003,5,16800,0,0,0,0,0,0,48,184,6,0,0,0,0,0,0,0,0,3
326,105000003,6,18000,0,0,0,0,0,0,50,232,7,0,0,0,0,0,0,0,0,3
327,105000003,7,19200,0,0,0,0,0,0,52,282,8,0,0,0,0,0,0,0,0,3
328,105000003,8,20400,0,0,0,0,0,0,54,334,9,0,0,0,0,0,0,0,0,3
329,105000003,9,21600,0,0,0,0,0,0,56,388,10,0,0,0,0,0,0,0,0,3
330,105000003,10,22800,0,0,0,0,0,0,58,444,11,0,0,0,0,0,0,0,0,3
331,105000003,11,24000,0,0,0,0,0,0,60,502,12,0,0,0,0,0,0,0,0,3
332,105000003,12,25200,0,0,0,0,0,0,62,562,13,0,0,0,0,0,0,0,0,3
333,105000003,13,26400,0,0,0,0,0,0,64,624,14,0,0,0,0,0,0,0,0,3
334,105000003,14,27600,0,0,0,0,0,0,66,688,15,0,0,0,0,0,0,0,0,3
335,105000003,15,28800,0,0,0,0,0,0,68,754,16,0,0,0,0,0,0,0,0,3
336,105000003,16,30000,0,0,0,0,0,0,70,822,17,0,0,0,0,0,0,0,0,3
337,105000003,17,31200,0,0,0,0,0,0,72,892,18,0,0,0,0,0,0,0,0,3
338,105000003,18,32400,0,0,0,0,0,0,74,964,19,0,0,0,0,0,0,0,0,3
339,105000003,19,33600,0,0,0,0,0,0,76,1038,20,0,0,0,0,0,0,0,0,3
340,105000003,20,36000,0,0,0,0,0,0,80,1114,-1,0,0,0,0,0,0,0,0,3
341,105000004,1,0,0,0,120,0,0,0,40,12,2,0,0,0,0,0,0,0,0,4
342,105000004,2,0,0,0,132,0,0,0,42,52,3,0,0,0,0,0,0,0,0,4
343,105000004,3,0,0,0,144,0,0,0,44,94,4,0,0,0,0,0,0,0,0,4
344,105000004,4,0,0,0,156,0,0,0,46,138,5,0,0,0,0,0,0,0,0,4
345,105000004,5,0,0,0,168,0,0,0,48,184,6,0,0,0,0,0,0,0,0,4
346,105000004,6,0,0,0,180,0,0,0,50,232,7,0,0,0,0,0,0,0,0,4
347,105000004,7,0,0,0,192,0,0,0,52,282,8,0,0,0,0,0,0,0,0,4
348,105000004,8,0,0,0,204,0,0,0,54,334,9,0,0,0,0,0,0,0,0,4
349,105000004,9,0,0,0,216,0,0,0,56,388,10,0,0,0,0,0,0,0,0,4
350,105000004,10,0,0,0,228,0,0,0,58,444,11,0,0,0,0,0,0,0,0,4
351,105000004,11,0,0,0,240,0,0,0,60,502,12,0,0,0,0,0,0,0,0,4
352,105000004,12,0,0,0,252,0,0,0,62,562,13,0,0,0,0,0,0,0,0,4
353,105000004,13,0,0,0,264,0,0,0,64,624,14,0,0,0,0,0,0,0,0,4
354,105000004,14,0,0,0,276,0,0,0,66,688,15,0,0,0,0,0,0,0,0,4
355,105000004,15,0,0,0,288,0,0,0,68,754,16,0,0,0,0,0,0,0,0,4
356,105000004,16,0,0,0,300,0,0,0,70,822,17,0,0,0,0,0,0,0,0,4
357,105000004,17,0,0,0,312,0,0,0,72,892,18,0,0,0,0,0,0,0,0,4
358,105000004,18,0,0,0,324,0,0,0,74,964,19,0,0,0,0,0,0,0,0,4
359,105000004,19,0,0,0,336,0,0,0,76,1038,20,0,0,0,0,0,0,0,0,4
360,105000004,20,0,0,0,360,0,0,0,80,1114,-1,0,0,0,0,0,0,0,0,4
361,105000005,1,0,0,0,0,120,0,0,40,12,2,0,0,0,0,0,0,0,0,5
362,105000005,2,0,0,0,0,132,0,0,42,52,3,0,0,0,0,0,0,0,0,5
363,105000005,3,0,0,0,0,144,0,0,44,94,4,0,0,0,0,0,0,0,0,5
364,105000005,4,0,0,0,0,156,0,0,46,138,5,0,0,0,0,0,0,0,0,5
365,105000005,5,0,0,0,0,168,0,0,48,184,6,0,0,0,0,0,0,0,0,5
366,105000005,6,0,0,0,0,180,0,0,50,232,7,0,0,0,0,0,0,0,0,5
367,105000005,7,0,0,0,0,192,0,0,52,282,8,0,0,0,0,0,0,0,0,5
368,105000005,8,0,0,0,0,204,0,0,54,334,9,0,0,0,0,0,0,0,0,5
369,105000005,9,0,0,0,0,216,0,0,56,388,10,0,0,0,0,0,0,0,0,5
370,105000005,10,0,0,0,0,228,0,0,58,444,11,0,0,0,0,0,0,0,0,5
371,105000005,11,0,0,0,0,240,0,0,60,502,12,0,0,0,0,0,0,0,0,5
372,105000005,12,0,0,0,0,252,0,0,62,562,13,0,0,0,0,0,0,0,0,5
373,105000005,13,0,0,0,0,264,0,0,64,624,14,0,0,0,0,0,0,0,0,5
374,105000005,14,0,0,0,0,276,0,0,66,688,15,0,0,0,0,0,0,0,0,5
375,105000005,15,0,0,0,0,288,0,0,68,754,16,0,0,0,0,0,0,0,0,5
376,105000005,16,0,0,0,0,300,0,0,70,822,17,0,0,0,0,0,0,0,0,5
377,105000005,17,0,0,0,0,312,0,0,72,892,18,0,0,0,0,0,0,0,0,5
378,105000005,18,0,0,0,0,324,0,0,74,964,19,0,0,0,0,0,0,0,0,5
379,105000005,19,0,0,0,0,336,0,0,76,1038,20,0,0,0,0,0,0,0,0,5
380,105000005,20,0,0,0,0,360,0,0,80,1114,-1,0,0,0,0,0,0,0,0,5
381,105000006,1,0,0,0,0,0,240,0,40,12,2,0,0,0,0,0,0,0,0,6
382,105000006,2,0,0,0,0,0,264,0,42,52,3,0,0,0,0,0,0,0,0,6
383,105000006,3,0,0,0,0,0,288,0,44,94,4,0,0,0,0,0,0,0,0,6
384,105000006,4,0,0,0,0,0,312,0,46,138,5,0,0,0,0,0,0,0,0,6
385,105000006,5,0,0,0,0,0,336,0,48,184,6,0,0,0,0,0,0,0,0,6
386,105000006,6,0,0,0,0,0,360,0,50,232,7,0,0,0,0,0,0,0,0,6
387,105000006,7,0,0,0,0,0,384,0,52,282,8,0,0,0,0,0,0,0,0,6
388,105000006,8,0,0,0,0,0,408,0,54,334,9,0,0,0,0,0,0,0,0,6
389,105000006,9,0,0,0,0,0,432,0,56,388,10,0,0,0,0,0,0,0,0,6
390,105000006,10,0,0,0,0,0,456,0,58,444,11,0,0,0,0,0,0,0,0,6
391,105000006,11,0,0,0,0,0,480,0,60,502,12,0,0,0,0,0,0,0,0,6
392,105000006,12,0,0,0,0,0,504,0,62,562,13,0,0,0,0,0,0,0,0,6
393,105000006,13,0,0,0,0,0,528,0,64,624,14,0,0,0,0,0,0,0,0,6
394,105000006,14,0,0,0,0,0,552,0,66,688,15,0,0,0,0,0,0,0,0,6
395,105000006,15,0,0,0,0,0,576,0,68,754,16,0,0,0,0,0,0,0,0,6
396,105000006,16,0,0,0,0,0,600,0,70,822,17,0,0,0,0,0,0,0,0,6
397,105000006,17,0,0,0,0,0,624,0,72,892,18,0,0,0,0,0,0,0,0,6
398,105000006,18,0,0,0,0,0,648,0,74,964,19,0,0,0,0,0,0,0,0,6
399,105000006,19,0,0,0,0,0,672,0,76,1038,20,0,0,0,0,0,0,0,0,6
400,105000006,20,0,0,0,0,0,720,0,80,1114,-1,0,0,0,0,0,0,0,0,6
401,105000007,1,0,0,0,0,0,0,240,40,12,2,0,0,0,0,0,0,0,0,7
402,105000007,2,0,0,0,0,0,0,264,42,52,3,0,0,0,0,0,0,0,0,7
403,105000007,3,0,0,0,0,0,0,288,44,94,4,0,0,0,0,0,0,0,0,7
404,105000007,4,0,0,0,0,0,0,312,46,138,5,0,0,0,0,0,0,0,0,7
405,105000007,5,0,0,0,0,0,0,336,48,184,6,0,0,0,0,0,0,0,0,7
406,105000007,6,0,0,0,0,0,0,360,50,232,7,0,0,0,0,0,0,0,0,7
407,105000007,7,0,0,0,0,0,0,384,52,282,8,0,0,0,0,0,0,0,0,7
408,105000007,8,0,0,0,0,0,0,408,54,334,9,0,0,0,0,0,0,0,0,7
409,105000007,9,0,0,0,0,0,0,432,56,388,10,0,0,0,0,0,0,0,0,7
410,105000007,10,0,0,0,0,0,0,456,58,444,11,0,0,0,0,0,0,0,0,7
411,105000007,11,0,0,0,0,0,0,480,60,502,12,0,0,0,0,0,0,0,0,7
412,105000007,12,0,0,0,0,0,0,504,62,562,13,0,0,0,0,0,0,0,0,7
413,105000007,13,0,0,0,0,0,0,528,64,624,14,0,0,0,0,0,0,0,0,7
414,105000007,14,0,0,0,0,0,0,552,66,688,15,0,0,0,0,0,0,0,0,7
415,105000007,15,0,0,0,0,0,0,576,68,754,16,0,0,0,0,0,0,0,0,7
416,105000007,16,0,0,0,0,0,0,600,70,822,17,0,0,0,0,0,0,0,0,7
417,105000007,17,0,0,0,0,0,0,624,72,892,18,0,0,0,0,0,0,0,0,7
418,105000007,18,0,0,0,0,0,0,648,74,964,19,0,0,0,0,0,0,0,0,7
419,105000007,19,0,0,0,0,0,0,672,76,1038,20,0,0,0,0,0,0,0,0,7
420,105000007,20,0,0,0,0,0,0,720,80,1114,-1,0,0,0,0,0,0,0,0,7
421,105000008,1,0,0,0,0,0,0,0,40,12,2,100,0,0,0,0,0,0,0,8
422,105000008,2,0,0,0,0,0,0,0,42,52,3,110,0,0,0,0,0,0,0,8
423,105000008,3,0,0,0,0,0,0,0,44,94,4,120,0,0,0,0,0,0,0,8
424,105000008,4,0,0,0,0,0,0,0,46,138,5,130,0,0,0,0,0,0,0,8
425,105000008,5,0,0,0,0,0,0,0,48,184,6,140,0,0,0,0,0,0,0,8
426,105000008,6,0,0,0,0,0,0,0,50,232,7,150,0,0,0,0,0,0,0,8
427,105000008,7,0,0,0,0,0,0,0,52,282,8,160,0,0,0,0,0,0,0,8
428,105000008,8,0,0,0,0,0,0,0,54,334,9,170,0,0,0,0,0,0,0,8
429,105000008,9,0,0,0,0,0,0,0,56,388,10,180,0,0,0,0,0,0,0,8
430,105000008,10,0,0,0,0,0,0,0,58,444,11,190,0,0,0,0,0,0,0,8
431,105000008,11,0,0,0,0,0,0,0,60,502,12,200,0,0,0,0,0,0,0,8
432,105000008,12,0,0,0,0,0,0,0,62,562,13,210,0,0,0,0,0,0,0,8
433,105000008,13,0,0,0,0,0,0,0,64,624,14,220,0,0,0,0,0,0,0,8
434,105000008,14,0,0,0,0,0,0,0,66,688,15,230,0,0,0,0,0,0,0,8
435,105000008,15,0,0,0,0,0,0,0,68,754,16,240,0,0,0,0,0,0,0,8
436,105000008,16,0,0,0,0,0,0,0,70,822,17,250,0,0,0,0,0,0,0,8
437,105000008,17,0,0,0,0,0,0,0,72,892,18,260,0,0,0,0,0,0,0,8
438,105000008,18,0,0,0,0,0,0,0,74,964,19,270,0,0,0,0,0,0,0,8
439,105000008,19,0,0,0,0,0,0,0,76,1038,20,280,0,0,0,0,0,0,0,8
440,105000008,20,0,0,0,0,0,0,0,80,1114,-1,300,0,0,0,0,0,0,0,8
441,105000009,1,0,0,0,0,0,0,0,40,12,2,0,100,0,0,0,0,0,0,9
442,105000009,2,0,0,0,0,0,0,0,42,52,3,0,110,0,0,0,0,0,0,9
443,105000009,3,0,0,0,0,0,0,0,44,94,4,0,120,0,0,0,0,0,0,9
444,105000009,4,0,0,0,0,0,0,0,46,138,5,0,130,0,0,0,0,0,0,9
445,105000009,5,0,0,0,0,0,0,0,48,184,6,0,140,0,0,0,0,0,0,9
446,105000009,6,0,0,0,0,0,0,0,50,232,7,0,150,0,0,0,0,0,0,9
447,105000009,7,0,0,0,0,0,0,0,52,282,8,0,160,0,0,0,0,0,0,9
448,105000009,8,0,0,0,0,0,0,0,54,334,9,0,170,0,0,0,0,0,0,9
449,105000009,9,0,0,0,0,0,0,0,56,388,10,0,180,0,0,0,0,0,0,9
450,105000009,10,0,0,0,0,0,0,0,58,444,11,0,190,0,0,0,0,0,0,9
451,105000009,11,0,0,0,0,0,0,0,60,502,12,0,200,0,0,0,0,0,0,9
452,105000009,12,0,0,0,0,0,0,0,62,562,13,0,210,0,0,0,0,0,0,9
453,105000009,13,0,0,0,0,0,0,0,64,624,14,0,220,0,0,0,0,0,0,9
454,105000009,14,0,0,0,0,0,0,0,66,688,15,0,230,0,0,0,0,0,0,9
455,105000009,15,0,0,0,0,0,0,0,68,754,16,0,240,0,0,0,0,0,0,9
456,105000009,16,0,0,0,0,0,0,0,70,822,17,0,250,0,0,0,0,0,0,9
457,105000009,17,0,0,0,0,0,0,0,72,892,18,0,260,0,0,0,0,0,0,9
458,105000009,18,0,0,0,0,0,0,0,74,964,19,0,270,0,0,0,0,0,0,9
459,105000009,19,0,0,0,0,0,0,0,76,1038,20,0,280,0,0,0,0,0,0,9
460,105000009,20,0,0,0,0,0,0,0,80,1114,-1,0,300,0,0,0,0,0,0,9
461,105000010,1,0,0,0,0,0,0,0,40,12,2,0,0,0,0,0,0,800,0,10
462,105000010,2,0,0,0,0,0,0,0,42,52,3,0,0,0,0,0,0,880,0,10
463,105000010,3,0,0,0,0,0,0,0,44,94,4,0,0,0,0,0,0,960,0,10
464,105000010,4,0,0,0,0,0,0,0,46,138,5,0,0,0,0,0,0,1040,0,10
465,105000010,5,0,0,0,0,0,0,0,48,184,6,0,0,0,0,0,0,1120,0,10
466,105000010,6,0,0,0,0,0,0,0,50,232,7,0,0,0,0,0,0,1200,0,10
467,105000010,7,0,0,0,0,0,0,0,52,282,8,0,0,0,0,0,0,1280,0,10
468,105000010,8,0,0,0,0,0,0,0,54,334,9,0,0,0,0,0,0,1360,0,10
469,105000010,9,0,0,0,0,0,0,0,56,388,10,0,0,0,0,0,0,1440,0,10
470,105000010,10,0,0,0,0,0,0,0,58,444,11,0,0,0,0,0,0,1520,0,10
471,105000010,11,0,0,0,0,0,0,0,60,502,12,0,0,0,0,0,0,1600,0,10
472,105000010,12,0,0,0,0,0,0,0,62,562,13,0,0,0,0,0,0,1680,0,10
473,105000010,13,0,0,0,0,0,0,0,64,624,14,0,0,0,0,0,0,1760,0,10
474,105000010,14,0,0,0,0,0,0,0,66,688,15,0,0,0,0,0,0,1840,0,10
475,105000010,15,0,0,0,0,0,0,0,68,754,16,0,0,0,0,0,0,1920,0,10
476,105000010,16,0,0,0,0,0,0,0,70,822,17,0,0,0,0,0,0,2000,0,10
477,105000010,17,0,0,0,0,0,0,0,72,892,18,0,0,0,0,0,0,2080,0,10
478,105000010,18,0,0,0,0,0,0,0,74,964,19,0,0,0,0,0,0,2160,0,10
479,105000010,19,0,0,0,0,0,0,0,76,1038,20,0,0,0,0,0,0,2240,0,10
480,105000010,20,0,0,0,0,0,0,0,80,1114,-1,0,0,0,0,0,0,2400,0,10
481,105000011,1,0,0,0,0,0,0,0,40,12,2,0,0,100,0,0,0,0,0,11
482,105000011,2,0,0,0,0,0,0,0,42,52,3,0,0,110,0,0,0,0,0,11
483,105000011,3,0,0,0,0,0,0,0,44,94,4,0,0,120,0,0,0,0,0,11
484,105000011,4,0,0,0,0,0,0,0,46,138,5,0,0,130,0,0,0,0,0,11
485,105000011,5,0,0,0,0,0,0,0,48,184,6,0,0,140,0,0,0,0,0,11
486,105000011,6,0,0,0,0,0,0,0,50,232,7,0,0,150,0,0,0,0,0,11
487,105000011,7,0,0,0,0,0,0,0,52,282,8,0,0,160,0,0,0,0,0,11
488,105000011,8,0,0,0,0,0,0,0,54,334,9,0,0,170,0,0,0,0,0,11
489,105000011,9,0,0,0,0,0,0,0,56,388,10,0,0,180,0,0,0,0,0,11
490,105000011,10,0,0,0,0,0,0,0,58,444,11,0,0,190,0,0,0,0,0,11
491,105000011,11,0,0,0,0,0,0,0,60,502,12,0,0,200,0,0,0,0,0,11
492,105000011,12,0,0,0,0,0,0,0,62,562,13,0,0,210,0,0,0,0,0,11
493,105000011,13,0,0,0,0,0,0,0,64,624,14,0,0,220,0,0,0,0,0,11
494,105000011,14,0,0,0,0,0,0,0,66,688,15,0,0,230,0,0,0,0,0,11
495,105000011,15,0,0,0,0,0,0,0,68,754,16,0,0,240,0,0,0,0,0,11
496,105000011,16,0,0,0,0,0,0,0,70,822,17,0,0,250,0,0,0,0,0,11
497,105000011,17,0,0,0,0,0,0,0,72,892,18,0,0,260,0,0,0,0,0,11
498,105000011,18,0,0,0,0,0,0,0,74,964,19,0,0,270,0,0,0,0,0,11
499,105000011,19,0,0,0,0,0,0,0,76,1038,20,0,0,280,0,0,0,0,0,11
500,105000011,20,0,0,0,0,0,0,0,80,1114,-1,0,0,300,0,0,0,0,0,11
501,105000012,1,0,0,0,0,0,0,0,40,12,2,0,0,0,100,0,0,0,0,12
502,105000012,2,0,0,0,0,0,0,0,42,52,3,0,0,0,110,0,0,0,0,12
503,105000012,3,0,0,0,0,0,0,0,44,94,4,0,0,0,120,0,0,0,0,12
504,105000012,4,0,0,0,0,0,0,0,46,138,5,0,0,0,130,0,0,0,0,12
505,105000012,5,0,0,0,0,0,0,0,48,184,6,0,0,0,140,0,0,0,0,12
506,105000012,6,0,0,0,0,0,0,0,50,232,7,0,0,0,150,0,0,0,0,12
507,105000012,7,0,0,0,0,0,0,0,52,282,8,0,0,0,160,0,0,0,0,12
508,105000012,8,0,0,0,0,0,0,0,54,334,9,0,0,0,170,0,0,0,0,12
509,105000012,9,0,0,0,0,0,0,0,56,388,10,0,0,0,180,0,0,0,0,12
510,105000012,10,0,0,0,0,0,0,0,58,444,11,0,0,0,190,0,0,0,0,12
511,105000012,11,0,0,0,0,0,0,0,60,502,12,0,0,0,200,0,0,0,0,12
512,105000012,12,0,0,0,0,0,0,0,62,562,13,0,0,0,210,0,0,0,0,12
513,105000012,13,0,0,0,0,0,0,0,64,624,14,0,0,0,220,0,0,0,0,12
514,105000012,14,0,0,0,0,0,0,0,66,688,15,0,0,0,230,0,0,0,0,12
515,105000012,15,0,0,0,0,0,0,0,68,754,16,0,0,0,240,0,0,0,0,12
516,105000012,16,0,0,0,0,0,0,0,70,822,17,0,0,0,250,0,0,0,0,12
517,105000012,17,0,0,0,0,0,0,0,72,892,18,0,0,0,260,0,0,0,0,12
518,105000012,18,0,0,0,0,0,0,0,74,964,19,0,0,0,270,0,0,0,0,12
519,105000012,19,0,0,0,0,0,0,0,76,1038,20,0,0,0,280,0,0,0,0,12
520,105000012,20,0,0,0,0,0,0,0,80,1114,-1,0,0,0,300,0,0,0,0,12
521,105000013,1,0,0,0,0,0,0,0,40,12,2,0,0,0,0,240,0,0,0,13
522,105000013,2,0,0,0,0,0,0,0,42,52,3,0,0,0,0,264,0,0,0,13
523,105000013,3,0,0,0,0,0,0,0,44,94,4,0,0,0,0,288,0,0,0,13
524,105000013,4,0,0,0,0,0,0,0,46,138,5,0,0,0,0,312,0,0,0,13
525,105000013,5,0,0,0,0,0,0,0,48,184,6,0,0,0,0,336,0,0,0,13
526,105000013,6,0,0,0,0,0,0,0,50,232,7,0,0,0,0,360,0,0,0,13
527,105000013,7,0,0,0,0,0,0,0,52,282,8,0,0,0,0,384,0,0,0,13
528,105000013,8,0,0,0,0,0,0,0,54,334,9,0,0,0,0,408,0,0,0,13
529,105000013,9,0,0,0,0,0,0,0,56,388,10,0,0,0,0,432,0,0,0,13
530,105000013,10,0,0,0,0,0,0,0,58,444,11,0,0,0,0,456,0,0,0,13
531,105000013,11,0,0,0,0,0,0,0,60,502,12,0,0,0,0,480,0,0,0,13
532,105000013,12,0,0,0,0,0,0,0,62,562,13,0,0,0,0,504,0,0,0,13
533,105000013,13,0,0,0,0,0,0,0,64,624,14,0,0,0,0,528,0,0,0,13
534,105000013,14,0,0,0,0,0,0,0,66,688,15,0,0,0,0,552,0,0,0,13
535,105000013,15,0,0,0,0,0,0,0,68,754,16,0,0,0,0,576,0,0,0,13
536,105000013,16,0,0,0,0,0,0,0,70,822,17,0,0,0,0,600,0,0,0,13
537,105000013,17,0,0,0,0,0,0,0,72,892,18,0,0,0,0,624,0,0,0,13
538,105000013,18,0,0,0,0,0,0,0,74,964,19,0,0,0,0,648,0,0,0,13
539,105000013,19,0,0,0,0,0,0,0,76,1038,20,0,0,0,0,672,0,0,0,13
540,105000013,20,0,0,0,0,0,0,0,80,1114,-1,0,0,0,0,720,0,0,0,13
541,105000014,1,0,0,0,0,0,0,0,40,12,2,0,0,0,0,0,240,0,0,14
542,105000014,2,0,0,0,0,0,0,0,42,52,3,0,0,0,0,0,264,0,0,14
543,105000014,3,0,0,0,0,0,0,0,44,94,4,0,0,0,0,0,288,0,0,14
544,105000014,4,0,0,0,0,0,0,0,46,138,5,0,0,0,0,0,312,0,0,14
545,105000014,5,0,0,0,0,0,0,0,48,184,6,0,0,0,0,0,336,0,0,14
546,105000014,6,0,0,0,0,0,0,0,50,232,7,0,0,0,0,0,360,0,0,14
547,105000014,7,0,0,0,0,0,0,0,52,282,8,0,0,0,0,0,384,0,0,14
548,105000014,8,0,0,0,0,0,0,0,54,334,9,0,0,0,0,0,408,0,0,14
549,105000014,9,0,0,0,0,0,0,0,56,388,10,0,0,0,0,0,432,0,0,14
550,105000014,10,0,0,0,0,0,0,0,58,444,11,0,0,0,0,0,456,0,0,14
551,105000014,11,0,0,0,0,0,0,0,60,502,12,0,0,0,0,0,480,0,0,14
552,105000014,12,0,0,0,0,0,0,0,62,562,13,0,0,0,0,0,504,0,0,14
553,105000014,13,0,0,0,0,0,0,0,64,624,14,0,0,0,0,0,528,0,0,14
554,105000014,14,0,0,0,0,0,0,0,66,688,15,0,0,0,0,0,552,0,0,14
555,105000014,15,0,0,0,0,0,0,0,68,754,16,0,0,0,0,0,576,0,0,14
556,105000014,16,0,0,0,0,0,0,0,70,822,17,0,0,0,0,0,600,0,0,14
557,105000014,17,0,0,0,0,0,0,0,72,892,18,0,0,0,0,0,624,0,0,14
558,105000014,18,0,0,0,0,0,0,0,74,964,19,0,0,0,0,0,648,0,0,14
559,105000014,19,0,0,0,0,0,0,0,76,1038,20,0,0,0,0,0,672,0,0,14
560,105000014,20,0,0,0,0,0,0,0,80,1114,-1,0,0,0,0,0,720,0,0,14
561,104000001,1,0,360,0,0,0,0,0,90,60,2,0,0,0,0,0,0,0,0,1
562,104000001,2,0,396,0,0,0,0,0,95,150,3,0,0,0,0,0,0,0,0,1
563,104000001,3,0,432,0,0,0,0,0,99,245,4,0,0,0,0,0,0,0,0,1
564,104000001,4,0,468,0,0,0,0,0,104,344,5,0,0,0,0,0,0,0,0,1
565,104000001,5,0,504,0,0,0,0,0,108,448,6,0,0,0,0,0,0,0,0,1
566,104000001,6,0,540,0,0,0,0,0,113,556,7,0,0,0,0,0,0,0,0,1
567,104000001,7,0,576,0,0,0,0,0,117,669,8,0,0,0,0,0,0,0,0,1
568,104000001,8,0,612,0,0,0,0,0,122,786,9,0,0,0,0,0,0,0,0,1
569,104000001,9,0,648,0,0,0,0,0,126,908,10,0,0,0,0,0,0,0,0,1
570,104000001,10,0,684,0,0,0,0,0,131,1034,11,0,0,0,0,0,0,0,0,1
571,104000001,11,0,720,0,0,0,0,0,135,1165,12,0,0,0,0,0,0,0,0,1
572,104000001,12,0,756,0,0,0,0,0,140,1300,13,0,0,0,0,0,0,0,0,1
573,104000001,13,0,792,0,0,0,0,0,144,1440,14,0,0,0,0,0,0,0,0,1
574,104000001,14,0,828,0,0,0,0,0,149,1584,15,0,0,0,0,0,0,0,0,1
575,104000001,15,0,864,0,0,0,0,0,153,1733,16,0,0,0,0,0,0,0,0,1
576,104000001,16,0,900,0,0,0,0,0,158,1886,17,0,0,0,0,0,0,0,0,1
577,104000001,17,0,936,0,0,0,0,0,162,2044,18,0,0,0,0,0,0,0,0,1
578,104000001,18,0,972,0,0,0,0,0,167,2206,19,0,0,0,0,0,0,0,0,1
579,104000001,19,0,1008,0,0,0,0,0,171,2373,20,0,0,0,0,0,0,0,0,1
580,104000001,20,0,1080,0,0,0,0,0,180,2544,-1,0,0,0,0,0,0,0,0,1
581,104000002,1,0,0,360,0,0,0,0,90,60,2,0,0,0,0,0,0,0,0,2
582,104000002,2,0,0,396,0,0,0,0,95,150,3,0,0,0,0,0,0,0,0,2
583,104000002,3,0,0,432,0,0,0,0,99,245,4,0,0,0,0,0,0,0,0,2
584,104000002,4,0,0,468,0,0,0,0,104,344,5,0,0,0,0,0,0,0,0,2
585,104000002,5,0,0,504,0,0,0,0,108,448,6,0,0,0,0,0,0,0,0,2
586,104000002,6,0,0,540,0,0,0,0,113,556,7,0,0,0,0,0,0,0,0,2
587,104000002,7,0,0,576,0,0,0,0,117,669,8,0,0,0,0,0,0,0,0,2
588,104000002,8,0,0,612,0,0,0,0,122,786,9,0,0,0,0,0,0,0,0,2
589,104000002,9,0,0,648,0,0,0,0,126,908,10,0,0,0,0,0,0,0,0,2
590,104000002,10,0,0,684,0,0,0,0,131,1034,11,0,0,0,0,0,0,0,0,2
591,104000002,11,0,0,720,0,0,0,0,135,1165,12,0,0,0,0,0,0,0,0,2
592,104000002,12,0,0,756,0,0,0,0,140,1300,13,0,0,0,0,0,0,0,0,2
593,104000002,13,0,0,792,0,0,0,0,144,1440,14,0,0,0,0,0,0,0,0,2
594,104000002,14,0,0,828,0,0,0,0,149,1584,15,0,0,0,0,0,0,0,0,2
595,104000002,15,0,0,864,0,0,0,0,153,1733,16,0,0,0,0,0,0,0,0,2
596,104000002,16,0,0,900,0,0,0,0,158,1886,17,0,0,0,0,0,0,0,0,2
597,104000002,17,0,0,936,0,0,0,0,162,2044,18,0,0,0,0,0,0,0,0,2
598,104000002,18,0,0,972,0,0,0,0,167,2206,19,0,0,0,0,0,0,0,0,2
599,104000002,19,0,0,1008,0,0,0,0,171,2373,20,0,0,0,0,0,0,0,0,2
