id,skillid,skilllevel,limited_transform,limited_level,money_id,money_number,intelligenceid,intelligence
545,100301,31,3,57,215502001,3875000,215503001,775000
546,100301,32,3,58,215502001,4128000,215503001,825600
547,100301,33,3,59,215502001,4389000,215503001,877800
548,100301,34,3,60,215502001,4658000,215503001,931600
549,100301,35,4,61,215502001,4935000,215503001,987000
550,100301,36,4,62,215502001,5220000,215503001,1044000
551,100301,37,4,63,215502001,5513000,215503001,1102600
552,100301,38,4,64,215502001,5814000,215503001,1162800
553,100301,39,4,65,215502001,6123000,215503001,1224600
554,100301,40,5,66,215502001,6440000,215503001,1288000
555,100301,41,5,67,215502001,0,215503001,0
556,100302,0,0,15,215502001,0,215503001,0
557,100302,1,0,18,215502001,5000,215503001,1000
558,100302,2,0,21,215502001,18000,215503001,3600
559,100302,3,0,24,215502001,39000,215503001,7800
560,100302,4,0,27,215502001,68000,215503001,13600
561,100302,5,0,30,215502001,105000,215503001,21000
562,100302,6,0,31,215502001,150000,215503001,30000
563,100302,7,0,32,215502001,203000,215503001,40600
564,100302,8,0,33,215502001,264000,215503001,52800
565,100302,9,0,34,215502001,333000,215503001,66600
566,100302,10,0,35,215502001,410000,215503001,82000
567,100302,11,0,36,215502001,495000,215503001,99000
568,100302,12,0,37,215502001,588000,215503001,117600
569,100302,13,0,38,215502001,689000,215503001,137800
570,100302,14,0,39,215502001,798000,215503001,159600
571,100302,15,0,40,215502001,915000,215503001,183000
572,100302,16,0,41,215502001,1040000,215503001,208000
573,100302,17,0,42,215502001,1173000,215503001,234600
574,100302,18,0,43,215502001,1314000,215503001,262800
575,100302,19,0,44,215502001,1463000,215503001,292600
576,100302,20,0,45,215502001,1620000,215503001,324000
577,100302,21,1,46,215502001,1785000,215503001,357000
578,100302,22,1,47,215502001,1958000,215503001,391600
579,100302,23,1,48,215502001,2139000,215503001,427800
580,100302,24,1,49,215502001,2328000,215503001,465600
581,100302,25,1,50,215502001,2525000,215503001,505000
582,100302,26,2,51,215502001,2730000,215503001,546000
583,100302,27,2,52,215502001,2943000,215503001,588600
584,100302,28,2,53,215502001,3164000,215503001,632800
585,100302,29,2,54,215502001,3393000,215503001,678600
586,100302,30,2,55,215502001,3630000,215503001,726000
587,100302,31,3,56,215502001,3875000,215503001,775000
588,100302,32,3,57,215502001,4128000,215503001,825600
589,100302,33,3,58,215502001,4389000,215503001,877800
590,100302,34,3,59,215502001,4658000,215503001,931600
591,100302,35,3,60,215502001,4935000,215503001,987000
592,100302,36,4,61,215502001,5220000,215503001,1044000
593,100302,37,4,62,215502001,5513000,215503001,1102600
594,100302,38,4,63,215502001,5814000,215503001,1162800
595,100302,39,4,64,215502001,6123000,215503001,1224600
596,100302,40,4,65,215502001,6440000,215503001,1288000
597,100302,41,5,66,215502001,0,215503001,0
598,100303,0,0,25,215502001,0,215503001,0
599,100303,1,0,27,215502001,5000,215503001,1000
600,100303,2,0,29,215502001,18000,215503001,3600
601,100303,3,0,31,215502001,39000,215503001,7800
602,100303,4,0,32,215502001,68000,215503001,13600
603,100303,5,0,33,215502001,105000,215503001,21000
604,100303,6,0,34,215502001,150000,215503001,30000
605,100303,7,0,35,215502001,203000,215503001,40600
606,100303,8,0,36,215502001,264000,215503001,52800
607,100303,9,0,37,215502001,333000,215503001,66600
608,100303,10,0,38,215502001,410000,215503001,82000
609,100303,11,0,39,215502001,495000,215503001,99000
610,100303,12,0,40,215502001,588000,215503001,117600
611,100303,13,0,41,215502001,689000,215503001,137800
612,100303,14,0,42,215502001,798000,215503001,159600
613,100303,15,0,43,215502001,915000,215503001,183000
614,100303,16,0,44,215502001,1040000,215503001,208000
615,100303,17,0,45,215502001,1173000,215503001,234600
616,100303,18,1,46,215502001,1314000,215503001,262800
617,100303,19,1,47,215502001,1463000,215503001,292600
618,100303,20,1,48,215502001,1620000,215503001,324000
619,100303,21,1,49,215502001,1785000,215503001,357000
620,100303,22,1,50,215502001,1958000,215503001,391600
621,100303,23,2,51,215502001,2139000,215503001,427800
622,100303,24,2,52,215502001,2328000,215503001,465600
623,100303,25,2,53,215502001,2525000,215503001,505000
624,100303,26,2,54,215502001,2730000,215503001,546000
625,100303,27,2,55,215502001,2943000,215503001,588600
626,100303,28,3,56,215502001,3164000,215503001,632800
627,100303,29,3,57,215502001,3393000,215503001,678600
628,100303,30,3,58,215502001,3630000,215503001,726000
629,100303,31,3,59,215502001,3875000,215503001,775000
630,100303,32,3,60,215502001,4128000,215503001,825600
631,100303,33,4,61,215502001,4389000,215503001,877800
632,100303,34,4,62,215502001,4658000,215503001,931600
633,100303,35,4,63,215502001,4935000,215503001,987000
634,100303,36,4,64,215502001,5220000,215503001,1044000
635,100303,37,4,65,215502001,5513000,215503001,1102600
636,100303,38,5,66,215502001,5814000,215503001,1162800
637,100303,39,5,67,215502001,6123000,215503001,1224600
638,100303,40,5,68,215502001,6440000,215503001,1288000
639,100303,41,5,69,215502001,0,215503001,0
640,100304,0,0,33,215502001,0,215503001,0
641,100304,1,0,34,215502001,5000,215503001,1000
642,100304,2,0,35,215502001,18000,215503001,3600
643,100304,3,0,36,215502001,39000,215503001,7800
644,100304,4,0,37,215502001,68000,215503001,13600
645,100304,5,0,38,215502001,105000,215503001,21000
646,100304,6,0,39,215502001,150000,215503001,30000
647,100304,7,0,40,215502001,203000,215503001,40600
648,100304,8,0,41,215502001,264000,215503001,52800
649,100304,9,0,42,215502001,333000,215503001,66600
650,100304,10,0,43,215502001,410000,215503001,82000
651,100304,11,0,44,215502001,495000,215503001,99000
652,100304,12,0,45,215502001,588000,215503001,117600
653,100304,13,1,46,215502001,689000,215503001,137800
654,100304,14,1,47,215502001,798000,215503001,159600
655,100304,15,1,48,215502001,915000,215503001,183000
656,100304,16,1,49,215502001,1040000,215503001,208000
657,100304,17,1,50,215502001,1173000,215503001,234600
658,100304,18,2,51,215502001,1314000,215503001,262800
659,100304,19,2,52,215502001,1463000,215503001,292600
660,100304,20,2,53,215502001,1620000,215503001,324000
661,100304,21,2,54,215502001,1785000,215503001,357000
662,100304,22,2,55,215502001,1958000,215503001,391600
663,100304,23,3,56,215502001,2139000,215503001,427800
664,100304,24,3,57,215502001,2328000,215503001,465600
665,100304,25,3,58,215502001,2525000,215503001,505000
666,100304,26,3,50,215502001,2730000,215503001,546000
667,100304,27,3,60,215502001,2943000,215503001,588600
668,100304,28,4,61,215502001,3164000,215503001,632800
669,100304,29,4,62,215502001,3393000,215503001,678600
670,100304,30,4,63,215502001,3630000,215503001,726000
671,100304,31,4,64,215502001,3875000,215503001,775000
672,100304,32,4,65,215502001,4128000,215503001,825600
673,100304,33,5,66,215502001,4389000,215503001,877800
674,100304,34,5,67,215502001,4658000,215503001,931600
675,100304,35,5,68,215502001,4935000,215503001,987000
676,100304,36,5,69,215502001,5220000,215503001,1044000
677,100304,37,5,70,215502001,5513000,215503001,1102600
678,100304,38,6,71,215502001,5814000,215503001,1162800
679,100304,39,6,72,215502001,6123000,215503001,1224600
680,100304,40,6,73,215502001,6440000,215503001,1288000
681,100304,41,6,74,215502001,0,215503001,0
682,100305,0,0,37,215502001,0,215503001,0
683,100305,1,0,37,215502001,5000,215503001,1000
684,100305,2,0,37,215502001,18000,215503001,3600
685,100305,3,0,38,215502001,39000,215503001,7800
686,100305,4,0,39,215502001,68000,215503001,13600
687,100305,5,0,40,215502001,105000,215503001,21000
688,100305,6,0,41,215502001,150000,215503001,30000
689,100305,7,0,42,215502001,203000,215503001,40600
690,100305,8,0,43,215502001,264000,215503001,52800
691,100305,9,0,44,215502001,333000,215503001,66600
692,100305,10,0,45,215502001,410000,215503001,82000
693,100305,11,1,46,215502001,495000,215503001,99000
694,100305,12,1,47,215502001,588000,215503001,117600
695,100305,13,1,48,215502001,689000,215503001,137800
696,100305,14,1,49,215502001,798000,215503001,159600
697,100305,15,1,50,215502001,915000,215503001,183000
698,100305,16,2,51,215502001,1040000,215503001,208000
699,100305,17,2,52,215502001,1173000,215503001,234600
700,100305,18,2,53,215502001,1314000,215503001,262800
701,100305,19,2,54,215502001,1463000,215503001,292600
702,100305,20,2,55,215502001,1620000,215503001,324000
703,100305,21,3,56,215502001,1785000,215503001,357000
704,100305,22,3,57,215502001,1958000,215503001,391600
705,100305,23,3,58,215502001,2139000,215503001,427800
706,100305,24,3,59,215502001,2328000,215503001,465600
707,100305,25,3,60,215502001,2525000,215503001,505000
708,100305,26,4,61,215502001,2730000,215503001,546000
709,100305,27,4,62,215502001,2943000,215503001,588600
710,100305,28,4,63,215502001,3164000,215503001,632800
711,100305,29,4,64,215502001,3393000,215503001,678600
712,100305,30,4,65,215502001,3630000,215503001,726000
713,100305,31,5,66,215502001,3875000,215503001,775000
714,100305,32,5,67,215502001,4128000,215503001,825600
715,100305,33,5,68,215502001,4389000,215503001,877800
716,100305,34,5,69,215502001,4658000,215503001,931600
717,100305,35,5,70,215502001,4935000,215503001,987000
718,100305,36,6,71,215502001,5220000,215503001,1044000
719,100305,37,6,72,215502001,5513000,215503001,1102600
720,100305,38,6,73,215502001,5814000,215503001,1162800
721,100305,39,6,74,215502001,6123000,215503001,1224600
722,100305,40,6,75,215502001,6440000,215503001,1288000
723,100305,41,7,76,215502001,0,215503001,0
724,100306,0,1,40,215502001,0,215503001,0
725,100306,1,1,41,215502001,5000,215503001,1000
726,100306,2,1,42,215502001,18000,215503001,3600
727,100306,3,1,43,215502001,39000,215503001,7800
728,100306,4,1,44,215502001,68000,215503001,13600
729,100306,5,1,45,215502001,105000,215503001,21000
730,100306,6,1,46,215502001,150000,215503001,30000
731,100306,7,1,47,215502001,203000,215503001,40600
732,100306,8,1,48,215502001,264000,215503001,52800
733,100306,9,1,49,215502001,333000,215503001,66600
734,100306,10,1,50,215502001,410000,215503001,82000
735,100306,11,2,51,215502001,495000,215503001,99000
736,100306,12,2,52,215502001,588000,215503001,117600
737,100306,13,2,53,215502001,689000,215503001,137800
738,100306,14,2,54,215502001,798000,215503001,159600
739,100306,15,2,55,215502001,915000,215503001,183000
740,100306,16,3,56,215502001,1040000,215503001,208000
741,100306,17,3,57,215502001,1173000,215503001,234600
742,100306,18,3,58,215502001,1314000,215503001,262800
743,100306,19,3,59,215502001,1463000,215503001,292600
744,100306,20,3,60,215502001,1620000,215503001,324000
745,100306,21,4,61,215502001,1785000,215503001,357000
746,100306,22,4,62,215502001,1958000,215503001,391600
747,100306,23,4,63,215502001,2139000,215503001,427800
748,100306,24,4,64,215502001,2328000,215503001,465600
749,100306,25,4,65,215502001,2525000,215503001,505000
750,100306,26,5,66,215502001,2730000,215503001,546000
751,100306,27,5,67,215502001,2943000,215503001,588600
752,100306,28,5,68,215502001,3164000,215503001,632800
753,100306,29,5,69,215502001,3393000,215503001,678600
754,100306,30,5,70,215502001,3630000,215503001,726000
755,100306,31,6,71,215502001,3875000,215503001,775000
756,100306,32,6,72,215502001,4128000,215503001,825600
757,100306,33,6,73,215502001,4389000,215503001,877800
758,100306,34,6,74,215502001,4658000,215503001,931600
759,100306,35,6,75,215502001,4935000,215503001,987000
760,100306,36,7,76,215502001,5220000,215503001,1044000
761,100306,37,7,77,215502001,5513000,215503001,1102600
762,100306,38,7,78,215502001,5814000,215503001,1162800
763,100306,39,7,79,215502001,6123000,215503001,1224600
764,100306,40,7,80,215502001,6440000,215503001,1288000
765,100306,41,8,81,215502001,0,215503001,0
766,800001,0,0,0,215502001,0,182370004,0
767,800001,1,0,1,215502001,500000,182370004,5
768,800001,2,0,1,215502001,750000,182370004,8
769,800001,3,0,1,215502001,1000000,182370004,11
770,800001,4,0,1,215502001,1250000,182370004,15
771,800001,5,0,1,215502001,1500000,182370004,20
772,800001,6,0,1,215502001,1750000,182370004,25
773,800001,7,0,1,215502001,2000000,182370004,30
774,800001,8,0,1,215502001,2250000,182370004,40
775,800001,9,0,1,215502001,2500000,182370004,50
776,800001,10,0,1,215502001,0,182370004,0
777,800002,0,0,0,215502001,0,182370004,0
778,800002,1,0,1,215502001,500000,182370004,5
779,800002,2,0,1,215502001,750000,182370004,8
780,800002,3,0,1,215502001,1000000,182370004,11
781,800002,4,0,1,215502001,1250000,182370004,15
782,800002,5,0,1,215502001,1500000,182370004,20
783,800002,6,0,1,215502001,1750000,182370004,25
784,800002,7,0,1,215502001,2000000,182370004,30
785,800002,8,0,1,215502001,2250000,182370004,40
786,800002,9,0,1,215502001,2500000,182370004,50
787,800002,10,0,1,215502001,0,182370004,0
788,800003,0,0,0,215502001,0,182370004,0
789,800003,1,0,1,215502001,500000,182370004,5
790,800003,2,0,1,215502001,750000,182370004,8
791,800003,3,0,1,215502001,1000000,182370004,11
792,800003,4,0,1,215502001,1250000,182370004,15
793,800003,5,0,1,215502001,1500000,182370004,20
794,800003,6,0,1,215502001,1750000,182370004,25
795,800003,7,0,1,215502001,2000000,182370004,30
796,800003,8,0,1,215502001,2250000,182370004,40
797,800003,9,0,1,215502001,2500000,182370004,50
798,800003,10,0,1,215502001,0,182370004,0
799,800004,0,0,0,215502001,0,182370004,0
800,800004,1,0,1,215502001,500000,182370004,5
801,800004,2,0,1,215502001,750000,182370004,8
802,800004,3,0,1,215502001,1000000,182370004,11
803,800004,4,0,1,215502001,1250000,182370004,15
804,800004,5,0,1,215502001,1500000,182370004,20
805,800004,6,0,1,215502001,1750000,182370004,25
806,800004,7,0,1,215502001,2000000,182370004,30
807,800004,8,0,1,215502001,2250000,182370004,40
808,800004,9,0,1,215502001,2500000,182370004,50
809,800004,10,0,1,215502001,0,182370004,0
810,800005,0,0,0,215502001,0,182370004,0
811,800005,1,0,1,215502001,500000,182370004,5
812,800005,2,0,1,215502001,750000,182370004,8
813,800005,3,0,1,215502001,1000000,182370004,11
814,800005,4,0,1,215502001,1250000,182370004,15
815,800005,5,0,1,215502001,1500000,182370004,20
816,800005,6,0,1,215502001,1750000,182370004,25
817,800005,7,0,1,215502001,2000000,182370004,30
818,800005,8,0,1,215502001,2250000,182370004,40
819,800005,9,0,1,215502001,2500000,182370004,50
820,800005,10,0,1,215502001,0,182370004,0
821,800006,0,0,0,215502001,0,182370004,0
822,800006,1,0,1,215502001,500000,182370004,5
823,800006,2,0,1,215502001,750000,182370004,8
824,800006,3,0,1,215502001,1000000,182370004,11
825,800006,4,0,1,215502001,1250000,182370004,15
826,800006,5,0,1,215502001,1500000,182370004,20
827,800006,6,0,1,215502001,1750000,182370004,25
828,800006,7,0,1,215502001,2000000,182370004,30
829,800006,8,0,1,215502001,2250000,182370004,40
830,800006,9,0,1,215502001,2500000,182370004,50
831,800006,10,0,1,215502001,0,182370004,0
832,800007,0,0,1,215502001,0,182370004,0
833,800007,1,0,1,215502001,1200000,182370004,2
834,800007,2,0,1,215502001,1200000,182370004,2
835,800007,3,0,1,215502001,1200000,182370004,2
836,800007,4,0,1,215502001,1200000,182370004,2
837,800007,5,0,1,215502001,1200000,182370004,2
838,800007,6,0,1,215502001,1200000,182370004,2
839,800007,7,0,1,215502001,3000000,182370004,5
840,800007,8,0,1,215502001,3000000,182370004,5
841,800007,9,0,1,215502001,3000000,182370004,5
842,800007,10,0,1,215502001,3000000,182370004,5
843,800007,11,0,1,215502001,3000000,182370004,5
844,800007,12,0,1,215502001,3000000,182370004,5
845,800007,13,0,1,215502001,3000000,182370004,5
846,800007,14,0,1,215502001,3000000,182370004,5
847,800007,15,0,1,215502001,3000000,182370004,5
848,800007,16,0,1,215502001,3000000,182370004,5
849,800007,17,0,1,215502001,3000000,182370004,5
850,800007,18,0,1,215502001,3000000,182370004,5
851,800007,19,0,1,215502001,3000000,182370004,5
852,800007,20,0,1,215502001,3000000,182370004,5
853,800007,21,0,1,215502001,3000000,182370004,5
854,800007,22,0,1,215502001,3000000,182370004,5
855,800007,23,0,1,215502001,3000000,182370004,5
856,800007,24,0,1,215502001,3000000,182370004,5
857,800007,25,0,1,215502001,3000000,182370004,5
858,800007,26,0,1,215502001,3000000,182370004,5
859,800007,27,0,1,215502001,3000000,182370004,5
860,800007,28,0,1,215502001,3000000,182370004,5
861,800007,29,0,1,215502001,3000000,182370004,5
862,800007,30,0,1,215502001,3000000,182370004,5
863,800007,31,0,1,215502001,3000000,182370004,5
864,800007,32,0,1,215502001,3000000,182370004,5
865,800007,33,0,1,215502001,3000000,182370004,5
866,800007,34,0,1,215502001,3000000,182370004,5
867,800007,35,0,1,215502001,3000000,182370004,5
868,800007,36,0,1,215502001,3000000,182370004,5
869,800007,37,0,1,215502001,3000000,182370004,5
870,800007,38,0,1,215502001,3000000,182370004,5
871,800007,39,0,1,215502001,3000000,182370004,5
872,800007,40,0,1,215502001,3000000,182370004,5
873,800007,41,0,1,215502001,3000000,182370004,5
874,800007,42,0,1,215502001,3000000,182370004,5
875,800007,43,0,1,215502001,3000000,182370004,5
876,800007,44,0,1,215502001,3000000,182370004,5
877,800007,45,0,1,215502001,3000000,182370004,5
878,800007,46,0,1,215502001,3000000,182370004,5
879,800007,47,0,1,215502001,3000000,182370004,5
880,800007,48,0,1,215502001,3000000,182370004,5
881,800007,49,0,1,215502001,3000000,182370004,5
882,800007,50,0,1,215502001,3000000,182370004,5
883,800007,51,0,1,215502001,3000000,182370004,5
884,800007,52,0,1,215502001,6000000,182370004,10
885,800007,53,0,1,215502001,6000000,182370004,10
886,800007,54,0,1,215502001,6000000,182370004,10
887,800007,55,0,1,215502001,6000000,182370004,10
888,800007,56,0,1,215502001,6000000,182370004,10
889,800007,57,0,1,215502001,6000000,182370004,10
890,800007,58,0,1,215502001,6000000,182370004,10
891,800007,59,0,1,215502001,6000000,182370004,10
892,800007,60,0,1,215502001,6000000,182370004,10
893,800007,61,0,1,215502001,6000000,182370004,10
894,800007,62,0,1,215502001,6000000,182370004,10
895,800007,63,0,1,215502001,6000000,182370004,10
896,800007,64,0,1,215502001,6000000,182370004,10
897,800007,65,0,1,215502001,6000000,182370004,10
898,800007,66,0,1,215502001,6000000,182370004,10
899,800007,67,0,1,215502001,6000000,182370004,10
900,800007,68,0,1,215502001,6000000,182370004,10
901,800007,69,0,1,215502001,6000000,182370004,10
902,800007,70,0,1,215502001,6000000,182370004,10
903,800007,71,0,1,215502001,6000000,182370004,10
904,800007,72,0,1,215502001,6000000,182370004,10
905,800007,73,0,1,215502001,6000000,182370004,10
906,800007,74,0,1,215502001,6000000,182370004,10
907,800007,75,0,1,215502001,6000000,182370004,10
908,800007,76,0,1,215502001,6000000,182370004,10
909,800007,77,0,1,215502001,6000000,182370004,10
910,800007,78,0,1,215502001,6000000,182370004,10
911,800007,79,0,1,215502001,6000000,182370004,10
912,800007,80,0,1,215502001,6000000,182370004,10
913,800007,81,0,1,215502001,6000000,182370004,10
914,800007,82,0,1,215502001,6000000,182370004,10
915,800007,83,0,1,215502001,6000000,182370004,10
916,800007,84,0,1,215502001,6000000,182370004,10
917,800007,85,0,1,215502001,6000000,182370004,10
918,800007,86,0,1,215502001,6000000,182370004,10
919,800007,87,0,1,215502001,6000000,182370004,10
920,800007,88,0,1,215502001,6000000,182370004,10
921,800007,89,0,1,215502001,6000000,182370004,10
922,800007,90,0,1,215502001,6000000,182370004,10
923,800007,91,0,1,215502001,6000000,182370004,10
924,800007,92,0,1,215502001,6000000,182370004,10
925,800007,93,0,1,215502001,6000000,182370004,10
926,800007,94,0,1,215502001,6000000,182370004,10
927,800007,95,0,1,215502001,6000000,182370004,10
928,800007,96,0,1,215502001,6000000,182370004,10
929,800007,97,0,1,215502001,6000000,182370004,10
930,800007,98,0,1,215502001,6000000,182370004,10
931,800007,99,0,1,215502001,6000000,182370004,10
932,800007,100,0,1,215502001,0,182370004,0
933,800008,0,0,1,215502001,0,182370004,0
934,800008,1,0,1,215502001,3000000,182370004,5
935,800008,2,0,1,215502001,3000000,182370004,5
936,800008,3,0,1,215502001,3000000,182370004,5
937,800008,4,0,1,215502001,3000000,182370004,5
938,800008,5,0,1,215502001,3000000,182370004,5
939,800008,6,0,1,215502001,3000000,182370004,5
940,800008,7,0,1,215502001,6000000,182370004,10
941,800008,8,0,1,215502001,6000000,182370004,10
942,800008,9,0,1,215502001,6000000,182370004,10
943,800008,10,0,1,215502001,6000000,182370004,10
944,800008,11,0,1,215502001,6000000,182370004,10
945,800008,12,0,1,215502001,6000000,182370004,10
946,800008,13,0,1,215502001,6000000,182370004,10
947,800008,14,0,1,215502001,6000000,182370004,10
948,800008,15,0,1,215502001,6000000,182370004,10
949,800008,16,0,1,215502001,6000000,182370004,10
950,800008,17,0,1,215502001,6000000,182370004,10
951,800008,18,0,1,215502001,6000000,182370004,10
952,800008,19,0,1,215502001,6000000,182370004,10
953,800008,20,0,1,215502001,6000000,182370004,10
954,800008,21,0,1,215502001,6000000,182370004,10
955,800008,22,0,1,215502001,6000000,182370004,10
956,800008,23,0,1,215502001,6000000,182370004,10
957,800008,24,0,1,215502001,6000000,182370004,10
958,800008,25,0,1,215502001,6000000,182370004,10
959,800008,26,0,1,215502001,6000000,182370004,10
960,800008,27,0,1,215502001,6000000,182370004,10
961,800008,28,0,1,215502001,6000000,182370004,10
962,800008,29,0,1,215502001,6000000,182370004,10
963,800008,30,0,1,215502001,6000000,182370004,10
964,800008,31,0,1,215502001,6000000,182370004,10
965,800008,32,0,1,215502001,6000000,182370004,10
966,800008,33,0,1,215502001,6000000,182370004,10
967,800008,34,0,1,215502001,6000000,182370004,10
968,800008,35,0,1,215502001,6000000,182370004,10
969,800008,36,0,1,215502001,6000000,182370004,10
970,800008,37,0,1,215502001,6000000,182370004,10
971,800008,38,0,1,215502001,6000000,182370004,10
972,800008,39,0,1,215502001,6000000,182370004,10
973,800008,40,0,1,215502001,6000000,182370004,10
974,800008,41,0,1,215502001,6000000,182370004,10
975,800008,42,0,1,215502001,6000000,182370004,10
976,800008,43,0,1,215502001,6000000,182370004,10
977,800008,44,0,1,215502001,6000000,182370004,10
978,800008,45,0,1,215502001,6000000,182370004,10
979,800008,46,0,1,215502001,6000000,182370004,10
980,800008,47,0,1,215502001,6000000,182370004,10
981,800008,48,0,1,215502001,6000000,182370004,10
982,800008,49,0,1,215502001,6000000,182370004,10
983,800008,50,0,1,215502001,6000000,182370004,10
984,800008,51,0,1,215502001,6000000,182370004,10
985,800008,52,0,1,215502001,12000000,182370004,20
986,800008,53,0,1,215502001,12000000,182370004,20
987,800008,54,0,1,215502001,12000000,182370004,20
988,800008,55,0,1,215502001,12000000,182370004,20
989,800008,56,0,1,215502001,12000000,182370004,20
990,800008,57,0,1,215502001,12000000,182370004,20
991,800008,58,0,1,215502001,12000000,182370004,20
992,800008,59,0,1,215502001,12000000,182370004,20
993,800008,60,0,1,215502001,12000000,182370004,20
994,800008,61,0,1,215502001,12000000,182370004,20
995,800008,62,0,1,215502001,12000000,182370004,20
996,800008,63,0,1,215502001,12000000,182370004,20
997,800008,64,0,1,215502001,12000000,182370004,20
998,800008,65,0,1,215502001,12000000,182370004,20
999,800008,66,0,1,215502001,12000000,182370004,20
1000,800008,67,0,1,215502001,12000000,182370004,20
1001,800008,68,0,1,215502001,12000000,182370004,20
1002,800008,69,0,1,215502001,12000000,182370004,20
1003,800008,70,0,1,215502001,12000000,182370004,20
1004,800008,71,0,1,215502001,12000000,182370004,20
1005,800008,72,0,1,215502001,12000000,182370004,20
1006,800008,73,0,1,215502001,12000000,182370004,20
1007,800008,74,0,1,215502001,12000000,182370004,20
1008,800008,75,0,1,215502001,12000000,182370004,20
1009,800008,76,0,1,215502001,12000000,182370004,20
1010,800008,77,0,1,215502001,12000000,182370004,20
1011,800008,78,0,1,215502001,12000000,182370004,20
1012,800008,79,0,1,215502001,12000000,182370004,20
1013,800008,80,0,1,215502001,12000000,182370004,20
1014,800008,81,0,1,215502001,12000000,182370004,20
1015,800008,82,0,1,215502001,12000000,182370004,20
1016,800008,83,0,1,215502001,12000000,182370004,20
1017,800008,84,0,1,215502001,12000000,182370004,20
1018,800008,85,0,1,215502001,12000000,182370004,20
1019,800008,86,0,1,215502001,12000000,182370004,20
1020,800008,87,0,1,215502001,12000000,182370004,20
1021,800008,88,0,1,215502001,12000000,182370004,20
1022,800008,89,0,1,215502001,12000000,182370004,20
1023,800008,90,0,1,215502001,12000000,182370004,20
1024,800008,91,0,1,215502001,12000000,182370004,20
1025,800008,92,0,1,215502001,12000000,182370004,20
1026,800008,93,0,1,215502001,12000000,182370004,20
1027,800008,94,0,1,215502001,12000000,182370004,20
1028,800008,95,0,1,215502001,12000000,182370004,20
1029,800008,96,0,1,215502001,12000000,182370004,20
1030,800008,97,0,1,215502001,12000000,182370004,20
1031,800008,98,0,1,215502001,12000000,182370004,20
1032,800008,99,0,1,215502001,12000000,182370004,20
1033,800008,100,0,1,215502001,0,182370004,0
