id,buffid,level,icon,propertytype_1,arg_1,propertytype_2,arg_2,describe,luaname,time,addstate,buffshow,isnotify,showplace,notice,forever,relivedelete,bossresist,bufftype,picture
147,300002,15,-1,1,7500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
148,300002,16,-1,1,8000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
149,300002,17,-1,1,8500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
150,300002,18,-1,1,9000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
151,300002,19,-1,1,9500,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
152,300002,20,-1,1,10000,-1,0,造成伤害时，有几率提高{0}点额外暴击伤害（基础暴击伤害需破防），持续8秒,,0,0,,0,0,触发道境神通[c7a933]法天象地[-],0,0,0,0,-1
153,300003,1,-1,0,5,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
154,300003,2,-1,0,10,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
155,300003,3,-1,0,15,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
156,300003,4,-1,0,20,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
157,300003,5,-1,0,25,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
158,300003,6,-1,0,30,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
159,300003,7,-1,0,35,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
160,300003,8,-1,0,40,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
161,300003,9,-1,0,45,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
162,300003,10,-1,0,50,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
163,300003,11,-1,0,55,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
164,300003,12,-1,0,60,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
165,300003,13,-1,0,65,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
166,300003,14,-1,0,70,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
167,300003,15,-1,0,75,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
168,300003,16,-1,0,80,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
169,300003,17,-1,0,85,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
170,300003,18,-1,0,90,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
171,300003,19,-1,0,95,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
172,300003,20,-1,0,100,-1,0,造成伤害时，有几率每秒恢复自身{0}生命值上限的血量，持续5秒,,0,0,,0,0,触发道境神通[c7a933]血影不灭[-],0,0,0,0,-1
173,300004,1,-1,0,10,1,2000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
174,300004,2,-1,0,20,1,4000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
175,300004,3,-1,0,30,1,6000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
176,300004,4,-1,0,40,1,8000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
177,300004,5,-1,0,50,1,10000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
178,300004,6,-1,0,60,1,12000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
179,300004,7,-1,0,70,1,14000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
180,300004,8,-1,0,80,1,16000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
181,300004,9,-1,0,90,1,18000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
182,300004,10,-1,0,100,1,20000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
183,300004,11,-1,0,110,1,22000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
184,300004,12,-1,0,120,1,24000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
185,300004,13,-1,0,130,1,26000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
186,300004,14,-1,0,140,1,28000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
187,300004,15,-1,0,150,1,30000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
188,300004,16,-1,0,160,1,32000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
189,300004,17,-1,0,170,1,34000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
190,300004,18,-1,0,180,1,36000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
191,300004,19,-1,0,190,1,38000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
192,300004,20,-1,0,200,1,40000,造成伤害时，有几率使目标每秒损失{0}血量（每秒对BOSS造成伤害上限为{1}），持续三秒,,0,0,,0,0,触发道境神通[c7a933]烛龙之眼[-],0,0,0,0,-1
193,400001,1,-1,1,1100,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
194,400001,2,-1,1,1200,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
195,400001,3,-1,1,1300,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
196,400001,4,-1,1,1400,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
197,400001,5,-1,1,1500,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
198,400001,6,-1,1,1600,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
199,400001,7,-1,1,1700,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
200,400001,8,-1,1,1800,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
201,400001,9,-1,1,1900,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
202,400001,10,-1,1,2000,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
203,400001,11,-1,1,2100,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
204,400001,12,-1,1,2200,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
205,400001,13,-1,1,2300,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
206,400001,14,-1,1,2400,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
207,400001,15,-1,1,2500,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
208,400001,16,-1,1,2600,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
209,400001,17,-1,1,2700,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
210,400001,18,-1,1,2800,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
211,400001,19,-1,1,2900,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
212,400001,20,-1,1,3000,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
213,400001,21,-1,1,3100,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
214,400001,22,-1,1,3200,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
215,400001,23,-1,1,3300,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
216,400001,24,-1,1,3400,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
217,400001,25,-1,1,3500,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
218,400001,26,-1,1,3600,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
219,400001,27,-1,1,3700,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
220,400001,28,-1,1,3800,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
221,400001,29,-1,1,3900,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
222,400001,30,-1,1,4000,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
223,400001,31,-1,1,4100,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
224,400001,32,-1,1,4200,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
225,400001,33,-1,1,4300,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
226,400001,34,-1,1,4400,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
227,400001,35,-1,1,4500,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
228,400001,36,-1,1,4600,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
229,400001,37,-1,1,4700,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
230,400001,38,-1,1,4800,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
231,400001,39,-1,1,4900,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
232,400001,40,-1,1,5000,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
233,400001,41,-1,1,5100,-1,-1,提升人物{0}基础生命值,,0,0,,0,0,,0,0,0,0,-1
234,400002,1,-1,1,110,0,500,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
235,400002,2,-1,1,120,0,550,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
236,400002,3,-1,1,130,0,600,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
237,400002,4,-1,1,140,0,650,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
238,400002,5,-1,1,150,0,700,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
239,400002,6,-1,1,160,0,750,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
240,400002,7,-1,1,170,0,800,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
241,400002,8,-1,1,180,0,850,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
242,400002,9,-1,1,190,0,900,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
243,400002,10,-1,1,200,0,950,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
244,400002,11,-1,1,210,0,1000,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
245,400002,12,-1,1,220,0,1050,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
246,400002,13,-1,1,230,0,1100,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
247,400002,14,-1,1,240,0,1150,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
248,400002,15,-1,1,250,0,1200,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
249,400002,16,-1,1,260,0,1250,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
250,400002,17,-1,1,270,0,1300,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
251,400002,18,-1,1,280,0,1350,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
252,400002,19,-1,1,290,0,1400,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
253,400002,20,-1,1,300,0,1450,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
254,400002,21,-1,1,310,0,1500,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
255,400002,22,-1,1,320,0,1550,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
256,400002,23,-1,1,330,0,1600,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
257,400002,24,-1,1,340,0,1650,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
258,400002,25,-1,1,350,0,1700,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
259,400002,26,-1,1,360,0,1750,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
260,400002,27,-1,1,370,0,1800,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
261,400002,28,-1,1,380,0,1850,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
262,400002,29,-1,1,390,0,1900,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
263,400002,30,-1,1,400,0,1950,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
264,400002,31,-1,1,410,0,2000,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
265,400002,32,-1,1,420,0,2050,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
266,400002,33,-1,1,430,0,2100,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
267,400002,34,-1,1,440,0,2150,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
268,400002,35,-1,1,450,0,2200,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
269,400002,36,-1,1,460,0,2250,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
270,400002,37,-1,1,470,0,2300,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
271,400002,38,-1,1,480,0,2350,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
272,400002,39,-1,1,490,0,2400,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
273,400002,40,-1,1,500,0,2450,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
274,400002,41,-1,1,510,0,2500,攻击时有几率回复自身{0}血量，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
275,400003,1,-1,1,2000,0,50,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
276,400003,2,-1,1,2200,0,55,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
277,400003,3,-1,1,2400,0,60,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
278,400003,4,-1,1,2600,0,65,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
279,400003,5,-1,1,2800,0,70,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
280,400003,6,-1,1,3000,0,75,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
281,400003,7,-1,1,3200,0,80,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
282,400003,8,-1,1,3400,0,85,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
283,400003,9,-1,1,3600,0,90,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
284,400003,10,-1,1,3800,0,95,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
285,400003,11,-1,1,4000,0,100,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
286,400003,12,-1,1,4200,0,105,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
287,400003,13,-1,1,4400,0,110,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
288,400003,14,-1,1,4600,0,115,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
289,400003,15,-1,1,4800,0,120,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
290,400003,16,-1,1,5000,0,125,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
291,400003,17,-1,1,5200,0,130,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
292,400003,18,-1,1,5400,0,135,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
293,400003,19,-1,1,5600,0,140,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
294,400003,20,-1,1,5800,0,145,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
295,400003,21,-1,1,6000,0,150,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
296,400003,22,-1,1,6200,0,155,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
297,400003,23,-1,1,6400,0,160,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
298,400003,24,-1,1,6600,0,165,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
299,400003,25,-1,1,6800,0,170,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
300,400003,26,-1,1,7000,0,175,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
301,400003,27,-1,1,7200,0,180,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
302,400003,28,-1,1,7400,0,185,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
303,400003,29,-1,1,7600,0,190,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
304,400003,30,-1,1,7800,0,195,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
305,400003,31,-1,1,8000,0,200,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
306,400003,32,-1,1,8200,0,205,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
307,400003,33,-1,1,8400,0,210,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
308,400003,34,-1,1,8600,0,215,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
309,400003,35,-1,1,8800,0,220,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
310,400003,36,-1,1,9000,0,225,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
311,400003,37,-1,1,9200,0,230,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
312,400003,38,-1,1,9400,0,235,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
313,400003,39,-1,1,9600,0,240,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
314,400003,40,-1,1,9800,0,245,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
315,400003,41,-1,1,10000,0,250,提升人物{0}基础攻击力，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
316,400004,1,-1,1,500,0,250,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
317,400004,2,-1,1,550,0,275,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
318,400004,3,-1,1,600,0,300,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
319,400004,4,-1,1,650,0,325,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
320,400004,5,-1,1,700,0,350,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
321,400004,6,-1,1,750,0,375,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
322,400004,7,-1,1,800,0,400,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
323,400004,8,-1,1,850,0,425,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
324,400004,9,-1,1,900,0,450,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
325,400004,10,-1,1,950,0,475,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
326,400004,11,-1,1,1000,0,500,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
327,400004,12,-1,1,1050,0,525,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
328,400004,13,-1,1,1100,0,550,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
329,400004,14,-1,1,1150,0,575,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
330,400004,15,-1,1,1200,0,600,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
331,400004,16,-1,1,1250,0,625,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
332,400004,17,-1,1,1300,0,650,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
333,400004,18,-1,1,1350,0,675,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
334,400004,19,-1,1,1400,0,700,暴击时，目标将受到该次伤害{0}的额外伤害，额外附加{1}点,,0,0,,0,0,,0,0,0,0,-1
