id,taskid,state,npcid,talk,rank
421,100000096,2,-1,我等怎敢轻视陛下，只是又有机缘而已。,2
422,100000096,2,9030006,机缘……罢了，我大夏世界若能再多上几位道祖弟子倒也是好事。,3
423,100000097,0,9030006,你们离开的这段时日，整个大夏世界都有不稳定的迹象。,1
424,100000097,0,-1,陛下可是纯阳真仙，这大夏世界有谁敢不服陛下的统领。,2
425,100000097,0,9030006,就算是我也无法看清一切。据现在了解的情报，一个名为无间门的组织在四处为乱。,3
426,100000097,2,9030004,不知师尊所说的三界浩劫是否与这无间门有关……,1
427,100000097,2,-1,此时担忧也是无用，浩劫来临连夏皇都无法阻止。这王都之内也依旧是歌舞升平。,2
428,100000098,0,9030004,感受不到余薇和邋遢师兄的气息。,1
429,100000098,0,-1,看来当初被诸位上仙领走的人中，反倒是我们最先回来。,2
430,100000098,0,9030004,先去惜月表姐处看看吧，她身为大夏郡主，应该也了解不少情报。,3
431,100000098,2,9030003,近日来大夏波澜四起，无间门亦在暗中行动。你们万事还需多留个心眼。,1
432,100000099,0,9030003,黑白学宫弟子中，现在唯有木子朔还留在王都。,1
433,100000099,0,-1,师弟？倒是好久不见，是该去瞧瞧他。,2
434,100000099,2,9030001,仙缘大会虽说一时风光无二，但随后整个大夏的局势都开始紧张起来。,1
435,100000099,2,-1,想必是众人于冥冥之中感应到了即将到来的浩劫……,2
436,100000100,0,9030001,为提防少炎氏对黑白学宫不利，我一直在用傀儡探查少炎氏的情况。,1
437,100000100,0,9030001,最近一段时间，竟发现他们在与一些奇怪的家伙来往，似乎在暗地中打什么鬼主意。,2
438,100000100,2,9030003,想不到木子朔然发现了这么重要的情报。可恶的少炎氏，到底在打什么算盘……,1
439,100000100,2,-1,此事暂时还难以判断，说不定他们只是在探查纪宁返回大夏的情报。,2
440,100000100,2,9030003,不论如何，少炎氏始终是我们的仇敌，不能不小心着点。,3
441,100000101,0,9030003,不好，木子朔失踪了！外公他施展时光回溯之法，发现是少炎氏将木子朔绑走。,1
442,100000101,0,-1,想必是木子朔的探查被发现了！刻不容缓，此事我得去找夏皇商议！,2
443,100000101,2,9030006,不论是黑白学宫，还是那少炎氏，皆是我的子民。此事……我不能偏袒任何一方。,1
444,100000101,2,-1,少炎氏行动诡异，怕是背后另有阴谋。罢了，陛下既有难处，此事就让我自己解决！,2
445,100000102,0,9030001,你怎么来了，少炎氏将我软禁于此正是为了吸引你与纪宁前来！快走！,1
446,100000102,0,-1,你是我们的师弟，不将你平安救出，我怎能走！,2
447,100000102,2,9030001,哎呀，你要是不走，一旦那玄机老祖出现……,1
448,100000102,2,9030002,走？你们既然来了，便一个都走不脱！,2
449,100000103,0,9030002,纪宁，你的威胁太大，今日我少炎氏不惜代价，定要将你抹去！,1
450,100000103,0,9030004,大言不惭！这里可是大夏王都之内，你们若是动手，当真不怕夏皇天威降临？,2
451,100000103,0,9030002,夏皇？如今整个大夏岌岌可危，我们难道还怕他不成？,3
452,100000103,0,9030004,少炎氏！你们莫非已经！,4
453,100000103,2,9030002,消失吧纪宁！就用我少炎氏至宝镇界塔将你驱逐去那寂灭之域！,1
454,100000103,2,-1,怎么回事，那法宝的力量撕裂空间，似要将我们传送至异空之中！,2
455,100000104,0,9030002,不可能，我明明以镇界塔将你们驱逐到了寂灭之域！凭你们的力量不可能再回来！,1
456,100000104,0,-1,一人之力或许不够，但凭借我等同伴共同的力量便足以办到！,2
457,100000104,2,9030002,连镇界塔都无法将你除去……既然如此，我少炎氏也无需再掩饰了！,1
458,100000104,2,-1,你！难道少炎氏真是要背叛大夏！？,2
459,100000104,2,9030002,是又如何？等着吧，我少炎氏将会与无间门一起席卷大夏，见证你等的末日！,3
460,100000105,0,9030009,不出所料，大夏世界果然大乱将起。,1
461,100000105,0,-1,师兄，你怎么又来到大夏。,2
462,100000105,0,9030009,此事不便在此细说，师尊通过一梦三界查知到一些新的情报，还请随我重返方寸山。,3
463,100000105,2,9040002,一直潜伏于暗中的无间门终于开始伸出他们的魔手，目标正是你们大夏！,1
464,100000105,2,-1,果然，这段时间大夏的动荡绝非偶然。师尊，这无间门，究竟是个什么样的组织？,2
465,100000105,2,9040002,上古有盘古混沌世界、无间混沌世界，两界争战碰撞而后交融，形成如今的三界。,3
466,100000105,2,9040002,无间门正是当初无间混沌世界的住民，看来他们一直没有放弃独占三界的野心……,4
467,100000106,0,9040003,战争不久便会打响，如少炎氏这般站在无间门一边的势力恐怕也不会少。,1
468,100000106,0,-1,看来，我们也是时候进行战争的准备了。,2
469,100000106,2,9040007,哈哈，说来我与你还是初次见面呢！,1
470,100000106,2,-1,红雪天神……据纪宁所说，是那摘星水府七天神之首，实力强劲！,2
471,100000107,0,9040007,上古浩劫，吾主三寿道人命我等留守摘星府，可今日浩劫，终究还是无法避过。,1
472,100000107,0,-1,上古之战……据说包括三寿道人在内的众多大能者纷纷陨落……,2
473,100000107,2,9040007,我等本应等待新任府主成就天神之时方可现身。但如今事态，也顾不了那么多了。,1
474,100000108,0,9040007,大劫当前，我有一式七曜天神阵，可于战斗中发挥极大威力。,1
475,100000108,2,9040007,菩提道祖正在时刻探查无间门的动态，你们要做好随时出发的准备。,1
476,100000109,0,9040002,我用一梦三界之法探查到无间门的动向，他们已布下阵势，欲与大夏一战。,1
477,100000109,2,-1,与无间门的战斗就在眼前……师尊，保重！,1
478,100000110,0,9040007,大夏世界中，夏皇似乎已开始与无间门交战。我们需尽快赶到战场！,1
479,100000110,0,-1,好快！但也说明局势已严峻至此。好吧，就让我来会一会这无间门的大军！,2
480,100000110,2,9050001,此处就是大夏与无间门交战之地。眼下两方军势正呈胶着状态，大夏一方急需援助！,1
481,100000111,0,9050001,看来无间门的仙魔已经发现我们的闯入！,1
482,100000111,0,-1,大夏世界是我的故乡，怎能容外人在此肆虐！就让我来驱逐他们！,2
483,100000111,2,9050001,我来控制此地战场局势，你速去与夏皇会合，了解下一步的战略！,1
484,100000112,0,9050002,你们是什么人，怎会从北面的战场而来！,1
485,100000112,0,-1,无间门一方的天仙么，给我闪开！,2
486,100000112,2,9050002,你们的模样……是纪宁一伙！,1
487,100000112,2,-1,认出了我们！此处不易久留，需尽快离去！,2
488,100000113,0,9050003,嗯？此地竟有阵法波动！莫不是有人设伏。,1
489,100000113,0,-1,咦？此人不正是之前遇见过的无间门天仙么！,2
490,100000113,0,9050002,抓到了！纪宁一伙，这次定要为无间门除去你们这隐患！,3
491,100000113,2,9050002,我乃百墓山七女仙之一的紫草，这回你们可无路可逃了！,1
492,100000113,2,-1,战场之上仙魔众多，这位紫草仙子为何只对我们穷追不舍？,2
493,100000113,2,9050002,呵，少炎氏加入我无间门一方，提出的第一条件便是要将纪宁抹去！,3
494,100000113,2,-1,又是少炎氏……那玄机老祖还真是阴魂不散……,4
495,100000114,0,9050002,众人动手，将这纪宁一伙彻底消灭！,1
496,100000114,2,9050002,怎，怎么会！你们的实力和情报中说的不一样啊！,1
497,100000114,2,-1,兵者诡道，哪能什么事都被你们看出来！,2
498,100000115,0,9050002,带来的天仙兵卒竟都被这纪宁斩杀，不可能……,1
499,100000115,0,9050003,只剩你一个了，剑指……斩！,2
500,100000115,0,9050002,你不能杀我，不！！！,3
501,100000115,2,9050003,这就是三界与无间门不死不休的战争……,1
502,100000115,2,-1,再多想也是无用，只怕这紫草身后又有什么背景，引来更多的麻烦。,2
503,100000116,0,9050003,个人的力量在这战场上过于单薄，还是先去八龙云城内与夏皇会合为上。,1
504,100000116,2,9050004,太好了，你们在这紧要关头赶到，我大夏一方的士气都为之一振！,1
505,100000116,2,-1,陛下，不知如今的形势如何？,2
506,100000116,2,9050004,大致还是处在势均力敌的状态，敌我双方皆选择保留实力，以待良机。,3
507,100000117,0,9050004,敌方的天神傀儡颇为强大，寻常天仙难以抵御。看来只能由你们去堵住这个窟窿了！,1
508,100000117,2,9050004,多亏你们压制那天神傀儡，才能将局势再次拉回势均力敌的状态。,1
509,100000118,0,9050004,纪宁已联合众天仙结成阵法进行迎击。至于你，则可行走战场，寻找敌方薄弱之处。,1
510,100000118,2,9050003,战场局势瞬息万变，你独自行动，可得多加小心。,1
511,100000119,0,9050005,纪宁在何处！该死的纪宁，我定要杀你，为我徒儿紫草报仇！,1
512,100000119,0,-1,这滔天的恨意，糟了，此人怕是和之前被纪宁所杀紫草仙子关系匪浅！,2
513,100000119,0,9050005,你！是你！就是你与那纪宁一同将紫草灭杀！,3
514,100000119,2,9050005,果然有些实力，但你是逃不掉的，我乌霄定要将你们挫骨扬灰！,1
515,100000119,2,-1,这乌霄好是奇特，明明只是天仙，却有许多旁门左道的手段。,2
516,100000120,0,9050006,哈哈哈，成为无间门众矢之的的感觉不好受吧！,1
517,100000120,0,-1,玄机老贼，你还真是阴魂不散。,2
518,100000120,0,9050006,凭你一人之力，如何与庞大的无间门抗衡！受死吧！,3
519,100000120,2,9050006,什么？这般强大的气息！你的修为究竟到了什么境界！,1
520,100000120,2,-1,玄机老贼，莫逃！,2
521,100000120,2,9050006,哼，一次不行，就等待第二次的机会！就不信你次次都能突出重围！,3
522,100000121,0,9050004,想不到无间门竟然祭出一尊道祖傀儡，好在纪宁已将其拦下。,1
523,100000121,0,-1,纪兄果然厉害，反倒是我这边，竟未能将玄机天仙除去。,2
524,100000121,2,9050003,那乌霄和玄机本都是为杀我而来，反倒是你在帮忙抵挡。,1
525,100000121,2,-1,此事师兄无需挂心，专心率领众人共同赢得胜利才是紧要之事。,2
526,100000122,0,9050004,传令，众人出八龙云城，迎战无间门！,1
527,100000122,0,-1,何等恢宏，这就是大夏众仙的实力！上吧，我也不能落于人后！,2
528,100000122,2,9050006,又出现了！谅你修为再强也不过一人而已，我这次可是准备对抗你的法宝……,1
529,100000122,2,-1,你准备了法宝，难道我就什么都没准备么？,2
530,100000122,2,9050006,什么！这，这是！唔哦哦哦——,3
531,100000122,2,-1,事先布下的八方神火阵……看来还挺有效果的。,4
532,100000123,0,9050001,玄机天仙似乎已被你斩灭，我在这里就先道一声祝贺了。,1
533,100000123,0,-1,现在整个战场的局势如何。,2
534,100000123,0,9050001,如今大夏一方逐渐占据优势。玄机天仙被灭，那乌霄偷袭纪宁反被重创，也已逃离战场……,3
535,100000123,0,-1,怪不得没再遇见，原来是被师兄解决了。,4
536,100000123,2,9050001,眼下看来，整个战场就数你这里最为自由，神鬼莫测之姿，令无间门防不胜防啊。,1
537,100000123,2,-1,既然整体局势已不需要我来调整。不妨就闯入无间城，看看无间门的首领有何本事！,2
538,100000124,0,9050007,嗯？是大夏一方的探子么……,1
539,100000124,0,-1,不愧是无间门的首领，竟能察觉到我的靠近。,2
540,100000124,0,9050007,你是那纪宁的跟班？这次战事，你的行为也太嚣张了些！,3
541,100000124,2,9050007,三界众修与我无间门必要灭亡一方，冥冥天道注定如此！,1
542,100000124,2,-1,既然如此，灭亡的一定是无间门一方！,2
543,100000124,2,9050007,大言不惭，便以我之术法将你镇压！,3
544,100000124,2,-1,好可怕的力量！不可硬撑，唯有以大挪移之法离开！,4
545,100000125,0,9050004,你与那无间神王见过面了？真是太鲁莽了，若是失去了你，战场局势恐怕又会逆转。,1
546,100000125,0,-1,能付出点代价见识这无间神王的实力，也是值得。,2
547,100000125,0,9050004,经过这次试探，可看出那神王并不能将你瞬间灭杀，这或许便是我们的胜机所在！,3
548,100000125,2,9050004,此处是一份神农氏托人送来的秘药……,1
549,100000125,2,-1,神农氏！莫非是上古人族三皇之一的那位大能！,2
550,100000125,2,9050004,不错，你持此药闯入无间门核心并将其捏碎，可使方圆万里的仙人尽皆失去战力！,3
551,100000125,2,-1,此药若真有此奇效……的确足以制胜！,4
552,100000125,2,9050004,去吧！我大夏世界的安危，如今便托付在你的手上！,5
553,100000126,0,9050007,又来了么？看来那神农氏的秘药让你们看到胜利的一丝希望？,1
554,100000126,0,-1,这！神王，你为何……,2
555,100000126,0,9050007,为何知晓你们的隐秘？我师尊与天道融合而成不灭，你们的小伎俩如何瞒得过我！,3
556,100000126,0,-1,知道又如何？神王，你没有将我一击灭杀的办法，就注定我能于此来去自如！,4
557,100000126,0,9050007,大言不惭！无间门众人，给我将其拦下！,5
558,100000126,2,9050007,有我无间门众将士在此，谅你实力再强，也无法踏前一步。,1
559,100000127,0,-1,可恶！距离能使用这秘药的核心区域还差少许！如此一来，只能暂时撤退！,1
560,100000127,2,9050001,你受伤了！夏皇似乎命你去完成什么秘密任务，结果怎样？,1
561,100000127,2,-1,颇为困难，无间城周围的防御太过严密，难以靠近核心之地……,2
562,100000127,2,9050001,这样的话……好，那就让我来助你一臂之力！七曜天神阵！,3
563,100000128,0,9050007,七曜天神！消失已久的摘星府第一战神怎会出现在这儿……不好！防线被攻破了！,1
564,100000128,0,-1,神王，看来你的防线终究还是没有拦住我！无间门众修，尝尝这神农秘药的滋味吧！,2
565,100000128,0,9050007,糟了，药效在此地散开……我无间门的军势竟瞬间瓦解！,3
566,100000128,2,9050007,不愧是神农氏的秘药，看来这大夏一役，我无间门算是败了。,1
567,100000128,2,-1,看你的样子，似乎并不感到沮丧？,2
568,100000128,2,9050007,大夏不过是三界之中的一处小战场而已，最后的决战尚未到来，胜负还一切未知。,3
569,100000128,2,-1,不论再战几次，我三界一方也必将击败你们无间门！,4
570,100000128,2,9050007,哼，那你们便尽情享受这片刻的欢愉吧！,5
571,100000129,0,9050001,好在那神农秘药起了作用，否则此战结果难料啊……,1
572,100000129,0,-1,玄机老祖陨落，乌霄仙人、无间神王遁逃，我们的确是胜利了。,2
573,100000129,2,9050001,战后清理还需一段时间，你不妨与纪宁商量商量接下来的目标。,1
574,100000130,0,9050003,为振奋大夏士气，夏皇正于无间战场大宴群仙，我们也速速过去吧！,1
575,100000130,2,9050004,好哇，斩获诸多战功的英豪终于到来！,1
576,100000130,2,-1,哈哈，这么隆重的欢迎还真有些不好意思。,2
577,100000130,2,9050004,若没有你，大夏怎能有今日之安泰？这点欢呼声你就安心接受吧。,3
578,100000131,0,9050004,特意在这战场余火之上举行酒宴，只为提醒各位，笼罩三界的阴云还未散去。,1
579,100000131,0,-1,（我还奇怪为何在这荒芜战场召开酒宴，未曾想竟有这般深意……）,2
580,100000131,0,9050004,话不多说，还望诸仙继续精进，与大夏共抗大劫！,3
581,100000131,2,-1,陛下说的没错，整个三界的浩劫并未真正过去。,1
582,100000131,2,9050003,漫漫修仙路，不论是为了自己还是三界，实力才是一切的根本。,2
583,100000131,2,-1,那我就试着再向前走走，看看这修仙之路的尽头究竟能看到怎样的风景！,3
584,100000132,0,9050003,总算甩开了那无间门的天仙。,1
585,100000132,2,-1,以我们现在的修为，击败她并非难事。,1
586,100000132,2,9050003,莫要舍本逐末，对我们来说，与大夏军汇合才是最为优先之事。,2
587,100000133,0,9050003,陛下的八龙云城正停靠在前方，速去！,1
588,100000133,2,9050004,是你们？竟能踏过这混乱的战场行至此处，还真是后生可畏。,1
589,100000133,2,-1,陛下，依我们一路所见，大夏一方的局势似乎不容乐观……,2
590,100000133,2,9050004,这……正如你们所说，我们似乎低估了无间门的战意与决心。,3
591,100000134,0,9050004,怎会！传令兵来报，长青剑仙背叛，战线已开始溃散！,1
592,100000134,0,-1,陛下若信得过我二人，我们愿为大夏挡下无间门的这波攻势！,2
593,100000134,0,9050004,你们？好吧，既然事已至此……便命你二人前往截击敌军的天神傀儡！,3
594,100000134,2,9050004,多亏你们才能撑过这轮进攻。有了这段缓冲时间，我便能重整态势。,1
595,100000134,2,-1,我们会尽量削弱无间门的攻势，请陛下专心进行指挥。,2
596,100000135,0,9050003,方才的战斗中，似乎有某人在控制那些傀儡。,1
597,100000135,0,-1,傀儡师么，试着找一找吧。,2
598,100000135,2,9050005,嗯？想不到竟有人注意到我的存在……出来吧，小家伙们！,1
599,100000135,2,-1,无间门的天仙，就是你在背后操控那些傀儡？,2
600,100000136,0,9050005,二位莫要因我是天仙而看轻了我……我操控的傀儡，可不止刚才那些！,1
601,100000136,0,-1,什么！哪里来的这么多傀儡！,2
602,100000136,2,9050005,年轻人有点本事……你们就慢慢玩吧，我可不奉陪了。,1
603,100000136,2,-1,等等！,2
604,100000137,0,-1,让那乌霄逃了……这般强悍的傀儡之术，他到底是什么人？,1
605,100000137,0,9050003,想再多也是无用，夏皇正在传唤我们，先回去看看吧。,2
606,100000137,2,9050004,无间门此战投入的兵力极大，我大夏一方的准备还是有所不足……,1
607,100000138,0,9050004,我希望你二人设法寻来援军，当然，我这便也会准备相应的“底牌”。,1
608,100000138,0,-1,陛下所托，我等必将竭尽全力！,2
609,100000138,2,9050003,援兵么，首先想到的便是菩提师尊了。,1
610,100000138,2,-1,醒醒，师尊作为顶尖道祖，可不能随意出手。,2
611,100000138,2,9050003,虽不能亲自出手，但师尊的一梦三界之法，可是能让我们省去许多力气的。,3
612,100000139,0,9050001,想要返回方寸山寻找援兵？放心，有我在此镇守，无论何时都可安全往返。,1
613,100000139,2,9040002,大夏之皇命你二人来寻援军？好吧，这就将我看到的线索告知你等。,1
614,100000140,0,9040002,当前能改变战局者，非纯阳真仙不可。而你们能寻得的真仙，唯姜君、吕洞宾二人。,1
615,100000140,0,-1,师兄和……吕祖？多谢师尊指点！,2
616,100000140,2,9040001,所以，你们希望我能出手，援助大夏？,1
617,100000140,2,-1,还望师兄出手！,2
618,100000141,0,9040001,我虽有意帮忙，但师尊交给我两项任务，没完成之前，我可不能走啊。,1
619,100000141,0,-1,不论是什么任务，我们定为师兄完成！,2
620,100000141,0,9040001,说得好！那就请你们清理掉山下的杂草，以及那如同小强般除之不尽的火翼卫吧！,3
621,100000141,2,9040006,唉，师傅？你们不是去迎战无间门了么，怎么会在这儿拔草！？,1
622,100000142,0,9040006,原来是为了获得姜君师叔的援手……正好，消灭火翼卫一事也让我来帮忙吧！,1
623,100000142,2,9040006,火翼卫清理完毕！如此一来，姜君师叔的任务便完成了！,1
624,100000143,0,9040001,不错，不错，既然已无牵挂，我这就前往大夏世界，与无间门一战！,1
625,100000143,2,9040003,姜君师兄已经出手，是时候前往大夏王都，寻求吕洞宾的协助了。,1
626,100000144,0,9030003,这瓶仙酿是外公最得意的珍藏……应该能入得吕祖的法眼。,1
627,100000144,0,9030004,多得表姐费心，寻求援兵一事，美酒定能发挥其真正的价值。,2
628,100000144,2,-1,去见吕祖前，为何还特地找惜月郡主取来这酒？,1
629,100000144,2,9030004,仙缘大会时，吕祖便对大夏的仙酿情有独钟。找他帮忙，美酒自然是少不了的。,2
630,100000145,0,9030012,酒香四溢，这味道……快让我尝尝！,1
631,100000145,0,9030004,吕祖且慢动手，此酒就算放眼三界，也是一等一的仙酿，想喝，代价可不便宜。,2
632,100000145,2,9030012,你想凭一壶酒就请动我出手，为你大夏而战？,1
633,100000145,2,9030004,当然不止如此，吕祖若肯出手，夏皇陛下自会记住你的人情。,2
634,100000145,2,9030012,能让夏芒殒欠下人情……好，我答应！其实我早看那无间门不顺眼了！,3
635,100000146,0,9050003,援兵已至，快去向陛下报告吧！,1
636,100000146,2,9050004,好啊！能请动吕洞宾与姜君助阵，这可真是大功一件！,1
637,100000146,2,-1,既已为陛下达成目的，我们也是时候重返战场了。,2
638,100000147,0,9050003,此间事了，是时候向师尊报告结果了。,1
639,100000147,2,9050001,菩提道祖向我转音，通往斜月大世界的接引也已布置妥当。,1
640,100000147,2,-1,劳你费心了，若再无其他要事，便启程返回方寸山吧。,2
641,100000148,0,9040003,拜见师尊！您有一梦三界之法，想必也已知道无间门败退之事。,1
642,100000148,0,9040002,但依无间门的野心，恐怕不会这么简单就对大夏收手。,2
643,100000148,2,9040002,随着其他界域战事的进行，三界会愈发动荡，你们自己需多加小心。,1
644,100000149,0,9040001,与无间门交战时，我也奉师尊之命展开调查。,1
645,100000149,0,-1,师兄可有发现什么有价值的情报？,2
646,100000149,2,9040001,曾与你在无间战场上交手的乌霄似乎背景颇深，不可不防啊。,1
647,100000150,0,9030006,无间门的阴影虽未散去，但高兴的时候就该高兴。回到了王都，你们就好好歇息吧。,1
648,100000150,2,9030004,既然已经回来了，就快将我们胜利的喜讯告知此地的亲友吧。,1
649,100000151,0,9030005,能平安回来就是好事。等我练成玄武大神通，也帮你们一起揍那无间门。,1
650,100000151,2,-1,余薇师姐似乎还未从吕祖处归来，邋遢师兄可有听到什么消息？,1
651,100000151,2,9030005,她自有她的造化，修行一事毕竟焦躁不得啊。,2
652,100000152,0,9030003,你们与无间门交战的这段时日，我心中一直忐忑不安。,1
653,100000152,2,9030004,这可真是，让姐姐担心了。可在无间门的入侵前，没人可以独善其身……,1
654,100000152,2,-1,好了，赢都赢了，你和郡主大人就别再板着张脸了。,2
655,100000153,0,9020006,想当初你们拜入黑白学宫，入我门下……如今，却早已超过我了。,1
656,100000153,0,-1,一日为师，终身为父，这一点学生绝不敢忘。,2
657,100000153,2,9020003,你回来了，纪宁想必也与你一起……,1
658,100000153,2,-1,师姐，你若是……,2
659,100000153,2,9020003,他已有新的道侣，如今，相见不如不见。,3
660,100000154,0,9020004,你们俩凯旋而归，真让我们黑白学宫骄傲！,1
661,100000154,0,-1,一路走来，能见证众人的喜悦与大夏的和平，我们的奋战便是值得。,2
662,100000154,2,9020004,看样子你们是打算回燕山老家。嗯，家园故土，总是该回去看看！,1
663,100000155,0,9020001,哈哈哈，谁能想到，当年初踏修行路的两个纪氏新丁，能走到今天这个地步。,1
664,100000155,2,-1,北山兄，这次我们会在燕山多呆些时日，你可别忘了来找我们喝酒。,1
665,100000156,0,9010002,纪氏西府……秋叶姐一定也还在等着我吧。,1
666,100000156,2,-1,有在这儿说话的功夫，还不快去见见秋叶姐。,1
667,100000157,0,9010001,公子！,1
668,100000157,0,9010002,秋叶，我回来了！,2
669,100000157,2,9010001,一别多年，公子看上去还像当年一样，但这纪氏西府，却已物是人非。,1
670,100000158,0,9010002,父亲母亲虽已不在，但纪氏还有我。这次回来，正是为了让纪氏真正崛起。,1
671,100000158,2,-1,你打算怎么做？若依靠我们的力量，纪氏确实能够称霸燕山，但那并非真正的强大。,1
672,100000158,2,9010002,磨砺，自然也会有。就让纪氏子弟在我们的引导下成长吧。,2
673,100000159,0,9010002,对纪氏未来的规划不可轻下论断，希望你能在西府内确认下众人的看法。,1
674,100000159,0,-1,有道理，此事可谓是纪氏一族的百年大计，还是和大家讨论下为妙。,2
675,100000159,2,9010001,既然是公子的吩咐，那我就斗胆说说自己的意见。,1
676,100000160,0,-1,原来如此，要注重于底层民众的生活么？,1
677,100000160,0,9010001,你与公子行走天下，眼界比我开阔，这只是我的一点浅见。,2
678,100000160,0,-1,哪里的话，秋叶姐的想法很有参考价值。嗯……接下来再去问问白叔。,3
679,100000160,2,9010004,若说到纪氏的崛起，果然还是神通功法等传承最为重要。,1
680,100000161,0,-1,嗯，纪氏的修行之法的确需要革新，不知白叔有什么好想法。,1
681,100000161,2,9010004,仿造我们之前在菩提道祖处的学习，有系统地教授、锻炼新人……,1
682,100000161,2,-1,功法神通，和修行么。基础果然是很重要的呢，不知纪宁对这些想法会怎么看。,2
683,100000162,0,9010002,关于纪氏未来的展望，你调查得如何啦？,1
684,100000162,2,-1,秋叶、白叔，以及府内的长老，甲卫，平民，该问的我大多问过一遍，如何，听听看么？,1
685,100000162,2,9010002,洗耳恭听。,2
686,100000163,0,9010002,最大的问题果然还是在修行上，唯有让族人通过修行获得实力，方能使纪氏真正崛起。,1
687,100000163,0,-1,必需的一些功法神通可由我们传授，但修行上的磨练……,2
688,100000163,0,9010002,我等纪氏与天地大妖争而求存，最不缺的便是血性。若不信，你大可一试。,3
689,100000163,2,-1,黑甲卫的修为虽弱，但每个人的眼中都透露出顽强的意志。,1
690,100000163,2,9010002,我纪氏有这样的子弟，再加上好的修行之法，何愁纪氏不兴啊！,2
691,100000164,0,9010001,看到公子与你为纪氏殚精竭虑的样子，欣慰的同时也不禁担心你们的身体。,1
692,100000164,0,-1,秋叶姐，修行者的仙魔之体，哪有这么容易垮的。,2
693,100000164,2,9010001,但人还是需要休息的，正好，夏皇陛下派人送来一封酒宴，你们不妨借此放松一下。,1
694,100000165,0,9050003,赴宴回返，信马由缰也是种不错的选择。,1
695,100000165,2,-1,说得好，三界美景众多，这次出行，我便随心所欲地游它一番！,1
696,100000166,0,9040006,想不到除我之外，还有人会在此驻足赏花。,1
697,100000166,2,-1,此地落英缤纷，秀美之景当然不是你一个人的专享。,1
698,100000167,0,-1,方寸山的美景，不论何时都能抚慰我心。,1
699,100000167,2,9040003,看来你是真打算一路游玩？,1
700,100000167,2,-1,有何不妥，下一站，大夏王都，咱们说走就走！,2
701,100000168,0,9030012,大夏王都万载风霜，繁华之景一眼难以看尽啊。,1
702,100000168,2,-1,想不到吕祖对王都之景如此看重。,1
703,100000168,2,9030012,哦，难得小友也有欣赏美景的闲趣，不如一同？,2
704,100000169,0,9030003,吕祖大驾，有失远迎。,1
705,100000169,0,9030012,无妨，我只是随这位小友一同游玩，无需太过在意。,2
706,100000169,2,9030003,想不到你正与吕祖一同游玩王都。,1
707,100000169,2,-1,哈哈，相逢即是有缘，能与吕祖同游也是我的荣幸。,2
708,100000170,0,9030012,此番同游，当真尽兴。有缘的话，我们还会再会的。,1
709,100000170,2,9030004,游览过了王都，再去安澶郡瞧瞧如何？,1
710,100000170,2,-1,安澶郡？当然要去，待我准备好，便出发吧！,2
711,100000171,0,-1,北山兄，我可又来找你饮酒了！,1
712,100000171,0,9020001,是你们？快快请进！,2
713,100000171,2,9020001,原来是想再探咱们安澶城的美景？放心，包在我身上了。,1
714,100000172,0,9020005,大夏王都的繁盛之景虽好，安澶城的小桥流水之姿也颇具情趣。,1
715,100000172,0,9020001,正是如此，虽然比不上王都，但我安澶城的街市也是极好的。来，这边走这边走。,2
716,100000172,2,-1,此番游玩已然尽兴，该是返回西府城的时候了。北山兄，我们来日再会。,1
717,100000173,0,9010002,奇怪，西府城中的民众似乎有些不安。,1
718,100000173,2,-1,与其胡思乱想，不如去找秋叶姐问个详细。,1
719,100000174,0,9010001,你们不在的这段时日，往城外修行的纪氏子弟经常遭遇妖兽的袭击。,1
720,100000174,2,9010002,据生还者描述，那妖兽似是成群的红色长蛇……这怎么听上去有点儿耳熟。,1
721,100000174,2,-1,的确，不过尚未亲眼确认，还是难以判断啊。,2
722,100000175,0,9010004,确认了袭来的妖兽，看来是你们曾经击败过的赤芒蛇。,1
723,100000175,0,-1,还真是赤芒蛇，繁衍得还真快啊。好吧，那就再清除一次！,2
724,100000175,2,9010004,经过这次的清理，短时间应该看不到大群的赤芒蛇了。,1
725,100000175,2,-1,不过这还真令我想起了刚外出修行的时候，呵，时光荏苒啊。,2
726,100000176,0,9010005,唔？赤芒蛇的清理结束了。哼，那些生还的纪氏子弟可是我救出来的，还不快夸夸我。,1
727,100000176,0,-1,那还真是幸苦你了，不过，你为何不顺手将那些赤芒蛇解决掉……,2
728,100000176,2,9010005,虽说种类不一样，可同是蛇妖，问这种问题，你该不会觉得同类相残的过程很愉快吧？,1
729,100000176,2,-1,……,2
730,100000177,0,9010002,似乎又有些骚动，外出修行的弟子看来又遇上了麻烦。,1
731,100000177,0,-1,修行的安排由秋叶姐负责，我去问问她吧。,2
732,100000177,2,9010001,公子果然察觉到了……没错，和之前赤芒蛇的袭击一样，修行的子弟们又遇上了麻烦。,1
733,100000177,2,-1,这次是？,2
734,100000177,2,9010001,这次，似乎是和野豹一般，浑身漆黑的四足兽妖。,3
735,100000178,0,9010002,四足的黑豹……这倒令我想起铁木氏饲育的犴兽。,1
736,100000178,0,-1,说不准就是那玩意……不过，铁木氏已经退出燕山，这犴兽却是从何而来。,2
737,100000178,2,9010005,你来啦！这次可是犴兽泛滥成灾了。,1
738,100000179,0,9010005,犴兽的繁殖力本来就强，失去了铁木氏的管制，短时间繁衍这么多也不稀奇。,1
739,100000179,0,-1,原来如此，想不到青青你懂这么多。嗯，适当地清理一下吧。,2
