id,object_name,object_icon,color,object_type,object_rank,profession,stacklimit,usedlevel,sellid,sellgold,auction,use_type,result,describe,buynumber,price,time,usenumber
142152180,八阶星辰战甲,143152190,5,14,152,1,1,7080,215514001,327680,1101,6,-1,人物装备,0,0,0,1
142152190,九阶星辰战甲,143152200,5,14,152,1,1,9090,215514001,655360,1101,6,-1,人物装备,0,0,0,1
142152200,十阶星辰战甲,142152200,5,14,152,1,1,11100,215514001,1310720,1101,6,-1,人物装备,0,0,0,1
142152220,二阶戮天战甲,143152230,5,14,152,2,1,20,215514001,640,1102,6,-1,人物装备,0,0,0,1
142152230,三阶戮天战甲,143152240,5,14,152,2,1,30,215514001,2560,1102,6,-1,人物装备,0,0,0,1
142152240,四阶戮天战甲,143152250,5,14,152,2,1,40,215514001,10240,1102,6,-1,人物装备,0,0,0,1
142152250,五阶戮天战甲,143152260,5,14,152,2,1,1050,215514001,40960,1102,6,-1,人物装备,0,0,0,1
142152260,六阶戮天战甲,143152270,5,14,152,2,1,3060,215514001,81920,1102,6,-1,人物装备,0,0,0,1
142152270,七阶戮天战甲,143152280,5,14,152,2,1,5070,215514001,163840,1102,6,-1,人物装备,0,0,0,1
142152280,八阶戮天战甲,143152290,5,14,152,2,1,7080,215514001,327680,1102,6,-1,人物装备,0,0,0,1
142152290,九阶戮天战甲,143152300,5,14,152,2,1,9090,215514001,655360,1102,6,-1,人物装备,0,0,0,1
142152300,十阶戮天战甲,142152300,5,14,152,2,1,11100,215514001,1310720,1102,6,-1,人物装备,0,0,0,1
142152320,二阶乾坤法袍,143152330,5,14,152,3,1,20,215514001,640,1103,6,-1,人物装备,0,0,0,1
142152330,三阶乾坤法袍,143152340,5,14,152,3,1,30,215514001,2560,1103,6,-1,人物装备,0,0,0,1
142152340,四阶乾坤法袍,143152350,5,14,152,3,1,40,215514001,10240,1103,6,-1,人物装备,0,0,0,1
142152350,五阶乾坤法袍,143152360,5,14,152,3,1,1050,215514001,40960,1103,6,-1,人物装备,0,0,0,1
142152360,六阶乾坤法袍,143152370,5,14,152,3,1,3060,215514001,81920,1103,6,-1,人物装备,0,0,0,1
142152370,七阶乾坤法袍,143152380,5,14,152,3,1,5070,215514001,163840,1103,6,-1,人物装备,0,0,0,1
142152380,八阶乾坤法袍,143152390,5,14,152,3,1,7080,215514001,327680,1103,6,-1,人物装备,0,0,0,1
142152390,九阶乾坤法袍,143152400,5,14,152,3,1,9090,215514001,655360,1103,6,-1,人物装备,0,0,0,1
142152400,十阶乾坤法袍,142152400,5,14,152,3,1,11100,215514001,1310720,1103,6,-1,人物装备,0,0,0,1
142152410,十一阶星辰战甲,141152410,5,14,152,1,1,13110,215514001,1310720,1101,6,-1,人物装备,0,0,0,1
142152420,十二阶星辰战甲,141152420,5,14,152,1,1,15120,215514001,1310720,1101,6,-1,人物装备,0,0,0,1
142152510,十一阶戮天战甲,141152510,5,14,152,2,1,13110,215514001,1310720,1102,6,-1,人物装备,0,0,0,1
142152520,十二阶戮天战甲,141152520,5,14,152,2,1,15120,215514001,1310720,1102,6,-1,人物装备,0,0,0,1
142152610,十一阶乾坤法袍,141152610,5,14,152,3,1,13110,215514001,1310720,1103,6,-1,人物装备,0,0,0,1
142152620,十二阶乾坤法袍,141152620,5,14,152,3,1,15120,215514001,1310720,1103,6,-1,人物装备,0,0,0,1
142153120,二阶星辰护腿,143153130,5,14,153,1,1,20,215514001,320,1201,6,-1,人物装备,0,0,0,1
142153130,三阶星辰护腿,143153140,5,14,153,1,1,30,215514001,1280,1201,6,-1,人物装备,0,0,0,1
142153140,四阶星辰护腿,143153150,5,14,153,1,1,40,215514001,5120,1201,6,-1,人物装备,0,0,0,1
142153150,五阶星辰护腿,143153160,5,14,153,1,1,1050,215514001,20480,1201,6,-1,人物装备,0,0,0,1
142153160,六阶星辰护腿,143153170,5,14,153,1,1,3060,215514001,40960,1201,6,-1,人物装备,0,0,0,1
142153170,七阶星辰护腿,143153180,5,14,153,1,1,5070,215514001,81920,1201,6,-1,人物装备,0,0,0,1
142153180,八阶星辰护腿,143153190,5,14,153,1,1,7080,215514001,163840,1201,6,-1,人物装备,0,0,0,1
142153190,九阶星辰护腿,143153200,5,14,153,1,1,9090,215514001,327680,1201,6,-1,人物装备,0,0,0,1
142153200,十阶星辰护腿,142153200,5,14,153,1,1,11100,215514001,655360,1201,6,-1,人物装备,0,0,0,1
142153220,二阶戮天护腿,143153230,5,14,153,2,1,20,215514001,320,1202,6,-1,人物装备,0,0,0,1
142153230,三阶戮天护腿,143153240,5,14,153,2,1,30,215514001,1280,1202,6,-1,人物装备,0,0,0,1
142153240,四阶戮天护腿,143153250,5,14,153,2,1,40,215514001,5120,1202,6,-1,人物装备,0,0,0,1
142153250,五阶戮天护腿,143153260,5,14,153,2,1,1050,215514001,20480,1202,6,-1,人物装备,0,0,0,1
142153260,六阶戮天护腿,143153270,5,14,153,2,1,3060,215514001,40960,1202,6,-1,人物装备,0,0,0,1
142153270,七阶戮天护腿,143153280,5,14,153,2,1,5070,215514001,81920,1202,6,-1,人物装备,0,0,0,1
142153280,八阶戮天护腿,143153290,5,14,153,2,1,7080,215514001,163840,1202,6,-1,人物装备,0,0,0,1
142153290,九阶戮天护腿,143153300,5,14,153,2,1,9090,215514001,327680,1202,6,-1,人物装备,0,0,0,1
142153300,十阶戮天护腿,142153300,5,14,153,2,1,11100,215514001,655360,1202,6,-1,人物装备,0,0,0,1
142153320,二阶乾坤护腿,143153330,5,14,153,3,1,20,215514001,320,1203,6,-1,人物装备,0,0,0,1
142153330,三阶乾坤护腿,143153340,5,14,153,3,1,30,215514001,1280,1203,6,-1,人物装备,0,0,0,1
142153340,四阶乾坤护腿,143153350,5,14,153,3,1,40,215514001,5120,1203,6,-1,人物装备,0,0,0,1
142153350,五阶乾坤护腿,143153360,5,14,153,3,1,1050,215514001,20480,1203,6,-1,人物装备,0,0,0,1
142153360,六阶乾坤护腿,143153370,5,14,153,3,1,3060,215514001,40960,1203,6,-1,人物装备,0,0,0,1
142153370,七阶乾坤护腿,143153380,5,14,153,3,1,5070,215514001,81920,1203,6,-1,人物装备,0,0,0,1
142153380,八阶乾坤护腿,143153390,5,14,153,3,1,7080,215514001,163840,1203,6,-1,人物装备,0,0,0,1
142153390,九阶乾坤护腿,143153400,5,14,153,3,1,9090,215514001,327680,1203,6,-1,人物装备,0,0,0,1
142153400,十阶乾坤护腿,142153400,5,14,153,3,1,11100,215514001,655360,1203,6,-1,人物装备,0,0,0,1
142153410,十一阶星辰护腿,141153410,5,14,153,1,1,13110,215514001,655360,1201,6,-1,人物装备,0,0,0,1
142153420,十二阶星辰护腿,141153420,5,14,153,1,1,15120,215514001,655360,1201,6,-1,人物装备,0,0,0,1
142153510,十一阶戮天护腿,141153510,5,14,153,2,1,13110,215514001,655360,1202,6,-1,人物装备,0,0,0,1
142153520,十二阶戮天护腿,141153520,5,14,153,2,1,15120,215514001,655360,1202,6,-1,人物装备,0,0,0,1
142153610,十一阶乾坤护腿,141153610,5,14,153,3,1,13110,215514001,655360,1203,6,-1,人物装备,0,0,0,1
142153620,十二阶乾坤护腿,141153620,5,14,153,3,1,15120,215514001,655360,1203,6,-1,人物装备,0,0,0,1
142154120,二阶星辰护腕,143154130,5,14,154,1,1,20,215514001,428,1301,6,-1,人物装备,0,0,0,1
142154130,三阶星辰护腕,143154140,5,14,154,1,1,30,215514001,1712,1301,6,-1,人物装备,0,0,0,1
142154140,四阶星辰护腕,143154150,5,14,154,1,1,40,215514001,6848,1301,6,-1,人物装备,0,0,0,1
142154150,五阶星辰护腕,143154160,5,14,154,1,1,1050,215514001,27392,1301,6,-1,人物装备,0,0,0,1
142154160,六阶星辰护腕,143154170,5,14,154,1,1,3060,215514001,54784,1301,6,-1,人物装备,0,0,0,1
142154170,七阶星辰护腕,143154180,5,14,154,1,1,5070,215514001,109568,1301,6,-1,人物装备,0,0,0,1
142154180,八阶星辰护腕,143154190,5,14,154,1,1,7080,215514001,219136,1301,6,-1,人物装备,0,0,0,1
142154190,九阶星辰护腕,143154200,5,14,154,1,1,9090,215514001,438272,1301,6,-1,人物装备,0,0,0,1
142154200,十阶星辰护腕,142154200,5,14,154,1,1,11100,215514001,876544,1301,6,-1,人物装备,0,0,0,1
142154220,二阶戮天护腕,143154230,5,14,154,2,1,20,215514001,428,1302,6,-1,人物装备,0,0,0,1
142154230,三阶戮天护腕,143154240,5,14,154,2,1,30,215514001,1712,1302,6,-1,人物装备,0,0,0,1
142154240,四阶戮天护腕,143154250,5,14,154,2,1,40,215514001,6848,1302,6,-1,人物装备,0,0,0,1
142154250,五阶戮天护腕,143154260,5,14,154,2,1,1050,215514001,27392,1302,6,-1,人物装备,0,0,0,1
142154260,六阶戮天护腕,143154270,5,14,154,2,1,3060,215514001,54784,1302,6,-1,人物装备,0,0,0,1
142154270,七阶戮天护腕,143154280,5,14,154,2,1,5070,215514001,109568,1302,6,-1,人物装备,0,0,0,1
142154280,八阶戮天护腕,143154290,5,14,154,2,1,7080,215514001,219136,1302,6,-1,人物装备,0,0,0,1
142154290,九阶戮天护腕,143154300,5,14,154,2,1,9090,215514001,438272,1302,6,-1,人物装备,0,0,0,1
142154300,十阶戮天护腕,142154300,5,14,154,2,1,11100,215514001,876544,1302,6,-1,人物装备,0,0,0,1
142154320,二阶乾坤护腕,143154330,5,14,154,3,1,20,215514001,428,1303,6,-1,人物装备,0,0,0,1
142154330,三阶乾坤护腕,143154340,5,14,154,3,1,30,215514001,1712,1303,6,-1,人物装备,0,0,0,1
142154340,四阶乾坤护腕,143154350,5,14,154,3,1,40,215514001,6848,1303,6,-1,人物装备,0,0,0,1
142154350,五阶乾坤护腕,143154360,5,14,154,3,1,1050,215514001,27392,1303,6,-1,人物装备,0,0,0,1
142154360,六阶乾坤护腕,143154370,5,14,154,3,1,3060,215514001,54784,1303,6,-1,人物装备,0,0,0,1
142154370,七阶乾坤护腕,143154380,5,14,154,3,1,5070,215514001,109568,1303,6,-1,人物装备,0,0,0,1
142154380,八阶乾坤护腕,143154390,5,14,154,3,1,7080,215514001,219136,1303,6,-1,人物装备,0,0,0,1
142154390,九阶乾坤护腕,143154400,5,14,154,3,1,9090,215514001,438272,1303,6,-1,人物装备,0,0,0,1
142154400,十阶乾坤护腕,142154400,5,14,154,3,1,11100,215514001,876544,1303,6,-1,人物装备,0,0,0,1
142154410,十一阶星辰护腕,141154410,5,14,154,1,1,13110,215514001,876544,1301,6,-1,人物装备,0,0,0,1
142154420,十二阶星辰护腕,141154420,5,14,154,1,1,15120,215514001,876544,1301,6,-1,人物装备,0,0,0,1
142154510,十一阶戮天护腕,141154510,5,14,154,2,1,13110,215514001,876544,1302,6,-1,人物装备,0,0,0,1
142154520,十二阶戮天护腕,141154520,5,14,154,2,1,15120,215514001,876544,1302,6,-1,人物装备,0,0,0,1
142154610,十一阶乾坤护腕,141154610,5,14,154,3,1,13110,215514001,876544,1303,6,-1,人物装备,0,0,0,1
142154620,十二阶乾坤护腕,141154620,5,14,154,3,1,15120,215514001,876544,1303,6,-1,人物装备,0,0,0,1
142155120,二阶星辰腰带,143155130,5,14,155,1,1,20,215514001,320,1401,6,-1,人物装备,0,0,0,1
142155130,三阶星辰腰带,143155140,5,14,155,1,1,30,215514001,1280,1401,6,-1,人物装备,0,0,0,1
142155140,四阶星辰腰带,143155150,5,14,155,1,1,40,215514001,5120,1401,6,-1,人物装备,0,0,0,1
142155150,五阶星辰腰带,143155160,5,14,155,1,1,1050,215514001,20480,1401,6,-1,人物装备,0,0,0,1
142155160,六阶星辰腰带,143155170,5,14,155,1,1,3060,215514001,40960,1401,6,-1,人物装备,0,0,0,1
142155170,七阶星辰腰带,143155180,5,14,155,1,1,5070,215514001,81920,1401,6,-1,人物装备,0,0,0,1
142155180,八阶星辰腰带,143155190,5,14,155,1,1,7080,215514001,163840,1401,6,-1,人物装备,0,0,0,1
142155190,九阶星辰腰带,143155200,5,14,155,1,1,9090,215514001,327680,1401,6,-1,人物装备,0,0,0,1
142155200,十阶星辰腰带,142155200,5,14,155,1,1,11100,215514001,655360,1401,6,-1,人物装备,0,0,0,1
142155220,二阶戮天腰带,143155230,5,14,155,2,1,20,215514001,320,1402,6,-1,人物装备,0,0,0,1
142155230,三阶戮天腰带,143155240,5,14,155,2,1,30,215514001,1280,1402,6,-1,人物装备,0,0,0,1
142155240,四阶戮天腰带,143155250,5,14,155,2,1,40,215514001,5120,1402,6,-1,人物装备,0,0,0,1
142155250,五阶戮天腰带,143155260,5,14,155,2,1,1050,215514001,20480,1402,6,-1,人物装备,0,0,0,1
142155260,六阶戮天腰带,143155270,5,14,155,2,1,3060,215514001,40960,1402,6,-1,人物装备,0,0,0,1
142155270,七阶戮天腰带,143155280,5,14,155,2,1,5070,215514001,81920,1402,6,-1,人物装备,0,0,0,1
142155280,八阶戮天腰带,143155290,5,14,155,2,1,7080,215514001,163840,1402,6,-1,人物装备,0,0,0,1
142155290,九阶戮天腰带,143155300,5,14,155,2,1,9090,215514001,327680,1402,6,-1,人物装备,0,0,0,1
142155300,十阶戮天腰带,142155300,5,14,155,2,1,11100,215514001,655360,1402,6,-1,人物装备,0,0,0,1
142155320,二阶乾坤腰带,143155330,5,14,155,3,1,20,215514001,320,1403,6,-1,人物装备,0,0,0,1
142155330,三阶乾坤腰带,143155340,5,14,155,3,1,30,215514001,1280,1403,6,-1,人物装备,0,0,0,1
142155340,四阶乾坤腰带,143155350,5,14,155,3,1,40,215514001,5120,1403,6,-1,人物装备,0,0,0,1
142155350,五阶乾坤腰带,143155360,5,14,155,3,1,1050,215514001,20480,1403,6,-1,人物装备,0,0,0,1
142155360,六阶乾坤腰带,143155370,5,14,155,3,1,3060,215514001,40960,1403,6,-1,人物装备,0,0,0,1
142155370,七阶乾坤腰带,143155380,5,14,155,3,1,5070,215514001,81920,1403,6,-1,人物装备,0,0,0,1
142155380,八阶乾坤腰带,143155390,5,14,155,3,1,7080,215514001,163840,1403,6,-1,人物装备,0,0,0,1
142155390,九阶乾坤腰带,143155400,5,14,155,3,1,9090,215514001,327680,1403,6,-1,人物装备,0,0,0,1
142155400,十阶乾坤腰带,142155400,5,14,155,3,1,11100,215514001,655360,1403,6,-1,人物装备,0,0,0,1
142155410,十一阶星辰腰带,141155410,5,14,155,1,1,13110,215514001,655360,1401,6,-1,人物装备,0,0,0,1
142155420,十二阶星辰腰带,141155420,5,14,155,1,1,15120,215514001,655360,1401,6,-1,人物装备,0,0,0,1
142155510,十一阶戮天腰带,141155510,5,14,155,2,1,13110,215514001,655360,1402,6,-1,人物装备,0,0,0,1
142155520,十二阶戮天腰带,141155520,5,14,155,2,1,15120,215514001,655360,1402,6,-1,人物装备,0,0,0,1
142155610,十一阶乾坤腰带,141155610,5,14,155,3,1,13110,215514001,655360,1403,6,-1,人物装备,0,0,0,1
142155620,十二阶乾坤腰带,141155620,5,14,155,3,1,15120,215514001,655360,1403,6,-1,人物装备,0,0,0,1
142156120,二阶星辰战靴,143156130,5,14,156,1,1,20,215514001,268,1501,6,-1,人物装备,0,0,0,1
142156130,三阶星辰战靴,143156140,5,14,156,1,1,30,215514001,1072,1501,6,-1,人物装备,0,0,0,1
142156140,四阶星辰战靴,143156150,5,14,156,1,1,40,215514001,4288,1501,6,-1,人物装备,0,0,0,1
142156150,五阶星辰战靴,143156160,5,14,156,1,1,1050,215514001,17152,1501,6,-1,人物装备,0,0,0,1
142156160,六阶星辰战靴,143156170,5,14,156,1,1,3060,215514001,34304,1501,6,-1,人物装备,0,0,0,1
142156170,七阶星辰战靴,143156180,5,14,156,1,1,5070,215514001,68608,1501,6,-1,人物装备,0,0,0,1
142156180,八阶星辰战靴,143156190,5,14,156,1,1,7080,215514001,137216,1501,6,-1,人物装备,0,0,0,1
142156190,九阶星辰战靴,143156200,5,14,156,1,1,9090,215514001,274432,1501,6,-1,人物装备,0,0,0,1
142156200,十阶星辰战靴,142156200,5,14,156,1,1,11100,215514001,548864,1501,6,-1,人物装备,0,0,0,1
142156220,二阶戮天战靴,143156230,5,14,156,2,1,20,215514001,268,1502,6,-1,人物装备,0,0,0,1
142156230,三阶戮天战靴,143156240,5,14,156,2,1,30,215514001,1072,1502,6,-1,人物装备,0,0,0,1
142156240,四阶戮天战靴,143156250,5,14,156,2,1,40,215514001,4288,1502,6,-1,人物装备,0,0,0,1
142156250,五阶戮天战靴,143156260,5,14,156,2,1,1050,215514001,17152,1502,6,-1,人物装备,0,0,0,1
142156260,六阶戮天战靴,143156270,5,14,156,2,1,3060,215514001,34304,1502,6,-1,人物装备,0,0,0,1
142156270,七阶戮天战靴,143156280,5,14,156,2,1,5070,215514001,68608,1502,6,-1,人物装备,0,0,0,1
142156280,八阶戮天战靴,143156290,5,14,156,2,1,7080,215514001,137216,1502,6,-1,人物装备,0,0,0,1
142156290,九阶戮天战靴,143156300,5,14,156,2,1,9090,215514001,274432,1502,6,-1,人物装备,0,0,0,1
142156300,十阶戮天战靴,142156300,5,14,156,2,1,11100,215514001,548864,1502,6,-1,人物装备,0,0,0,1
142156320,二阶乾坤战靴,143156330,5,14,156,3,1,20,215514001,268,1503,6,-1,人物装备,0,0,0,1
142156330,三阶乾坤战靴,143156340,5,14,156,3,1,30,215514001,1072,1503,6,-1,人物装备,0,0,0,1
142156340,四阶乾坤战靴,143156350,5,14,156,3,1,40,215514001,4288,1503,6,-1,人物装备,0,0,0,1
142156350,五阶乾坤战靴,143156360,5,14,156,3,1,1050,215514001,17152,1503,6,-1,人物装备,0,0,0,1
142156360,六阶乾坤战靴,143156370,5,14,156,3,1,3060,215514001,34304,1503,6,-1,人物装备,0,0,0,1
142156370,七阶乾坤战靴,143156380,5,14,156,3,1,5070,215514001,68608,1503,6,-1,人物装备,0,0,0,1
142156380,八阶乾坤战靴,143156390,5,14,156,3,1,7080,215514001,137216,1503,6,-1,人物装备,0,0,0,1
142156390,九阶乾坤战靴,143156400,5,14,156,3,1,9090,215514001,274432,1503,6,-1,人物装备,0,0,0,1
142156400,十阶乾坤战靴,142156400,5,14,156,3,1,11100,215514001,548864,1503,6,-1,人物装备,0,0,0,1
142156410,十一阶星辰战靴,141156410,5,14,156,1,1,13110,215514001,548864,1501,6,-1,人物装备,0,0,0,1
142156420,十二阶星辰战靴,141156420,5,14,156,1,1,15120,215514001,548864,1501,6,-1,人物装备,0,0,0,1
142156510,十一阶戮天战靴,141156510,5,14,156,2,1,13110,215514001,548864,1502,6,-1,人物装备,0,0,0,1
142156520,十二阶戮天战靴,141156520,5,14,156,2,1,15120,215514001,548864,1502,6,-1,人物装备,0,0,0,1
142156610,十一阶乾坤战靴,141156610,5,14,156,3,1,13110,215514001,548864,1503,6,-1,人物装备,0,0,0,1
142156620,十二阶乾坤战靴,141156620,5,14,156,3,1,15120,215514001,548864,1503,6,-1,人物装备,0,0,0,1
142157120,二阶星辰头盔,143157130,5,14,157,1,1,20,215514001,320,1601,6,-1,人物装备,0,0,0,1
142157130,三阶星辰头盔,143157140,5,14,157,1,1,30,215514001,1280,1601,6,-1,人物装备,0,0,0,1
142157140,四阶星辰头盔,143157150,5,14,157,1,1,40,215514001,5120,1601,6,-1,人物装备,0,0,0,1
142157150,五阶星辰头盔,143157160,5,14,157,1,1,1050,215514001,20480,1601,6,-1,人物装备,0,0,0,1
142157160,六阶星辰头盔,143157170,5,14,157,1,1,3060,215514001,40960,1601,6,-1,人物装备,0,0,0,1
142157170,七阶星辰头盔,143157180,5,14,157,1,1,5070,215514001,81920,1601,6,-1,人物装备,0,0,0,1
142157180,八阶星辰头盔,143157190,5,14,157,1,1,7080,215514001,163840,1601,6,-1,人物装备,0,0,0,1
142157190,九阶星辰头盔,143157200,5,14,157,1,1,9090,215514001,327680,1601,6,-1,人物装备,0,0,0,1
142157200,十阶星辰头盔,142157200,5,14,157,1,1,11100,215514001,655360,1601,6,-1,人物装备,0,0,0,1
142157220,二阶戮天头盔,143157230,5,14,157,2,1,20,215514001,320,1602,6,-1,人物装备,0,0,0,1
142157230,三阶戮天头盔,143157240,5,14,157,2,1,30,215514001,1280,1602,6,-1,人物装备,0,0,0,1
142157240,四阶戮天头盔,143157250,5,14,157,2,1,40,215514001,5120,1602,6,-1,人物装备,0,0,0,1
142157250,五阶戮天头盔,143157260,5,14,157,2,1,1050,215514001,20480,1602,6,-1,人物装备,0,0,0,1
142157260,六阶戮天头盔,143157270,5,14,157,2,1,3060,215514001,40960,1602,6,-1,人物装备,0,0,0,1
142157270,七阶戮天头盔,143157280,5,14,157,2,1,5070,215514001,81920,1602,6,-1,人物装备,0,0,0,1
142157280,八阶戮天头盔,143157290,5,14,157,2,1,7080,215514001,163840,1602,6,-1,人物装备,0,0,0,1
142157290,九阶戮天头盔,143157300,5,14,157,2,1,9090,215514001,327680,1602,6,-1,人物装备,0,0,0,1
142157300,十阶戮天头盔,142157300,5,14,157,2,1,11100,215514001,655360,1602,6,-1,人物装备,0,0,0,1
142157320,二阶乾坤头盔,143157330,5,14,157,3,1,20,215514001,320,1603,6,-1,人物装备,0,0,0,1
142157330,三阶乾坤头盔,143157340,5,14,157,3,1,30,215514001,1280,1603,6,-1,人物装备,0,0,0,1
142157340,四阶乾坤头盔,143157350,5,14,157,3,1,40,215514001,5120,1603,6,-1,人物装备,0,0,0,1
142157350,五阶乾坤头盔,143157360,5,14,157,3,1,1050,215514001,20480,1603,6,-1,人物装备,0,0,0,1
142157360,六阶乾坤头盔,143157370,5,14,157,3,1,3060,215514001,40960,1603,6,-1,人物装备,0,0,0,1
142157370,七阶乾坤头盔,143157380,5,14,157,3,1,5070,215514001,81920,1603,6,-1,人物装备,0,0,0,1
142157380,八阶乾坤头盔,143157390,5,14,157,3,1,7080,215514001,163840,1603,6,-1,人物装备,0,0,0,1
142157390,九阶乾坤头盔,143157400,5,14,157,3,1,9090,215514001,327680,1603,6,-1,人物装备,0,0,0,1
142157400,十阶乾坤头盔,142157400,5,14,157,3,1,11100,215514001,655360,1603,6,-1,人物装备,0,0,0,1
142157410,十一阶星辰头盔,141157410,5,14,157,1,1,13110,215514001,655360,1601,6,-1,人物装备,0,0,0,1
142157420,十二阶星辰头盔,141157420,5,14,157,1,1,15120,215514001,655360,1601,6,-1,人物装备,0,0,0,1
142157510,十一阶戮天头盔,141157510,5,14,157,2,1,13110,215514001,655360,1602,6,-1,人物装备,0,0,0,1
142157520,十二阶戮天头盔,141157520,5,14,157,2,1,15120,215514001,655360,1602,6,-1,人物装备,0,0,0,1
142157610,十一阶乾坤头盔,141157610,5,14,157,3,1,13110,215514001,655360,1603,6,-1,人物装备,0,0,0,1
142157620,十二阶乾坤头盔,141157620,5,14,157,3,1,15120,215514001,655360,1603,6,-1,人物装备,0,0,0,1
142158120,二阶星辰项链,143158130,5,14,158,1,1,20,215514001,372,1701,6,-1,人物装备,0,0,0,1
142158130,三阶星辰项链,143158140,5,14,158,1,1,30,215514001,1488,1701,6,-1,人物装备,0,0,0,1
142158140,四阶星辰项链,143158150,5,14,158,1,1,40,215514001,5952,1701,6,-1,人物装备,0,0,0,1
142158150,五阶星辰项链,143158160,5,14,158,1,1,1050,215514001,23808,1701,6,-1,人物装备,0,0,0,1
142158160,六阶星辰项链,143158170,5,14,158,1,1,3060,215514001,47616,1701,6,-1,人物装备,0,0,0,1
142158170,七阶星辰项链,143158180,5,14,158,1,1,5070,215514001,95232,1701,6,-1,人物装备,0,0,0,1
142158180,八阶星辰项链,143158190,5,14,158,1,1,7080,215514001,190464,1701,6,-1,人物装备,0,0,0,1
142158190,九阶星辰项链,143158200,5,14,158,1,1,9090,215514001,380928,1701,6,-1,人物装备,0,0,0,1
142158200,十阶星辰项链,142158200,5,14,158,1,1,11100,215514001,761856,1701,6,-1,人物装备,0,0,0,1
142158220,二阶戮天项链,143158230,5,14,158,2,1,20,215514001,372,1702,6,-1,人物装备,0,0,0,1
142158230,三阶戮天项链,143158240,5,14,158,2,1,30,215514001,1488,1702,6,-1,人物装备,0,0,0,1
142158240,四阶戮天项链,143158250,5,14,158,2,1,40,215514001,5952,1702,6,-1,人物装备,0,0,0,1
142158250,五阶戮天项链,143158260,5,14,158,2,1,1050,215514001,23808,1702,6,-1,人物装备,0,0,0,1
142158260,六阶戮天项链,143158270,5,14,158,2,1,3060,215514001,47616,1702,6,-1,人物装备,0,0,0,1
142158270,七阶戮天项链,143158280,5,14,158,2,1,5070,215514001,95232,1702,6,-1,人物装备,0,0,0,1
142158280,八阶戮天项链,143158290,5,14,158,2,1,7080,215514001,190464,1702,6,-1,人物装备,0,0,0,1
142158290,九阶戮天项链,143158300,5,14,158,2,1,9090,215514001,380928,1702,6,-1,人物装备,0,0,0,1
142158300,十阶戮天项链,142158300,5,14,158,2,1,11100,215514001,761856,1702,6,-1,人物装备,0,0,0,1
142158320,二阶乾坤项链,143158330,5,14,158,3,1,20,215514001,372,1703,6,-1,人物装备,0,0,0,1
142158330,三阶乾坤项链,143158340,5,14,158,3,1,30,215514001,1488,1703,6,-1,人物装备,0,0,0,1
142158340,四阶乾坤项链,143158350,5,14,158,3,1,40,215514001,5952,1703,6,-1,人物装备,0,0,0,1
142158350,五阶乾坤项链,143158360,5,14,158,3,1,1050,215514001,23808,1703,6,-1,人物装备,0,0,0,1
142158360,六阶乾坤项链,143158370,5,14,158,3,1,3060,215514001,47616,1703,6,-1,人物装备,0,0,0,1
142158370,七阶乾坤项链,143158380,5,14,158,3,1,5070,215514001,95232,1703,6,-1,人物装备,0,0,0,1
142158380,八阶乾坤项链,143158390,5,14,158,3,1,7080,215514001,190464,1703,6,-1,人物装备,0,0,0,1
142158390,九阶乾坤项链,143158400,5,14,158,3,1,9090,215514001,380928,1703,6,-1,人物装备,0,0,0,1
142158400,十阶乾坤项链,142158400,5,14,158,3,1,11100,215514001,761856,1703,6,-1,人物装备,0,0,0,1
142158410,十一阶星辰项链,141158410,5,14,158,1,1,13110,215514001,761856,1701,6,-1,人物装备,0,0,0,1
142158420,十二阶星辰项链,141158420,5,14,158,1,1,15120,215514001,761856,1701,6,-1,人物装备,0,0,0,1
142158510,十一阶戮天项链,141158510,5,14,158,2,1,13110,215514001,761856,1702,6,-1,人物装备,0,0,0,1
142158520,十二阶戮天项链,141158520,5,14,158,2,1,15120,215514001,761856,1702,6,-1,人物装备,0,0,0,1
142158610,十一阶乾坤项链,141158610,5,14,158,3,1,13110,215514001,761856,1703,6,-1,人物装备,0,0,0,1
142158620,十二阶乾坤项链,141158620,5,14,158,3,1,15120,215514001,761856,1703,6,-1,人物装备,0,0,0,1
142159120,二阶星辰护符,143159130,5,14,159,1,1,20,215514001,320,1801,6,-1,人物装备,0,0,0,1
142159130,三阶星辰护符,143159140,5,14,159,1,1,30,215514001,1280,1801,6,-1,人物装备,0,0,0,1
142159140,四阶星辰护符,143159150,5,14,159,1,1,40,215514001,5120,1801,6,-1,人物装备,0,0,0,1
142159150,五阶星辰护符,143159160,5,14,159,1,1,1050,215514001,20480,1801,6,-1,人物装备,0,0,0,1
142159160,六阶星辰护符,143159170,5,14,159,1,1,3060,215514001,40960,1801,6,-1,人物装备,0,0,0,1
142159170,七阶星辰护符,143159180,5,14,159,1,1,5070,215514001,81920,1801,6,-1,人物装备,0,0,0,1
142159180,八阶星辰护符,143159190,5,14,159,1,1,7080,215514001,163840,1801,6,-1,人物装备,0,0,0,1
142159190,九阶星辰护符,143159200,5,14,159,1,1,9090,215514001,327680,1801,6,-1,人物装备,0,0,0,1
142159200,十阶星辰护符,142159200,5,14,159,1,1,11100,215514001,655360,1801,6,-1,人物装备,0,0,0,1
142159220,二阶戮天护符,143159230,5,14,159,2,1,20,215514001,320,1802,6,-1,人物装备,0,0,0,1
142159230,三阶戮天护符,143159240,5,14,159,2,1,30,215514001,1280,1802,6,-1,人物装备,0,0,0,1
