id,role_name,role_type,scriptid,body_animation,body_model,body_chartlet,scale,weapon_model,weapon_chartlet,motiongroup_type,aigroup_type,toilet,unmatched,collider,head,color
305108,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
305109,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
305110,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
305201,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
305202,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
305203,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
305204,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
305205,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
305206,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
305207,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
305208,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
305209,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
305210,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
305301,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
305302,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
305303,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
305304,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
305305,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
305306,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
305307,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
305308,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
305309,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
305310,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
305401,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
305402,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
305403,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
305404,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
305405,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
305406,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
306001,仙府大猿,CT_Monster,80023,9980023,,9980023,10000,,,MGT_Single,AGT_Easy,0,0,1,9980023,82b4b8
306002,朱厌大妖,CT_Boss,9990005,9990005,,9990005,10000,,,MGT_Single,AGT_Easy,0,0,1,9990005,6ec7cf
306003,仙府妖兽,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
306004,兽面妖仙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
306005,仙府异妖,CT_Monster,80009,9980009_1,,9980009,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
306006,多禾仙人,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
306007,仙府异妖,CT_Monster,80017,9980017,,9980003,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
306008,巫隋仙人,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
306009,穷奇傀儡,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
306010,相柳方,CT_Boss,9990013,9990013,,9990013,10000,,,MGT_Single,AGT_Easy,0,0,1,9990013,6ec7cf
306101,仙府大猿,CT_Monster,80023,9980023,,9980023,10000,,,MGT_Single,AGT_Easy,0,0,1,9980023,82b4b8
306102,朱厌大妖,CT_Boss,9990005,9990005,,9990005,10000,,,MGT_Single,AGT_Easy,0,0,1,9990005,6ec7cf
306103,仙府妖兽,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
306104,兽面妖仙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
306105,仙府异妖,CT_Monster,80009,9980009_1,,9980009,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
306106,多禾仙人,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
306107,仙府异妖,CT_Monster,80017,9980017,,9980003,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
306108,巫隋仙人,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
306109,穷奇傀儡,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
306110,相柳方,CT_Boss,9990013,9990013,,9990013,10000,,,MGT_Single,AGT_Easy,0,0,1,9990013,6ec7cf
306201,仙府大猿,CT_Monster,80023,9980023,,9980023,10000,,,MGT_Single,AGT_Easy,0,0,1,9980023,82b4b8
306202,朱厌大妖,CT_Boss,9990005,9990005,,9990005,10000,,,MGT_Single,AGT_Easy,0,0,1,9990005,6ec7cf
306203,仙府妖兽,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
306204,兽面妖仙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
306205,仙府异妖,CT_Monster,80009,9980009_1,,9980009,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
306206,多禾仙人,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
306207,仙府异妖,CT_Monster,80017,9980017,,9980003,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
306208,巫隋仙人,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
306209,穷奇傀儡,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
306210,相柳方,CT_Boss,9990013,9990013,,9990013,10000,,,MGT_Single,AGT_Easy,0,0,1,9990013,6ec7cf
306301,仙府大猿,CT_Monster,80023,9980023,,9980023,10000,,,MGT_Single,AGT_Easy,0,0,1,9980023,82b4b8
306302,朱厌大妖,CT_Boss,9990005,9990005,,9990005,10000,,,MGT_Single,AGT_Easy,0,0,1,9990005,6ec7cf
306303,仙府妖兽,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
306304,兽面妖仙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
306305,仙府异妖,CT_Monster,80009,9980009_1,,9980009,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
306306,多禾仙人,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
306307,仙府异妖,CT_Monster,80017,9980017,,9980003,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
306308,巫隋仙人,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
306309,穷奇傀儡,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
306310,相柳方,CT_Boss,9990013,9990013,,9990013,10000,,,MGT_Single,AGT_Easy,0,0,1,9990013,6ec7cf
306401,坦克BUFF,CT_Collect,90005,90005,,90005,10000,,,MGT_Single,AGT_Easy,0,0,1,90005,82b4b8
306402,输出BUFF,CT_Collect,90004,90004,,90004_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90004,82b4b8
306403,治疗BUFF,CT_Collect,90006,90006,,90006_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90006,82b4b8
306501,仙府大猿,CT_Monster,80023,9980023,,9980023,10000,,,MGT_Single,AGT_Easy,0,0,1,9980023,82b4b8
306502,朱厌大妖,CT_Boss,9990005,9990005,,9990005,10000,,,MGT_Single,AGT_Easy,0,0,1,9990005,6ec7cf
306503,仙府妖兽,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
306504,兽面妖仙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
306505,仙府异妖,CT_Monster,80009,9980009_1,,9980009,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
306506,多禾仙人,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
308000,纪宁,CT_Summom,9000021,9000021,,9000021,10000,,,MGT_Single,AGT_Easy,0,0,1,9000021,82b4b8
308001,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308002,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308003,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308004,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308005,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308006,道铠灵神,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
308007,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308008,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308009,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308010,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308011,翼蛇大妖,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
308012,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308013,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308014,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308015,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308016,黑毛傀儡,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
308017,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308018,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308019,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308020,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308021,黄毛大熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
308100,纪宁,CT_Summom,9000021,9000021,,9000021,10000,,,MGT_Single,AGT_Easy,0,0,1,9000021,82b4b8
308101,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308102,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308103,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308104,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308105,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308106,道铠灵神,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
308107,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308108,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308109,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308110,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308111,翼蛇大妖,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
308112,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308113,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308114,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308115,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308116,黑毛傀儡,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
308117,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308118,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308119,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308120,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308121,黄毛大熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
308200,纪宁,CT_Summom,9000021,9000021,,9000021,10000,,,MGT_Single,AGT_Easy,0,0,1,9000021,82b4b8
308201,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308202,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308203,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308204,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308205,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308206,道铠灵神,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
308207,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308208,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308209,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308210,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308211,翼蛇大妖,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
308212,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308213,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308214,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308215,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308216,黑毛傀儡,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
308217,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308218,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308219,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308220,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308221,黄毛大熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
308300,纪宁,CT_Summom,9000021,9000021,,9000021,10000,,,MGT_Single,AGT_Easy,0,0,1,9000021,82b4b8
308301,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308302,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308303,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308304,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308305,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308306,道铠灵神,CT_Boss,9990004,9990004,,9990004,10000,,,MGT_Single,AGT_Easy,0,0,1,9990004,6ec7cf
308307,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308308,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308309,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308310,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308311,翼蛇大妖,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
308312,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308313,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308314,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308315,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308316,黑毛傀儡,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
308317,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308318,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308319,铠甲兵将,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
308320,傀儡人鱼,CT_Monster,80009,9980009_1,,9980009_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980009_1,82b4b8
308321,黄毛大熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
309001,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
309002,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
309003,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
309004,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
309005,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
309006,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
309007,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
309008,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
309009,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
309010,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
309101,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
309102,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
309103,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
309104,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
309105,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
309106,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
309107,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
309108,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
309109,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
309110,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
309201,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
309202,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
309203,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
309204,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
309205,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
309206,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
309207,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
309208,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
309209,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
309210,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
309301,白脸蛟,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
309302,白脸神蛟,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
309303,毕方,CT_Monster,80008,9980008,,9980008,10000,,,MGT_Single,AGT_Easy,0,0,1,9980008,82b4b8
309304,吞天大圣,CT_Boss,9990002,9990002,,9990002,10000,,,MGT_Single,AGT_Easy,0,0,1,9990002,6ec7cf
309305,牛首妖,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
309306,吞海大圣,CT_Boss,9990016,9990016,,9990016,10000,,,MGT_Single,AGT_Easy,0,0,1,9990016,6ec7cf
309307,尾苍,CT_Monster,80019,9980019,,9980019,10000,,,MGT_Single,AGT_Easy,0,0,1,9980019,82b4b8
309308,吞山大圣,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
309309,无间傀儡,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
309310,道祖傀儡,CT_Boss,9990010,9990010,,9990010,10000,,,MGT_Single,AGT_Easy,0,0,1,9990010,6ec7cf
