id,classid,grade,level,health,attack,defence,crit,toughness,hit,dodge,objectid,number,limit_transform,limit_level,titleid
377,5,8,0,51511,1708,1028,688,688,345,345,215504001,3575,0,0,-1
378,5,8,1,52224,1708,1028,688,688,345,345,215504001,3575,0,0,-1
379,5,8,2,52224,1708,1042,688,688,345,345,215504001,3575,0,0,-1
380,5,8,3,52224,1708,1042,702,688,345,345,215504001,3575,0,0,-1
381,5,8,4,52224,1708,1042,702,702,345,345,215504001,3575,0,0,-1
382,5,8,5,52224,1708,1042,702,702,352,345,215504001,3575,0,0,-1
383,5,8,6,52224,1708,1042,702,702,352,352,215504001,3575,0,0,-1
384,5,8,7,52224,1708,1042,702,702,352,352,215504001,3575,0,0,-1
385,5,9,0,52224,1722,1042,702,702,352,352,215504001,3700,0,0,-1
386,5,9,1,52937,1722,1042,702,702,352,352,215504001,3700,0,0,-1
387,5,9,2,52937,1722,1056,702,702,352,352,215504001,3700,0,0,-1
388,5,9,3,52937,1722,1056,716,702,352,352,215504001,3700,0,0,-1
389,5,9,4,52937,1722,1056,716,716,352,352,215504001,3700,0,0,-1
390,5,9,5,52937,1722,1056,716,716,359,352,215504001,3700,0,0,-1
391,5,9,6,52937,1722,1056,716,716,359,359,215504001,3700,0,0,-1
392,5,9,7,52937,1722,1056,716,716,359,359,215504001,3700,0,0,-1
393,5,10,0,52937,1736,1056,716,716,359,359,215504001,3825,0,0,-1
394,5,10,1,53650,1736,1056,716,716,359,359,215504001,3825,0,0,-1
395,5,10,2,53650,1736,1070,716,716,359,359,215504001,3825,0,0,-1
396,5,10,3,53650,1736,1070,730,716,359,359,215504001,3825,0,0,-1
397,5,10,4,53650,1736,1070,730,730,359,359,215504001,3825,0,0,-1
398,5,10,5,53650,1736,1070,730,730,366,359,215504001,3825,0,0,-1
399,5,10,6,53650,1736,1070,730,730,366,366,215504001,3825,0,0,-1
400,5,10,7,53650,1750,1070,730,730,366,366,215505001,100000,4,65,221552029
401,6,1,0,61900,2135,1235,785,785,394,394,215504001,3975,0,0,-1
402,6,1,1,62688,2135,1235,785,785,394,394,215504001,3975,0,0,-1
403,6,1,2,62688,2135,1251,785,785,394,394,215504001,3975,0,0,-1
404,6,1,3,62688,2135,1251,801,785,394,394,215504001,3975,0,0,-1
405,6,1,4,62688,2135,1251,801,801,394,394,215504001,3975,0,0,-1
406,6,1,5,62688,2135,1251,801,801,402,394,215504001,3975,0,0,-1
407,6,1,6,62688,2135,1251,801,801,402,402,215504001,3975,0,0,-1
408,6,1,7,62688,2135,1251,801,801,402,402,215504001,3975,0,0,-1
409,6,2,0,62688,2151,1251,801,801,402,402,215504001,4125,0,0,-1
410,6,2,1,63476,2151,1251,801,801,402,402,215504001,4125,0,0,-1
411,6,2,2,63476,2151,1267,801,801,402,402,215504001,4125,0,0,-1
412,6,2,3,63476,2151,1267,817,801,402,402,215504001,4125,0,0,-1
413,6,2,4,63476,2151,1267,817,817,402,402,215504001,4125,0,0,-1
414,6,2,5,63476,2151,1267,817,817,410,402,215504001,4125,0,0,-1
415,6,2,6,63476,2151,1267,817,817,410,410,215504001,4125,0,0,-1
416,6,2,7,63476,2151,1267,817,817,410,410,215504001,4125,0,0,-1
417,6,3,0,63476,2167,1267,817,817,410,410,215504001,4275,0,0,-1
418,6,3,1,64264,2167,1267,817,817,410,410,215504001,4275,0,0,-1
419,6,3,2,64264,2167,1283,817,817,410,410,215504001,4275,0,0,-1
420,6,3,3,64264,2167,1283,833,817,410,410,215504001,4275,0,0,-1
421,6,3,4,64264,2167,1283,833,833,410,410,215504001,4275,0,0,-1
422,6,3,5,64264,2167,1283,833,833,418,410,215504001,4275,0,0,-1
423,6,3,6,64264,2167,1283,833,833,418,418,215504001,4275,0,0,-1
424,6,3,7,64264,2167,1283,833,833,418,418,215504001,4275,0,0,-1
425,6,4,0,64264,2183,1283,833,833,418,418,215504001,4425,0,0,-1
426,6,4,1,65052,2183,1283,833,833,418,418,215504001,4425,0,0,-1
427,6,4,2,65052,2183,1299,833,833,418,418,215504001,4425,0,0,-1
428,6,4,3,65052,2183,1299,849,833,418,418,215504001,4425,0,0,-1
429,6,4,4,65052,2183,1299,849,849,418,418,215504001,4425,0,0,-1
430,6,4,5,65052,2183,1299,849,849,426,418,215504001,4425,0,0,-1
431,6,4,6,65052,2183,1299,849,849,426,426,215504001,4425,0,0,-1
432,6,4,7,65052,2183,1299,849,849,426,426,215504001,4425,0,0,-1
433,6,5,0,65052,2199,1299,849,849,426,426,215504001,4575,0,0,-1
434,6,5,1,65840,2199,1299,849,849,426,426,215504001,4575,0,0,-1
435,6,5,2,65840,2199,1315,849,849,426,426,215504001,4575,0,0,-1
436,6,5,3,65840,2199,1315,865,849,426,426,215504001,4575,0,0,-1
437,6,5,4,65840,2199,1315,865,865,426,426,215504001,4575,0,0,-1
438,6,5,5,65840,2199,1315,865,865,434,426,215504001,4575,0,0,-1
439,6,5,6,65840,2199,1315,865,865,434,434,215504001,4575,0,0,-1
440,6,5,7,65840,2199,1315,865,865,434,434,215504001,4575,0,0,-1
441,6,6,0,65840,2215,1315,865,865,434,434,215504001,4725,0,0,-1
442,6,6,1,66628,2215,1315,865,865,434,434,215504001,4725,0,0,-1
443,6,6,2,66628,2215,1331,865,865,434,434,215504001,4725,0,0,-1
444,6,6,3,66628,2215,1331,881,865,434,434,215504001,4725,0,0,-1
445,6,6,4,66628,2215,1331,881,881,434,434,215504001,4725,0,0,-1
446,6,6,5,66628,2215,1331,881,881,442,434,215504001,4725,0,0,-1
447,6,6,6,66628,2215,1331,881,881,442,442,215504001,4725,0,0,-1
448,6,6,7,66628,2215,1331,881,881,442,442,215504001,4725,0,0,-1
449,6,7,0,66628,2231,1331,881,881,442,442,215504001,4875,0,0,-1
450,6,7,1,67416,2231,1331,881,881,442,442,215504001,4875,0,0,-1
451,6,7,2,67416,2231,1347,881,881,442,442,215504001,4875,0,0,-1
452,6,7,3,67416,2231,1347,897,881,442,442,215504001,4875,0,0,-1
453,6,7,4,67416,2231,1347,897,897,442,442,215504001,4875,0,0,-1
454,6,7,5,67416,2231,1347,897,897,450,442,215504001,4875,0,0,-1
455,6,7,6,67416,2231,1347,897,897,450,450,215504001,4875,0,0,-1
456,6,7,7,67416,2231,1347,897,897,450,450,215504001,4875,0,0,-1
457,6,8,0,67416,2247,1347,897,897,450,450,215504001,5025,0,0,-1
458,6,8,1,68204,2247,1347,897,897,450,450,215504001,5025,0,0,-1
459,6,8,2,68204,2247,1363,897,897,450,450,215504001,5025,0,0,-1
460,6,8,3,68204,2247,1363,913,897,450,450,215504001,5025,0,0,-1
461,6,8,4,68204,2247,1363,913,913,450,450,215504001,5025,0,0,-1
462,6,8,5,68204,2247,1363,913,913,458,450,215504001,5025,0,0,-1
463,6,8,6,68204,2247,1363,913,913,458,458,215504001,5025,0,0,-1
464,6,8,7,68204,2247,1363,913,913,458,458,215504001,5025,0,0,-1
465,6,9,0,68204,2263,1363,913,913,458,458,215504001,5175,0,0,-1
466,6,9,1,68992,2263,1363,913,913,458,458,215504001,5175,0,0,-1
467,6,9,2,68992,2263,1379,913,913,458,458,215504001,5175,0,0,-1
468,6,9,3,68992,2263,1379,929,913,458,458,215504001,5175,0,0,-1
469,6,9,4,68992,2263,1379,929,929,458,458,215504001,5175,0,0,-1
470,6,9,5,68992,2263,1379,929,929,466,458,215504001,5175,0,0,-1
471,6,9,6,68992,2263,1379,929,929,466,466,215504001,5175,0,0,-1
472,6,9,7,68992,2263,1379,929,929,466,466,215504001,5175,0,0,-1
473,6,10,0,68992,2279,1379,929,929,466,466,215504001,5325,0,0,-1
474,6,10,1,69780,2279,1379,929,929,466,466,215504001,5325,0,0,-1
475,6,10,2,69780,2279,1395,929,929,466,466,215504001,5325,0,0,-1
476,6,10,3,69780,2279,1395,945,929,466,466,215504001,5325,0,0,-1
477,6,10,4,69780,2279,1395,945,945,466,466,215504001,5325,0,0,-1
478,6,10,5,69780,2279,1395,945,945,474,466,215504001,5325,0,0,-1
479,6,10,6,69780,2279,1395,945,945,474,474,215504001,5325,0,0,-1
480,6,10,7,69780,2295,1395,945,945,474,474,215505001,150000,5,70,221552030
481,7,1,0,78780,2715,1575,1005,1005,504,504,215504001,5500,0,0,-1
482,7,1,1,79643,2715,1575,1005,1005,504,504,215504001,5500,0,0,-1
483,7,1,2,79643,2715,1592,1005,1005,504,504,215504001,5500,0,0,-1
484,7,1,3,79643,2715,1592,1022,1005,504,504,215504001,5500,0,0,-1
485,7,1,4,79643,2715,1592,1022,1022,504,504,215504001,5500,0,0,-1
486,7,1,5,79643,2715,1592,1022,1022,513,504,215504001,5500,0,0,-1
487,7,1,6,79643,2715,1592,1022,1022,513,513,215504001,5500,0,0,-1
488,7,1,7,79643,2715,1592,1022,1022,513,513,215504001,5500,0,0,-1
489,7,2,0,79643,2732,1592,1022,1022,513,513,215504001,5675,0,0,-1
490,7,2,1,80506,2732,1592,1022,1022,513,513,215504001,5675,0,0,-1
491,7,2,2,80506,2732,1609,1022,1022,513,513,215504001,5675,0,0,-1
492,7,2,3,80506,2732,1609,1039,1022,513,513,215504001,5675,0,0,-1
493,7,2,4,80506,2732,1609,1039,1039,513,513,215504001,5675,0,0,-1
494,7,2,5,80506,2732,1609,1039,1039,522,513,215504001,5675,0,0,-1
495,7,2,6,80506,2732,1609,1039,1039,522,522,215504001,5675,0,0,-1
496,7,2,7,80506,2732,1609,1039,1039,522,522,215504001,5675,0,0,-1
497,7,3,0,80506,2749,1609,1039,1039,522,522,215504001,5850,0,0,-1
498,7,3,1,81369,2749,1609,1039,1039,522,522,215504001,5850,0,0,-1
499,7,3,2,81369,2749,1626,1039,1039,522,522,215504001,5850,0,0,-1
500,7,3,3,81369,2749,1626,1056,1039,522,522,215504001,5850,0,0,-1
501,7,3,4,81369,2749,1626,1056,1056,522,522,215504001,5850,0,0,-1
502,7,3,5,81369,2749,1626,1056,1056,531,522,215504001,5850,0,0,-1
503,7,3,6,81369,2749,1626,1056,1056,531,531,215504001,5850,0,0,-1
504,7,3,7,81369,2749,1626,1056,1056,531,531,215504001,5850,0,0,-1
505,7,4,0,81369,2766,1626,1056,1056,531,531,215504001,6025,0,0,-1
506,7,4,1,82232,2766,1626,1056,1056,531,531,215504001,6025,0,0,-1
507,7,4,2,82232,2766,1643,1056,1056,531,531,215504001,6025,0,0,-1
508,7,4,3,82232,2766,1643,1073,1056,531,531,215504001,6025,0,0,-1
509,7,4,4,82232,2766,1643,1073,1073,531,531,215504001,6025,0,0,-1
510,7,4,5,82232,2766,1643,1073,1073,540,531,215504001,6025,0,0,-1
511,7,4,6,82232,2766,1643,1073,1073,540,540,215504001,6025,0,0,-1
512,7,4,7,82232,2766,1643,1073,1073,540,540,215504001,6025,0,0,-1
513,7,5,0,82232,2783,1643,1073,1073,540,540,215504001,6200,0,0,-1
514,7,5,1,83095,2783,1643,1073,1073,540,540,215504001,6200,0,0,-1
515,7,5,2,83095,2783,1660,1073,1073,540,540,215504001,6200,0,0,-1
516,7,5,3,83095,2783,1660,1090,1073,540,540,215504001,6200,0,0,-1
517,7,5,4,83095,2783,1660,1090,1090,540,540,215504001,6200,0,0,-1
518,7,5,5,83095,2783,1660,1090,1090,549,540,215504001,6200,0,0,-1
519,7,5,6,83095,2783,1660,1090,1090,549,549,215504001,6200,0,0,-1
520,7,5,7,83095,2783,1660,1090,1090,549,549,215504001,6200,0,0,-1
521,7,6,0,83095,2800,1660,1090,1090,549,549,215504001,6375,0,0,-1
522,7,6,1,83958,2800,1660,1090,1090,549,549,215504001,6375,0,0,-1
523,7,6,2,83958,2800,1677,1090,1090,549,549,215504001,6375,0,0,-1
524,7,6,3,83958,2800,1677,1107,1090,549,549,215504001,6375,0,0,-1
525,7,6,4,83958,2800,1677,1107,1107,549,549,215504001,6375,0,0,-1
526,7,6,5,83958,2800,1677,1107,1107,558,549,215504001,6375,0,0,-1
527,7,6,6,83958,2800,1677,1107,1107,558,558,215504001,6375,0,0,-1
528,7,6,7,83958,2800,1677,1107,1107,558,558,215504001,6375,0,0,-1
529,7,7,0,83958,2817,1677,1107,1107,558,558,215504001,6550,0,0,-1
530,7,7,1,84821,2817,1677,1107,1107,558,558,215504001,6550,0,0,-1
531,7,7,2,84821,2817,1694,1107,1107,558,558,215504001,6550,0,0,-1
532,7,7,3,84821,2817,1694,1124,1107,558,558,215504001,6550,0,0,-1
533,7,7,4,84821,2817,1694,1124,1124,558,558,215504001,6550,0,0,-1
534,7,7,5,84821,2817,1694,1124,1124,567,558,215504001,6550,0,0,-1
535,7,7,6,84821,2817,1694,1124,1124,567,567,215504001,6550,0,0,-1
536,7,7,7,84821,2817,1694,1124,1124,567,567,215504001,6550,0,0,-1
537,7,8,0,84821,2834,1694,1124,1124,567,567,215504001,6725,0,0,-1
538,7,8,1,85684,2834,1694,1124,1124,567,567,215504001,6725,0,0,-1
539,7,8,2,85684,2834,1711,1124,1124,567,567,215504001,6725,0,0,-1
540,7,8,3,85684,2834,1711,1141,1124,567,567,215504001,6725,0,0,-1
541,7,8,4,85684,2834,1711,1141,1141,567,567,215504001,6725,0,0,-1
542,7,8,5,85684,2834,1711,1141,1141,576,567,215504001,6725,0,0,-1
543,7,8,6,85684,2834,1711,1141,1141,576,576,215504001,6725,0,0,-1
544,7,8,7,85684,2834,1711,1141,1141,576,576,215504001,6725,0,0,-1
545,7,9,0,85684,2851,1711,1141,1141,576,576,215504001,6900,0,0,-1
546,7,9,1,86547,2851,1711,1141,1141,576,576,215504001,6900,0,0,-1
547,7,9,2,86547,2851,1728,1141,1141,576,576,215504001,6900,0,0,-1
548,7,9,3,86547,2851,1728,1158,1141,576,576,215504001,6900,0,0,-1
549,7,9,4,86547,2851,1728,1158,1158,576,576,215504001,6900,0,0,-1
550,7,9,5,86547,2851,1728,1158,1158,585,576,215504001,6900,0,0,-1
551,7,9,6,86547,2851,1728,1158,1158,585,585,215504001,6900,0,0,-1
552,7,9,7,86547,2851,1728,1158,1158,585,585,215504001,6900,0,0,-1
553,7,10,0,86547,2868,1728,1158,1158,585,585,215504001,7075,0,0,-1
554,7,10,1,87410,2868,1728,1158,1158,585,585,215504001,7075,0,0,-1
555,7,10,2,87410,2868,1745,1158,1158,585,585,215504001,7075,0,0,-1
556,7,10,3,87410,2868,1745,1175,1158,585,585,215504001,7075,0,0,-1
557,7,10,4,87410,2868,1745,1175,1175,585,585,215504001,7075,0,0,-1
558,7,10,5,87410,2868,1745,1175,1175,594,585,215504001,7075,0,0,-1
559,7,10,6,87410,2868,1745,1175,1175,594,594,215504001,7075,0,0,-1
560,7,10,7,87410,2885,1745,1175,1175,594,594,215505001,220000,6,75,221552031
561,8,1,0,97160,3340,1940,1240,1240,627,627,215504001,7275,0,0,-1
562,8,1,1,98098,3340,1940,1240,1240,627,627,215504001,7275,0,0,-1
563,8,1,2,98098,3340,1959,1240,1240,627,627,215504001,7275,0,0,-1
564,8,1,3,98098,3340,1959,1259,1240,627,627,215504001,7275,0,0,-1
565,8,1,4,98098,3340,1959,1259,1259,627,627,215504001,7275,0,0,-1
566,8,1,5,98098,3340,1959,1259,1259,636,627,215504001,7275,0,0,-1
567,8,1,6,98098,3340,1959,1259,1259,636,636,215504001,7275,0,0,-1
568,8,1,7,98098,3340,1959,1259,1259,636,636,215504001,7275,0,0,-1
569,8,2,0,98098,3359,1959,1259,1259,636,636,215504001,7475,0,0,-1
570,8,2,1,99036,3359,1959,1259,1259,636,636,215504001,7475,0,0,-1
571,8,2,2,99036,3359,1978,1259,1259,636,636,215504001,7475,0,0,-1
572,8,2,3,99036,3359,1978,1278,1259,636,636,215504001,7475,0,0,-1
573,8,2,4,99036,3359,1978,1278,1278,636,636,215504001,7475,0,0,-1
574,8,2,5,99036,3359,1978,1278,1278,645,636,215504001,7475,0,0,-1
575,8,2,6,99036,3359,1978,1278,1278,645,645,215504001,7475,0,0,-1
576,8,2,7,99036,3359,1978,1278,1278,645,645,215504001,7475,0,0,-1
577,8,3,0,99036,3378,1978,1278,1278,645,645,215504001,7675,0,0,-1
578,8,3,1,99974,3378,1978,1278,1278,645,645,215504001,7675,0,0,-1
579,8,3,2,99974,3378,1997,1278,1278,645,645,215504001,7675,0,0,-1
580,8,3,3,99974,3378,1997,1297,1278,645,645,215504001,7675,0,0,-1
581,8,3,4,99974,3378,1997,1297,1297,645,645,215504001,7675,0,0,-1
582,8,3,5,99974,3378,1997,1297,1297,654,645,215504001,7675,0,0,-1
583,8,3,6,99974,3378,1997,1297,1297,654,654,215504001,7675,0,0,-1
584,8,3,7,99974,3378,1997,1297,1297,654,654,215504001,7675,0,0,-1
585,8,4,0,99974,3397,1997,1297,1297,654,654,215504001,7875,0,0,-1
586,8,4,1,100912,3397,1997,1297,1297,654,654,215504001,7875,0,0,-1
587,8,4,2,100912,3397,2016,1297,1297,654,654,215504001,7875,0,0,-1
588,8,4,3,100912,3397,2016,1316,1297,654,654,215504001,7875,0,0,-1
589,8,4,4,100912,3397,2016,1316,1316,654,654,215504001,7875,0,0,-1
590,8,4,5,100912,3397,2016,1316,1316,663,654,215504001,7875,0,0,-1
591,8,4,6,100912,3397,2016,1316,1316,663,663,215504001,7875,0,0,-1
592,8,4,7,100912,3397,2016,1316,1316,663,663,215504001,7875,0,0,-1
593,8,5,0,100912,3416,2016,1316,1316,663,663,215504001,8075,0,0,-1
594,8,5,1,101850,3416,2016,1316,1316,663,663,215504001,8075,0,0,-1
595,8,5,2,101850,3416,2035,1316,1316,663,663,215504001,8075,0,0,-1
596,8,5,3,101850,3416,2035,1335,1316,663,663,215504001,8075,0,0,-1
597,8,5,4,101850,3416,2035,1335,1335,663,663,215504001,8075,0,0,-1
598,8,5,5,101850,3416,2035,1335,1335,672,663,215504001,8075,0,0,-1
599,8,5,6,101850,3416,2035,1335,1335,672,672,215504001,8075,0,0,-1
600,8,5,7,101850,3416,2035,1335,1335,672,672,215504001,8075,0,0,-1
601,8,6,0,101850,3435,2035,1335,1335,672,672,215504001,8275,0,0,-1
602,8,6,1,102788,3435,2035,1335,1335,672,672,215504001,8275,0,0,-1
603,8,6,2,102788,3435,2054,1335,1335,672,672,215504001,8275,0,0,-1
604,8,6,3,102788,3435,2054,1354,1335,672,672,215504001,8275,0,0,-1
605,8,6,4,102788,3435,2054,1354,1354,672,672,215504001,8275,0,0,-1
606,8,6,5,102788,3435,2054,1354,1354,681,672,215504001,8275,0,0,-1
607,8,6,6,102788,3435,2054,1354,1354,681,681,215504001,8275,0,0,-1
608,8,6,7,102788,3435,2054,1354,1354,681,681,215504001,8275,0,0,-1
609,8,7,0,102788,3454,2054,1354,1354,681,681,215504001,8475,0,0,-1
610,8,7,1,103726,3454,2054,1354,1354,681,681,215504001,8475,0,0,-1
611,8,7,2,103726,3454,2073,1354,1354,681,681,215504001,8475,0,0,-1
612,8,7,3,103726,3454,2073,1373,1354,681,681,215504001,8475,0,0,-1
613,8,7,4,103726,3454,2073,1373,1373,681,681,215504001,8475,0,0,-1
614,8,7,5,103726,3454,2073,1373,1373,690,681,215504001,8475,0,0,-1
615,8,7,6,103726,3454,2073,1373,1373,690,690,215504001,8475,0,0,-1
616,8,7,7,103726,3454,2073,1373,1373,690,690,215504001,8475,0,0,-1
617,8,8,0,103726,3473,2073,1373,1373,690,690,215504001,8675,0,0,-1
618,8,8,1,104664,3473,2073,1373,1373,690,690,215504001,8675,0,0,-1
619,8,8,2,104664,3473,2092,1373,1373,690,690,215504001,8675,0,0,-1
620,8,8,3,104664,3473,2092,1392,1373,690,690,215504001,8675,0,0,-1
621,8,8,4,104664,3473,2092,1392,1392,690,690,215504001,8675,0,0,-1
622,8,8,5,104664,3473,2092,1392,1392,699,690,215504001,8675,0,0,-1
623,8,8,6,104664,3473,2092,1392,1392,699,699,215504001,8675,0,0,-1
624,8,8,7,104664,3473,2092,1392,1392,699,699,215504001,8675,0,0,-1
625,8,9,0,104664,3492,2092,1392,1392,699,699,215504001,8875,0,0,-1
626,8,9,1,105602,3492,2092,1392,1392,699,699,215504001,8875,0,0,-1
627,8,9,2,105602,3492,2111,1392,1392,699,699,215504001,8875,0,0,-1
628,8,9,3,105602,3492,2111,1411,1392,699,699,215504001,8875,0,0,-1
629,8,9,4,105602,3492,2111,1411,1411,699,699,215504001,8875,0,0,-1
630,8,9,5,105602,3492,2111,1411,1411,708,699,215504001,8875,0,0,-1
631,8,9,6,105602,3492,2111,1411,1411,708,708,215504001,8875,0,0,-1
632,8,9,7,105602,3492,2111,1411,1411,708,708,215504001,8875,0,0,-1
633,8,10,0,105602,3511,2111,1411,1411,708,708,215504001,9075,0,0,-1
634,8,10,1,106540,3511,2111,1411,1411,708,708,215504001,9075,0,0,-1
635,8,10,2,106540,3511,2130,1411,1411,708,708,215504001,9075,0,0,-1
636,8,10,3,106540,3511,2130,1430,1411,708,708,215504001,9075,0,0,-1
637,8,10,4,106540,3511,2130,1430,1430,708,708,215504001,9075,0,0,-1
638,8,10,5,106540,3511,2130,1430,1430,717,708,215504001,9075,0,0,-1
639,8,10,6,106540,3511,2130,1430,1430,717,717,215504001,9075,0,0,-1
640,8,10,7,106540,3530,2130,1430,1430,717,717,215505001,310000,7,80,221552032
641,9,1,0,117040,4020,2340,1500,1500,752,752,215504001,9300,0,0,-1
642,9,1,1,118053,4020,2340,1500,1500,752,752,215504001,9300,0,0,-1
643,9,1,2,118053,4020,2360,1500,1500,752,752,215504001,9300,0,0,-1
644,9,1,3,118053,4020,2360,1520,1500,752,752,215504001,9300,0,0,-1
645,9,1,4,118053,4020,2360,1520,1520,752,752,215504001,9300,0,0,-1
646,9,1,5,118053,4020,2360,1520,1520,762,752,215504001,9300,0,0,-1
647,9,1,6,118053,4020,2360,1520,1520,762,762,215504001,9300,0,0,-1
648,9,1,7,118053,4020,2360,1520,1520,762,762,215504001,9300,0,0,-1
649,9,2,0,118053,4040,2360,1520,1520,762,762,215504001,9525,0,0,-1
650,9,2,1,119066,4040,2360,1520,1520,762,762,215504001,9525,0,0,-1
651,9,2,2,119066,4040,2380,1520,1520,762,762,215504001,9525,0,0,-1
652,9,2,3,119066,4040,2380,1540,1520,762,762,215504001,9525,0,0,-1
653,9,2,4,119066,4040,2380,1540,1540,762,762,215504001,9525,0,0,-1
654,9,2,5,119066,4040,2380,1540,1540,772,762,215504001,9525,0,0,-1
655,9,2,6,119066,4040,2380,1540,1540,772,772,215504001,9525,0,0,-1
656,9,2,7,119066,4040,2380,1540,1540,772,772,215504001,9525,0,0,-1
657,9,3,0,119066,4060,2380,1540,1540,772,772,215504001,9750,0,0,-1
658,9,3,1,120079,4060,2380,1540,1540,772,772,215504001,9750,0,0,-1
659,9,3,2,120079,4060,2400,1540,1540,772,772,215504001,9750,0,0,-1
660,9,3,3,120079,4060,2400,1560,1540,772,772,215504001,9750,0,0,-1
661,9,3,4,120079,4060,2400,1560,1560,772,772,215504001,9750,0,0,-1
662,9,3,5,120079,4060,2400,1560,1560,782,772,215504001,9750,0,0,-1
663,9,3,6,120079,4060,2400,1560,1560,782,782,215504001,9750,0,0,-1
664,9,3,7,120079,4060,2400,1560,1560,782,782,215504001,9750,0,0,-1
665,9,4,0,120079,4080,2400,1560,1560,782,782,215504001,9975,0,0,-1
666,9,4,1,121092,4080,2400,1560,1560,782,782,215504001,9975,0,0,-1
667,9,4,2,121092,4080,2420,1560,1560,782,782,215504001,9975,0,0,-1
668,9,4,3,121092,4080,2420,1580,1560,782,782,215504001,9975,0,0,-1
669,9,4,4,121092,4080,2420,1580,1580,782,782,215504001,9975,0,0,-1
670,9,4,5,121092,4080,2420,1580,1580,792,782,215504001,9975,0,0,-1
671,9,4,6,121092,4080,2420,1580,1580,792,792,215504001,9975,0,0,-1
672,9,4,7,121092,4080,2420,1580,1580,792,792,215504001,9975,0,0,-1
673,9,5,0,121092,4100,2420,1580,1580,792,792,215504001,10200,0,0,-1
674,9,5,1,122105,4100,2420,1580,1580,792,792,215504001,10200,0,0,-1
675,9,5,2,122105,4100,2440,1580,1580,792,792,215504001,10200,0,0,-1
676,9,5,3,122105,4100,2440,1600,1580,792,792,215504001,10200,0,0,-1
677,9,5,4,122105,4100,2440,1600,1600,792,792,215504001,10200,0,0,-1
678,9,5,5,122105,4100,2440,1600,1600,802,792,215504001,10200,0,0,-1
679,9,5,6,122105,4100,2440,1600,1600,802,802,215504001,10200,0,0,-1
680,9,5,7,122105,4100,2440,1600,1600,802,802,215504001,10200,0,0,-1
681,9,6,0,122105,4120,2440,1600,1600,802,802,215504001,10425,0,0,-1
682,9,6,1,123118,4120,2440,1600,1600,802,802,215504001,10425,0,0,-1
683,9,6,2,123118,4120,2460,1600,1600,802,802,215504001,10425,0,0,-1
684,9,6,3,123118,4120,2460,1620,1600,802,802,215504001,10425,0,0,-1
685,9,6,4,123118,4120,2460,1620,1620,802,802,215504001,10425,0,0,-1
686,9,6,5,123118,4120,2460,1620,1620,812,802,215504001,10425,0,0,-1
687,9,6,6,123118,4120,2460,1620,1620,812,812,215504001,10425,0,0,-1
688,9,6,7,123118,4120,2460,1620,1620,812,812,215504001,10425,0,0,-1
689,9,7,0,123118,4140,2460,1620,1620,812,812,215504001,10650,0,0,-1
690,9,7,1,124131,4140,2460,1620,1620,812,812,215504001,10650,0,0,-1
691,9,7,2,124131,4140,2480,1620,1620,812,812,215504001,10650,0,0,-1
692,9,7,3,124131,4140,2480,1640,1620,812,812,215504001,10650,0,0,-1
693,9,7,4,124131,4140,2480,1640,1640,812,812,215504001,10650,0,0,-1
694,9,7,5,124131,4140,2480,1640,1640,822,812,215504001,10650,0,0,-1
695,9,7,6,124131,4140,2480,1640,1640,822,822,215504001,10650,0,0,-1
696,9,7,7,124131,4140,2480,1640,1640,822,822,215504001,10650,0,0,-1
697,9,8,0,124131,4160,2480,1640,1640,822,822,215504001,10875,0,0,-1
698,9,8,1,125144,4160,2480,1640,1640,822,822,215504001,10875,0,0,-1
699,9,8,2,125144,4160,2500,1640,1640,822,822,215504001,10875,0,0,-1
700,9,8,3,125144,4160,2500,1660,1640,822,822,215504001,10875,0,0,-1
701,9,8,4,125144,4160,2500,1660,1660,822,822,215504001,10875,0,0,-1
702,9,8,5,125144,4160,2500,1660,1660,832,822,215504001,10875,0,0,-1
703,9,8,6,125144,4160,2500,1660,1660,832,832,215504001,10875,0,0,-1
704,9,8,7,125144,4160,2500,1660,1660,832,832,215504001,10875,0,0,-1
705,9,9,0,125144,4180,2500,1660,1660,832,832,215504001,11100,0,0,-1
706,9,9,1,126157,4180,2500,1660,1660,832,832,215504001,11100,0,0,-1
707,9,9,2,126157,4180,2520,1660,1660,832,832,215504001,11100,0,0,-1
708,9,9,3,126157,4180,2520,1680,1660,832,832,215504001,11100,0,0,-1
709,9,9,4,126157,4180,2520,1680,1680,832,832,215504001,11100,0,0,-1
710,9,9,5,126157,4180,2520,1680,1680,842,832,215504001,11100,0,0,-1
711,9,9,6,126157,4180,2520,1680,1680,842,842,215504001,11100,0,0,-1
712,9,9,7,126157,4180,2520,1680,1680,842,842,215504001,11100,0,0,-1
713,9,10,0,126157,4200,2520,1680,1680,842,842,215504001,11325,0,0,-1
714,9,10,1,127170,4200,2520,1680,1680,842,842,215504001,11325,0,0,-1
715,9,10,2,127170,4200,2540,1680,1680,842,842,215504001,11325,0,0,-1
716,9,10,3,127170,4200,2540,1700,1680,842,842,215504001,11325,0,0,-1
717,9,10,4,127170,4200,2540,1700,1700,842,842,215504001,11325,0,0,-1
718,9,10,5,127170,4200,2540,1700,1700,852,842,215504001,11325,0,0,-1
719,9,10,6,127170,4200,2540,1700,1700,852,852,215504001,11325,0,0,-1
720,9,10,7,127170,4220,2540,1700,1700,852,852,215505001,440000,8,85,221552033
721,10,1,0,139170,4780,2780,1780,1780,892,892,215504001,12500,0,0,-1
