id,luckmin,luckmax,runeid,copyid,percent,special
797,0,99,104000007,70212,6000,0
798,0,99,104000009,70212,6000,0
799,0,99,104000010,70212,6000,0
800,0,99,104000012,70212,6000,0
801,0,99,104000013,70212,6000,0
802,0,99,104000014,70212,6000,0
803,0,99,105000001,70212,2500,0
804,0,99,105000002,70212,5000,0
805,0,99,105000003,70212,5000,0
806,0,99,105000004,70212,5000,0
807,0,99,105000005,70212,5000,0
808,0,99,105000006,70212,5000,0
809,0,99,105000007,70212,5000,0
810,0,99,105000009,70212,5000,0
811,0,99,105000010,70212,5000,0
812,0,99,105000012,70212,5000,0
813,0,99,105000013,70212,5000,0
814,0,99,105000014,70212,5000,0
815,0,99,106000001,70212,1500,0
816,0,99,106000002,70212,3000,0
817,0,99,106000003,70212,3000,0
818,0,99,106000004,70212,3000,0
819,0,99,106000005,70212,3000,0
820,0,99,106000006,70212,3000,0
821,0,99,106000007,70212,3000,0
822,0,99,106000009,70212,3000,0
823,0,99,106000010,70212,3000,0
824,0,99,106000012,70212,3000,0
825,0,99,106000013,70212,3000,0
826,0,99,106000014,70212,3000,0
827,0,99,103000015,70212,21000,0
828,0,99,104000015,70212,9030,0
829,100,100,101000001,70212,60,1
830,100,100,101000002,70212,120,1
831,100,100,101000003,70212,120,1
832,100,100,101000004,70212,120,1
833,100,100,101000005,70212,120,1
834,100,100,101000006,70212,120,1
835,100,100,101000007,70212,120,1
836,100,100,101000009,70212,120,1
837,100,100,101000010,70212,120,1
838,100,100,101000012,70212,120,1
839,100,100,101000013,70212,120,1
840,100,100,101000014,70212,120,1
841,100,100,102000001,70212,140,1
842,100,100,102000002,70212,280,1
843,100,100,102000003,70212,280,1
844,100,100,102000004,70212,280,1
845,100,100,102000005,70212,280,1
846,100,100,102000006,70212,280,1
847,100,100,102000007,70212,280,1
848,100,100,102000009,70212,280,1
849,100,100,102000010,70212,280,1
850,100,100,102000012,70212,280,1
851,100,100,102000013,70212,280,1
852,100,100,102000014,70212,280,1
853,0,99,101000001,70214,30,1
854,0,99,101000002,70214,60,1
855,0,99,101000003,70214,60,1
856,0,99,101000004,70214,60,1
857,0,99,101000005,70214,60,1
858,0,99,101000006,70214,60,1
859,0,99,101000007,70214,60,1
860,0,99,101000008,70214,30,1
861,0,99,101000009,70214,60,1
862,0,99,101000010,70214,60,1
863,0,99,101000011,70214,30,1
864,0,99,101000012,70214,60,1
865,0,99,101000013,70214,60,1
866,0,99,101000014,70214,60,1
867,0,99,102000001,70214,40,1
868,0,99,102000002,70214,80,1
869,0,99,102000003,70214,80,1
870,0,99,102000004,70214,80,1
871,0,99,102000005,70214,80,1
872,0,99,102000006,70214,80,1
873,0,99,102000007,70214,80,1
874,0,99,102000008,70214,40,1
875,0,99,102000009,70214,80,1
876,0,99,102000010,70214,80,1
877,0,99,102000011,70214,40,1
878,0,99,102000012,70214,80,1
879,0,99,102000013,70214,80,1
880,0,99,102000014,70214,80,1
881,0,99,103000001,70214,1500,0
882,0,99,103000002,70214,3000,0
883,0,99,103000003,70214,3000,0
884,0,99,103000004,70214,3000,0
885,0,99,103000005,70214,3000,0
886,0,99,103000006,70214,3000,0
887,0,99,103000007,70214,3000,0
888,0,99,103000008,70214,1500,0
889,0,99,103000009,70214,3000,0
890,0,99,103000010,70214,3000,0
891,0,99,103000011,70214,1500,0
892,0,99,103000012,70214,3000,0
893,0,99,103000013,70214,3000,0
894,0,99,103000014,70214,3000,0
895,0,99,104000001,70214,3000,0
896,0,99,104000002,70214,6000,0
897,0,99,104000003,70214,6000,0
898,0,99,104000004,70214,6000,0
899,0,99,104000005,70214,6000,0
900,0,99,104000006,70214,6000,0
901,0,99,104000007,70214,6000,0
902,0,99,104000008,70214,3000,0
903,0,99,104000009,70214,6000,0
904,0,99,104000010,70214,6000,0
905,0,99,104000011,70214,3000,0
906,0,99,104000012,70214,6000,0
907,0,99,104000013,70214,6000,0
908,0,99,104000014,70214,6000,0
909,0,99,105000001,70214,2500,0
910,0,99,105000002,70214,5000,0
911,0,99,105000003,70214,5000,0
912,0,99,105000004,70214,5000,0
913,0,99,105000005,70214,5000,0
914,0,99,105000006,70214,5000,0
915,0,99,105000007,70214,5000,0
916,0,99,105000008,70214,2500,0
917,0,99,105000009,70214,5000,0
918,0,99,105000010,70214,5000,0
919,0,99,105000011,70214,2500,0
920,0,99,105000012,70214,5000,0
921,0,99,105000013,70214,5000,0
922,0,99,105000014,70214,5000,0
923,0,99,106000001,70214,1500,0
924,0,99,106000002,70214,3000,0
925,0,99,106000003,70214,3000,0
926,0,99,106000004,70214,3000,0
927,0,99,106000005,70214,3000,0
928,0,99,106000006,70214,3000,0
929,0,99,106000007,70214,3000,0
930,0,99,106000008,70214,1500,0
931,0,99,106000009,70214,3000,0
932,0,99,106000010,70214,3000,0
933,0,99,106000011,70214,1500,0
934,0,99,106000012,70214,3000,0
935,0,99,106000013,70214,3000,0
936,0,99,106000014,70214,3000,0
937,0,99,103000015,70214,25000,0
938,0,99,104000015,70214,10750,0
939,100,100,101000001,70214,60,1
940,100,100,101000002,70214,120,1
941,100,100,101000003,70214,120,1
942,100,100,101000004,70214,120,1
943,100,100,101000005,70214,120,1
944,100,100,101000006,70214,120,1
945,100,100,101000007,70214,120,1
946,100,100,101000008,70214,60,1
947,100,100,101000009,70214,120,1
948,100,100,101000010,70214,120,1
949,100,100,101000011,70214,60,1
950,100,100,101000012,70214,120,1
951,100,100,101000013,70214,120,1
952,100,100,101000014,70214,120,1
953,100,100,102000001,70214,140,1
954,100,100,102000002,70214,280,1
955,100,100,102000003,70214,280,1
956,100,100,102000004,70214,280,1
957,100,100,102000005,70214,280,1
958,100,100,102000006,70214,280,1
959,100,100,102000007,70214,280,1
960,100,100,102000008,70214,140,1
961,100,100,102000009,70214,280,1
962,100,100,102000010,70214,280,1
963,100,100,102000011,70214,140,1
964,100,100,102000012,70214,280,1
965,100,100,102000013,70214,280,1
966,100,100,102000014,70214,280,1
