id,copyid,monsterid,person,rank,objectid,bind,number,percent
659,20802,1,1,2,143152370,2,1,156
660,20802,1,1,2,143153370,2,1,313
661,20802,1,1,2,143153170,2,1,313
662,20802,1,1,2,143153270,2,1,313
663,20802,1,1,2,143154370,2,1,235
664,20802,1,1,2,143154270,2,1,235
665,20802,1,1,2,143154170,2,1,235
666,20802,1,1,2,143155270,2,1,313
667,20802,1,1,2,143155170,2,1,313
668,20802,1,1,2,143155370,2,1,313
669,20802,1,1,2,143156370,2,1,375
670,20802,1,1,2,143156270,2,1,375
671,20802,1,1,2,143156170,2,1,375
672,20802,1,1,2,143157270,2,1,313
673,20802,1,1,2,143157170,2,1,313
674,20802,1,1,2,143157370,2,1,313
675,20802,1,1,2,143158270,2,1,267
676,20802,1,1,2,143158170,2,1,267
677,20802,1,1,2,143158370,2,1,267
678,20802,1,1,2,143159170,2,1,313
679,20802,1,1,2,143159270,2,1,313
680,20802,1,1,2,143159370,2,1,313
681,20802,1,1,2,143160270,2,1,313
682,20802,1,1,2,143160370,2,1,313
683,20802,1,1,2,143160170,2,1,313
684,20802,1,1,2,143161370,2,1,125
685,20802,1,1,2,143161270,2,1,125
686,20802,1,1,2,143161170,2,1,125
687,20802,1,1,2,143162370,2,1,235
688,20802,1,1,2,143162170,2,1,235
689,20802,1,1,2,143162270,2,1,235
690,20802,1,1,3,144151270,2,8,375
691,20802,1,1,3,144151370,2,8,375
692,20802,1,1,3,144151170,2,8,375
693,20802,1,1,3,144152170,2,8,156
694,20802,1,1,3,144152270,2,8,156
695,20802,1,1,3,144152370,2,8,156
696,20802,1,1,3,144153370,2,8,313
697,20802,1,1,3,144153270,2,8,313
698,20802,1,1,3,144153170,2,8,313
699,20802,1,1,3,144154270,2,8,235
700,20802,1,1,3,144154170,2,8,235
701,20802,1,1,3,144154370,2,8,235
702,20802,1,1,3,144155170,2,8,313
703,20802,1,1,3,144155270,2,8,313
704,20802,1,1,3,144155370,2,8,313
705,20802,1,1,3,144156370,2,8,375
706,20802,1,1,3,144156170,2,8,375
707,20802,1,1,3,144156270,2,8,375
708,20802,1,1,3,144157170,2,8,313
709,20802,1,1,3,144157370,2,8,313
710,20802,1,1,3,144157270,2,8,313
711,20802,1,1,3,144158270,2,8,267
712,20802,1,1,3,144158170,2,8,267
713,20802,1,1,3,144158370,2,8,267
714,20802,1,1,3,144159370,2,8,313
715,20802,1,1,3,144159270,2,8,313
716,20802,1,1,3,144159170,2,8,313
717,20802,1,1,3,144160170,2,8,313
718,20802,1,1,3,144160370,2,8,313
719,20802,1,1,3,144160270,2,8,313
720,20802,1,1,3,144161270,2,8,125
721,20802,1,1,3,144161370,2,8,125
722,20802,1,1,3,144161170,2,8,125
723,20802,1,1,3,144162370,2,8,235
724,20802,1,1,3,144162270,2,8,235
725,20802,1,1,3,144162170,2,8,235
726,20802,1,1,4,182353002,1,1,10000
727,20802,1,1,5,182353002,1,1,6000
728,20802,1,1,6,182353001,1,1,1500
729,20803,1,1,1,143151370,2,1,375
730,20803,1,1,1,143151170,2,1,375
731,20803,1,1,1,143151270,2,1,375
732,20803,1,1,1,143152170,2,1,156
733,20803,1,1,1,143152270,2,1,156
734,20803,1,1,1,143152370,2,1,156
735,20803,1,1,1,143153370,2,1,313
736,20803,1,1,1,143153170,2,1,313
737,20803,1,1,1,143153270,2,1,313
738,20803,1,1,1,143154370,2,1,235
739,20803,1,1,1,143154270,2,1,235
740,20803,1,1,1,143154170,2,1,235
741,20803,1,1,1,143155270,2,1,313
742,20803,1,1,1,143155170,2,1,313
743,20803,1,1,1,143155370,2,1,313
744,20803,1,1,1,143156370,2,1,375
745,20803,1,1,1,143156270,2,1,375
746,20803,1,1,1,143156170,2,1,375
747,20803,1,1,1,143157270,2,1,313
748,20803,1,1,1,143157170,2,1,313
749,20803,1,1,1,143157370,2,1,313
750,20803,1,1,1,143158270,2,1,267
751,20803,1,1,1,143158170,2,1,267
752,20803,1,1,1,143158370,2,1,267
753,20803,1,1,1,143159170,2,1,313
754,20803,1,1,1,143159270,2,1,313
755,20803,1,1,1,143159370,2,1,313
756,20803,1,1,1,143160270,2,1,313
757,20803,1,1,1,143160370,2,1,313
758,20803,1,1,1,143160170,2,1,313
759,20803,1,1,1,143161370,2,1,125
760,20803,1,1,1,143161270,2,1,125
761,20803,1,1,1,143161170,2,1,125
762,20803,1,1,1,143162370,2,1,235
763,20803,1,1,1,143162170,2,1,235
764,20803,1,1,1,143162270,2,1,235
765,20803,1,1,2,143151380,2,1,375
766,20803,1,1,2,143151180,2,1,375
767,20803,1,1,2,143151280,2,1,375
768,20803,1,1,2,143152180,2,1,156
769,20803,1,1,2,143152280,2,1,156
770,20803,1,1,2,143152380,2,1,156
771,20803,1,1,2,143153380,2,1,313
772,20803,1,1,2,143153280,2,1,313
773,20803,1,1,2,143153180,2,1,313
774,20803,1,1,2,143154380,2,1,235
775,20803,1,1,2,143154280,2,1,235
776,20803,1,1,2,143154180,2,1,235
777,20803,1,1,2,143155280,2,1,313
778,20803,1,1,2,143155180,2,1,313
779,20803,1,1,2,143155380,2,1,313
780,20803,1,1,2,143156280,2,1,375
781,20803,1,1,2,143156380,2,1,375
782,20803,1,1,2,143156180,2,1,375
783,20803,1,1,2,143157280,2,1,313
784,20803,1,1,2,143157180,2,1,313
785,20803,1,1,2,143157380,2,1,313
786,20803,1,1,2,143158180,2,1,267
787,20803,1,1,2,143158280,2,1,267
788,20803,1,1,2,143158380,2,1,267
789,20803,1,1,2,143159280,2,1,313
790,20803,1,1,2,143159380,2,1,313
791,20803,1,1,2,143159180,2,1,313
792,20803,1,1,2,143160280,2,1,313
793,20803,1,1,2,143160380,2,1,313
794,20803,1,1,2,143160180,2,1,313
795,20803,1,1,2,143161280,2,1,125
796,20803,1,1,2,143161380,2,1,125
797,20803,1,1,2,143161180,2,1,125
798,20803,1,1,2,143162380,2,1,235
799,20803,1,1,2,143162180,2,1,235
800,20803,1,1,2,143162280,2,1,235
801,20803,1,1,3,144151380,2,8,375
802,20803,1,1,3,144151180,2,8,375
803,20803,1,1,3,144151280,2,8,375
804,20803,1,1,3,144152180,2,8,156
805,20803,1,1,3,144152280,2,8,156
806,20803,1,1,3,144152380,2,8,156
807,20803,1,1,3,144153380,2,8,313
808,20803,1,1,3,144153280,2,8,313
809,20803,1,1,3,144153180,2,8,313
810,20803,1,1,3,144154280,2,8,235
811,20803,1,1,3,144154180,2,8,235
812,20803,1,1,3,144154380,2,8,235
813,20803,1,1,3,144155280,2,8,313
814,20803,1,1,3,144155380,2,8,313
815,20803,1,1,3,144155180,2,8,313
816,20803,1,1,3,144156380,2,8,375
817,20803,1,1,3,144156180,2,8,375
818,20803,1,1,3,144156280,2,8,375
819,20803,1,1,3,144157180,2,8,313
820,20803,1,1,3,144157380,2,8,313
821,20803,1,1,3,144157280,2,8,313
822,20803,1,1,3,144158280,2,8,267
823,20803,1,1,3,144158180,2,8,267
824,20803,1,1,3,144158380,2,8,267
825,20803,1,1,3,144159280,2,8,313
826,20803,1,1,3,144159380,2,8,313
827,20803,1,1,3,144159180,2,8,313
828,20803,1,1,3,144160180,2,8,313
829,20803,1,1,3,144160380,2,8,313
830,20803,1,1,3,144160280,2,8,313
831,20803,1,1,3,144161280,2,8,125
832,20803,1,1,3,144161380,2,8,125
833,20803,1,1,3,144161180,2,8,125
834,20803,1,1,3,144162380,2,8,235
835,20803,1,1,3,144162180,2,8,235
836,20803,1,1,3,144162280,2,8,235
837,20803,1,1,4,182353002,1,1,10000
838,20803,1,1,5,182353002,1,1,7000
839,20803,1,1,6,182353001,1,1,2000
840,20804,1,1,1,143151380,2,1,375
841,20804,1,1,1,143151180,2,1,375
842,20804,1,1,1,143151280,2,1,375
843,20804,1,1,1,143152180,2,1,156
844,20804,1,1,1,143152280,2,1,156
845,20804,1,1,1,143152380,2,1,156
846,20804,1,1,1,143153380,2,1,313
847,20804,1,1,1,143153280,2,1,313
848,20804,1,1,1,143153180,2,1,313
849,20804,1,1,1,143154380,2,1,235
850,20804,1,1,1,143154280,2,1,235
851,20804,1,1,1,143154180,2,1,235
852,20804,1,1,1,143155280,2,1,313
853,20804,1,1,1,143155180,2,1,313
854,20804,1,1,1,143155380,2,1,313
855,20804,1,1,1,143156280,2,1,375
856,20804,1,1,1,143156380,2,1,375
857,20804,1,1,1,143156180,2,1,375
858,20804,1,1,1,143157280,2,1,313
859,20804,1,1,1,143157180,2,1,313
860,20804,1,1,1,143157380,2,1,313
861,20804,1,1,1,143158180,2,1,267
862,20804,1,1,1,143158280,2,1,267
863,20804,1,1,1,143158380,2,1,267
864,20804,1,1,1,143159280,2,1,313
865,20804,1,1,1,143159380,2,1,313
866,20804,1,1,1,143159180,2,1,313
867,20804,1,1,1,143160280,2,1,313
868,20804,1,1,1,143160380,2,1,313
869,20804,1,1,1,143160180,2,1,313
870,20804,1,1,1,143161280,2,1,125
871,20804,1,1,1,143161380,2,1,125
872,20804,1,1,1,143161180,2,1,125
873,20804,1,1,1,143162380,2,1,235
874,20804,1,1,1,143162180,2,1,235
875,20804,1,1,1,143162280,2,1,235
876,20804,1,1,2,143151290,2,1,375
877,20804,1,1,2,143151390,2,1,375
878,20804,1,1,2,143151190,2,1,375
879,20804,1,1,2,143152190,2,1,156
880,20804,1,1,2,143152290,2,1,156
881,20804,1,1,2,143152390,2,1,156
882,20804,1,1,2,143153390,2,1,313
883,20804,1,1,2,143153190,2,1,313
884,20804,1,1,2,143153290,2,1,313
885,20804,1,1,2,143154290,2,1,235
886,20804,1,1,2,143154390,2,1,235
887,20804,1,1,2,143154190,2,1,235
888,20804,1,1,2,143155290,2,1,313
889,20804,1,1,2,143155190,2,1,313
890,20804,1,1,2,143155390,2,1,313
891,20804,1,1,2,143156390,2,1,375
892,20804,1,1,2,143156290,2,1,375
893,20804,1,1,2,143156190,2,1,375
894,20804,1,1,2,143157290,2,1,313
895,20804,1,1,2,143157390,2,1,313
896,20804,1,1,2,143157190,2,1,313
897,20804,1,1,2,143158290,2,1,267
898,20804,1,1,2,143158190,2,1,267
899,20804,1,1,2,143158390,2,1,267
900,20804,1,1,2,143159190,2,1,313
901,20804,1,1,2,143159290,2,1,313
902,20804,1,1,2,143159390,2,1,313
903,20804,1,1,2,143160390,2,1,313
904,20804,1,1,2,143160290,2,1,313
905,20804,1,1,2,143160190,2,1,313
906,20804,1,1,2,143161290,2,1,125
907,20804,1,1,2,143161390,2,1,125
908,20804,1,1,2,143161190,2,1,125
909,20804,1,1,2,143162390,2,1,235
910,20804,1,1,2,143162290,2,1,235
911,20804,1,1,2,143162190,2,1,235
912,20804,1,1,3,144151290,2,8,375
913,20804,1,1,3,144151390,2,8,375
914,20804,1,1,3,144151190,2,8,375
915,20804,1,1,3,144152190,2,8,156
916,20804,1,1,3,144152290,2,8,156
917,20804,1,1,3,144152390,2,8,156
918,20804,1,1,3,144153390,2,8,313
919,20804,1,1,3,144153190,2,8,313
920,20804,1,1,3,144153290,2,8,313
921,20804,1,1,3,144154290,2,8,235
922,20804,1,1,3,144154390,2,8,235
923,20804,1,1,3,144154190,2,8,235
924,20804,1,1,3,144155190,2,8,313
925,20804,1,1,3,144155290,2,8,313
926,20804,1,1,3,144155390,2,8,313
927,20804,1,1,3,144156390,2,8,375
928,20804,1,1,3,144156190,2,8,375
929,20804,1,1,3,144156290,2,8,375
930,20804,1,1,3,144157190,2,8,313
931,20804,1,1,3,144157290,2,8,313
932,20804,1,1,3,144157390,2,8,313
933,20804,1,1,3,144158290,2,8,267
934,20804,1,1,3,144158390,2,8,267
935,20804,1,1,3,144158190,2,8,267
936,20804,1,1,3,144159290,2,8,313
937,20804,1,1,3,144159390,2,8,313
938,20804,1,1,3,144159190,2,8,313
939,20804,1,1,3,144160190,2,8,313
940,20804,1,1,3,144160390,2,8,313
941,20804,1,1,3,144160290,2,8,313
942,20804,1,1,3,144161190,2,8,125
943,20804,1,1,3,144161290,2,8,125
944,20804,1,1,3,144161390,2,8,125
945,20804,1,1,3,144162390,2,8,235
946,20804,1,1,3,144162190,2,8,235
947,20804,1,1,3,144162290,2,8,235
948,20804,1,1,4,182353002,1,1,10000
949,20804,1,1,5,182353002,1,1,8000
950,20804,1,1,6,182353001,1,1,2500
951,21001,1,1,1,183359001,1,7,10000
952,21001,1,1,2,183359001,1,1,5000
953,21001,1,1,3,176306025,1,4,10000
954,21001,1,1,4,175306024,1,1,1000
955,21001,1,1,4,174306023,1,1,0
956,21001,1,1,4,184390001,1,1,1500
957,21001,1,1,4,183390002,1,1,500
958,21002,1,1,1,183359001,1,9,10000
959,21002,1,1,2,183359001,1,1,5000
960,21002,1,1,3,176306025,1,5,10000
961,21002,1,1,4,175306024,1,1,1500
962,21002,1,1,4,174306023,1,1,0
963,21002,1,1,4,184390001,1,1,1600
964,21002,1,1,4,183390002,1,1,500
965,21003,1,1,1,183359001,1,11,10000
966,21003,1,1,2,183359001,1,1,5000
967,21003,1,1,3,176306025,1,6,10000
968,21003,1,1,4,175306024,1,1,2000
969,21003,1,1,4,174306023,1,1,500
970,21003,1,1,4,184390001,1,1,1800
971,21003,1,1,4,183390002,1,1,500
972,21004,1,1,1,183359001,1,13,10000
973,21004,1,1,2,183359001,1,1,5000
974,21004,1,1,3,176306025,1,7,10000
975,21004,1,1,4,175306024,1,1,2500
976,21004,1,1,4,174306023,1,1,1000
977,21004,1,1,4,184390001,1,1,2000
978,21004,1,1,4,183390002,1,1,500
979,20901,1,1,1,183351001,1,11,10000
980,20901,1,1,2,184391001,1,1,2000
981,20901,1,1,2,183391002,1,1,300
982,20902,1,1,1,183351001,1,13,10000
983,20902,1,1,2,184391001,1,1,2100
984,20902,1,1,2,183391002,1,1,300
985,20903,1,1,1,183351001,1,15,10000
986,20903,1,1,2,184391001,1,1,2300
987,20903,1,1,2,183391002,1,1,300
988,20904,1,1,1,183351001,1,17,10000
989,20904,1,1,2,184391001,1,1,2500
990,20904,1,1,2,183391002,1,1,300
