id,language
9815,宝石合成活动震撼开启！今日充值赠送大量宝石、橙色精炼石、完美符等丰厚奖励，合成宝石更有超值奖励返还，提升战力快人一步！详情点击主界面
9816,装备强化活动震撼开启！今日充值赠送大量强化石、橙色精炼石、完美符等丰厚奖励，强化装备更有超值奖励返还，提升战力快人一步！详情点击主界面
9817,羽翼淬炼活动震撼开启！今日充值赠送大量金乌神纹、橙色精炼石、完美符等丰厚奖励，淬炼羽翼更有超值奖励返还，神翼加身，飞升天外！详情点击主界面
9818,玄兵淬炼活动震撼开启！今日充值赠送大量离火石、橙色精炼石、完美符等丰厚奖励，淬炼玄兵更有超值奖励返还，提升战力快人一步！详情点击主界面
9819,法宝提升活动震撼开启！今日充值赠送大量法宝碎片、橙色精炼石、完美符等丰厚奖励，提升法宝更有超值奖励返还，提升战力快人一步！详情点击主界面
9820,足迹提升活动震撼开启！今日充值赠送大量厚土之息、橙色精炼石、完美符等丰厚奖励，提升足迹更有超值奖励返还，神行百变，步步生莲！详情点击主界面
9821,仙器提升活动震撼开启！今日充值赠送大量神晶、橙色精炼石、完美符等丰厚奖励，提升仙器更有超值奖励返还，千万不要错过哦！详情点击主界面
9822,领域提升活动震撼开启！今日充值赠送大量领域丹、橙色精炼石、完美符等丰厚奖励，提升领域更有超值奖励返还，千万不要错过哦！详情点击主界面
10001,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10002,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10003,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10004,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10005,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10006,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10007,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10008,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10009,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10010,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10011,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10012,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10013,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10014,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10015,XX活动进行中！XX已在主城中出现，成功采集即可获得随机奖励！
10101,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10102,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10103,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10104,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10105,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10106,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10107,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10108,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10109,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10110,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10111,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10112,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10113,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10114,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10115,XX正在主城中出没，击败XX收集文字卡片，即可兑换XX！
10120,由于背包空间不足，您在异界虚空中击杀boss未拾取的道具过邮件发送给您，请清理背包后领取！
10121,boss掉落道具
10122,本服玩家%s于%s击杀%s服务器的%s！其战斗的英姿，已被无数世界的生灵铭记！
10123,%s服务器的%s于%s击杀本服玩家%s！此界的修行者，快去阻止这异界之人的暴行吧！
10124,%s服务器的%s击杀%s服务器的玩家%s!
10125,本服玩家%s神功盖世，于%s斩杀%s，取得掉落奖励%s！
10126,%s服务器玩家%s神功盖世，于%s斩杀%s，取得掉落奖励%s！
10127,%s已现身于%s，此界的修行者啊，速速讨伐此妖，斩获这份荣耀吧！
10201,禁言通知
10202,举报反馈
10206,由于在聊天验证时回答错误次数达到%d次，您被系统禁言%d小时。
10207,您的举报已提交审核，我们的工作人员会尽快处理您的举报，感谢您对《莽荒纪》的支持！
10208,因多次被其他玩家举报，被系统禁言10分钟。
10209,因为你在游戏中
10210,发布广告
10211,使用外挂
10212,言行不雅
10213,被其他玩家举报，经核实后，被GM禁言。%d小时后解除
10214,您在%d年%02d月%02d日%02d点%02d分提交的对玩家
10215,的举报，经工作人员核实后，对被举报玩家做出了禁言的处理，再次感谢您对《莽荒纪》的支持！
10315,本服玩家%s在%s达到%d连胜，如此威势还有谁能阻挡？
10316,本服玩家%s在%s终结了%s的%d连胜，逆天之姿惊煞世人！
10317,[url=11-10028][u][008800]武道会[-][/u][/url]
10318,%s即将开启，各位
10319,%s已经开启，
10320,%s已经结束
10330,您在本次仙盟boss中伤害排名第%d名,获得如下奖励：
10331,您在本次仙盟boss中对boss造成最后一击，获得额外奖励。请查收附件！
10332,恭喜玩家%s在仙盟boss中对boss造成最后一击，获得奖励：
10333,仙盟全体成员齐心协力击杀仙盟boss,获得%s,宝盒已经放入仙盟仓库，请到仙盟仓库申请领取!
10334,%s仙盟全体成员齐心协力击杀仙盟boss,获得%s
10401,充值排行奖励
10402,充值排行奖励
10403,恭喜您在[0d4795]单服[-]充值排行活动中获得了第[0d4795]%d[-]名，排名奖励通过附件发送，请查收。
10404,恭喜您今天在[0d4795]单服[-]充值排行活动中获得了第[0d4795]%d[-]名，排名奖励通过附件发送，请查收。
10405,充值排行奖励
10406,充值排行奖励
10407,恭喜您在[0d4795]跨服[-]充值排行活动中获得了第[0d4795]%d[-]名，排名奖励通过附件发送，请查收。
10408,恭喜您今天在[0d4795]跨服[-]充值排行活动中获得了第[0d4795]%d[-]名，排名奖励通过附件发送，请查收。
10409,%s在[url=11-10013][u][008800]盗宝小妖[-][/u][/url]活动中击杀%s,获得%s,真是羡煞旁人！
10451,副本双倍领取
10452,由于您背包格子不足，扫荡双倍领取物品通过邮件发送，请及时清理背包领取。
10453,由于您背包格子不足，副本双倍领取物品通过邮件发送，请及时清理背包领取。
10501,玩家%s消耗【%s】将装备升到%d星, 成功激活更多极品属性！
10502,玩家%s消耗【%s】将装备%d星极品属性强化到%d级, 于百尺竿头再进一步！
