id,kind,level,nextlevel,health,attack,defend,crit,toughness,hit,dodge,blood,process
507,4,203,204,0,0,0,0,0,0,0,5195,1745
508,4,204,205,0,0,0,0,0,0,0,5231,1760
509,4,205,206,0,0,0,0,0,0,0,5268,1775
510,4,206,207,0,0,0,0,0,0,0,5305,1790
511,4,207,208,0,0,0,0,0,0,0,5342,1805
512,4,208,209,0,0,0,0,0,0,0,5379,1820
513,4,209,210,0,0,0,0,0,0,0,5416,1835
514,4,210,211,0,0,0,0,0,0,0,5453,1850
515,4,211,212,0,0,0,0,0,0,0,5490,1865
516,4,212,213,0,0,0,0,0,0,0,5527,1880
517,4,213,214,0,0,0,0,0,0,0,5565,1895
518,4,214,215,0,0,0,0,0,0,0,5603,1910
519,4,215,216,0,0,0,0,0,0,0,5641,1925
520,4,216,217,0,0,0,0,0,0,0,5679,1940
521,4,217,218,0,0,0,0,0,0,0,5717,1955
522,4,218,219,0,0,0,0,0,0,0,5755,1970
523,4,219,220,0,0,0,0,0,0,0,5793,1985
524,4,220,221,0,0,0,0,0,0,0,5831,2000
525,4,221,222,0,0,0,0,0,0,0,5870,2015
526,4,222,223,0,0,0,0,0,0,0,5909,2030
527,4,223,224,0,0,0,0,0,0,0,5948,2045
528,4,224,225,0,0,0,0,0,0,0,5987,2060
529,4,225,226,0,0,0,0,0,0,0,6026,2075
530,4,226,227,0,0,0,0,0,0,0,6065,2090
531,4,227,228,0,0,0,0,0,0,0,6104,2105
532,4,228,229,0,0,0,0,0,0,0,6144,2120
533,4,229,230,0,0,0,0,0,0,0,6184,2135
534,4,230,231,0,0,0,0,0,0,0,6224,2150
535,4,231,232,0,0,0,0,0,0,0,6264,2165
536,4,232,233,0,0,0,0,0,0,0,6304,2180
537,4,233,234,0,0,0,0,0,0,0,6344,2195
538,4,234,235,0,0,0,0,0,0,0,6384,2210
539,4,235,236,0,0,0,0,0,0,0,6424,2225
540,4,236,237,0,0,0,0,0,0,0,6465,2240
541,4,237,238,0,0,0,0,0,0,0,6506,2255
542,4,238,239,0,0,0,0,0,0,0,6547,2270
543,4,239,240,0,0,0,0,0,0,0,6588,2285
544,4,240,241,0,0,0,0,0,0,0,6629,2300
545,4,241,242,0,0,0,0,0,0,0,6670,2315
546,4,242,243,0,0,0,0,0,0,0,6711,2330
547,4,243,244,0,0,0,0,0,0,0,6752,2345
548,4,244,245,0,0,0,0,0,0,0,6794,2360
549,4,245,246,0,0,0,0,0,0,0,6836,2375
550,4,246,247,0,0,0,0,0,0,0,6878,2390
551,4,247,248,0,0,0,0,0,0,0,6920,2405
552,4,248,249,0,0,0,0,0,0,0,6962,2420
553,4,249,250,0,0,0,0,0,0,0,7004,2435
554,4,250,251,0,0,0,0,0,0,0,7046,2450
555,4,251,252,0,0,0,0,0,0,0,7089,2465
556,4,252,253,0,0,0,0,0,0,0,7132,2480
557,4,253,254,0,0,0,0,0,0,0,7175,2495
558,4,254,255,0,0,0,0,0,0,0,7218,2510
559,4,255,256,0,0,0,0,0,0,0,7261,2525
560,4,256,257,0,0,0,0,0,0,0,7304,2540
561,4,257,258,0,0,0,0,0,0,0,7347,2555
562,4,258,259,0,0,0,0,0,0,0,7390,2570
563,4,259,260,0,0,0,0,0,0,0,7434,2585
564,4,260,261,0,0,0,0,0,0,0,7478,2600
565,4,261,262,0,0,0,0,0,0,0,7522,2615
566,4,262,263,0,0,0,0,0,0,0,7566,2630
567,4,263,264,0,0,0,0,0,0,0,7610,2645
568,4,264,265,0,0,0,0,0,0,0,7654,2660
569,4,265,266,0,0,0,0,0,0,0,7698,2675
570,4,266,267,0,0,0,0,0,0,0,7742,2690
571,4,267,268,0,0,0,0,0,0,0,7787,2705
572,4,268,269,0,0,0,0,0,0,0,7832,2720
573,4,269,270,0,0,0,0,0,0,0,7877,2735
574,4,270,271,0,0,0,0,0,0,0,7922,2750
575,4,271,272,0,0,0,0,0,0,0,7967,2765
576,4,272,273,0,0,0,0,0,0,0,8012,2780
577,4,273,274,0,0,0,0,0,0,0,8057,2795
578,4,274,275,0,0,0,0,0,0,0,8102,2810
579,4,275,276,0,0,0,0,0,0,0,8148,2825
580,4,276,277,0,0,0,0,0,0,0,8194,2840
581,4,277,278,0,0,0,0,0,0,0,8240,2855
582,4,278,279,0,0,0,0,0,0,0,8286,2870
583,4,279,280,0,0,0,0,0,0,0,8332,2885
584,4,280,281,0,0,0,0,0,0,0,8378,2900
585,4,281,282,0,0,0,0,0,0,0,8424,2915
586,4,282,283,0,0,0,0,0,0,0,8471,2930
587,4,283,284,0,0,0,0,0,0,0,8518,2945
588,4,284,285,0,0,0,0,0,0,0,8565,2960
589,4,285,286,0,0,0,0,0,0,0,8612,2975
590,4,286,287,0,0,0,0,0,0,0,8659,2990
591,4,287,288,0,0,0,0,0,0,0,8706,3005
592,4,288,289,0,0,0,0,0,0,0,8753,3020
593,4,289,290,0,0,0,0,0,0,0,8800,3035
594,4,290,291,0,0,0,0,0,0,0,8848,3050
595,4,291,292,0,0,0,0,0,0,0,8896,3065
596,4,292,293,0,0,0,0,0,0,0,8944,3080
597,4,293,294,0,0,0,0,0,0,0,8992,3095
598,4,294,295,0,0,0,0,0,0,0,9040,3110
599,4,295,296,0,0,0,0,0,0,0,9088,3125
600,4,296,297,0,0,0,0,0,0,0,9136,3140
601,4,297,298,0,0,0,0,0,0,0,9184,3155
602,4,298,299,0,0,0,0,0,0,0,9233,3170
603,4,299,300,0,0,0,0,0,0,0,9282,3185
604,4,300,-1,0,0,0,0,0,0,0,9331,3200
605,5,0,1,0,0,0,500,0,0,0,0,500
606,5,1,2,0,0,0,503,0,0,0,0,50
607,5,2,3,0,0,0,506,0,0,0,0,55
608,5,3,4,0,0,0,509,0,0,0,0,60
609,5,4,5,0,0,0,512,0,0,0,0,65
610,5,5,6,0,0,0,515,0,0,0,0,70
611,5,6,7,0,0,0,518,0,0,0,0,75
612,5,7,8,0,0,0,521,0,0,0,0,80
613,5,8,9,0,0,0,525,0,0,0,0,85
614,5,9,10,0,0,0,529,0,0,0,0,90
615,5,10,11,0,0,0,533,0,0,0,0,95
616,5,11,12,0,0,0,537,0,0,0,0,100
617,5,12,13,0,0,0,541,0,0,0,0,105
618,5,13,14,0,0,0,545,0,0,0,0,110
619,5,14,15,0,0,0,549,0,0,0,0,115
620,5,15,16,0,0,0,553,0,0,0,0,120
621,5,16,17,0,0,0,557,0,0,0,0,125
622,5,17,18,0,0,0,561,0,0,0,0,130
623,5,18,19,0,0,0,565,0,0,0,0,135
624,5,19,20,0,0,0,569,0,0,0,0,140
625,5,20,21,0,0,0,574,0,0,0,0,145
626,5,21,22,0,0,0,579,0,0,0,0,150
627,5,22,23,0,0,0,584,0,0,0,0,155
628,5,23,24,0,0,0,589,0,0,0,0,160
629,5,24,25,0,0,0,594,0,0,0,0,165
630,5,25,26,0,0,0,599,0,0,0,0,170
631,5,26,27,0,0,0,604,0,0,0,0,175
632,5,27,28,0,0,0,609,0,0,0,0,180
633,5,28,29,0,0,0,614,0,0,0,0,185
634,5,29,30,0,0,0,619,0,0,0,0,190
635,5,30,31,0,0,0,624,0,0,0,0,195
636,5,31,32,0,0,0,629,0,0,0,0,200
637,5,32,33,0,0,0,634,0,0,0,0,205
638,5,33,34,0,0,0,640,0,0,0,0,210
639,5,34,35,0,0,0,646,0,0,0,0,215
640,5,35,36,0,0,0,652,0,0,0,0,220
641,5,36,37,0,0,0,658,0,0,0,0,225
642,5,37,38,0,0,0,664,0,0,0,0,230
643,5,38,39,0,0,0,670,0,0,0,0,235
644,5,39,40,0,0,0,676,0,0,0,0,240
645,5,40,41,0,0,0,682,0,0,0,0,245
646,5,41,42,0,0,0,688,0,0,0,0,250
647,5,42,43,0,0,0,694,0,0,0,0,255
648,5,43,44,0,0,0,700,0,0,0,0,260
649,5,44,45,0,0,0,706,0,0,0,0,265
650,5,45,46,0,0,0,713,0,0,0,0,270
651,5,46,47,0,0,0,720,0,0,0,0,275
652,5,47,48,0,0,0,727,0,0,0,0,280
653,5,48,49,0,0,0,734,0,0,0,0,285
654,5,49,50,0,0,0,741,0,0,0,0,290
655,5,50,51,0,0,0,748,0,0,0,0,295
656,5,51,52,0,0,0,755,0,0,0,0,300
657,5,52,53,0,0,0,762,0,0,0,0,305
658,5,53,54,0,0,0,769,0,0,0,0,310
659,5,54,55,0,0,0,776,0,0,0,0,315
660,5,55,56,0,0,0,783,0,0,0,0,320
661,5,56,57,0,0,0,790,0,0,0,0,325
662,5,57,58,0,0,0,797,0,0,0,0,330
663,5,58,59,0,0,0,805,0,0,0,0,335
664,5,59,60,0,0,0,813,0,0,0,0,340
665,5,60,61,0,0,0,821,0,0,0,0,345
666,5,61,62,0,0,0,829,0,0,0,0,350
667,5,62,63,0,0,0,837,0,0,0,0,355
668,5,63,64,0,0,0,845,0,0,0,0,360
669,5,64,65,0,0,0,853,0,0,0,0,365
670,5,65,66,0,0,0,861,0,0,0,0,370
671,5,66,67,0,0,0,869,0,0,0,0,375
672,5,67,68,0,0,0,877,0,0,0,0,380
673,5,68,69,0,0,0,885,0,0,0,0,385
674,5,69,70,0,0,0,893,0,0,0,0,390
675,5,70,71,0,0,0,902,0,0,0,0,395
676,5,71,72,0,0,0,911,0,0,0,0,400
677,5,72,73,0,0,0,920,0,0,0,0,405
678,5,73,74,0,0,0,929,0,0,0,0,410
679,5,74,75,0,0,0,938,0,0,0,0,415
680,5,75,76,0,0,0,947,0,0,0,0,420
681,5,76,77,0,0,0,956,0,0,0,0,425
682,5,77,78,0,0,0,965,0,0,0,0,430
683,5,78,79,0,0,0,974,0,0,0,0,435
684,5,79,80,0,0,0,983,0,0,0,0,440
685,5,80,81,0,0,0,992,0,0,0,0,445
686,5,81,82,0,0,0,1001,0,0,0,0,450
687,5,82,83,0,0,0,1010,0,0,0,0,455
688,5,83,84,0,0,0,1020,0,0,0,0,460
689,5,84,85,0,0,0,1030,0,0,0,0,465
690,5,85,86,0,0,0,1040,0,0,0,0,470
691,5,86,87,0,0,0,1050,0,0,0,0,475
692,5,87,88,0,0,0,1060,0,0,0,0,480
693,5,88,89,0,0,0,1070,0,0,0,0,485
694,5,89,90,0,0,0,1080,0,0,0,0,490
695,5,90,91,0,0,0,1090,0,0,0,0,495
696,5,91,92,0,0,0,1100,0,0,0,0,500
697,5,92,93,0,0,0,1110,0,0,0,0,505
698,5,93,94,0,0,0,1120,0,0,0,0,510
699,5,94,95,0,0,0,1130,0,0,0,0,515
700,5,95,96,0,0,0,1141,0,0,0,0,520
701,5,96,97,0,0,0,1152,0,0,0,0,525
702,5,97,98,0,0,0,1163,0,0,0,0,530
703,5,98,99,0,0,0,1174,0,0,0,0,535
704,5,99,100,0,0,0,1185,0,0,0,0,540
705,5,100,101,0,0,0,1196,0,0,0,0,545
706,5,101,102,0,0,0,1196,0,0,0,0,551
707,5,102,103,0,0,0,1196,0,0,0,0,557
708,5,103,104,0,0,0,1196,0,0,0,0,563
709,5,104,105,0,0,0,1196,0,0,0,0,569
710,5,105,106,0,0,0,1196,0,0,0,0,575
711,5,106,107,0,0,0,1196,0,0,0,0,581
712,5,107,108,0,0,0,1196,0,0,0,0,587
713,5,108,109,0,0,0,1196,0,0,0,0,593
714,5,109,110,0,0,0,1196,0,0,0,0,599
715,5,110,111,0,0,0,1196,0,0,0,0,605
716,5,111,112,0,0,0,1196,0,0,0,0,611
717,5,112,113,0,0,0,1196,0,0,0,0,617
718,5,113,114,0,0,0,1196,0,0,0,0,623
719,5,114,115,0,0,0,1196,0,0,0,0,629
720,5,115,116,0,0,0,1196,0,0,0,0,635
721,5,116,117,0,0,0,1196,0,0,0,0,641
722,5,117,118,0,0,0,1196,0,0,0,0,647
723,5,118,119,0,0,0,1196,0,0,0,0,653
724,5,119,120,0,0,0,1196,0,0,0,0,659
725,5,120,121,0,0,0,1196,0,0,0,0,665
726,5,121,122,0,0,0,1196,0,0,0,0,671
727,5,122,123,0,0,0,1196,0,0,0,0,677
728,5,123,124,0,0,0,1196,0,0,0,0,683
729,5,124,125,0,0,0,1196,0,0,0,0,689
730,5,125,126,0,0,0,1196,0,0,0,0,695
731,5,126,127,0,0,0,1196,0,0,0,0,701
732,5,127,128,0,0,0,1196,0,0,0,0,707
733,5,128,129,0,0,0,1196,0,0,0,0,713
734,5,129,130,0,0,0,1196,0,0,0,0,719
735,5,130,131,0,0,0,1196,0,0,0,0,725
736,5,131,132,0,0,0,1196,0,0,0,0,731
737,5,132,133,0,0,0,1196,0,0,0,0,737
738,5,133,134,0,0,0,1196,0,0,0,0,743
739,5,134,135,0,0,0,1196,0,0,0,0,749
740,5,135,136,0,0,0,1196,0,0,0,0,755
741,5,136,137,0,0,0,1196,0,0,0,0,761
742,5,137,138,0,0,0,1196,0,0,0,0,767
743,5,138,139,0,0,0,1196,0,0,0,0,773
744,5,139,140,0,0,0,1196,0,0,0,0,779
745,5,140,141,0,0,0,1196,0,0,0,0,785
746,5,141,142,0,0,0,1196,0,0,0,0,791
747,5,142,143,0,0,0,1196,0,0,0,0,797
748,5,143,144,0,0,0,1196,0,0,0,0,803
749,5,144,145,0,0,0,1196,0,0,0,0,809
750,5,145,146,0,0,0,1196,0,0,0,0,815
751,5,146,147,0,0,0,1196,0,0,0,0,821
752,5,147,148,0,0,0,1196,0,0,0,0,827
753,5,148,149,0,0,0,1196,0,0,0,0,833
754,5,149,150,0,0,0,1196,0,0,0,0,839
755,5,150,151,0,0,0,1196,0,0,0,0,845
756,5,151,152,0,0,0,1196,0,0,0,0,851
757,5,152,153,0,0,0,1196,0,0,0,0,857
758,5,153,154,0,0,0,1196,0,0,0,0,863
759,5,154,155,0,0,0,1196,0,0,0,0,869
760,5,155,156,0,0,0,1196,0,0,0,0,875
761,5,156,157,0,0,0,1196,0,0,0,0,881
762,5,157,158,0,0,0,1196,0,0,0,0,887
763,5,158,159,0,0,0,1196,0,0,0,0,893
764,5,159,160,0,0,0,1196,0,0,0,0,899
765,5,160,161,0,0,0,1196,0,0,0,0,905
766,5,161,162,0,0,0,1196,0,0,0,0,911
767,5,162,163,0,0,0,1196,0,0,0,0,917
768,5,163,164,0,0,0,1196,0,0,0,0,923
769,5,164,165,0,0,0,1196,0,0,0,0,929
770,5,165,166,0,0,0,1196,0,0,0,0,935
771,5,166,167,0,0,0,1196,0,0,0,0,941
772,5,167,168,0,0,0,1196,0,0,0,0,947
773,5,168,169,0,0,0,1196,0,0,0,0,953
774,5,169,170,0,0,0,1196,0,0,0,0,959
775,5,170,171,0,0,0,1196,0,0,0,0,965
776,5,171,172,0,0,0,1196,0,0,0,0,971
777,5,172,173,0,0,0,1196,0,0,0,0,977
778,5,173,174,0,0,0,1196,0,0,0,0,983
779,5,174,175,0,0,0,1196,0,0,0,0,989
780,5,175,176,0,0,0,1196,0,0,0,0,995
781,5,176,177,0,0,0,1196,0,0,0,0,1001
782,5,177,178,0,0,0,1196,0,0,0,0,1007
783,5,178,179,0,0,0,1196,0,0,0,0,1013
784,5,179,180,0,0,0,1196,0,0,0,0,1019
785,5,180,181,0,0,0,1196,0,0,0,0,1025
786,5,181,182,0,0,0,1196,0,0,0,0,1031
787,5,182,183,0,0,0,1196,0,0,0,0,1037
788,5,183,184,0,0,0,1196,0,0,0,0,1043
789,5,184,185,0,0,0,1196,0,0,0,0,1049
790,5,185,186,0,0,0,1196,0,0,0,0,1055
791,5,186,187,0,0,0,1196,0,0,0,0,1061
792,5,187,188,0,0,0,1196,0,0,0,0,1067
793,5,188,189,0,0,0,1196,0,0,0,0,1073
794,5,189,190,0,0,0,1196,0,0,0,0,1079
795,5,190,191,0,0,0,1196,0,0,0,0,1085
796,5,191,192,0,0,0,1196,0,0,0,0,1091
797,5,192,193,0,0,0,1196,0,0,0,0,1097
798,5,193,194,0,0,0,1196,0,0,0,0,1103
799,5,194,195,0,0,0,1196,0,0,0,0,1109
800,5,195,196,0,0,0,1196,0,0,0,0,1115
801,5,196,197,0,0,0,1196,0,0,0,0,1121
802,5,197,198,0,0,0,1196,0,0,0,0,1127
803,5,198,199,0,0,0,1196,0,0,0,0,1133
804,5,199,200,0,0,0,1196,0,0,0,0,1139
805,5,200,201,0,0,0,1196,0,0,0,0,1146
806,5,201,202,0,0,0,1196,0,0,0,0,1153
807,5,202,203,0,0,0,1196,0,0,0,0,1160
808,5,203,204,0,0,0,1196,0,0,0,0,1167
809,5,204,205,0,0,0,1196,0,0,0,0,1174
810,5,205,206,0,0,0,1196,0,0,0,0,1181
811,5,206,207,0,0,0,1196,0,0,0,0,1188
812,5,207,208,0,0,0,1196,0,0,0,0,1195
813,5,208,209,0,0,0,1196,0,0,0,0,1202
814,5,209,210,0,0,0,1196,0,0,0,0,1209
815,5,210,211,0,0,0,1196,0,0,0,0,1216
816,5,211,212,0,0,0,1196,0,0,0,0,1223
817,5,212,213,0,0,0,1196,0,0,0,0,1230
818,5,213,214,0,0,0,1196,0,0,0,0,1237
819,5,214,215,0,0,0,1196,0,0,0,0,1244
820,5,215,216,0,0,0,1196,0,0,0,0,1251
821,5,216,217,0,0,0,1196,0,0,0,0,1258
822,5,217,218,0,0,0,1196,0,0,0,0,1265
823,5,218,219,0,0,0,1196,0,0,0,0,1272
824,5,219,220,0,0,0,1196,0,0,0,0,1279
825,5,220,221,0,0,0,1196,0,0,0,0,1286
826,5,221,222,0,0,0,1196,0,0,0,0,1293
827,5,222,223,0,0,0,1196,0,0,0,0,1300
828,5,223,224,0,0,0,1196,0,0,0,0,1307
829,5,224,225,0,0,0,1196,0,0,0,0,1314
830,5,225,226,0,0,0,1196,0,0,0,0,1321
831,5,226,227,0,0,0,1196,0,0,0,0,1328
832,5,227,228,0,0,0,1196,0,0,0,0,1335
833,5,228,229,0,0,0,1196,0,0,0,0,1342
834,5,229,230,0,0,0,1196,0,0,0,0,1349
835,5,230,231,0,0,0,1196,0,0,0,0,1356
836,5,231,232,0,0,0,1196,0,0,0,0,1363
837,5,232,233,0,0,0,1196,0,0,0,0,1370
838,5,233,234,0,0,0,1196,0,0,0,0,1377
839,5,234,235,0,0,0,1196,0,0,0,0,1384
840,5,235,236,0,0,0,1196,0,0,0,0,1391
841,5,236,237,0,0,0,1196,0,0,0,0,1398
842,5,237,238,0,0,0,1196,0,0,0,0,1405
843,5,238,239,0,0,0,1196,0,0,0,0,1412
844,5,239,240,0,0,0,1196,0,0,0,0,1419
845,5,240,241,0,0,0,1196,0,0,0,0,1426
846,5,241,242,0,0,0,1196,0,0,0,0,1433
847,5,242,243,0,0,0,1196,0,0,0,0,1440
848,5,243,244,0,0,0,1196,0,0,0,0,1447
849,5,244,245,0,0,0,1196,0,0,0,0,1454
850,5,245,246,0,0,0,1196,0,0,0,0,1461
851,5,246,247,0,0,0,1196,0,0,0,0,1468
852,5,247,248,0,0,0,1196,0,0,0,0,1475
853,5,248,249,0,0,0,1196,0,0,0,0,1482
854,5,249,250,0,0,0,1196,0,0,0,0,1489
855,5,250,251,0,0,0,1196,0,0,0,0,1496
856,5,251,252,0,0,0,1196,0,0,0,0,1503
857,5,252,253,0,0,0,1196,0,0,0,0,1510
858,5,253,254,0,0,0,1196,0,0,0,0,1517
859,5,254,255,0,0,0,1196,0,0,0,0,1524
860,5,255,256,0,0,0,1196,0,0,0,0,1531
861,5,256,257,0,0,0,1196,0,0,0,0,1538
862,5,257,258,0,0,0,1196,0,0,0,0,1545
863,5,258,259,0,0,0,1196,0,0,0,0,1552
864,5,259,260,0,0,0,1196,0,0,0,0,1559
865,5,260,261,0,0,0,1196,0,0,0,0,1566
866,5,261,262,0,0,0,1196,0,0,0,0,1573
867,5,262,263,0,0,0,1196,0,0,0,0,1580
868,5,263,264,0,0,0,1196,0,0,0,0,1587
869,5,264,265,0,0,0,1196,0,0,0,0,1594
870,5,265,266,0,0,0,1196,0,0,0,0,1601
871,5,266,267,0,0,0,1196,0,0,0,0,1608
872,5,267,268,0,0,0,1196,0,0,0,0,1615
873,5,268,269,0,0,0,1196,0,0,0,0,1622
874,5,269,270,0,0,0,1196,0,0,0,0,1629
875,5,270,271,0,0,0,1196,0,0,0,0,1636
876,5,271,272,0,0,0,1196,0,0,0,0,1643
877,5,272,273,0,0,0,1196,0,0,0,0,1650
878,5,273,274,0,0,0,1196,0,0,0,0,1657
879,5,274,275,0,0,0,1196,0,0,0,0,1664
880,5,275,276,0,0,0,1196,0,0,0,0,1671
881,5,276,277,0,0,0,1196,0,0,0,0,1678
882,5,277,278,0,0,0,1196,0,0,0,0,1685
883,5,278,279,0,0,0,1196,0,0,0,0,1692
884,5,279,280,0,0,0,1196,0,0,0,0,1699
885,5,280,281,0,0,0,1196,0,0,0,0,1706
886,5,281,282,0,0,0,1196,0,0,0,0,1713
887,5,282,283,0,0,0,1196,0,0,0,0,1720
888,5,283,284,0,0,0,1196,0,0,0,0,1727
889,5,284,285,0,0,0,1196,0,0,0,0,1734
890,5,285,286,0,0,0,1196,0,0,0,0,1741
891,5,286,287,0,0,0,1196,0,0,0,0,1748
892,5,287,288,0,0,0,1196,0,0,0,0,1755
893,5,288,289,0,0,0,1196,0,0,0,0,1762
894,5,289,290,0,0,0,1196,0,0,0,0,1769
895,5,290,291,0,0,0,1196,0,0,0,0,1776
896,5,291,292,0,0,0,1196,0,0,0,0,1783
897,5,292,293,0,0,0,1196,0,0,0,0,1790
898,5,293,294,0,0,0,1196,0,0,0,0,1797
899,5,294,295,0,0,0,1196,0,0,0,0,1804
900,5,295,296,0,0,0,1196,0,0,0,0,1811
901,5,296,297,0,0,0,1196,0,0,0,0,1818
902,5,297,298,0,0,0,1196,0,0,0,0,1825
903,5,298,299,0,0,0,1196,0,0,0,0,1832
904,5,299,300,0,0,0,1196,0,0,0,0,1839
905,5,300,301,0,0,0,1196,0,0,0,0,1846
906,5,301,302,0,0,0,1196,0,0,0,0,1854
907,5,302,303,0,0,0,1196,0,0,0,0,1862
908,5,303,304,0,0,0,1196,0,0,0,0,1870
909,5,304,305,0,0,0,1196,0,0,0,0,1878
910,5,305,306,0,0,0,1196,0,0,0,0,1886
911,5,306,307,0,0,0,1196,0,0,0,0,1894
912,5,307,308,0,0,0,1196,0,0,0,0,1902
913,5,308,309,0,0,0,1196,0,0,0,0,1910
914,5,309,310,0,0,0,1196,0,0,0,0,1918
915,5,310,311,0,0,0,1196,0,0,0,0,1926
916,5,311,312,0,0,0,1196,0,0,0,0,1934
917,5,312,313,0,0,0,1196,0,0,0,0,1942
918,5,313,314,0,0,0,1196,0,0,0,0,1950
919,5,314,315,0,0,0,1196,0,0,0,0,1958
920,5,315,316,0,0,0,1196,0,0,0,0,1966
921,5,316,317,0,0,0,1196,0,0,0,0,1974
922,5,317,318,0,0,0,1196,0,0,0,0,1982
923,5,318,319,0,0,0,1196,0,0,0,0,1990
924,5,319,320,0,0,0,1196,0,0,0,0,1998
925,5,320,321,0,0,0,1196,0,0,0,0,2006
926,5,321,322,0,0,0,1196,0,0,0,0,2014
927,5,322,323,0,0,0,1196,0,0,0,0,2022
928,5,323,324,0,0,0,1196,0,0,0,0,2030
929,5,324,325,0,0,0,1196,0,0,0,0,2038
930,5,325,326,0,0,0,1196,0,0,0,0,2046
931,5,326,327,0,0,0,1196,0,0,0,0,2054
932,5,327,328,0,0,0,1196,0,0,0,0,2062
933,5,328,329,0,0,0,1196,0,0,0,0,2070
934,5,329,330,0,0,0,1196,0,0,0,0,2078
935,5,330,331,0,0,0,1196,0,0,0,0,2086
936,5,331,332,0,0,0,1196,0,0,0,0,2094
937,5,332,333,0,0,0,1196,0,0,0,0,2102
938,5,333,334,0,0,0,1196,0,0,0,0,2110
939,5,334,335,0,0,0,1196,0,0,0,0,2118
940,5,335,336,0,0,0,1196,0,0,0,0,2126
941,5,336,337,0,0,0,1196,0,0,0,0,2134
942,5,337,338,0,0,0,1196,0,0,0,0,2142
943,5,338,339,0,0,0,1196,0,0,0,0,2150
944,5,339,340,0,0,0,1196,0,0,0,0,2158
945,5,340,341,0,0,0,1196,0,0,0,0,2166
946,5,341,342,0,0,0,1196,0,0,0,0,2174
947,5,342,343,0,0,0,1196,0,0,0,0,2182
948,5,343,344,0,0,0,1196,0,0,0,0,2190
949,5,344,345,0,0,0,1196,0,0,0,0,2198
950,5,345,346,0,0,0,1196,0,0,0,0,2206
951,5,346,347,0,0,0,1196,0,0,0,0,2214
952,5,347,348,0,0,0,1196,0,0,0,0,2222
953,5,348,349,0,0,0,1196,0,0,0,0,2230
954,5,349,350,0,0,0,1196,0,0,0,0,2238
955,5,350,351,0,0,0,1196,0,0,0,0,2246
956,5,351,352,0,0,0,1196,0,0,0,0,2254
957,5,352,353,0,0,0,1196,0,0,0,0,2262
958,5,353,354,0,0,0,1196,0,0,0,0,2270
959,5,354,355,0,0,0,1196,0,0,0,0,2278
960,5,355,356,0,0,0,1196,0,0,0,0,2286
961,5,356,357,0,0,0,1196,0,0,0,0,2294
962,5,357,358,0,0,0,1196,0,0,0,0,2302
963,5,358,359,0,0,0,1196,0,0,0,0,2310
964,5,359,360,0,0,0,1196,0,0,0,0,2318
965,5,360,361,0,0,0,1196,0,0,0,0,2326
966,5,361,362,0,0,0,1196,0,0,0,0,2334
967,5,362,363,0,0,0,1196,0,0,0,0,2342
968,5,363,364,0,0,0,1196,0,0,0,0,2350
969,5,364,365,0,0,0,1196,0,0,0,0,2358
970,5,365,366,0,0,0,1196,0,0,0,0,2366
971,5,366,367,0,0,0,1196,0,0,0,0,2374
972,5,367,368,0,0,0,1196,0,0,0,0,2382
973,5,368,369,0,0,0,1196,0,0,0,0,2390
974,5,369,370,0,0,0,1196,0,0,0,0,2398
975,5,370,371,0,0,0,1196,0,0,0,0,2406
976,5,371,372,0,0,0,1196,0,0,0,0,2414
977,5,372,373,0,0,0,1196,0,0,0,0,2422
978,5,373,374,0,0,0,1196,0,0,0,0,2430
979,5,374,375,0,0,0,1196,0,0,0,0,2438
980,5,375,376,0,0,0,1196,0,0,0,0,2446
981,5,376,377,0,0,0,1196,0,0,0,0,2454
982,5,377,378,0,0,0,1196,0,0,0,0,2462
983,5,378,379,0,0,0,1196,0,0,0,0,2470
984,5,379,380,0,0,0,1196,0,0,0,0,2478
985,5,380,381,0,0,0,1196,0,0,0,0,2486
986,5,381,382,0,0,0,1196,0,0,0,0,2494
987,5,382,383,0,0,0,1196,0,0,0,0,2502
988,5,383,384,0,0,0,1196,0,0,0,0,2510
989,5,384,385,0,0,0,1196,0,0,0,0,2518
990,5,385,386,0,0,0,1196,0,0,0,0,2526
991,5,386,387,0,0,0,1196,0,0,0,0,2534
992,5,387,388,0,0,0,1196,0,0,0,0,2542
993,5,388,389,0,0,0,1196,0,0,0,0,2550
994,5,389,390,0,0,0,1196,0,0,0,0,2558
995,5,390,391,0,0,0,1196,0,0,0,0,2566
996,5,391,392,0,0,0,1196,0,0,0,0,2574
997,5,392,393,0,0,0,1196,0,0,0,0,2582
998,5,393,394,0,0,0,1196,0,0,0,0,2590
999,5,394,395,0,0,0,1196,0,0,0,0,2598
1000,5,395,396,0,0,0,1196,0,0,0,0,2606
1001,5,396,397,0,0,0,1196,0,0,0,0,2614
1002,5,397,398,0,0,0,1196,0,0,0,0,2622
1003,5,398,399,0,0,0,1196,0,0,0,0,2630
1004,5,399,400,0,0,0,1196,0,0,0,0,2638
1005,5,400,401,0,0,0,1196,0,0,0,0,2646
1006,5,401,402,0,0,0,1196,0,0,0,0,2655
1007,5,402,403,0,0,0,1196,0,0,0,0,2664
1008,5,403,404,0,0,0,1196,0,0,0,0,2673
1009,5,404,405,0,0,0,1196,0,0,0,0,2682
1010,5,405,406,0,0,0,1196,0,0,0,0,2691
1011,5,406,407,0,0,0,1196,0,0,0,0,2700
1012,5,407,408,0,0,0,1196,0,0,0,0,2709
1013,5,408,409,0,0,0,1196,0,0,0,0,2718
