id,monsterid,name,monster_type,level,hp,mp,minattack,maxattack,mindef,maxdef,hitrate,dodgerate,crit,critresistrate,luckyValue,damageadd,damageless,hurtless,finnaldamageladd,skillid,attacktype,followditance,movedistance,relivetime,attackcd,blood,resistbuff,dietimes,share,effect,autorecoverhp,levelup,speed
406,305210,道祖傀儡,2,54,770000,0,11550,11550,6300,6300,2800,2100,2100,1960,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
407,305301,白脸蛟,1,60,90000,0,9000,9000,2250,2250,900,450,450,675,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
408,305302,白脸神蛟,2,60,450000,0,11250,11250,4500,4500,1800,900,900,1350,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
409,305303,毕方,1,60,108000,0,9225,9225,2700,2700,1125,675,675,765,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
410,305304,吞天大圣,2,60,585000,0,12150,12150,5400,5400,2250,1350,1350,1530,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
411,305305,牛首妖,1,60,129600,0,9450,9450,3150,3150,1350,900,900,855,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
412,305306,吞海大圣,2,60,720000,0,13050,13050,6300,6300,2700,1800,1800,1710,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
413,305307,尾苍,1,60,155520,0,9675,9675,3600,3600,1575,1125,1125,990,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
414,305308,吞山大圣,2,60,855000,0,13950,13950,7200,7200,3150,2250,2250,1980,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
415,305309,无间傀儡,1,60,186624,0,9900,9900,4050,4050,1800,1350,1350,1260,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
416,305310,道祖傀儡,2,60,990000,0,14850,14850,8100,8100,3600,2700,2700,2520,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
417,305401,白脸蛟,1,48,16000,0,1600,1600,500,500,200,100,100,150,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
418,305402,白脸神蛟,2,48,80000,0,2000,2000,1000,1000,400,200,200,300,0,0,0,0,0,1,1,9999,9999,0,4000,2,1,0,0,,0,0,3
419,305403,毕方,1,48,19200,0,1640,1640,600,600,250,150,150,170,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
420,305404,吞天大圣,2,48,104000,0,2160,2160,1200,1200,500,300,300,340,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
421,305405,牛首妖,1,48,23040,0,1680,1680,700,700,300,200,200,190,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
422,305406,吞海大圣,2,48,128000,0,2320,2320,1400,1400,600,400,400,380,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
423,306401,坦克BUFF,3,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,0,0,0,,0,0,3
424,306402,输出BUFF,3,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,0,0,3
425,306403,治疗BUFF,3,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,0,0,3
426,306001,仙府大猿,1,56,68580,0,3595,3595,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
427,306002,朱厌大妖,2,56,685800,0,5268,5268,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,2,1,0,0,,0,0,3
428,306003,仙府妖兽,1,56,91440,0,3700,3700,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
429,306004,兽面妖仙,2,56,914400,0,5478,5478,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,2,1,0,0,,0,0,3
430,306005,仙府异妖,1,56,114300,0,3804,3804,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
431,306006,多禾仙人,2,56,1143000,0,5687,5687,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,3,1,0,0,,0,0,3
432,306007,仙府异妖,1,56,137160,0,3909,3909,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
433,306008,巫隋仙人,2,56,1371600,0,5896,5896,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,4,1,0,0,,0,0,3
434,306009,穷奇傀儡,1,56,160020,0,4013,4013,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
435,306010,相柳方,2,56,1600200,0,6105,6105,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,4,1,0,0,,0,0,3
436,306101,仙府大猿,1,58,102870,0,5393,5393,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
437,306102,朱厌大妖,2,58,1028700,0,7902,7902,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,8,0,0,4000,3,1,0,0,,0,0,3
438,306103,仙府妖兽,1,58,137160,0,5550,5550,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
439,306104,兽面妖仙,2,58,1371600,0,8217,8217,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,8,0,0,4000,3,1,0,0,,0,0,3
440,306105,仙府异妖,1,58,171450,0,5706,5706,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
441,306106,多禾仙人,2,58,1714500,0,8531,8531,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,8,0,0,4000,4,1,0,0,,0,0,3
442,306107,仙府异妖,1,58,205740,0,5864,5864,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
443,306108,巫隋仙人,2,58,2057400,0,8844,8844,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,8,0,0,4000,4,1,0,0,,0,0,3
444,306109,穷奇傀儡,1,58,240030,0,6020,6020,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
445,306110,相柳方,2,58,2400300,0,9158,9158,4451,4451,2211,816,617,1613,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
446,306201,仙府大猿,1,61,171450,0,8988,8988,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
447,306202,朱厌大妖,2,61,1714500,0,13170,13170,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,8,0,0,4000,4,1,0,0,,0,0,3
448,306203,仙府妖兽,1,61,228600,0,9250,9250,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
449,306204,兽面妖仙,2,61,2286000,0,13695,13695,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
450,306205,仙府异妖,1,61,285750,0,9510,9510,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
451,306206,多禾仙人,2,61,2857500,0,14218,14218,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
452,306207,仙府异妖,1,61,342900,0,9773,9773,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
453,306208,巫隋仙人,2,61,3429000,0,14740,14740,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
454,306209,穷奇傀儡,1,61,400050,0,10033,10033,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
455,306210,相柳方,2,61,4000500,0,15263,15263,7418,7418,3685,1360,1028,2688,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
456,306301,仙府大猿,1,63,240030,0,12583,12583,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
457,306302,朱厌大妖,2,63,2400300,0,18438,18438,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
458,306303,仙府妖兽,1,63,320040,0,12950,12950,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
459,306304,兽面妖仙,2,63,3200400,0,19173,19173,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
460,306305,仙府异妖,1,63,400050,0,13314,13314,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
461,306306,多禾仙人,2,63,4000500,0,19905,19905,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
462,306307,仙府异妖,1,63,480060,0,13682,13682,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
463,306308,巫隋仙人,2,63,4800600,0,20636,20636,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
464,306309,穷奇傀儡,1,63,560070,0,14046,14046,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
465,306310,相柳方,2,63,5600700,0,21368,21368,10385,10385,5159,1904,1439,3763,0,0,0,0,0,1,1,8,0,0,4000,5,1,0,0,,0,0,3
466,306501,仙府大猿,1,56,22860,0,1797,1797,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
467,306502,朱厌大妖,2,56,228600,0,2634,2634,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,2,1,0,0,,0,0,3
468,306503,仙府妖兽,1,56,30480,0,1850,1850,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
469,306504,兽面妖仙,2,56,304800,0,2739,2739,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,2,1,0,0,,0,0,3
470,306505,仙府异妖,1,56,38100,0,1902,1902,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,6,0,0,4000,-1,0,0,0,,0,0,3
471,306506,多禾仙人,2,56,381000,0,2843,2843,2967,2967,1474,544,411,1075,0,0,0,0,0,1,1,8,0,0,4000,3,1,0,0,,0,0,3
472,308000,纪宁,4,1,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,,0,0,3
473,308001,铠甲兵将,1,25,39125,0,329,329,235,235,313,94,63,63,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
474,308002,傀儡人鱼,1,25,19313,0,394,394,282,282,329,110,78,78,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
475,308003,铠甲兵将,1,25,28975,0,432,432,310,310,344,125,94,94,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
476,308004,傀儡人鱼,1,26,28975,0,473,473,338,338,360,141,110,110,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
477,308006,道铠灵神,2,30,135215,0,1096,1096,470,470,376,157,125,125,0,0,0,0,0,1,0,9999,9999,0,4000,2,1,0,0,,0,0,3
478,308007,铠甲兵将,1,27,21245,0,532,532,376,376,391,172,141,141,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
479,308008,傀儡人鱼,1,27,21245,0,563,563,407,407,407,188,157,157,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
480,308009,铠甲兵将,1,28,31870,0,595,595,438,438,423,203,172,172,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
481,308010,傀儡人鱼,1,28,31870,0,626,626,470,470,438,219,188,188,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
482,308011,翼蛇大妖,2,35,221980,0,1409,1409,626,626,454,235,203,203,0,0,0,0,0,1,0,9999,9999,0,4000,3,1,0,0,,0,0,3
483,308012,铠甲兵将,1,29,27615,0,642,642,501,501,470,250,219,219,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
484,308013,傀儡人鱼,1,29,27615,0,657,657,532,532,485,266,235,235,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
485,308014,铠甲兵将,1,30,41433,0,673,673,563,563,501,282,250,250,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
486,308015,傀儡人鱼,1,30,41433,0,689,689,595,595,516,297,266,266,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
487,308016,黑毛傀儡,2,40,257913,0,1722,1722,783,783,532,313,282,282,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
488,308017,铠甲兵将,1,31,35900,0,720,720,626,626,548,329,297,297,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
489,308018,傀儡人鱼,1,31,35900,0,736,736,657,657,563,344,313,313,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
490,308019,铠甲兵将,1,32,53860,0,751,751,689,689,579,360,329,329,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
491,308020,傀儡人鱼,1,32,53860,0,783,783,720,720,595,376,344,344,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
492,308021,黄毛大熊,2,45,313000,0,2191,2191,939,939,610,391,360,360,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
493,308100,纪宁,4,1,157500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,,0,0,3
494,308101,铠甲兵将,1,35,97125,0,816,816,583,583,777,233,155,155,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
495,308102,傀儡人鱼,1,35,47940,0,979,979,699,699,816,272,194,194,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
496,308103,铠甲兵将,1,36,71930,0,1072,1072,769,769,855,311,233,233,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
497,308104,傀儡人鱼,1,36,71930,0,1173,1173,839,839,894,350,272,272,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
498,308106,道铠灵神,2,40,335665,0,2720,2720,1166,1166,932,389,311,311,0,0,0,0,0,1,0,9999,9999,0,4000,3,1,0,0,,0,0,3
499,308107,铠甲兵将,1,37,52740,0,1321,1321,932,932,971,427,350,350,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
500,308108,傀儡人鱼,1,37,52740,0,1399,1399,1010,1010,1010,466,389,389,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
501,308109,铠甲兵将,1,38,79118,0,1476,1476,1088,1088,1049,505,427,427,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
502,308110,傀儡人鱼,1,38,79118,0,1554,1554,1166,1166,1088,544,466,466,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
503,308111,翼蛇大妖,2,45,551048,0,3497,3497,1554,1554,1127,583,505,505,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
504,308112,铠甲兵将,1,39,68550,0,1593,1593,1243,1243,1166,622,544,544,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
505,308113,傀儡人鱼,1,39,68550,0,1632,1632,1321,1321,1204,660,583,583,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
506,308114,铠甲兵将,1,40,102855,0,1671,1671,1399,1399,1243,699,622,622,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
507,308115,傀儡人鱼,1,40,102855,0,1709,1709,1476,1476,1282,738,660,660,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
508,308116,黑毛傀儡,2,50,640248,0,4274,4274,1943,1943,1321,777,699,699,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
509,308117,铠甲兵将,1,41,89123,0,1787,1787,1554,1554,1360,816,738,738,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
510,308118,傀儡人鱼,1,41,89123,0,1826,1826,1632,1632,1399,855,777,777,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
511,308119,铠甲兵将,1,42,133703,0,1865,1865,1709,1709,1437,894,816,816,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
512,308120,傀儡人鱼,1,42,133703,0,1943,1943,1787,1787,1476,932,855,855,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
513,308121,黄毛大熊,2,55,777000,0,5439,5439,2331,2331,1515,971,894,894,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
514,308200,纪宁,4,1,472500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,,0,0,3
515,308201,铠甲兵将,1,45,148750,0,1250,1250,893,893,1190,357,238,238,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
516,308202,傀儡人鱼,1,45,73423,0,1499,1499,1071,1071,1250,417,298,298,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
517,308203,铠甲兵将,1,46,110165,0,1642,1642,1178,1178,1309,476,357,357,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
518,308204,傀儡人鱼,1,46,110165,0,1797,1797,1285,1285,1369,536,417,417,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
519,308206,道铠灵神,2,50,514080,0,4165,4165,1785,1785,1428,595,476,476,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
520,308207,铠甲兵将,1,47,80773,0,2023,2023,1428,1428,1488,655,536,536,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
521,308208,傀儡人鱼,1,47,80773,0,2142,2142,1547,1547,1547,714,595,595,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
522,308209,铠甲兵将,1,48,121173,0,2261,2261,1666,1666,1607,774,655,655,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
523,308210,傀儡人鱼,1,48,121173,0,2380,2380,1785,1785,1666,833,714,714,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
524,308211,翼蛇大妖,2,55,843948,0,5355,5355,2380,2380,1726,893,774,774,0,0,0,0,0,1,0,9999,9999,0,4000,4,1,0,0,,0,0,3
525,308212,铠甲兵将,1,49,104988,0,2440,2440,1904,1904,1785,952,833,833,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
526,308213,傀儡人鱼,1,49,104988,0,2499,2499,2023,2023,1845,1012,893,893,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
527,308214,铠甲兵将,1,50,157528,0,2559,2559,2142,2142,1904,1071,952,952,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
528,308215,傀儡人鱼,1,50,157528,0,2618,2618,2261,2261,1964,1131,1012,1012,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
529,308216,黑毛傀儡,2,60,980560,0,6545,6545,2975,2975,2023,1190,1071,1071,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
530,308217,铠甲兵将,1,51,136493,0,2737,2737,2380,2380,2083,1250,1131,1131,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
531,308218,傀儡人鱼,1,51,136493,0,2797,2797,2499,2499,2142,1309,1190,1190,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
532,308219,铠甲兵将,1,52,204770,0,2856,2856,2618,2618,2202,1369,1250,1250,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
533,308220,傀儡人鱼,1,52,204770,0,2975,2975,2737,2737,2261,1428,1309,1309,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
534,308221,黄毛大熊,2,65,1190000,0,8330,8330,3570,3570,2321,1488,1369,1369,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
535,308300,纪宁,4,1,1134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,,0,0,3
536,308301,铠甲兵将,1,55,220000,0,1848,1848,1320,1320,1760,528,352,352,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
537,308302,傀儡人鱼,1,55,108593,0,2218,2218,1584,1584,1848,616,440,440,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
538,308303,铠甲兵将,1,56,162933,0,2429,2429,1742,1742,1936,704,528,528,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
539,308304,傀儡人鱼,1,56,162933,0,2658,2658,1901,1901,2024,792,616,616,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
540,308306,道铠灵神,2,60,760320,0,6160,6160,2640,2640,2112,880,704,704,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
541,308307,铠甲兵将,1,57,119460,0,2992,2992,2112,2112,2200,968,792,792,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
542,308308,傀儡人鱼,1,57,119460,0,3168,3168,2288,2288,2288,1056,880,880,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
543,308309,铠甲兵将,1,58,179213,0,3344,3344,2464,2464,2376,1144,968,968,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
544,308310,傀儡人鱼,1,58,179213,0,3520,3520,2640,2640,2464,1232,1056,1056,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
545,308311,翼蛇大妖,1,65,1248193,0,7920,7920,3520,3520,2552,1320,1144,1144,0,0,0,0,0,1,0,9999,9999,0,4000,5,0,0,0,,0,0,3
546,308312,铠甲兵将,1,59,155275,0,3608,3608,2816,2816,2640,1408,1232,1232,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
547,308313,傀儡人鱼,1,59,155275,0,3696,3696,2992,2992,2728,1496,1320,1320,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
548,308314,铠甲兵将,1,60,232980,0,3784,3784,3168,3168,2816,1584,1408,1408,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
549,308315,傀儡人鱼,1,60,232980,0,3872,3872,3344,3344,2904,1672,1496,1496,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
550,308316,黑毛傀儡,2,70,1450240,0,9680,9680,4400,4400,2992,1760,1584,1584,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
551,308317,铠甲兵将,1,61,201873,0,4048,4048,3520,3520,3080,1848,1672,1672,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
552,308318,傀儡人鱼,1,61,201873,0,4136,4136,3696,3696,3168,1936,1760,1760,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
553,308319,铠甲兵将,1,62,302853,0,4224,4224,3872,3872,3256,2024,1848,1848,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
554,308320,傀儡人鱼,1,62,302853,0,4400,4400,4048,4048,3344,2112,1936,1936,0,0,0,0,0,1,0,9999,9999,0,4000,-1,0,0,0,,0,0,3
555,308321,黄毛大熊,2,75,1760000,0,12320,12320,5280,5280,3432,2200,2024,2024,0,0,0,0,0,1,0,9999,9999,0,4000,5,1,0,0,,0,0,3
556,309001,白脸蛟,1,49,100000,0,4000,4000,1000,1000,400,200,200,300,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
557,309002,白脸神蛟,2,49,500000,0,5000,5000,2000,2000,800,400,400,600,0,0,0,0,0,1,1,9999,9999,0,4000,2,1,0,0,,0,0,3
558,309003,毕方,1,49,120000,0,4100,4100,1200,1200,500,300,300,340,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
559,309004,吞天大圣,2,49,650000,0,5400,5400,2400,2400,1000,600,600,680,0,0,0,0,0,1,1,9999,9999,0,4000,2,1,0,0,,0,0,3
560,309005,牛首妖,1,49,144000,0,4200,4200,1400,1400,600,400,400,380,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
561,309006,吞海大圣,2,49,800000,0,5800,5800,2800,2800,1200,800,800,760,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
562,309007,尾苍,1,49,172800,0,4300,4300,1600,1600,700,500,500,440,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
563,309008,吞山大圣,2,49,950000,0,6200,6200,3200,3200,1400,1000,1000,880,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
564,309009,无间傀儡,1,49,207360,0,4400,4400,1800,1800,800,600,600,560,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
565,309010,道祖傀儡,2,49,1100000,0,6600,6600,3600,3600,1600,1200,1200,1120,0,0,0,0,0,1,1,9999,9999,0,4000,5,1,0,0,,0,0,3
566,309101,白脸蛟,1,54,175000,0,7000,7000,1750,1750,700,350,350,525,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
567,309102,白脸神蛟,2,54,875000,0,8750,8750,3500,3500,1400,700,700,1050,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
568,309103,毕方,1,54,210000,0,7175,7175,2100,2100,875,525,525,595,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
569,309104,吞天大圣,2,54,1137500,0,9450,9450,4200,4200,1750,1050,1050,1190,0,0,0,0,0,1,1,9999,9999,0,4000,3,1,0,0,,0,0,3
570,309105,牛首妖,1,54,252000,0,7350,7350,2450,2450,1050,700,700,665,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
571,309106,吞海大圣,2,54,1400000,0,10150,10150,4900,4900,2100,1400,1400,1330,0,0,0,0,0,1,1,9999,9999,0,4000,4,1,0,0,,0,0,3
572,309107,尾苍,1,54,302400,0,7525,7525,2800,2800,1225,875,875,770,0,0,0,0,0,1,1,8,0,0,4000,-1,0,0,0,,0,0,3
