id,kind,rank,levelmin,number,levelmax
902,1,7,6073,199838,6073
903,1,7,6074,205350,6074
904,1,7,6075,210938,6075
905,1,7,7070,183750,7070
906,1,7,7071,189038,7071
907,1,7,7072,194400,7072
908,1,7,7073,199838,7073
909,1,7,7074,205350,7074
910,1,7,7075,210938,7075
911,1,7,7076,216600,7076
912,1,7,7077,222338,7077
913,1,7,7078,228150,7078
914,1,7,7079,234038,7079
915,1,7,7080,240000,7080
916,1,7,8075,210938,8075
917,1,7,8076,216600,8076
918,1,7,8077,222338,8077
919,1,7,8078,228150,8078
920,1,7,8079,234038,8079
921,1,7,8080,240000,8080
922,1,7,8081,246038,8081
923,1,7,8082,252150,8082
924,1,7,8083,258338,8083
925,1,7,8084,264600,8084
926,1,7,8085,270938,8085
927,1,7,9080,240000,9080
928,1,7,9081,246038,9081
929,1,7,9082,252150,9082
930,1,7,9083,258338,9083
931,1,7,9084,264600,9084
932,1,7,9085,270938,9085
933,1,7,9086,277350,9086
934,1,7,9087,283838,9087
935,1,7,9088,290400,9088
936,1,7,9089,297038,9089
937,1,7,9090,303750,9090
938,1,7,10085,270938,10085
939,1,7,10086,277350,10086
940,1,7,10087,283838,10087
941,1,7,10088,290400,10088
942,1,7,10089,297038,10089
943,1,7,10090,303750,10090
944,1,7,10091,310538,10091
945,1,7,10092,317400,10092
946,1,7,10093,324338,10093
947,1,7,10094,331350,10094
948,1,7,10095,338438,10095
949,1,7,11090,303750,11090
950,1,7,11091,310538,11091
951,1,7,11092,317400,11092
952,1,7,11093,324338,11093
953,1,7,11094,331350,11094
954,1,7,11095,338438,11095
955,1,7,11096,345600,11096
956,1,7,11097,352838,11097
957,1,7,11098,360150,11098
958,1,7,11099,367538,11099
959,1,7,11100,375000,11100
960,1,8,30,33750,30
961,1,8,31,36038,31
962,1,8,32,38400,32
963,1,8,33,40838,33
964,1,8,34,43350,34
965,1,8,35,45938,35
966,1,8,36,48600,36
967,1,8,37,51338,37
968,1,8,38,54150,38
969,1,8,39,57038,39
970,1,8,40,60000,40
971,1,8,41,63038,41
972,1,8,42,66150,42
973,1,8,43,69338,43
974,1,8,44,72600,44
975,1,8,45,75938,45
976,1,8,1040,60000,1040
977,1,8,1041,63038,1041
978,1,8,1042,66150,1042
979,1,8,1043,69338,1043
980,1,8,1044,72600,1044
981,1,8,1045,75938,1045
982,1,8,1046,79350,1046
983,1,8,1047,82838,1047
984,1,8,1048,86400,1048
985,1,8,1049,90038,1049
986,1,8,1050,93750,1050
987,1,8,2045,75938,2045
988,1,8,2046,79350,2046
989,1,8,2047,82838,2047
990,1,8,2048,86400,2048
991,1,8,2049,90038,2049
992,1,8,2050,93750,2050
993,1,8,2051,97538,2051
994,1,8,2052,101400,2052
995,1,8,2053,105338,2053
996,1,8,2054,109350,2054
997,1,8,2055,113438,2055
998,1,8,3050,93750,3050
999,1,8,3051,97538,3051
1000,1,8,3052,101400,3052
1001,1,8,3053,105338,3053
1002,1,8,3054,109350,3054
1003,1,8,3055,113438,3055
1004,1,8,3056,117600,3056
1005,1,8,3057,121838,3057
1006,1,8,3058,126150,3058
1007,1,8,3059,130538,3059
1008,1,8,3060,135000,3060
1009,1,8,4055,113438,4055
1010,1,8,4056,117600,4056
1011,1,8,4057,121838,4057
1012,1,8,4058,126150,4058
1013,1,8,4059,130538,4059
1014,1,8,4060,135000,4060
1015,1,8,4061,139538,4061
1016,1,8,4062,144150,4062
1017,1,8,4063,148838,4063
1018,1,8,4064,153600,4064
1019,1,8,4065,158438,4065
1020,1,8,5060,135000,5060
1021,1,8,5061,139538,5061
1022,1,8,5062,144150,5062
1023,1,8,5063,148838,5063
1024,1,8,5064,153600,5064
1025,1,8,5065,158438,5065
1026,1,8,5066,163350,5066
1027,1,8,5067,168338,5067
1028,1,8,5068,173400,5068
1029,1,8,5069,178538,5069
1030,1,8,5070,183750,5070
1031,1,8,6065,158438,6065
1032,1,8,6066,163350,6066
1033,1,8,6067,168338,6067
1034,1,8,6068,173400,6068
1035,1,8,6069,178538,6069
1036,1,8,6070,183750,6070
1037,1,8,6071,189038,6071
1038,1,8,6072,194400,6072
1039,1,8,6073,199838,6073
1040,1,8,6074,205350,6074
1041,1,8,6075,210938,6075
1042,1,8,7070,183750,7070
1043,1,8,7071,189038,7071
1044,1,8,7072,194400,7072
1045,1,8,7073,199838,7073
1046,1,8,7074,205350,7074
1047,1,8,7075,210938,7075
1048,1,8,7076,216600,7076
1049,1,8,7077,222338,7077
1050,1,8,7078,228150,7078
1051,1,8,7079,234038,7079
1052,1,8,7080,240000,7080
1053,1,8,8075,210938,8075
1054,1,8,8076,216600,8076
1055,1,8,8077,222338,8077
1056,1,8,8078,228150,8078
1057,1,8,8079,234038,8079
1058,1,8,8080,240000,8080
1059,1,8,8081,246038,8081
1060,1,8,8082,252150,8082
1061,1,8,8083,258338,8083
1062,1,8,8084,264600,8084
1063,1,8,8085,270938,8085
1064,1,8,9080,240000,9080
1065,1,8,9081,246038,9081
1066,1,8,9082,252150,9082
1067,1,8,9083,258338,9083
1068,1,8,9084,264600,9084
1069,1,8,9085,270938,9085
1070,1,8,9086,277350,9086
1071,1,8,9087,283838,9087
1072,1,8,9088,290400,9088
1073,1,8,9089,297038,9089
1074,1,8,9090,303750,9090
1075,1,8,10085,270938,10085
1076,1,8,10086,277350,10086
1077,1,8,10087,283838,10087
1078,1,8,10088,290400,10088
1079,1,8,10089,297038,10089
1080,1,8,10090,303750,10090
1081,1,8,10091,310538,10091
1082,1,8,10092,317400,10092
1083,1,8,10093,324338,10093
1084,1,8,10094,331350,10094
1085,1,8,10095,338438,10095
1086,1,8,11090,303750,11090
1087,1,8,11091,310538,11091
1088,1,8,11092,317400,11092
1089,1,8,11093,324338,11093
1090,1,8,11094,331350,11094
1091,1,8,11095,338438,11095
1092,1,8,11096,345600,11096
1093,1,8,11097,352838,11097
1094,1,8,11098,360150,11098
1095,1,8,11099,367538,11099
1096,1,8,11100,375000,11100
1097,1,9,25,161000,40
1098,1,9,41,261000,2044
1099,1,9,2045,361000,3054
1100,1,9,3055,461000,11100
1101,1,10,32,230000,1041
1102,1,10,1042,330000,2051
1103,1,10,2052,430000,4055
1104,1,10,4056,530000,11100
1105,1,11,42,337500,2045
1106,1,11,2046,457500,3055
1107,1,11,3056,577500,5059
1108,1,11,5060,697500,11100
1109,1,12,1049,382500,3052
1110,1,12,3053,540000,4062
1111,1,12,4063,697500,6066
1112,1,12,6067,855000,11100
1113,1,13,1048,450000,3051
1114,1,13,3052,570000,4061
1115,1,13,4062,690000,6065
1116,1,13,6066,810000,11100
1117,1,14,36,500000,1045
1118,1,14,1046,600000,3049
1119,1,14,3050,700000,4059
1120,1,14,4060,800000,11100
1121,1,15,41,161000,2044
1122,1,15,2045,261000,3054
1123,1,15,3055,361000,4064
1124,1,15,4065,461000,11100
1125,1,16,3052,450000,4061
1126,1,16,4062,570000,6065
1127,1,16,6066,690000,7075
1128,1,16,7076,810000,11100
1129,1,17,1046,500000,3049
1130,1,17,3050,600000,4059
1131,1,17,4060,700000,5069
1132,1,17,5070,800000,11100
1133,1,18,1050,400000,3053
1134,1,18,3054,480000,4063
1135,1,18,4064,560000,6067
1136,1,18,6068,640000,11100
1137,1,19,3051,500000,4060
1138,1,19,4061,600000,6064
1139,1,19,6065,700000,7074
1140,1,19,7075,800000,11100
1141,1,20,3056,300000,4055
1142,1,20,4056,400000,4060
1143,1,20,4061,500000,5060
1144,1,20,5061,600000,11100
1145,1,21,30,1100000,11100
1146,1,37,43,150000,2046
1147,1,37,2047,200000,3056
1148,1,37,3057,250000,5060
1149,1,37,5061,300000,11100
1150,1,38,4057,250000,5066
1151,1,38,5067,300000,7070
1152,1,38,7071,350000,8080
1153,1,38,8081,400000,11100
1154,1,39,44,500000,2047
1155,1,39,2048,600000,3057
1156,1,39,3058,700000,5061
1157,1,39,5062,800000,11100
1158,1,40,2049,500000,3058
1159,1,40,3059,600000,5062
1160,1,40,5063,700000,6072
1161,1,40,6073,800000,11100
1162,1,42,40,3000000,2049
1163,1,42,2050,4000000,3059
1164,1,42,3060,5000000,5064
1165,1,42,5065,6000000,11100
1166,1,41,30,1017000,34
1167,1,41,35,1350000,39
1168,1,41,40,1692000,44
1169,1,41,45,2025000,49
1170,1,41,1050,4050000,2054
1171,1,41,2055,5400000,3059
1172,1,41,3060,6750000,4064
1173,1,41,4065,8775000,5069
1174,1,41,5070,11475000,6074
1175,1,41,6075,14175000,7079
1176,1,41,7080,18225000,8084
1177,1,41,8085,22950000,9089
1178,1,41,9090,28350000,10094
1179,1,41,10095,33750000,11100
1180,2,2,30,880000,11100
1181,2,3,30,1087500,11100
1182,2,4,30,184000,11100
1183,2,5,30,85000,11100
1184,2,6,32,217500,42
1185,2,6,43,317500,2051
1186,2,6,2052,617500,4061
1187,2,6,4062,767500,11100
1188,2,7,30,3000000,11100
1189,2,8,30,20000,11100
1190,2,9,40,362639,1049
1191,2,9,1050,396105,3059
1192,2,9,3060,487491,5069
1193,2,9,5070,624989,7079
1194,2,9,7080,899974,9089
1195,2,9,9090,1449961,11100
1196,2,11,30,360000,11100
1197,2,12,30,564286,30
1198,2,12,31,569286,31
1199,2,12,32,574286,32
1200,2,12,33,579286,33
1201,2,12,34,584286,34
1202,2,12,35,589286,35
1203,2,12,36,594286,36
1204,2,12,37,599286,37
1205,2,12,38,604286,38
1206,2,12,39,609286,39
1207,2,12,40,614286,40
1208,2,12,41,619286,41
1209,2,12,42,624286,42
1210,2,12,43,629286,43
1211,2,12,44,634286,44
1212,2,12,45,639286,45
1213,2,12,1040,639286,1040
1214,2,12,1041,639286,1041
1215,2,12,1042,639286,1042
1216,2,12,1043,639286,1043
1217,2,12,1044,639286,1044
1218,2,12,1045,639286,1045
1219,2,12,1046,644286,1046
1220,2,12,1047,649286,1047
1221,2,12,1048,654286,1048
1222,2,12,1049,659286,1049
1223,2,12,1050,664286,1050
1224,2,12,2045,664286,2045
1225,2,12,2046,664286,2046
1226,2,12,2047,664286,2047
1227,2,12,2048,664286,2048
1228,2,12,2049,664286,2049
1229,2,12,2050,664286,2050
1230,2,12,2051,669286,2051
1231,2,12,2052,674286,2052
1232,2,12,2053,679286,2053
1233,2,12,2054,684286,2054
1234,2,12,2055,689286,2055
1235,2,12,3050,689286,3050
1236,2,12,3051,689286,3051
1237,2,12,3052,689286,3052
1238,2,12,3053,689286,3053
1239,2,12,3054,689286,3054
1240,2,12,3055,689286,3055
1241,2,12,3056,694286,3056
1242,2,12,3057,699286,3057
1243,2,12,3058,704286,3058
1244,2,12,3059,709286,3059
1245,2,12,3060,714286,3060
1246,2,12,4055,714286,4055
1247,2,12,4056,714286,4056
1248,2,12,4057,714286,4057
1249,2,12,4058,714286,4058
1250,2,12,4059,714286,4059
1251,2,12,4060,714286,4060
1252,2,12,4061,719286,4061
1253,2,12,4062,724286,4062
1254,2,12,4063,729286,4063
1255,2,12,4064,734286,4064
1256,2,12,4065,739286,4065
1257,2,12,5060,739286,5060
1258,2,12,5061,739286,5061
1259,2,12,5062,739286,5062
1260,2,12,5063,739286,5063
1261,2,12,5064,739286,5064
1262,2,12,5065,739286,5065
1263,2,12,5066,744286,5066
1264,2,12,5067,749286,5067
1265,2,12,5068,754286,5068
1266,2,12,5069,759286,5069
1267,2,12,5070,764286,5070
1268,2,12,6065,764286,6065
1269,2,12,6066,764286,6066
1270,2,12,6067,764286,6067
1271,2,12,6068,764286,6068
1272,2,12,6069,764286,6069
1273,2,12,6070,764286,6070
1274,2,12,6071,769286,6071
1275,2,12,6072,774286,6072
1276,2,12,6073,779286,6073
1277,2,12,6074,784286,6074
1278,2,12,6075,789286,6075
1279,2,12,7070,789286,7070
1280,2,12,7071,789286,7071
1281,2,12,7072,789286,7072
1282,2,12,7073,789286,7073
1283,2,12,7074,789286,7074
1284,2,12,7075,789286,7075
1285,2,12,7076,794286,7076
1286,2,12,7077,799286,7077
1287,2,12,7078,804286,7078
1288,2,12,7079,809286,7079
1289,2,12,7080,814286,7080
1290,2,12,8075,814286,8075
1291,2,12,8076,814286,8076
1292,2,12,8077,814286,8077
1293,2,12,8078,814286,8078
1294,2,12,8079,814286,8079
1295,2,12,8080,814286,8080
1296,2,12,8081,819286,8081
1297,2,12,8082,824286,8082
1298,2,12,8083,829286,8083
1299,2,12,8084,834286,8084
1300,2,12,8085,839286,8085
1301,2,12,9080,839286,9080
1302,2,12,9081,839286,9081
1303,2,12,9082,839286,9082
1304,2,12,9083,839286,9083
1305,2,12,9084,839286,9084
1306,2,12,9085,839286,9085
1307,2,12,9086,844286,9086
1308,2,12,9087,849286,9087
1309,2,12,9088,854286,9088
1310,2,12,9089,859286,9089
1311,2,12,9090,864286,9090
1312,2,12,10085,864286,10085
1313,2,12,10086,864286,10086
1314,2,12,10087,864286,10087
1315,2,12,10088,864286,10088
1316,2,12,10089,864286,10089
1317,2,12,10090,864286,10090
1318,2,12,10091,869286,10091
1319,2,12,10092,874286,10092
1320,2,12,10093,879286,10093
1321,2,12,10094,884286,10094
1322,2,12,10095,889286,10095
1323,2,12,11090,889286,11090
1324,2,12,11091,889286,11091
1325,2,12,11092,889286,11092
1326,2,12,11093,889286,11093
1327,2,12,11094,889286,11094
1328,2,12,11095,889286,11095
1329,2,12,11096,894286,11096
1330,2,12,11097,899286,11097
1331,2,12,11098,904286,11098
1332,2,12,11099,909286,11099
1333,2,12,11100,914286,11100
1334,2,13,30,533333,11100
1335,2,14,30,150000,11100
1336,2,15,30,18000,30
1337,2,15,31,18600,31
1338,2,15,32,19200,32
1339,2,15,33,19800,33
1340,2,15,34,20400,34
1341,2,15,35,21000,35
1342,2,15,36,21600,36
1343,2,15,37,22200,37
1344,2,15,38,22800,38
1345,2,15,39,23400,39
1346,2,15,40,24000,40
1347,2,15,41,24600,41
1348,2,15,42,25200,42
1349,2,15,43,25800,43
1350,2,15,44,26400,44
1351,2,15,45,27000,45
1352,2,15,1040,27000,1040
1353,2,15,1041,27600,1041
1354,2,15,1042,28200,1042
1355,2,15,1043,28800,1043
1356,2,15,1044,29400,1044
1357,2,15,1045,30000,1045
1358,2,15,1046,30600,1046
1359,2,15,1047,31200,1047
1360,2,15,1048,31800,1048
1361,2,15,1049,32400,1049
1362,2,15,1050,33000,1050
1363,2,15,2045,33000,2045
1364,2,15,2046,33600,2046
1365,2,15,2047,34200,2047
1366,2,15,2048,34800,2048
1367,2,15,2049,35400,2049
1368,2,15,2050,36000,2050
1369,2,15,2051,36600,2051
1370,2,15,2052,37200,2052
1371,2,15,2053,37800,2053
1372,2,15,2054,38400,2054
1373,2,15,2055,39000,2055
1374,2,15,3050,39000,3050
1375,2,15,3051,39600,3051
1376,2,15,3052,40200,3052
1377,2,15,3053,40800,3053
1378,2,15,3054,41400,3054
1379,2,15,3055,42000,3055
1380,2,15,3056,42600,3056
1381,2,15,3057,43200,3057
1382,2,15,3058,43800,3058
1383,2,15,3059,44400,3059
1384,2,15,3060,45000,3060
1385,2,15,4055,45000,4055
1386,2,15,4056,45600,4056
1387,2,15,4057,46200,4057
1388,2,15,4058,46800,4058
1389,2,15,4059,47400,4059
1390,2,15,4060,48000,4060
1391,2,15,4061,48600,4061
1392,2,15,4062,49200,4062
1393,2,15,4063,49800,4063
1394,2,15,4064,50400,4064
1395,2,15,4065,51000,4065
1396,2,15,5060,51000,5060
1397,2,15,5061,51600,5061
1398,2,15,5062,52200,5062
1399,2,15,5063,52800,5063
1400,2,15,5064,53400,5064
1401,2,15,5065,54000,5065
1402,2,15,5066,54600,5066
1403,2,15,5067,55200,5067
1404,2,15,5068,55800,5068
1405,2,15,5069,56400,5069
1406,2,15,5070,57000,5070
1407,2,15,6065,57000,6065
1408,2,15,6066,57600,6066
1409,2,15,6067,58200,6067
1410,2,15,6068,58800,6068
1411,2,15,6069,59400,6069
1412,2,15,6070,60000,6070
1413,2,15,6071,60600,6071
1414,2,15,6072,61200,6072
1415,2,15,6073,61800,6073
1416,2,15,6074,62400,6074
1417,2,15,6075,63000,6075
1418,2,15,7070,63000,7070
1419,2,15,7071,63600,7071
1420,2,15,7072,64200,7072
1421,2,15,7073,64800,7073
1422,2,15,7074,65400,7074
1423,2,15,7075,66000,7075
1424,2,15,7076,66600,7076
1425,2,15,7077,67200,7077
1426,2,15,7078,67800,7078
1427,2,15,7079,68400,7079
1428,2,15,7080,69000,7080
1429,2,15,8075,69000,8075
1430,2,15,8076,69600,8076
1431,2,15,8077,70200,8077
1432,2,15,8078,70800,8078
1433,2,15,8079,71400,8079
1434,2,15,8080,72000,8080
1435,2,15,8081,72600,8081
1436,2,15,8082,73200,8082
1437,2,15,8083,73800,8083
1438,2,15,8084,74400,8084
1439,2,15,8085,75000,8085
1440,2,15,9080,75000,9080
1441,2,15,9081,75600,9081
1442,2,15,9082,76200,9082
1443,2,15,9083,76800,9083
1444,2,15,9084,77400,9084
1445,2,15,9085,78000,9085
1446,2,15,9086,78600,9086
1447,2,15,9087,79200,9087
1448,2,15,9088,79800,9088
1449,2,15,9089,80400,9089
1450,2,15,9090,81000,9090
1451,2,15,10085,81000,10085
1452,2,15,10086,81600,10086
1453,2,15,10087,82200,10087
1454,2,15,10088,82800,10088
1455,2,15,10089,83400,10089
1456,2,15,10090,84000,10090
1457,2,15,10091,84600,10091
1458,2,15,10092,85200,10092
1459,2,15,10093,85800,10093
1460,2,15,10094,86400,10094
1461,2,15,10095,87000,10095
1462,2,15,11090,87000,11090
1463,2,15,11091,87600,11091
1464,2,15,11092,88200,11092
1465,2,15,11093,88800,11093
1466,2,15,11094,89400,11094
1467,2,15,11095,90000,11095
1468,2,15,11096,90600,11096
1469,2,15,11097,91200,11097
1470,2,15,11098,91800,11098
1471,2,15,11099,92400,11099
1472,2,15,11100,93000,11100
1473,2,16,30,907500,11100
1474,2,17,30,2600000,11100
1475,2,18,30,,11100
1476,2,21,30,81000,11100
1477,2,22,30,800000,11100
1478,2,23,30,6031,34
1479,2,23,35,17953,39
1480,2,23,40,36445,44
1481,2,23,45,60356,1049
1482,2,23,1050,89967,2054
1483,2,23,2055,124717,3059
1484,2,23,3060,168660,11100
1485,2,24,30,4500000,11100
1486,2,27,30,2006378,11100
1487,2,28,30,100000,11100
1488,2,29,30,110400,35
1489,2,29,36,146400,40
1490,2,29,41,164400,45
1491,2,29,1040,182400,1050
1492,2,29,2045,326400,2055
1493,2,29,3050,374400,3060
1494,2,29,4055,422400,4065
1495,2,29,5060,662400,5070
1496,2,29,6065,734400,6075
1497,2,29,7070,806400,7080
1498,2,29,8075,986400,11100
1499,2,30,30,2400000,1050
1500,2,30,2045,3200000,3060
1501,2,30,4055,4000000,5070
1502,2,30,6065,5000000,7080
1503,2,30,8075,6000000,9090
1504,2,30,10085,7200000,11100
1505,2,31,30,1200000,11100
1506,3,1,30,1200,11100
1507,3,2,30,3150,11100
1508,3,3,30,3400,11100
1509,3,4,30,1750,11100
1510,3,5,30,810,11100
1511,3,6,30,1000,11100
1512,3,7,30,3700,11100
1513,3,8,30,900,11100
1514,3,9,30,1888,11100
