id,rank,number,levelmin,levelmax,vipmin,vipmax
874,15,1316,5066,5070,10,15
875,15,864,6065,6070,0,5
876,15,1116,6065,6070,6,9
877,15,1416,6065,6070,10,15
878,15,964,6071,6075,0,5
879,15,1216,6071,6075,6,9
880,15,1516,6071,6075,10,15
881,15,1064,7070,7075,0,5
882,15,1316,7070,7075,6,9
883,15,1616,7070,7075,10,15
884,15,1164,7076,7080,0,5
885,15,1416,7076,7080,6,9
886,15,1716,7076,7080,10,15
887,15,1264,8075,8080,0,5
888,15,1516,8075,8080,6,9
889,15,1816,8075,8080,10,15
890,15,1364,8081,8085,0,5
891,15,1616,8081,8085,6,9
892,15,1916,8081,8085,10,15
893,15,1464,9080,9085,0,5
894,15,1716,9080,9085,6,9
895,15,2016,9080,9085,10,15
896,15,1564,9086,9090,0,5
897,15,1816,9086,9090,6,9
898,15,2116,9086,9090,10,15
899,15,1664,10085,10090,0,5
900,15,1916,10085,10090,6,9
901,15,2216,10085,10090,10,15
902,15,1860,10091,10095,0,5
903,15,2304,10091,10095,6,9
904,15,2796,10091,10095,10,15
905,15,2076,11090,11095,0,5
906,15,2544,11090,11095,6,9
907,15,3060,11090,11095,10,15
908,15,2304,11096,110100,0,5
909,15,2796,11096,110100,6,9
910,15,3336,11096,110100,10,15
911,16,60,0,1045,0,1
912,16,70,0,1045,2,4
913,16,80,0,1045,5,7
914,16,90,0,1045,8,11
915,16,120,0,1045,12,15
916,16,70,1046,2050,0,1
917,16,80,1046,2050,2,4
918,16,90,1046,2050,5,7
919,16,100,1046,2050,8,11
920,16,130,1046,2050,12,15
921,16,80,2051,3055,0,1
922,16,90,2051,3055,2,4
923,16,100,2051,3055,5,7
924,16,110,2051,3055,8,11
925,16,140,2051,3055,12,15
926,16,90,3056,4055,0,1
927,16,100,3056,4055,2,4
928,16,110,3056,4055,5,7
929,16,120,3056,4055,8,11
930,16,150,3056,4055,12,15
931,16,108,4056,5060,0,5
932,16,132,4056,5060,6,9
933,16,156,4056,5060,10,15
934,16,114,5061,5065,0,5
935,16,138,5061,5065,6,9
936,16,162,5061,5065,10,15
937,16,120,5066,5070,0,5
938,16,144,5066,5070,6,9
939,16,168,5066,5070,10,15
940,16,126,6065,6070,0,5
941,16,150,6065,6070,6,9
942,16,174,6065,6070,10,15
943,16,132,6071,6075,0,5
944,16,156,6071,6075,6,9
945,16,180,6071,6075,10,15
946,16,138,7070,7075,0,5
947,16,162,7070,7075,6,9
948,16,186,7070,7075,10,15
949,16,144,7076,7080,0,5
950,16,168,7076,7080,6,9
951,16,192,7076,7080,10,15
952,16,150,8075,8080,0,5
953,16,174,8075,8080,6,9
954,16,198,8075,8080,10,15
955,16,156,8081,8085,0,5
956,16,180,8081,8085,6,9
957,16,204,8081,8085,10,15
958,16,162,9080,9085,0,5
959,16,186,9080,9085,6,9
960,16,210,9080,9085,10,15
961,16,168,9086,9090,0,5
962,16,192,9086,9090,6,9
963,16,216,9086,9090,10,15
964,16,174,10085,10090,0,5
965,16,198,10085,10090,6,9
966,16,222,10085,10090,10,15
967,16,180,10091,10095,0,5
968,16,204,10091,10095,6,9
969,16,228,10091,10095,10,15
970,16,186,11090,11095,0,5
971,16,210,11090,11095,6,9
972,16,234,11090,11095,10,15
973,16,192,11096,110100,0,5
974,16,216,11096,110100,6,9
975,16,240,11096,110100,10,15
976,17,0,0,1045,0,1
977,17,0,0,1045,2,4
978,17,0,0,1045,5,7
979,17,0,0,1045,8,11
980,17,0,0,1045,12,15
981,17,24,1046,2050,0,1
982,17,48,1046,2050,2,4
983,17,96,1046,2050,5,7
984,17,192,1046,2050,8,11
985,17,384,1046,2050,12,15
986,17,48,2051,3055,0,1
987,17,96,2051,3055,2,4
988,17,192,2051,3055,5,7
989,17,384,2051,3055,8,11
990,17,768,2051,3055,12,15
991,17,96,3056,4055,0,1
992,17,192,3056,4055,2,4
993,17,384,3056,4055,5,7
994,17,768,3056,4055,8,11
995,17,1536,3056,4055,12,15
996,17,384,4056,5060,0,5
997,17,768,4056,5060,6,9
998,17,1536,4056,5060,10,15
999,17,422,5061,5065,0,5
1000,17,883,5061,5065,6,9
1001,17,1766,5061,5065,10,15
1002,17,464,5066,5070,0,5
1003,17,1015,5066,5070,6,9
1004,17,2031,5066,5070,10,15
1005,17,510,6065,6070,0,5
1006,17,1167,6065,6070,6,9
1007,17,2336,6065,6070,10,15
1008,17,561,6071,6075,0,5
1009,17,1342,6071,6075,6,9
1010,17,2686,6071,6075,10,15
1011,17,617,7070,7075,0,5
1012,17,1543,7070,7075,6,9
1013,17,3089,7070,7075,10,15
1014,17,679,7076,7080,0,5
1015,17,1774,7076,7080,6,9
1016,17,3552,7076,7080,10,15
1017,17,747,8075,8080,0,5
1018,17,2040,8075,8080,6,9
1019,17,4085,8075,8080,10,15
1020,17,822,8081,8085,0,5
1021,17,2346,8081,8085,6,9
1022,17,4698,8081,8085,10,15
1023,17,904,9080,9085,0,5
1024,17,2916,9080,9085,6,9
1025,17,5832,9080,9085,10,15
1026,17,972,9086,9090,0,5
1027,17,3888,9086,9090,6,9
1028,17,7776,9086,9090,10,15
1029,17,1296,10085,10090,0,5
1030,17,5184,10085,10090,6,9
1031,17,10368,10085,10090,10,15
1032,17,1728,10091,10095,0,5
1033,17,6912,10091,10095,6,9
1034,17,13824,10091,10095,10,15
1035,17,2304,11090,11095,0,5
1036,17,9216,11090,11095,6,9
1037,17,18432,11090,11095,10,15
1038,17,3072,11096,110100,0,5
1039,17,12288,11096,110100,6,9
1040,17,24576,11096,110100,10,15
1041,18,0,0,1045,0,1
1042,18,0,0,1045,2,4
1043,18,0,0,1045,5,7
1044,18,0,0,1045,8,11
1045,18,0,0,1045,12,15
1046,18,4,1046,2050,0,1
1047,18,4,1046,2050,2,4
1048,18,4,1046,2050,5,7
1049,18,4,1046,2050,8,11
1050,18,4,1046,2050,12,15
1051,18,8,2051,3055,0,1
1052,18,8,2051,3055,2,4
1053,18,8,2051,3055,5,7
1054,18,8,2051,3055,8,11
1055,18,8,2051,3055,12,15
1056,18,12,3056,4055,0,1
1057,18,12,3056,4055,2,4
1058,18,12,3056,4055,5,7
1059,18,12,3056,4055,8,11
1060,18,12,3056,4055,12,15
1061,18,16,4056,5060,0,5
1062,18,16,4056,5060,6,9
1063,18,16,4056,5060,10,15
1064,18,20,5061,5065,0,5
1065,18,20,5061,5065,6,9
1066,18,20,5061,5065,10,15
1067,18,24,5066,5070,0,5
1068,18,24,5066,5070,6,9
1069,18,24,5066,5070,10,15
1070,18,28,6065,6070,0,5
1071,18,28,6065,6070,6,9
1072,18,28,6065,6070,10,15
1073,18,32,6071,6075,0,5
1074,18,32,6071,6075,6,9
1075,18,32,6071,6075,10,15
1076,18,36,7070,7075,0,5
1077,18,36,7070,7075,6,9
1078,18,36,7070,7075,10,15
1079,18,40,7076,7080,0,5
1080,18,40,7076,7080,6,9
1081,18,40,7076,7080,10,15
1082,18,44,8075,8080,0,5
1083,18,44,8075,8080,6,9
1084,18,44,8075,8080,10,15
1085,18,48,8081,8085,0,5
1086,18,48,8081,8085,6,9
1087,18,48,8081,8085,10,15
1088,18,52,9080,9085,0,5
1089,18,52,9080,9085,6,9
1090,18,52,9080,9085,10,15
1091,18,56,9086,9090,0,5
1092,18,56,9086,9090,6,9
1093,18,56,9086,9090,10,15
1094,18,60,10085,10090,0,5
1095,18,60,10085,10090,6,9
1096,18,60,10085,10090,10,15
1097,18,64,10091,10095,0,5
1098,18,64,10091,10095,6,9
1099,18,64,10091,10095,10,15
1100,18,68,11090,11095,0,5
1101,18,68,11090,11095,6,9
1102,18,68,11090,11095,10,15
1103,18,72,11096,110100,0,5
1104,18,72,11096,110100,6,9
1105,18,72,11096,110100,10,15
1106,19,0,0,1045,0,1
1107,19,0,0,1045,2,4
1108,19,0,0,1045,5,7
1109,19,0,0,1045,8,11
1110,19,0,0,1045,12,15
1111,19,0,1046,2050,0,1
1112,19,0,1046,2050,2,4
1113,19,0,1046,2050,5,7
1114,19,0,1046,2050,8,11
1115,19,0,1046,2050,12,15
1116,19,1,2051,3055,0,1
1117,19,2,2051,3055,2,4
1118,19,2,2051,3055,5,7
1119,19,3,2051,3055,8,11
1120,19,4,2051,3055,12,15
1121,19,2,3056,4055,0,1
1122,19,3,3056,4055,2,4
1123,19,3,3056,4055,5,7
1124,19,4,3056,4055,8,11
1125,19,6,3056,4055,12,15
1126,19,3,4056,5060,0,5
1127,19,6,4056,5060,6,9
1128,19,9,4056,5060,10,15
1129,19,5,5061,5065,0,5
1130,19,9,5061,5065,6,9
1131,19,12,5061,5065,10,15
1132,19,7,5066,5070,0,5
1133,19,12,5066,5070,6,9
1134,19,15,5066,5070,10,15
1135,19,9,6065,6070,0,5
1136,19,15,6065,6070,6,9
1137,19,18,6065,6070,10,15
1138,19,12,6071,6075,0,5
1139,19,18,6071,6075,6,9
1140,19,21,6071,6075,10,15
1141,19,15,7070,7075,0,5
1142,19,21,7070,7075,6,9
1143,19,24,7070,7075,10,15
1144,19,18,7076,7080,0,5
1145,19,24,7076,7080,6,9
1146,19,27,7076,7080,10,15
1147,19,21,8075,8080,0,5
1148,19,27,8075,8080,6,9
1149,19,30,8075,8080,10,15
1150,19,24,8081,8085,0,5
1151,19,30,8081,8085,6,9
1152,19,36,8081,8085,10,15
1153,19,27,9080,9085,0,5
1154,19,33,9080,9085,6,9
1155,19,42,9080,9085,10,15
1156,19,30,9086,9090,0,5
1157,19,36,9086,9090,6,9
1158,19,48,9086,9090,10,15
1159,19,33,10085,10090,0,5
1160,19,42,10085,10090,6,9
1161,19,54,10085,10090,10,15
1162,19,36,10091,10095,0,5
1163,19,48,10091,10095,6,9
1164,19,60,10091,10095,10,15
1165,19,42,11090,11095,0,5
1166,19,54,11090,11095,6,9
1167,19,66,11090,11095,10,15
1168,19,48,11096,110100,0,5
1169,19,60,11096,110100,6,9
1170,19,72,11096,110100,10,15
1171,20,0,0,1045,0,1
1172,20,0,0,1045,2,4
1173,20,0,0,1045,5,7
1174,20,0,0,1045,8,11
1175,20,0,0,1045,12,15
1176,20,0,1046,2050,0,1
1177,20,0,1046,2050,2,4
1178,20,0,1046,2050,5,7
1179,20,0,1046,2050,8,11
1180,20,0,1046,2050,12,15
1181,20,0,2051,3055,0,1
1182,20,0,2051,3055,2,4
1183,20,0,2051,3055,5,7
1184,20,0,2051,3055,8,11
1185,20,0,2051,3055,12,15
1186,20,0,3056,4055,0,1
1187,20,0,3056,4055,2,4
1188,20,0,3056,4055,5,7
1189,20,0,3056,4055,8,11
1190,20,0,3056,4055,12,15
1191,20,0,4056,5060,0,5
1192,20,0,4056,5060,6,9
1193,20,3,4056,5060,10,15
1194,20,0,5061,5065,0,5
1195,20,0,5061,5065,6,9
1196,20,6,5061,5065,10,15
1197,20,0,5066,5070,0,5
1198,20,0,5066,5070,6,9
1199,20,9,5066,5070,10,15
1200,20,0,6065,6070,0,5
1201,20,6,6065,6070,6,9
1202,20,12,6065,6070,10,15
1203,20,0,6071,6075,0,5
1204,20,9,6071,6075,6,9
1205,20,15,6071,6075,10,15
1206,20,6,7070,7075,0,5
1207,20,12,7070,7075,6,9
1208,20,18,7070,7075,10,15
1209,20,8,7076,7080,0,5
1210,20,15,7076,7080,6,9
1211,20,24,7076,7080,10,15
1212,20,10,8075,8080,0,5
1213,20,18,8075,8080,6,9
1214,20,30,8075,8080,10,15
1215,20,12,8081,8085,0,5
1216,20,21,8081,8085,6,9
1217,20,36,8081,8085,10,15
1218,20,14,9080,9085,0,5
1219,20,24,9080,9085,6,9
1220,20,42,9080,9085,10,15
1221,20,16,9086,9090,0,5
1222,20,27,9086,9090,6,9
1223,20,48,9086,9090,10,15
1224,20,18,10085,10090,0,5
1225,20,30,10085,10090,6,9
1226,20,54,10085,10090,10,15
1227,20,20,10091,10095,0,5
1228,20,36,10091,10095,6,9
1229,20,60,10091,10095,10,15
1230,20,22,11090,11095,0,5
1231,20,42,11090,11095,6,9
1232,20,66,11090,11095,10,15
1233,20,24,11096,110100,0,5
1234,20,48,11096,110100,6,9
1235,20,72,11096,110100,10,15
1236,21,0,0,1045,0,1
1237,21,0,0,1045,2,4
1238,21,0,0,1045,5,7
1239,21,0,0,1045,8,11
1240,21,0,0,1045,12,15
1241,21,0,1046,2050,0,1
1242,21,0,1046,2050,2,4
1243,21,0,1046,2050,5,7
1244,21,0,1046,2050,8,11
1245,21,0,1046,2050,12,15
1246,21,20,2051,3055,0,1
1247,21,40,2051,3055,2,4
1248,21,80,2051,3055,5,7
1249,21,160,2051,3055,8,11
1250,21,480,2051,3055,12,15
1251,21,40,3056,4055,0,1
1252,21,80,3056,4055,2,4
1253,21,160,3056,4055,5,7
1254,21,320,3056,4055,8,11
1255,21,960,3056,4055,12,15
1256,21,200,4056,5060,0,5
1257,21,480,4056,5060,6,9
1258,21,1120,4056,5060,10,15
1259,21,240,5061,5065,0,5
1260,21,560,5061,5065,6,9
1261,21,1280,5061,5065,10,15
1262,21,280,5066,5070,0,5
1263,21,640,5066,5070,6,9
1264,21,1600,5066,5070,10,15
1265,21,320,6065,6070,0,5
1266,21,800,6065,6070,6,9
1267,21,1920,6065,6070,10,15
1268,21,400,6071,6075,0,5
1269,21,960,6071,6075,6,9
1270,21,2560,6071,6075,10,15
1271,21,480,7070,7075,0,5
1272,21,1120,7070,7075,6,9
1273,21,2880,7070,7075,10,15
1274,21,560,7076,7080,0,5
1275,21,1280,7076,7080,6,9
1276,21,3200,7076,7080,10,15
1277,21,640,8075,8080,0,5
1278,21,1600,8075,8080,6,9
1279,21,3840,8075,8080,10,15
1280,21,800,8081,8085,0,5
1281,21,1920,8081,8085,6,9
1282,21,5120,8081,8085,10,15
1283,21,960,9080,9085,0,5
1284,21,2240,9080,9085,6,9
1285,21,5760,9080,9085,10,15
1286,21,1120,9086,9090,0,5
1287,21,2560,9086,9090,6,9
1288,21,6400,9086,9090,10,15
1289,21,1280,10085,10090,0,5
1290,21,2880,10085,10090,6,9
1291,21,7680,10085,10090,10,15
1292,21,1600,10091,10095,0,5
1293,21,3200,10091,10095,6,9
1294,21,8960,10091,10095,10,15
1295,21,1920,11090,11095,0,5
1296,21,3840,11090,11095,6,9
1297,21,10240,11090,11095,10,15
1298,21,2240,11096,110100,0,5
1299,21,4480,11096,110100,6,9
1300,21,12800,11096,110100,10,15
1301,22,3,0,1045,0,1
1302,22,3,0,1045,2,4
1303,22,3,0,1045,5,7
1304,22,3,0,1045,8,11
1305,22,3,0,1045,12,15
1306,22,6,1046,2050,0,1
1307,22,6,1046,2050,2,4
1308,22,6,1046,2050,5,7
1309,22,6,1046,2050,8,11
1310,22,6,1046,2050,12,15
1311,22,9,2051,3055,0,1
1312,22,9,2051,3055,2,4
1313,22,7,2051,3055,5,7
1314,22,7,2051,3055,8,11
1315,22,7,2051,3055,12,15
1316,22,10,3056,4055,0,1
1317,22,10,3056,4055,2,4
1318,22,8,3056,4055,5,7
1319,22,8,3056,4055,8,11
1320,22,8,3056,4055,12,15
1321,22,11,4056,5060,0,5
1322,22,10,4056,5060,6,9
1323,22,10,4056,5060,10,15
1324,22,12,5061,5065,0,5
1325,22,11,5061,5065,6,9
1326,22,11,5061,5065,10,15
1327,22,13,5066,5070,0,5
1328,22,12,5066,5070,6,9
1329,22,12,5066,5070,10,15
1330,22,14,6065,6070,0,5
1331,22,13,6065,6070,6,9
1332,22,13,6065,6070,10,15
1333,22,15,6071,6075,0,5
1334,22,15,6071,6075,6,9
1335,22,15,6071,6075,10,15
1336,22,18,7070,7075,0,5
1337,22,17,7070,7075,6,9
1338,22,17,7070,7075,10,15
1339,22,21,7076,7080,0,5
1340,22,18,7076,7080,6,9
1341,22,18,7076,7080,10,15
1342,22,23,8075,8080,0,5
1343,22,21,8075,8080,6,9
1344,22,21,8075,8080,10,15
1345,22,25,8081,8085,0,5
1346,22,26,8081,8085,6,9
1347,22,26,8081,8085,10,15
1348,22,27,9080,9085,0,5
1349,22,32,9080,9085,6,9
1350,22,32,9080,9085,10,15
1351,22,31,9086,9090,0,5
1352,22,37,9086,9090,6,9
1353,22,37,9086,9090,10,15
1354,22,34,10085,10090,0,5
1355,22,40,10085,10090,6,9
1356,22,40,10085,10090,10,15
1357,22,38,10091,10095,0,5
1358,22,45,10091,10095,6,9
1359,22,45,10091,10095,10,15
1360,22,43,11090,11095,0,5
1361,22,50,11090,11095,6,9
1362,22,50,11090,11095,10,15
1363,22,47,11096,110100,0,5
1364,22,55,11096,110100,6,9
1365,22,55,11096,110100,10,15
1366,25,12,0,1045,0,1
1367,25,14,0,1045,2,4
1368,25,16,0,1045,5,7
1369,25,18,0,1045,8,11
1370,25,24,0,1045,12,15
1371,25,16,1046,2050,0,1
1372,25,18,1046,2050,2,4
1373,25,20,1046,2050,5,7
1374,25,24,1046,2050,8,11
1375,25,36,1046,2050,12,15
1376,25,21,2051,3055,0,1
1377,25,23,2051,3055,2,4
1378,25,25,2051,3055,5,7
1379,25,30,2051,3055,8,11
1380,25,36,2051,3055,12,15
1381,25,25,3056,4055,0,1
1382,25,27,3056,4055,2,4
1383,25,30,3056,4055,5,7
1384,25,36,3056,4055,8,11
1385,25,48,3056,4055,12,15
1386,25,30,4056,5060,0,5
1387,25,36,4056,5060,6,9
1388,25,48,4056,5060,10,15
1389,25,30,5061,5065,0,5
1390,25,36,5061,5065,6,9
1391,25,48,5061,5065,10,15
1392,25,36,5066,5070,0,5
1393,25,48,5066,5070,6,9
1394,25,60,5066,5070,10,15
1395,25,36,6065,6070,0,5
1396,25,48,6065,6070,6,9
1397,25,60,6065,6070,10,15
1398,25,36,6071,6075,0,5
1399,25,48,6071,6075,6,9
1400,25,60,6071,6075,10,15
1401,25,36,7070,7075,0,5
1402,25,48,7070,7075,6,9
1403,25,60,7070,7075,10,15
1404,25,42,7076,7080,0,5
1405,25,54,7076,7080,6,9
1406,25,66,7076,7080,10,15
1407,25,42,8075,8080,0,5
1408,25,54,8075,8080,6,9
1409,25,66,8075,8080,10,15
1410,25,48,8081,8085,0,5
1411,25,60,8081,8085,6,9
1412,25,72,8081,8085,10,15
1413,25,48,9080,9085,0,5
1414,25,60,9080,9085,6,9
1415,25,72,9080,9085,10,15
1416,25,54,9086,9090,0,5
1417,25,66,9086,9090,6,9
1418,25,78,9086,9090,10,15
1419,25,54,10085,10090,0,5
1420,25,66,10085,10090,6,9
1421,25,78,10085,10090,10,15
1422,25,60,10091,10095,0,5
1423,25,72,10091,10095,6,9
1424,25,84,10091,10095,10,15
1425,25,60,11090,11095,0,5
1426,25,72,11090,11095,6,9
1427,25,84,11090,11095,10,15
1428,25,60,11096,110100,0,5
1429,25,84,11096,110100,6,9
1430,25,96,11096,110100,10,15
1431,26,3,0,1045,0,1
1432,26,6,0,1045,2,4
1433,26,9,0,1045,5,7
1434,26,12,0,1045,8,11
1435,26,15,0,1045,12,15
1436,26,6,1046,2050,0,1
1437,26,9,1046,2050,2,4
1438,26,12,1046,2050,5,7
1439,26,15,1046,2050,8,11
1440,26,18,1046,2050,12,15
1441,26,9,2051,3055,0,1
1442,26,12,2051,3055,2,4
1443,26,15,2051,3055,5,7
1444,26,18,2051,3055,8,11
1445,26,21,2051,3055,12,15
1446,26,15,3056,4055,0,1
1447,26,18,3056,4055,2,4
1448,26,21,3056,4055,5,7
1449,26,24,3056,4055,8,11
1450,26,27,3056,4055,12,15
1451,26,24,4056,5060,0,5
1452,26,27,4056,5060,6,9
1453,26,33,4056,5060,10,15
1454,26,27,5061,5065,0,5
1455,26,30,5061,5065,6,9
1456,26,39,5061,5065,10,15
1457,26,33,5066,5070,0,5
1458,26,36,5066,5070,6,9
1459,26,45,5066,5070,10,15
1460,26,39,6065,6070,0,5
1461,26,42,6065,6070,6,9
1462,26,51,6065,6070,10,15
1463,26,42,6071,6075,0,5
1464,26,45,6071,6075,6,9
1465,26,57,6071,6075,10,15
1466,26,45,7070,7075,0,5
1467,26,51,7070,7075,6,9
1468,26,63,7070,7075,10,15
1469,26,48,7076,7080,0,5
1470,26,54,7076,7080,6,9
1471,26,69,7076,7080,10,15
1472,26,54,8075,8080,0,5
1473,26,60,8075,8080,6,9
1474,26,75,8075,8080,10,15
1475,26,57,8081,8085,0,5
1476,26,63,8081,8085,6,9
1477,26,78,8081,8085,10,15
1478,26,60,9080,9085,0,5
1479,26,66,9080,9085,6,9
1480,26,81,9080,9085,10,15
1481,26,60,9086,9090,0,5
1482,26,66,9086,9090,6,9
1483,26,84,9086,9090,10,15
1484,26,63,10085,10090,0,5
1485,26,69,10085,10090,6,9
1486,26,87,10085,10090,10,15
1487,26,66,10091,10095,0,5
1488,26,72,10091,10095,6,9
1489,26,90,10091,10095,10,15
1490,26,69,11090,11095,0,5
1491,26,75,11090,11095,6,9
1492,26,93,11090,11095,10,15
1493,26,69,11096,110100,0,5
1494,26,78,11096,110100,6,9
1495,26,96,11096,110100,10,15
1496,28,41,0,1045,0,1
1497,28,41,0,1045,2,4
1498,28,51,0,1045,5,7
1499,28,61,0,1045,8,11
1500,28,61,0,1045,12,15
1501,28,44,1046,2050,0,1
1502,28,45,1046,2050,2,4
1503,28,53,1046,2050,5,7
1504,28,63,1046,2050,8,11
1505,28,64,1046,2050,12,15
1506,28,46,2051,3055,0,1
1507,28,47,2051,3055,2,4
1508,28,55,2051,3055,5,7
1509,28,65,2051,3055,8,11
1510,28,67,2051,3055,12,15
1511,28,48,3056,4055,0,1
1512,28,49,3056,4055,2,4
1513,28,57,3056,4055,5,7
1514,28,67,3056,4055,8,11
1515,28,70,3056,4055,12,15
1516,28,50,4056,5060,0,5
1517,28,58,4056,5060,6,9
1518,28,72,4056,5060,10,15
1519,28,52,5061,5065,0,5
1520,28,59,5061,5065,6,9
1521,28,74,5061,5065,10,15
1522,28,53,5066,5070,0,5
1523,28,61,5066,5070,6,9
1524,28,76,5066,5070,10,15
1525,28,55,6065,6070,0,5
1526,28,62,6065,6070,6,9
1527,28,78,6065,6070,10,15
1528,28,56,6071,6075,0,5
1529,28,64,6071,6075,6,9
1530,28,80,6071,6075,10,15
1531,28,57,7070,7075,0,5
1532,28,66,7070,7075,6,9
1533,28,82,7070,7075,10,15
1534,28,59,7076,7080,0,5
1535,28,67,7076,7080,6,9
1536,28,84,7076,7080,10,15
1537,28,60,8075,8080,0,5
1538,28,69,8075,8080,6,9
1539,28,86,8075,8080,10,15
1540,28,62,8081,8085,0,5
1541,28,70,8081,8085,6,9
1542,28,88,8081,8085,10,15
1543,28,63,9080,9085,0,5
1544,28,72,9080,9085,6,9
1545,28,90,9080,9085,10,15
1546,28,64,9086,9090,0,5
1547,28,74,9086,9090,6,9
1548,28,92,9086,9090,10,15
1549,28,66,10085,10090,0,5
1550,28,75,10085,10090,6,9
1551,28,94,10085,10090,10,15
1552,28,67,10091,10095,0,5
1553,28,77,10091,10095,6,9
1554,28,96,10091,10095,10,15
1555,28,69,11090,11095,0,5
1556,28,78,11090,11095,6,9
1557,28,98,11090,11095,10,15
1558,28,70,11096,110100,0,5
1559,28,80,11096,110100,6,9
1560,28,100,11096,110100,10,15
1561,29,1,0,1045,0,1
1562,29,1,0,1045,2,4
1563,29,1,0,1045,5,7
1564,29,1,0,1045,8,11
1565,29,1,0,1045,12,15
1566,29,2,1046,2050,0,1
1567,29,2,1046,2050,2,4
1568,29,4,1046,2050,5,7
1569,29,6,1046,2050,8,11
1570,29,9,1046,2050,12,15
1571,29,6,2051,3055,0,1
1572,29,6,2051,3055,2,4
1573,29,9,2051,3055,5,7
1574,29,12,2051,3055,8,11
1575,29,16,2051,3055,12,15
1576,29,6,3056,4055,0,1
1577,29,6,3056,4055,2,4
1578,29,12,3056,4055,5,7
1579,29,20,3056,4055,8,11
1580,29,20,3056,4055,12,15
1581,29,8,4056,5060,0,5
1582,29,20,4056,5060,6,9
1583,29,30,4056,5060,10,15
1584,29,30,5061,5065,0,5
1585,29,24,5061,5065,6,9
1586,29,35,5061,5065,10,15
1587,29,30,5066,5070,0,5
1588,29,24,5066,5070,6,9
1589,29,35,5066,5070,10,15
1590,29,30,6065,6070,0,5
1591,29,30,6065,6070,6,9
1592,29,42,6065,6070,10,15
1593,29,36,6071,6075,0,5
1594,29,35,6071,6075,6,9
1595,29,48,6071,6075,10,15
1596,29,36,7070,7075,0,5
1597,29,35,7070,7075,6,9
1598,29,48,7070,7075,10,15
1599,29,36,7076,7080,0,5
1600,29,35,7076,7080,6,9
1601,29,48,7076,7080,10,15
1602,29,42,8075,8080,0,5
1603,29,48,8075,8080,6,9
1604,29,54,8075,8080,10,15
1605,29,42,8081,8085,0,5
1606,29,48,8081,8085,6,9
1607,29,54,8081,8085,10,15
1608,29,42,9080,9085,0,5
1609,29,48,9080,9085,6,9
1610,29,54,9080,9085,10,15
1611,29,42,9086,9090,0,5
1612,29,48,9086,9090,6,9
1613,29,54,9086,9090,10,15
1614,29,48,10085,10090,0,5
1615,29,54,10085,10090,6,9
1616,29,60,10085,10090,10,15
1617,29,48,10091,10095,0,5
1618,29,54,10091,10095,6,9
1619,29,60,10091,10095,10,15
1620,29,48,11090,11095,0,5
1621,29,54,11090,11095,6,9
1622,29,60,11090,11095,10,15
1623,29,48,11096,110100,0,5
1624,29,54,11096,110100,6,9
1625,29,60,11096,110100,10,15
