id,copyid,name,chapterid,chapter_name,fighting,copy_rank,battletype,limitlevel,parentcopyid,copy_xmlname,copy_icon,copy_type,music,copykind,pet,ride,recover,near,broadcast,notifytype,battleover,map,assistant,locked_range,change_range,kind
145,60407,第四章第七关,604,第四章,1078000,1,104,26,60406,WJSL4-7.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
146,60408,第四章第八关,604,第四章,1127000,1,104,26,60407,WJSL4-8.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
147,60501,第五章第一关,605,第五章,1183000,1,104,26,60408,WJSL5-1.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
148,60502,第五章第二关,605,第五章,1239000,1,104,26,60501,WJSL5-2.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
149,60503,第五章第三关,605,第五章,1295000,1,104,26,60502,WJSL5-3.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
150,60504,第五章第四关,605,第五章,1351000,1,104,26,60503,WJSL5-4.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
151,60505,第五章第五关,605,第五章,1407000,1,104,26,60504,WJSL5-5.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
152,60506,第五章第六关,605,第五章,1463000,1,104,26,60505,WJSL5-6.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
153,60507,第五章第七关,605,第五章,1519000,1,104,26,60506,WJSL5-7.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
154,60508,第五章第八关,605,第五章,1575000,1,104,26,60507,WJSL5-8.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
155,60601,第六章第一关,606,第六章,1680000,1,104,26,60508,WJSL6-1.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
156,60602,第六章第二关,606,第六章,1785000,1,104,26,60601,WJSL6-2.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
157,60603,第六章第三关,606,第六章,1890000,1,104,26,60602,WJSL6-3.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
158,60604,第六章第四关,606,第六章,1995000,1,104,26,60603,WJSL6-4.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
159,60605,第六章第五关,606,第六章,2100000,1,104,26,60604,WJSL6-5.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
160,60606,第六章第六关,606,第六章,2205000,1,104,26,60605,WJSL6-6.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
161,60607,第六章第七关,606,第六章,2310000,1,104,26,60606,WJSL6-7.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
162,60608,第六章第八关,606,第六章,2415000,1,104,26,60607,WJSL6-8.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
163,60701,第七章第一关,607,第七章,2590000,1,104,26,60608,WJSL7-1.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
164,60702,第七章第二关,607,第七章,2765000,1,104,26,60701,WJSL7-2.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
165,60703,第七章第三关,607,第七章,2940000,1,104,26,60702,WJSL7-3.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
166,60704,第七章第四关,607,第七章,2989000,1,104,26,60703,WJSL7-4.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
167,60705,第七章第五关,607,第七章,3038000,1,104,26,60704,WJSL7-5.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
168,60706,第七章第六关,607,第七章,3087000,1,104,26,60705,WJSL7-6.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
169,60707,第七章第七关,607,第七章,3136000,1,104,26,60706,WJSL7-7.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
170,60708,第七章第八关,607,第七章,3185000,1,104,26,60707,WJSL7-8.txt,-1,1,pve.ogg,CK_WULIANZHIDAO,1,1,2,0,50,0,0,-1,0,100,8,2
171,70101,轮回塔一层,701,地狱道,100000,1,135,33,-1,LHT1-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
172,70102,轮回塔二层,701,地狱道,210000,2,135,33,70101,LHT1-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
173,70103,轮回塔三层,701,地狱道,230000,3,135,33,70102,LHT1-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
174,70104,轮回塔四层,701,地狱道,250000,4,135,33,70103,LHT1-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
175,70105,轮回塔五层,701,地狱道,300000,5,135,33,70104,LHT1-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
176,70106,轮回塔六层,702,饿鬼道,250000,6,135,33,70105,LHT2-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
177,70107,轮回塔七层,702,饿鬼道,300000,7,135,33,70106,LHT2-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
178,70108,轮回塔八层,702,饿鬼道,450000,8,135,33,70107,LHT2-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
179,70109,轮回塔九层,702,饿鬼道,600000,9,135,33,70108,LHT2-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
180,70110,轮回塔十层,702,饿鬼道,700000,10,135,33,70109,LHT2-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
181,70111,轮回塔十一层,703,畜生道,450000,11,135,33,70110,LHT3-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
182,70112,轮回塔十二层,703,畜生道,600000,12,135,33,70111,LHT3-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
183,70113,轮回塔十三层,703,畜生道,700000,13,135,33,70112,LHT3-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
184,70114,轮回塔十四层,703,畜生道,800000,14,135,33,70113,LHT3-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
185,70115,轮回塔十五层,703,畜生道,900000,15,135,33,70114,LHT3-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
186,70116,轮回塔十六层,704,修罗道,700000,16,135,33,70115,LHT4-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
187,70117,轮回塔十七层,704,修罗道,800000,17,135,33,70116,LHT4-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
188,70118,轮回塔十八层,704,修罗道,900000,18,135,33,70117,LHT4-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
189,70119,轮回塔十九层,704,修罗道,1000000,19,135,33,70118,LHT4-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
190,70120,轮回塔二十层,704,修罗道,1200000,20,135,33,70119,LHT4-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
191,70121,轮回塔二十一层,705,人间道,900000,21,135,33,70120,LHT5-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
192,70122,轮回塔二十二层,705,人间道,1000000,22,135,33,70121,LHT5-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
193,70123,轮回塔二十三层,705,人间道,1200000,23,135,33,70122,LHT5-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
194,70124,轮回塔二十四层,705,人间道,1400000,24,135,33,70123,LHT5-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
195,70125,轮回塔二十五层,705,人间道,1600000,25,135,33,70124,LHT5-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
196,70126,轮回塔二十六层,706,天人道,1200000,26,135,33,70125,LHT6-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
197,70127,轮回塔二十七层,706,天人道,1400000,27,135,33,70126,LHT6-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
198,70128,轮回塔二十八层,706,天人道,1600000,28,135,33,70127,LHT6-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
199,70129,轮回塔二十九层,706,天人道,2000000,29,135,33,70128,LHT6-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
200,70130,轮回塔三十层,706,天人道,2300000,30,135,33,70129,LHT6-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
201,70201,第一关,720,符文副本,0,1,145,30,-1,YWXM-1.txt,721,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
202,70202,第二关,720,符文副本,0,2,145,30,70201,YWXM-2.txt,722,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
203,70203,第三关,720,符文副本,0,3,145,30,70202,YWXM-3.txt,723,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
204,70204,第四关,720,符文副本,0,4,145,30,70203,YWXM-4.txt,724,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
205,70205,第五关,720,符文副本,0,5,145,30,70204,YWXM-5.txt,725,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
206,70206,第六关,720,符文副本,0,6,145,30,70205,YWXM-6.txt,726,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
207,70207,第七关,720,符文副本,0,7,145,30,70206,YWXM-7.txt,727,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
208,70208,第八关,720,符文副本,0,8,145,30,70207,YWXM-8.txt,728,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
209,70209,第九关,720,符文副本,0,9,145,30,70208,YWXM-9.txt,729,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
210,70210,第十关,720,符文副本,0,10,145,30,70209,YWXM-10.txt,730,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
211,70211,第十一关,720,符文副本,0,11,145,30,70210,YWXM-11.txt,721,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
212,70212,第十二关,720,符文副本,0,12,145,30,70211,YWXM-12.txt,722,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
213,70213,第十三关,720,符文副本,0,13,145,30,70212,YWXM-13.txt,723,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
214,70214,第十四关,720,符文副本,0,14,145,30,70213,YWXM-14.txt,724,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,-1,0,100,8,2
215,70301,经验谷,730,经验谷,0,1,151,30,-1,JYG-1.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
216,70302,经验谷,730,经验谷,0,2,151,40,-1,JYG-2.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
217,70303,经验谷,730,经验谷,0,3,151,50,-1,JYG-3.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
218,70304,经验谷,730,经验谷,0,4,151,60,-1,JYG-4.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
219,70305,经验谷,730,经验谷,0,5,151,70,-1,JYG-5.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
220,70306,经验谷,730,经验谷,0,6,151,80,-1,JYG-6.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
221,70307,经验谷,730,经验谷,0,7,151,90,-1,JYG-7.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
222,70308,经验谷,730,经验谷,0,8,151,100,-1,JYG-8.txt,70301,1,pve.ogg,CK_RUNECOPY,1,1,2,0,50,0,0,1,0,14,8,2
223,80101,狱山荒泽一层,801,狱山荒泽,0,1,107,1,-1,REZD-1.txt,80101,1,pvp.ogg,CK_SCENE,1,1,3,1,50,0,0,1,1,14,10,1
224,80102,狱山荒泽二层,802,狱山荒泽,0,1,107,1,-1,REZD-2.txt,80102,1,pvp.ogg,CK_SCENE,1,1,3,1,50,0,0,1,1,14,10,1
225,80103,狱山大荒泽,803,狱山大荒泽,0,1,107,1,-1,REZD-3.txt,80103,1,pvp.ogg,CK_SCENE,1,1,3,1,50,0,0,1,1,14,10,1
226,80201,万魔洞,804,万魔洞,0,1,131,1,-1,DG-1.txt,-1,1,pvp.ogg,CK_SCENE,1,1,3,1,50,0,0,-1,0,100,8,1
227,80301,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-1.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
228,80302,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-2.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
229,80303,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-3.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
230,80304,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-4.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
231,80305,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-5.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
232,80306,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-6.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
233,80307,世界牢狱,805,世界牢狱,0,1,108,1,-1,FY-7.txt,-1,1,pve.ogg,CK_BOSS,1,1,3,0,50,0,0,-1,0,100,8,2
234,80401,仙缘大会,806,仙缘大会,0,1,109,1,-1,JJC-1.txt,-1,1,pve.ogg,CK_ARENA,1,0,4,0,50,0,0,-1,0,100,8,3
235,80402,仙府香炉,807,仙府香炉,0,1,110,1,-1,FB4-6.txt,80402,1,pvp.ogg,CK_XIANMENGGOUHUO,1,1,2,1,50,0,0,-1,0,100,8,3
236,80403,气运之争,806,气运之争,0,1,111,1,-1,FB4-5.txt,80403,1,pvp.ogg,CK_XIANMOHUANJING,1,0,2,0,50,0,0,1,0,100,8,3
237,80404,论道之战(等待),806,论道之战(等待),0,1,112,1,-1,FB3-1.txt,-1,1,pvp.ogg,CK_WUDAOHUI_PREPARE,1,1,2,0,50,0,0,-1,0,100,8,3
238,80405,论道之战,806,论道之战,0,1,113,1,-1,WDH-1.txt,-1,1,pve.ogg,CK_WUDAOHUI,1,0,4,0,50,0,0,-1,0,100,8,3
239,80406,仙盟城战,807,仙盟城战,0,1,114,1,-1,FB5-2.txt,80406,1,pvp.ogg,CK_SCENE,1,0,2,1,50,0,0,1,0,100,8,3
240,80407,仙盟城战(内),807,仙盟城战（内）,0,1,115,1,-1,FB5-1.txt,-1,1,pvp.ogg,CK_SCENE,1,0,2,1,50,0,0,-1,0,100,8,3
241,80408,仙盟争霸第一轮,807,仙盟争霸第一轮,0,1,116,1,-1,FB4-1.txt,-1,1,pvp.ogg,CK_GANGWAR,1,0,2,0,50,0,0,-1,0,100,8,3
242,80421,仙盟争霸第二轮,807,仙盟争霸第二轮,0,1,116,1,-1,FB4-1.txt,-1,1,pvp.ogg,CK_GANGWARSECOND,1,0,2,0,50,0,0,-1,0,100,8,3
243,80409,仙盟守护,807,仙盟守护（简单）,0,1,117,1,-1,XYSH-1.txt,80409,1,pvp.ogg,CK_GANGDEFEND,1,1,2,0,50,0,0,1,0,100,8,3
244,80410,仙盟守护,807,仙盟守护（困难）,0,1,117,1,-1,XYSH-2.txt,80409,1,pvp.ogg,CK_GANGDEFEND,1,1,2,0,50,0,0,1,0,100,8,3
245,80411,仙盟守护,807,仙盟守护（地狱）,0,1,117,1,-1,XYSH-3.txt,80409,1,pvp.ogg,CK_GANGDEFEND,1,1,2,0,50,0,0,1,0,100,8,3
246,80412,秘殿夺宝,806,秘殿夺宝,0,1,120,1,-1,FB1-3.txt,80412,1,pvp.ogg,CK_DUOBAOQIBING,1,0,2,1,50,0,0,1,0,100,8,3
247,80414,金剑大典(一层),806,金剑大典（一层）,0,1,122,1,-1,FSZZ-1.txt,-1,1,pvp.ogg,CK_FENGSHENZHIZHAN,1,0,2,0,50,0,0,-1,0,100,8,3
248,80415,金剑大典(二层),806,金剑大典（二层）,0,1,123,1,-1,FSZZ-2.txt,-1,1,pvp.ogg,CK_FENGSHENZHIZHAN,1,0,2,0,50,0,0,-1,0,100,8,3
249,80416,金剑大典(三层),806,金剑大典（三层）,0,1,124,1,-1,FSZZ-3.txt,-1,1,pvp.ogg,CK_FENGSHENZHIZHAN,1,0,2,0,50,0,0,-1,0,100,8,3
250,80417,金剑大典(四层),806,金剑大典（四层）,0,1,125,1,-1,FSZZ-4.txt,-1,1,pvp.ogg,CK_FENGSHENZHIZHAN,1,0,2,0,50,0,0,-1,0,100,8,3
251,80418,金剑大典(五层),806,金剑大典（五层）,0,1,126,1,-1,FSZZ-5.txt,-1,1,pvp.ogg,CK_FENGSHENZHIZHAN,1,0,2,0,50,0,0,-1,0,100,8,3
252,80419,巅峰论道,806,巅峰论道,0,1,127,1,-1,FB4-4.txt,-1,1,pvp.ogg,CK_WUDAOZHIDIAN,0,1,4,0,5000,0,0,-1,0,100,8,3
253,80420,道侣副本,806,道侣副本,0,1,128,1,-1,FB3-3.txt,-1,1,pvp.ogg,CK_MARRY,1,0,2,0,50,0,0,-1,0,100,8,3
254,80422,防卡死副本,806,防卡死,0,1,109,1,-1,JJC-1.txt,-1,1,pvp.ogg,CK_TESTCOPY,1,1,2,0,50,0,0,-1,0,100,8,3
255,80424,跨服战,808,跨服战,0,1,136,1,-1,FB2-6.txt,1,1,pvp.mp3,CK_SINGLECROSSS,1,0,4,0,50,0,0,-1,0,100,8,3
256,80425,仙盟据点战,809,仙盟据点战,0,1,137,1,-1,YW2-1.txt,1,1,pvp.mp3,CK_GANGPOINT,1,1,4,0,50,0,0,1,0,14,10,3
257,80426,仙盟boss战,810,仙盟boss战,0,1,138,1,-1,XMBS-1.txt,-1,1,pve.ogg,CK_GANGBOSS,1,0,2,0,50,0,0,-1,0,100,8,3
258,80427,仙盟boss战,810,仙盟boss战,0,1,138,1,-1,XMBS-2.txt,-1,1,pve.ogg,CK_GANGBOSS,1,0,2,0,50,0,0,-1,0,100,8,3
259,80428,仙盟boss战,810,仙盟boss战,0,1,138,1,-1,XMBS-3.txt,-1,1,pve.ogg,CK_GANGBOSS,1,0,2,0,50,0,0,-1,0,100,8,3
260,80429,仙盟boss战,810,仙盟boss战,0,1,138,1,-1,XMBS-4.txt,-1,1,pve.ogg,CK_GANGBOSS,1,0,2,0,50,0,0,-1,0,100,8,3
261,80430,仙盟boss战,810,仙盟boss战,0,1,138,1,-1,XMBS-5.txt,-1,1,pve.ogg,CK_GANGBOSS,1,0,2,0,50,0,0,-1,0,100,8,3
262,80431,乌霄神鼎,811,任务副本,0,1,139,1,-1,WXSD-1.txt,-1,1,pve.ogg,CK_WEEKTASK1,1,1,2,0,50,0,0,-1,0,100,8,2
263,80432,妖兽猎场,811,任务副本,0,1,139,1,-1,XLZY-1.txt,-1,1,pve.ogg,CK_WEEKTASK2,1,1,2,0,50,0,0,-1,0,100,8,2
264,80433,妖仙乐土,811,任务副本,0,1,139,1,-1,YXLT-1.txt,-1,1,pve.ogg,CK_WEEKTASK1,1,1,2,0,50,0,0,-1,0,100,8,2
265,80434,翼蛇湖幻境,811,任务副本,0,1,139,1,-1,YSH-1.txt,-1,1,pve.ogg,CK_WEEKTASK1,1,1,2,0,50,0,0,-1,0,100,8,2
266,80435,群妖遁走,811,任务副本,0,1,139,1,-1,QYDZ-1.txt,-1,1,pve.ogg,CK_WEEKTASK3,1,1,2,0,50,0,0,-1,0,100,8,2
267,80436,VIPBOSS,812,VIPBOSS,0,1,142,1,-1,VIPBS-1.txt,-1,1,pve.ogg,CK_VIPBOSS,1,1,2,0,50,0,0,-1,0,100,8,2
268,80437,VIPBOSS,812,VIPBOSS,0,1,142,1,-1,VIPBS-2.txt,-1,1,pve.ogg,CK_VIPBOSS,1,1,2,0,50,0,0,-1,0,100,8,2
269,80438,VIPBOSS,812,VIPBOSS,0,1,142,1,-1,VIPBS-3.txt,-1,1,pve.ogg,CK_VIPBOSS,1,1,2,0,50,0,0,-1,0,100,8,2
270,80439,神怒之地,813,神怒之地,0,1,143,1,-1,SNZD-1.txt,80439,1,pve.ogg,CK_SCENE,1,1,3,1,50,0,0,1,0,14,10,1
271,80440,巅峰竞技,814,巅峰竞技,0,1,144,1,-1,DFJJ-1.txt,-1,1,pvp.ogg,CK_TOPAREA,1,0,4,0,50,0,0,-1,0,100,8,3
272,90101,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-1.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
273,90102,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-2.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
274,90103,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-3.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
275,90104,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-4.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
276,90105,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-5.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
277,90106,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-6.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
278,90107,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-7.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
279,90108,藏宝秘地,901,藏宝秘地,0,1,101,1,-1,BX-8.txt,-1,1,pvp.ogg,CK_CANGBAODONG,1,1,2,0,50,0,0,-1,0,100,8,2
280,90201,除暴副本,902,除暴副本,0,1,132,1,-1,CB-1.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
281,90202,除暴副本,902,除暴副本,0,1,132,1,-1,CB-2.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
282,90203,除暴副本,902,除暴副本,0,1,132,1,-1,CB-3.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
283,90204,除暴副本,902,除暴副本,0,1,132,1,-1,CB-4.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
284,90205,除暴副本,902,除暴副本,0,1,132,1,-1,CB-5.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
285,90206,除暴副本,902,除暴副本,0,1,132,1,-1,CB-6.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
286,90207,除暴副本,902,除暴副本,0,1,132,1,-1,CB-7.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
287,90208,除暴副本,902,除暴副本,0,1,132,1,-1,CB-8.txt,90201,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,3,0,1,0,100,8,2
288,90301,平乱副本,903,平乱副本,0,1,133,1,-1,PL-1.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
289,90302,平乱副本,903,平乱副本,0,1,133,1,-1,PL-2.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
290,90303,平乱副本,903,平乱副本,0,1,133,1,-1,PL-3.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
291,90304,平乱副本,903,平乱副本,0,1,133,1,-1,PL-4.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
292,90305,平乱副本,903,平乱副本,0,1,133,1,-1,PL-5.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
293,90306,平乱副本,903,平乱副本,0,1,133,1,-1,PL-6.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
294,90307,平乱副本,903,平乱副本,0,1,133,1,-1,PL-7.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
295,90308,平乱副本,903,平乱副本,0,1,133,1,-1,PL-8.txt,90301,2,pvp.ogg,CK_PINGLUANCHUBAO,1,1,2,0,50,4,0,1,0,100,8,2
296,70131,轮回塔三十一层,707,恶业道,1600000,31,135,33,70130,LHT7-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
