id,profession,equipid,equipsuit,equipplace,hp,minAttack,maxAttack,minDef,maxDef,strengthmax,kind,fire,ice,poison,dark,wind,resistance,atk_percent
343,3,145153340,1,3,2025,0,0,24,56,32,1,0,0,0,0,0,0,0
344,2,144160240,2,10,0,97,226,0,0,32,1,0,0,0,0,0,0,0
345,2,145152240,1,2,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
346,3,145160340,2,10,0,48,113,0,0,32,1,0,0,0,0,0,0,0
347,2,145151240,1,1,0,0,0,40,93,32,1,0,0,0,0,0,0,0
348,3,142160340,2,10,0,388,907,0,0,32,1,0,0,0,0,0,0,0
349,3,143158340,2,8,0,264,617,0,0,32,1,0,0,0,0,0,0,0
350,3,144151340,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
351,1,142156140,1,6,27000,0,0,0,0,32,1,0,0,0,0,0,0,0
352,2,143153240,1,3,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
353,1,144161140,2,11,0,243,567,0,0,32,1,0,0,0,0,0,0,0
354,1,144151140,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
355,3,142152340,1,2,32400,0,0,388,907,32,1,0,0,0,0,0,0,0
356,2,144158240,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
357,1,142155140,1,5,32400,0,0,0,0,32,1,0,0,0,0,0,0,0
358,2,145162240,2,12,0,64,151,0,0,32,1,0,0,0,0,0,0,0
359,1,145155140,1,5,4050,0,0,0,0,32,1,0,0,0,0,0,0,0
360,1,144162140,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
361,2,143160240,2,10,0,226,529,0,0,32,1,0,0,0,0,0,0,0
362,2,142152240,1,2,32400,0,0,388,907,32,1,0,0,0,0,0,0,0
363,2,144151240,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
364,3,144162340,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
365,1,144158140,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
366,1,143156140,1,6,15750,0,0,0,0,32,1,0,0,0,0,0,0,0
367,1,144153140,1,3,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
368,3,144158340,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
369,2,145158240,2,8,0,56,131,0,0,32,1,0,0,0,0,0,0,0
370,2,144159240,2,9,0,97,226,0,0,32,1,0,0,0,0,0,0,0
371,2,145155240,1,5,4050,0,0,0,0,32,1,0,0,0,0,0,0,0
372,2,142153240,1,3,16200,0,0,194,453,32,1,0,0,0,0,0,0,0
373,1,145161140,2,11,0,121,282,0,0,32,1,0,0,0,0,0,0,0
374,3,144155340,1,5,8100,0,0,0,0,32,1,0,0,0,0,0,0,0
375,3,145152340,1,2,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
376,2,142155240,1,5,32400,0,0,0,0,32,1,0,0,0,0,0,0,0
377,2,144162240,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
378,3,143161340,2,11,0,567,1323,0,0,32,1,0,0,0,0,0,0,0
379,2,143162240,2,12,0,302,705,0,0,32,1,0,0,0,0,0,0,0
380,2,143152240,1,2,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
381,1,143160140,2,10,0,226,529,0,0,32,1,0,0,0,0,0,0,0
382,2,145161240,2,11,0,121,282,0,0,32,1,0,0,0,0,0,0,0
383,2,142158240,2,8,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
384,1,144152140,1,2,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
385,1,143151140,1,1,0,0,0,189,441,32,1,0,0,0,0,0,0,0
386,3,145162340,2,12,0,64,151,0,0,32,1,0,0,0,0,0,0,0
387,1,145158140,2,8,0,56,131,0,0,32,1,0,0,0,0,0,0,0
388,3,145156340,1,6,3375,0,0,0,0,32,1,0,0,0,0,0,0,0
389,1,145162140,2,12,0,64,151,0,0,32,1,0,0,0,0,0,0,0
390,1,142151140,1,1,0,0,0,324,756,32,1,0,0,0,0,0,0,0
391,1,143162140,2,12,0,302,705,0,0,32,1,0,0,0,0,0,0,0
392,3,144161340,2,11,0,243,567,0,0,32,1,0,0,0,0,0,0,0
393,1,143161140,2,11,0,567,1323,0,0,32,1,0,0,0,0,0,0,0
394,2,144156240,1,6,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
395,2,142160240,2,10,0,388,907,0,0,32,1,0,0,0,0,0,0,0
396,1,144159140,2,9,0,97,226,0,0,32,1,0,0,0,0,0,0,0
397,2,142162250,2,12,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
398,3,142155350,1,5,43200,0,0,0,0,32,1,0,0,0,0,0,0,0
399,1,142151150,1,1,0,0,0,432,1008,32,1,0,0,0,0,0,0,0
400,2,142161250,2,11,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
401,3,142161350,2,11,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
402,3,142162350,2,12,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
403,1,142151160,1,1,0,0,0,540,1260,32,1,0,0,0,0,0,0,0
404,3,142158350,2,8,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
405,3,142153350,1,3,21600,0,0,259,604,32,1,0,0,0,0,0,0,0
406,1,145156150,1,6,4500,0,0,0,0,32,1,0,0,0,0,0,0,0
407,3,144156350,1,6,9000,0,0,0,0,32,1,0,0,0,0,0,0,0
408,3,145151350,1,1,0,0,0,54,126,32,1,0,0,0,0,0,0,0
409,2,145160250,2,10,0,64,151,0,0,32,1,0,0,0,0,0,0,0
410,1,142151170,1,1,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
411,3,143156350,1,6,21000,0,0,0,0,32,1,0,0,0,0,0,0,0
412,3,145159350,2,9,0,64,151,0,0,32,1,0,0,0,0,0,0,0
413,2,143159250,2,9,0,302,705,0,0,32,1,0,0,0,0,0,0,0
414,3,142160350,2,10,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
415,2,145162250,2,12,0,86,201,0,0,32,1,0,0,0,0,0,0,0
416,2,145156250,1,6,4500,0,0,0,0,32,1,0,0,0,0,0,0,0
417,1,143152150,1,2,25200,0,0,302,705,32,1,0,0,0,0,0,0,0
418,3,145161350,2,11,0,162,378,0,0,32,1,0,0,0,0,0,0,0
419,2,143152250,1,2,25200,0,0,302,705,32,1,0,0,0,0,0,0,0
420,1,143158150,2,8,0,352,823,0,0,32,1,0,0,0,0,0,0,0
421,1,145160150,2,10,0,64,151,0,0,32,1,0,0,0,0,0,0,0
422,2,143161250,2,11,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
423,2,144153250,1,3,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
424,3,143162350,2,12,0,403,940,0,0,32,1,0,0,0,0,0,0,0
425,2,144161250,2,11,0,324,756,0,0,32,1,0,0,0,0,0,0,0
426,3,143153350,1,3,12600,0,0,151,352,32,1,0,0,0,0,0,0,0
427,3,142156350,1,6,36000,0,0,0,0,32,1,0,0,0,0,0,0,0
428,3,142159350,2,9,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
429,1,142151180,1,1,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
430,3,143160350,2,10,0,302,705,0,0,32,1,0,0,0,0,0,0,0
431,1,145159150,2,9,0,64,151,0,0,32,1,0,0,0,0,0,0,0
432,3,144153350,1,3,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
433,2,145152250,1,2,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
434,2,142156250,1,6,36000,0,0,0,0,32,1,0,0,0,0,0,0,0
435,1,144160150,2,10,0,129,302,0,0,32,1,0,0,0,0,0,0,0
436,1,144152150,1,2,10800,0,0,129,302,32,1,0,0,0,0,0,0,0
437,3,144161350,2,11,0,324,756,0,0,32,1,0,0,0,0,0,0,0
438,2,145153250,1,3,2700,0,0,32,75,32,1,0,0,0,0,0,0,0
439,1,144155150,1,5,10800,0,0,0,0,32,1,0,0,0,0,0,0,0
440,2,144151250,1,1,0,0,0,108,252,32,1,0,0,0,0,0,0,0
441,1,142151190,1,1,0,0,0,918,2142,32,1,0,0,0,0,0,0,0
442,3,143159350,2,9,0,302,705,0,0,32,1,0,0,0,0,0,0,0
443,2,142151250,1,1,0,0,0,432,1008,32,1,0,0,0,0,0,0,0
444,2,144152250,1,2,10800,0,0,129,302,32,1,0,0,0,0,0,0,0
445,1,143153150,1,3,12600,0,0,151,352,32,1,0,0,0,0,0,0,0
446,3,144160350,2,10,0,129,302,0,0,32,1,0,0,0,0,0,0,0
447,2,143156250,1,6,21000,0,0,0,0,32,1,0,0,0,0,0,0,0
448,3,143161350,2,11,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
449,1,142151200,1,1,0,0,0,1080,2520,32,1,0,0,0,0,0,0,0
450,1,144153150,1,3,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
451,1,142152150,1,2,43200,0,0,518,1209,32,1,0,0,0,0,0,0,0
452,2,142159250,2,9,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
453,1,145152150,1,2,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
454,2,143155250,1,5,25200,0,0,0,0,32,1,0,0,0,0,0,0,0
455,1,145151150,1,1,0,0,0,54,126,32,1,0,0,0,0,0,0,0
456,2,145158250,2,8,0,75,176,0,0,32,1,0,0,0,0,0,0,0
457,3,143152350,1,2,25200,0,0,302,705,32,1,0,0,0,0,0,0,0
458,3,145155350,1,5,5400,0,0,0,0,32,1,0,0,0,0,0,0,0
459,1,143155150,1,5,25200,0,0,0,0,32,1,0,0,0,0,0,0,0
460,2,144155250,1,5,10800,0,0,0,0,32,1,0,0,0,0,0,0,0
461,3,145153350,1,3,2700,0,0,32,75,32,1,0,0,0,0,0,0,0
462,2,144160250,2,10,0,129,302,0,0,32,1,0,0,0,0,0,0,0
463,3,145160350,2,10,0,64,151,0,0,32,1,0,0,0,0,0,0,0
464,2,145151250,1,1,0,0,0,54,126,32,1,0,0,0,0,0,0,0
465,2,143158250,2,8,0,352,823,0,0,32,1,0,0,0,0,0,0,0
466,3,143151350,1,1,0,0,0,252,588,32,1,0,0,0,0,0,0,0
467,1,142152160,1,2,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
468,3,144151350,1,1,0,0,0,108,252,32,1,0,0,0,0,0,0,0
469,1,142152170,1,2,64800,0,0,777,1814,32,1,0,0,0,0,0,0,0
470,2,142160250,2,10,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
471,2,142155250,1,5,43200,0,0,0,0,32,1,0,0,0,0,0,0,0
472,3,145158350,2,8,0,75,176,0,0,32,1,0,0,0,0,0,0,0
473,1,142152180,1,2,75600,0,0,907,2116,32,1,0,0,0,0,0,0,0
474,2,143153250,1,3,12600,0,0,151,352,32,1,0,0,0,0,0,0,0
475,1,144161150,2,11,0,324,756,0,0,32,1,0,0,0,0,0,0,0
476,1,144151150,1,1,0,0,0,108,252,32,1,0,0,0,0,0,0,0
477,3,142152350,1,2,43200,0,0,518,1209,32,1,0,0,0,0,0,0,0
478,2,144158250,2,8,0,151,352,0,0,32,1,0,0,0,0,0,0,0
479,3,142151350,1,1,0,0,0,432,1008,32,1,0,0,0,0,0,0,0
480,1,142152190,1,2,91800,0,0,1101,2570,32,1,0,0,0,0,0,0,0
481,1,145155150,1,5,5400,0,0,0,0,32,1,0,0,0,0,0,0,0
482,2,143160250,2,10,0,302,705,0,0,32,1,0,0,0,0,0,0,0
483,2,142152250,1,2,43200,0,0,518,1209,32,1,0,0,0,0,0,0,0
484,1,143161150,2,11,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
485,3,144162350,2,12,0,172,403,0,0,32,1,0,0,0,0,0,0,0
486,1,144158150,2,8,0,151,352,0,0,32,1,0,0,0,0,0,0,0
487,1,143156150,1,6,21000,0,0,0,0,32,1,0,0,0,0,0,0,0
488,3,144158350,2,8,0,151,352,0,0,32,1,0,0,0,0,0,0,0
489,1,143151150,1,1,0,0,0,252,588,32,1,0,0,0,0,0,0,0
490,2,144159250,2,9,0,129,302,0,0,32,1,0,0,0,0,0,0,0
491,2,145155250,1,5,5400,0,0,0,0,32,1,0,0,0,0,0,0,0
492,1,142152200,1,2,108000,0,0,1296,3024,32,1,0,0,0,0,0,0,0
493,3,143155350,1,5,25200,0,0,0,0,32,1,0,0,0,0,0,0,0
494,1,145153150,1,3,2700,0,0,32,75,32,1,0,0,0,0,0,0,0
495,1,145161150,2,11,0,162,378,0,0,32,1,0,0,0,0,0,0,0
496,2,142158250,2,8,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
497,3,145152350,1,2,5400,0,0,64,151,32,1,0,0,0,0,0,0,0
498,2,142153250,1,3,21600,0,0,259,604,32,1,0,0,0,0,0,0,0
499,1,143159150,2,9,0,302,705,0,0,32,1,0,0,0,0,0,0,0
500,2,143151250,1,1,0,0,0,252,588,32,1,0,0,0,0,0,0,0
501,2,144162250,2,12,0,172,403,0,0,32,1,0,0,0,0,0,0,0
502,2,143162250,2,12,0,403,940,0,0,32,1,0,0,0,0,0,0,0
503,1,143160150,2,10,0,302,705,0,0,32,1,0,0,0,0,0,0,0
504,3,144152350,1,2,10800,0,0,129,302,32,1,0,0,0,0,0,0,0
505,2,145161250,2,11,0,162,378,0,0,32,1,0,0,0,0,0,0,0
506,3,144155350,1,5,10800,0,0,0,0,32,1,0,0,0,0,0,0,0
507,3,145162350,2,12,0,86,201,0,0,32,1,0,0,0,0,0,0,0
508,1,145158150,2,8,0,75,176,0,0,32,1,0,0,0,0,0,0,0
509,1,144156150,1,6,9000,0,0,0,0,32,1,0,0,0,0,0,0,0
510,3,145156350,1,6,4500,0,0,0,0,32,1,0,0,0,0,0,0,0
511,1,145162150,2,12,0,86,201,0,0,32,1,0,0,0,0,0,0,0
512,3,143158350,2,8,0,352,823,0,0,32,1,0,0,0,0,0,0,0
513,1,143162150,2,12,0,403,940,0,0,32,1,0,0,0,0,0,0,0
514,3,144159350,2,9,0,129,302,0,0,32,1,0,0,0,0,0,0,0
515,1,144162150,2,12,0,172,403,0,0,32,1,0,0,0,0,0,0,0
516,2,144156250,1,6,9000,0,0,0,0,32,1,0,0,0,0,0,0,0
517,2,145159250,2,9,0,64,151,0,0,32,1,0,0,0,0,0,0,0
518,1,144159150,2,9,0,129,302,0,0,32,1,0,0,0,0,0,0,0
519,2,142162260,2,12,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
520,3,142155360,1,5,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
521,1,142153150,1,3,21600,0,0,259,604,32,1,0,0,0,0,0,0,0
522,2,143151260,1,1,0,0,0,315,735,32,1,0,0,0,0,0,0,0
523,2,142161260,2,11,0,1620,3780,0,0,32,1,0,0,0,0,0,0,0
524,3,142160360,2,10,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
525,3,142161360,2,11,0,1620,3780,0,0,32,1,0,0,0,0,0,0,0
526,1,142153160,1,3,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
527,3,142162360,2,12,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
528,1,142153170,1,3,32400,0,0,388,907,32,1,0,0,0,0,0,0,0
529,3,142158360,2,8,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
530,3,142153360,1,3,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
531,1,145156160,1,6,5625,0,0,0,0,32,1,0,0,0,0,0,0,0
532,3,144156360,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
533,2,145160260,2,10,0,81,189,0,0,32,1,0,0,0,0,0,0,0
534,1,142153180,1,3,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
535,3,143156360,1,6,26250,0,0,0,0,32,1,0,0,0,0,0,0,0
536,3,145159360,2,9,0,81,189,0,0,32,1,0,0,0,0,0,0,0
537,2,145162260,2,12,0,108,252,0,0,32,1,0,0,0,0,0,0,0
538,2,145156260,1,6,5625,0,0,0,0,32,1,0,0,0,0,0,0,0
539,1,143159160,2,9,0,378,882,0,0,32,1,0,0,0,0,0,0,0
540,3,145151360,1,1,0,0,0,67,156,32,1,0,0,0,0,0,0,0
541,1,143152160,1,2,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
542,3,145161360,2,11,0,202,471,0,0,32,1,0,0,0,0,0,0,0
543,2,144153260,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
544,2,143152260,1,2,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
545,1,143158160,2,8,0,441,1029,0,0,32,1,0,0,0,0,0,0,0
546,1,144156160,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
547,1,145160160,2,10,0,81,189,0,0,32,1,0,0,0,0,0,0,0
548,2,143161260,2,11,0,945,2205,0,0,32,1,0,0,0,0,0,0,0
549,2,144161260,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
550,3,143153360,1,3,15750,0,0,189,441,32,1,0,0,0,0,0,0,0
551,2,142152260,1,2,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
552,3,143155360,1,5,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
553,3,142156360,1,6,45000,0,0,0,0,32,1,0,0,0,0,0,0,0
554,1,143160160,2,10,0,378,882,0,0,32,1,0,0,0,0,0,0,0
555,3,142159360,2,9,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
556,1,142153190,1,3,45900,0,0,550,1285,32,1,0,0,0,0,0,0,0
557,1,145151160,1,1,0,0,0,67,156,32,1,0,0,0,0,0,0,0
558,2,145152260,1,2,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
559,1,145159160,2,9,0,81,189,0,0,32,1,0,0,0,0,0,0,0
560,3,144153360,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
561,2,142156260,1,6,45000,0,0,0,0,32,1,0,0,0,0,0,0,0
562,2,145161260,2,11,0,202,471,0,0,32,1,0,0,0,0,0,0,0
563,2,143159260,2,9,0,378,882,0,0,32,1,0,0,0,0,0,0,0
564,1,144152160,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
565,2,145153260,1,3,3375,0,0,40,93,32,1,0,0,0,0,0,0,0
566,2,144151260,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
567,1,142153200,1,3,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
568,3,144158360,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
569,3,143159360,2,9,0,378,882,0,0,32,1,0,0,0,0,0,0,0
570,2,142151260,1,1,0,0,0,540,1260,32,1,0,0,0,0,0,0,0
571,2,144152260,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
572,1,143153160,1,3,15750,0,0,189,441,32,1,0,0,0,0,0,0,0
573,3,144160360,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
574,2,143156260,1,6,26250,0,0,0,0,32,1,0,0,0,0,0,0,0
575,1,144153160,1,3,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
576,2,142159260,2,9,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
577,1,145152160,1,2,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
578,2,143155260,1,5,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
579,3,143152360,1,2,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
580,3,145155360,1,5,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
581,1,143155160,1,5,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
582,2,144155260,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
583,3,145153360,1,3,3375,0,0,40,93,32,1,0,0,0,0,0,0,0
584,2,144160260,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
585,3,145160360,2,10,0,81,189,0,0,32,1,0,0,0,0,0,0,0
586,2,145151260,1,1,0,0,0,67,156,32,1,0,0,0,0,0,0,0
587,3,143151360,1,1,0,0,0,315,735,32,1,0,0,0,0,0,0,0
588,2,142160260,2,10,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
589,3,144151360,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
590,2,142155260,1,5,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
591,3,145158360,2,8,0,94,219,0,0,32,1,0,0,0,0,0,0,0
592,2,143153260,1,3,15750,0,0,189,441,32,1,0,0,0,0,0,0,0
593,1,144161160,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
594,1,144151160,1,1,0,0,0,135,315,32,1,0,0,0,0,0,0,0
595,3,142152360,1,2,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
596,2,144158260,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
597,3,142151360,1,1,0,0,0,540,1260,32,1,0,0,0,0,0,0,0
598,1,145155160,1,5,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
599,2,143160260,2,10,0,378,882,0,0,32,1,0,0,0,0,0,0,0
600,3,144162360,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
601,1,144158160,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
602,1,143156160,1,6,26250,0,0,0,0,32,1,0,0,0,0,0,0,0
603,1,144162160,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
604,2,145158260,2,8,0,94,219,0,0,32,1,0,0,0,0,0,0,0
605,2,144159260,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
606,2,145155260,1,5,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
607,2,142153260,1,3,27000,0,0,324,756,32,1,0,0,0,0,0,0,0
608,1,145153160,1,3,3375,0,0,40,93,32,1,0,0,0,0,0,0,0
609,1,145161160,2,11,0,202,471,0,0,32,1,0,0,0,0,0,0,0
610,2,142158260,2,8,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
611,3,145152360,1,2,6750,0,0,81,189,32,1,0,0,0,0,0,0,0
612,2,144162260,2,12,0,216,504,0,0,32,1,0,0,0,0,0,0,0
613,1,144155160,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
614,3,143161360,2,11,0,945,2205,0,0,32,1,0,0,0,0,0,0,0
615,2,143162260,2,12,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
616,3,143160360,2,10,0,378,882,0,0,32,1,0,0,0,0,0,0,0
617,3,144152360,1,2,13500,0,0,162,378,32,1,0,0,0,0,0,0,0
618,3,144155360,1,5,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
619,3,145162360,2,12,0,108,252,0,0,32,1,0,0,0,0,0,0,0
620,1,145158160,2,8,0,94,219,0,0,32,1,0,0,0,0,0,0,0
621,2,143158260,2,8,0,441,1029,0,0,32,1,0,0,0,0,0,0,0
622,1,143151160,1,1,0,0,0,315,735,32,1,0,0,0,0,0,0,0
623,3,145156360,1,6,5625,0,0,0,0,32,1,0,0,0,0,0,0,0
624,1,145162160,2,12,0,108,252,0,0,32,1,0,0,0,0,0,0,0
625,3,143158360,2,8,0,441,1029,0,0,32,1,0,0,0,0,0,0,0
626,1,143162160,2,12,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
627,3,144161360,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
628,3,144159360,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
629,1,143161160,2,11,0,945,2205,0,0,32,1,0,0,0,0,0,0,0
630,1,144160160,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
631,3,143162360,2,12,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
632,2,144156260,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
633,1,144159160,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
634,2,145159260,2,9,0,81,189,0,0,32,1,0,0,0,0,0,0,0
635,3,143161370,2,11,0,1134,2646,0,0,32,1,0,0,0,0,0,0,0
636,3,142155370,1,5,64800,0,0,0,0,32,1,0,0,0,0,0,0,0
637,1,142155150,1,5,43200,0,0,0,0,32,1,0,0,0,0,0,0,0
638,2,142161270,2,11,0,1944,4536,0,0,32,1,0,0,0,0,0,0,0
639,3,142162370,2,12,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
640,1,142155160,1,5,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
641,3,142153370,1,3,32400,0,0,388,907,32,1,0,0,0,0,0,0,0
642,1,145156170,1,6,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
643,3,143156370,1,6,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
644,2,143158270,2,8,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
645,3,144156370,1,6,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
646,3,145159370,2,9,0,97,226,0,0,32,1,0,0,0,0,0,0,0
647,3,142160370,2,10,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
648,1,144160170,2,10,0,194,453,0,0,32,1,0,0,0,0,0,0,0
649,2,145156270,1,6,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
650,1,143159170,2,9,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
651,1,143152170,1,2,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
652,3,145161370,2,11,0,243,567,0,0,32,1,0,0,0,0,0,0,0
653,2,143152270,1,2,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
654,1,143158170,2,8,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
655,1,145160170,2,10,0,97,226,0,0,32,1,0,0,0,0,0,0,0
656,2,143161270,2,11,0,1134,2646,0,0,32,1,0,0,0,0,0,0,0
657,3,143162370,2,12,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
658,2,144161270,2,11,0,486,1134,0,0,32,1,0,0,0,0,0,0,0
659,3,143153370,1,3,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
660,3,142156370,1,6,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
661,3,142159370,2,9,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
662,1,142155170,1,5,64800,0,0,0,0,32,1,0,0,0,0,0,0,0
663,1,145159170,2,9,0,97,226,0,0,32,1,0,0,0,0,0,0,0
664,3,144153370,1,3,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
665,2,143159270,2,9,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
666,1,144152170,1,2,16200,0,0,194,453,32,1,0,0,0,0,0,0,0
667,3,144161370,2,11,0,486,1134,0,0,32,1,0,0,0,0,0,0,0
668,2,145153270,1,3,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
669,1,144155170,1,5,16200,0,0,0,0,32,1,0,0,0,0,0,0,0
670,1,142155180,1,5,75600,0,0,0,0,32,1,0,0,0,0,0,0,0
671,2,144151270,1,1,0,0,0,162,378,32,1,0,0,0,0,0,0,0
672,3,142158370,2,8,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
673,3,143159370,2,9,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
674,2,142162270,2,12,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
675,2,142151270,1,1,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
676,2,144152270,1,2,16200,0,0,194,453,32,1,0,0,0,0,0,0,0
677,1,143153170,1,3,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
678,3,144160370,2,10,0,194,453,0,0,32,1,0,0,0,0,0,0,0
679,3,142151370,1,1,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
680,2,143156270,1,6,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
681,2,144153270,1,3,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
682,1,142155190,1,5,91800,0,0,0,0,32,1,0,0,0,0,0,0,0
683,1,145152170,1,2,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
684,2,143155270,1,5,37800,0,0,0,0,32,1,0,0,0,0,0,0,0
