id,monsterid,rank_mix,rank_max,bag_id,number,person,profession
775,308216,0,0,10086,11,3,0
776,308221,0,0,10086,15,3,0
777,308306,0,0,10086,10,3,0
778,308311,0,0,10086,12,3,0
779,308316,0,0,10086,13,3,0
780,308321,0,0,10086,16,3,0
781,309002,0,0,10169,2,1,0
782,309002,0,0,10179,2,1,0
783,309002,0,0,10189,2,1,0
784,309004,0,0,10171,2,1,0
785,309004,0,0,10181,2,1,0
786,309004,0,0,10190,2,1,0
787,309006,0,0,10171,2,1,0
788,309006,0,0,10181,2,1,0
789,309006,0,0,10190,2,1,0
790,309008,0,0,10172,2,1,0
791,309008,0,0,10182,2,1,0
792,309008,0,0,10193,2,1,0
793,309010,0,0,10229,2,1,0
794,309010,0,0,10184,2,1,0
795,309010,0,0,10194,2,1,0
796,309102,0,0,10229,2,1,0
797,309102,0,0,10184,2,1,0
798,309102,0,0,10194,2,1,0
799,309104,0,0,10229,2,1,0
800,309104,0,0,10184,2,1,0
801,309104,0,0,10194,2,1,0
802,309106,0,0,10229,2,1,0
803,309106,0,0,10184,2,1,0
804,309106,0,0,10194,2,1,0
805,309108,0,0,10229,2,1,0
806,309108,0,0,10184,2,1,0
807,309108,0,0,10194,2,1,0
808,309110,0,0,10229,2,1,0
809,309110,0,0,10184,2,1,0
810,309110,0,0,10194,2,1,0
811,309202,0,0,10095,1,1,0
812,309202,0,0,10096,1,1,0
813,309202,0,0,10097,1,1,0
814,309204,0,0,10095,1,1,0
815,309204,0,0,10096,1,1,0
816,309204,0,0,10097,1,1,0
817,309206,0,0,10095,1,1,0
818,309206,0,0,10096,1,1,0
819,309206,0,0,10097,1,1,0
820,309208,0,0,10095,1,1,0
821,309208,0,0,10096,1,1,0
822,309208,0,0,10097,1,1,0
823,309210,0,0,10095,2,1,0
824,309210,0,0,10096,2,1,0
825,309210,0,0,10097,2,1,0
826,309302,0,0,10095,1,1,0
827,309302,0,0,10096,1,1,0
828,309302,0,0,10097,1,1,0
829,309304,0,0,10095,1,1,0
830,309304,0,0,10096,1,1,0
831,309304,0,0,10097,1,1,0
832,309306,0,0,10095,1,1,0
833,309306,0,0,10096,1,1,0
834,309306,0,0,10097,1,1,0
835,309308,0,0,10095,2,1,0
836,309308,0,0,10096,2,1,0
837,309308,0,0,10097,2,1,0
838,309310,0,0,10095,2,1,0
839,309310,0,0,10096,2,1,0
840,309310,0,0,10097,2,1,0
841,309002,0,0,10169,2,2,0
842,309002,0,0,10179,2,2,0
843,309002,0,0,10189,2,2,0
844,309004,0,0,10171,2,2,0
845,309004,0,0,10181,2,2,0
846,309004,0,0,10190,2,2,0
847,309006,0,0,10171,2,2,0
848,309006,0,0,10181,2,2,0
849,309006,0,0,10190,2,2,0
850,309008,0,0,10172,2,2,0
851,309008,0,0,10182,2,2,0
852,309008,0,0,10193,2,2,0
853,309010,0,0,10229,2,2,0
854,309010,0,0,10184,2,2,0
855,309010,0,0,10194,2,2,0
856,309102,0,0,10229,2,2,0
857,309102,0,0,10184,2,2,0
858,309102,0,0,10194,2,2,0
859,309104,0,0,10229,2,2,0
860,309104,0,0,10184,2,2,0
861,309104,0,0,10194,2,2,0
862,309106,0,0,10229,2,2,0
863,309106,0,0,10184,2,2,0
864,309106,0,0,10194,2,2,0
865,309108,0,0,10229,2,2,0
866,309108,0,0,10184,2,2,0
867,309108,0,0,10194,2,2,0
868,309110,0,0,10229,2,2,0
869,309110,0,0,10184,2,2,0
870,309110,0,0,10194,2,2,0
871,309202,0,0,10095,1,2,0
872,309202,0,0,10096,1,2,0
873,309202,0,0,10097,1,2,0
874,309204,0,0,10095,1,2,0
875,309204,0,0,10096,1,2,0
876,309204,0,0,10097,1,2,0
877,309206,0,0,10095,1,2,0
878,309206,0,0,10096,1,2,0
879,309206,0,0,10097,1,2,0
880,309208,0,0,10095,1,2,0
881,309208,0,0,10096,1,2,0
882,309208,0,0,10097,1,2,0
883,309210,0,0,10095,2,2,0
884,309210,0,0,10096,2,2,0
885,309210,0,0,10097,2,2,0
886,309302,0,0,10095,1,2,0
887,309302,0,0,10096,1,2,0
888,309302,0,0,10097,1,2,0
889,309304,0,0,10095,1,2,0
890,309304,0,0,10096,1,2,0
891,309304,0,0,10097,1,2,0
892,309306,0,0,10095,1,2,0
893,309306,0,0,10096,1,2,0
894,309306,0,0,10097,1,2,0
895,309308,0,0,10095,2,2,0
896,309308,0,0,10096,2,2,0
897,309308,0,0,10097,2,2,0
898,309310,0,0,10095,2,2,0
899,309310,0,0,10096,2,2,0
900,309310,0,0,10097,2,2,0
901,309002,0,0,10169,2,3,0
902,309002,0,0,10179,2,3,0
903,309002,0,0,10189,2,3,0
904,309004,0,0,10171,2,3,0
905,309004,0,0,10181,2,3,0
906,309004,0,0,10190,2,3,0
907,309006,0,0,10171,2,3,0
908,309006,0,0,10181,2,3,0
909,309006,0,0,10190,2,3,0
910,309008,0,0,10172,2,3,0
911,309008,0,0,10182,2,3,0
912,309008,0,0,10193,2,3,0
913,309010,0,0,10229,2,3,0
914,309010,0,0,10184,2,3,0
915,309010,0,0,10194,2,3,0
916,309102,0,0,10229,2,3,0
917,309102,0,0,10184,2,3,0
918,309102,0,0,10194,2,3,0
919,309104,0,0,10229,2,3,0
920,309104,0,0,10184,2,3,0
921,309104,0,0,10194,2,3,0
922,309106,0,0,10229,2,3,0
923,309106,0,0,10184,2,3,0
924,309106,0,0,10194,2,3,0
925,309108,0,0,10229,2,3,0
926,309108,0,0,10184,2,3,0
927,309108,0,0,10194,2,3,0
928,309110,0,0,10229,2,3,0
929,309110,0,0,10184,2,3,0
930,309110,0,0,10194,2,3,0
931,309202,0,0,10095,1,3,0
932,309202,0,0,10096,1,3,0
933,309202,0,0,10097,1,3,0
934,309204,0,0,10095,1,3,0
935,309204,0,0,10096,1,3,0
936,309204,0,0,10097,1,3,0
937,309206,0,0,10095,1,3,0
938,309206,0,0,10096,1,3,0
939,309206,0,0,10097,1,3,0
940,309208,0,0,10095,1,3,0
941,309208,0,0,10096,1,3,0
942,309208,0,0,10097,1,3,0
943,309210,0,0,10095,2,3,0
944,309210,0,0,10096,2,3,0
945,309210,0,0,10097,2,3,0
946,309302,0,0,10095,1,3,0
947,309302,0,0,10096,1,3,0
948,309302,0,0,10097,1,3,0
949,309304,0,0,10095,1,3,0
950,309304,0,0,10096,1,3,0
951,309304,0,0,10097,1,3,0
952,309306,0,0,10095,1,3,0
953,309306,0,0,10096,1,3,0
954,309306,0,0,10097,1,3,0
955,309308,0,0,10095,2,3,0
956,309308,0,0,10096,2,3,0
957,309308,0,0,10097,2,3,0
958,309310,0,0,10095,2,3,0
959,309310,0,0,10096,2,3,0
960,309310,0,0,10097,2,3,0
961,303402,0,0,10099,2,1,0
962,303404,0,0,10100,2,1,0
963,303406,0,0,10102,1,1,0
964,303406,0,0,10105,1,1,0
965,303002,0,0,10099,2,1,0
966,303004,0,0,10100,2,1,0
967,303006,0,0,10102,1,1,0
968,303006,0,0,10105,1,1,0
969,303008,0,0,10098,6,1,0
970,303008,0,0,10105,1,1,0
971,303102,0,0,10099,2,1,0
972,303102,0,0,10105,1,1,0
973,303104,0,0,10100,3,1,0
974,303102,0,0,10105,1,1,0
975,303106,0,0,10102,1,1,0
976,303102,0,0,10105,1,1,0
977,303108,0,0,10098,8,1,0
978,303102,0,0,10105,1,1,0
979,303202,0,0,10099,5,1,0
980,303202,0,0,10105,1,1,0
981,303204,0,0,10100,5,1,0
982,303204,0,0,10105,1,1,0
983,303206,0,0,10102,3,1,0
984,303206,0,0,10105,2,1,0
985,303208,0,0,10098,15,1,0
986,303208,0,0,10105,2,1,0
987,303302,0,0,10099,6,1,0
988,303302,0,0,10105,2,1,0
989,303304,0,0,10100,5,1,0
990,303304,0,0,10105,2,1,0
991,303306,0,0,10102,3,1,0
992,303306,0,0,10105,2,1,0
993,303308,0,0,10098,18,1,0
994,303308,0,0,10105,3,1,0
995,507001,0,0,10736,1,1,0
996,507001,0,0,10737,1,1,0
997,507002,0,0,10738,1,1,0
998,507002,0,0,10739,1,1,0
999,507003,0,0,10740,1,1,0
1000,507003,0,0,10741,1,1,0
1001,300001,0,0,10124,10,1,0
1002,300001,0,0,110106,1,1,1
1003,300001,0,0,210106,1,1,2
1004,300001,0,0,310106,1,1,3
1005,300001,0,0,10231,3,1,0
1006,300003,0,0,10124,10,1,0
1007,300003,0,0,120109,1,1,1
1008,300003,0,0,220109,1,1,2
1009,300003,0,0,320109,1,1,3
1010,300003,0,0,10086,3,1,0
1011,300004,0,0,10121,5,1,0
1012,300004,0,0,10122,4,1,0
1013,300004,0,0,10123,2,1,0
1014,300004,0,0,10124,4,1,0
1015,300004,0,0,110111,1,1,1
1016,300004,0,0,210111,1,1,2
1017,300004,0,0,310111,1,1,3
1018,300004,0,0,10352,1,1,0
1019,200002,0,0,10124,4,1,0
1020,200002,0,0,110115,1,1,1
1021,200002,0,0,210115,1,1,2
1022,200002,0,0,310115,1,1,3
1023,210002,0,0,10124,4,1,0
1024,210002,0,0,110116,1,1,1
1025,210002,0,0,210116,1,1,2
1026,210002,0,0,310116,1,1,3
1027,220002,0,0,10124,4,1,0
1028,220002,0,0,110117,1,1,1
1029,220002,0,0,210117,1,1,2
1030,220002,0,0,310117,1,1,3
1031,230002,0,0,10124,4,1,0
1032,230002,0,0,110118,1,1,1
1033,230002,0,0,210118,1,1,2
1034,230002,0,0,310118,1,1,3
1035,240002,0,0,10124,4,1,0
1036,240002,0,0,110119,1,1,1
1037,240002,0,0,210119,1,1,2
1038,240002,0,0,310119,1,1,3
1039,200003,0,0,10122,1,1,0
1040,200005,0,0,10161,7,1,0
1041,200005,0,0,10162,2,1,0
1042,200005,0,0,10163,5,1,0
1043,200005,0,0,10164,2,1,0
1044,200005,0,0,110165,1,1,1
1045,200005,0,0,210165,1,1,2
1046,200005,0,0,310165,1,1,3
1047,200005,0,0,110166,1,1,1
1048,200005,0,0,210166,1,1,2
1049,200005,0,0,310166,1,1,3
1050,200005,0,0,110167,1,1,1
1051,200005,0,0,210167,1,1,2
1052,200005,0,0,310167,1,1,3
1053,200005,0,0,110168,1,1,1
1054,200005,0,0,210168,1,1,2
1055,200005,0,0,310168,1,1,3
1056,200005,0,0,110169,1,1,1
1057,200005,0,0,210169,1,1,2
1058,200005,0,0,310169,1,1,3
1059,200005,0,0,110170,1,1,1
1060,200005,0,0,210170,1,1,2
1061,200005,0,0,310170,1,1,3
1062,200005,0,0,110171,1,1,1
1063,200005,0,0,210171,1,1,2
1064,200005,0,0,310171,1,1,3
1065,306502,0,0,10125,1,1,0
1066,306502,0,0,10126,1,2,0
1067,306502,0,0,10127,1,3,0
1068,306006,0,0,10125,1,1,0
1069,306006,0,0,10126,1,2,0
1070,306006,0,0,10127,1,3,0
1071,306106,0,0,10128,1,1,0
1072,306106,0,0,10129,1,2,0
1073,306106,0,0,10130,1,3,0
1074,306206,0,0,10131,1,1,0
1075,306206,0,0,10132,1,2,0
1076,306206,0,0,10133,1,3,0
1077,306306,0,0,10134,1,1,0
1078,306306,0,0,10135,1,2,0
1079,306306,0,0,10136,1,3,0
1080,306504,0,0,10137,1,1,0
1081,306504,0,0,10138,1,2,0
1082,306504,0,0,10139,1,3,0
1083,306008,0,0,10137,1,1,0
1084,306008,0,0,10138,1,2,0
1085,306008,0,0,10139,1,3,0
1086,306108,0,0,10140,1,1,0
1087,306108,0,0,10141,1,2,0
1088,306108,0,0,10142,1,3,0
1089,306208,0,0,10143,1,1,0
1090,306208,0,0,10144,1,2,0
1091,306208,0,0,10145,1,3,0
1092,306308,0,0,10146,1,1,0
1093,306308,0,0,10147,1,2,0
1094,306308,0,0,10148,1,3,0
1095,306506,0,0,10154,1,1,0
1096,306506,0,0,10154,1,2,0
1097,306506,0,0,10154,1,3,0
1098,306010,0,0,10149,1,1,0
1099,306010,0,0,10149,1,2,0
1100,306010,0,0,10149,1,3,0
1101,306110,0,0,10155,1,1,0
1102,306110,0,0,10155,1,2,0
1103,306110,0,0,10155,1,3,0
1104,306110,0,0,10150,1,1,0
1105,306110,0,0,10150,1,2,0
1106,306110,0,0,10150,1,3,0
1107,306110,0,0,10151,1,1,0
1108,306110,0,0,10151,1,2,0
1109,306110,0,0,10151,1,3,0
1110,306210,0,0,10156,1,1,0
1111,306210,0,0,10156,1,2,0
1112,306210,0,0,10156,1,3,0
1113,306210,0,0,10150,1,1,0
1114,306210,0,0,10150,1,2,0
1115,306210,0,0,10150,1,3,0
1116,306210,0,0,10151,1,1,0
1117,306210,0,0,10151,1,2,0
1118,306210,0,0,10151,1,3,0
1119,306210,0,0,10152,1,1,0
1120,306210,0,0,10152,1,2,0
1121,306210,0,0,10152,1,3,0
1122,306310,0,0,10151,1,1,0
1123,306310,0,0,10151,1,2,0
1124,306310,0,0,10151,1,3,0
1125,306310,0,0,10152,1,1,0
1126,306310,0,0,10152,1,2,0
1127,306310,0,0,10152,1,3,0
1128,306310,0,0,10153,1,1,0
1129,306310,0,0,10153,1,2,0
1130,306310,0,0,10153,1,3,0
1131,306310,0,0,10157,1,1,0
1132,306310,0,0,10157,1,2,0
1133,306310,0,0,10157,1,3,0
1134,301403,0,0,10086,5,1,0
1135,302401,0,0,10230,4,1,0
1136,302402,0,0,10230,4,1,0
1137,302403,0,0,10230,4,1,0
1138,302404,0,0,10230,4,1,0
1139,302405,0,0,10230,4,1,0
1140,911099,0,0,10243,1,1,0
1141,912099,0,0,10243,1,1,0
1142,913099,0,0,10243,1,1,0
1143,914099,0,0,10243,1,1,0
1144,915099,0,0,10243,1,1,0
1145,916099,0,0,10243,1,1,0
1146,917099,0,0,10243,1,1,0
1147,918099,0,0,10243,1,1,0
1148,911099,0,0,10243,1,2,0
1149,912099,0,0,10243,1,2,0
1150,913099,0,0,10243,1,2,0
1151,914099,0,0,10243,1,2,0
1152,915099,0,0,10243,1,2,0
1153,916099,0,0,10243,1,2,0
1154,917099,0,0,10243,1,2,0
1155,918099,0,0,10243,1,2,0
1156,911099,0,0,10243,1,3,0
1157,912099,0,0,10243,1,3,0
1158,913099,0,0,10243,1,3,0
1159,914099,0,0,10243,1,3,0
1160,915099,0,0,10243,1,3,0
1161,916099,0,0,10243,1,3,0
1162,917099,0,0,10243,1,3,0
1163,918099,0,0,10243,1,3,0
1164,911099,0,0,10241,10,1,0
1165,912099,0,0,10241,10,1,0
1166,913099,0,0,10241,10,1,0
1167,914099,0,0,10241,10,1,0
1168,915099,0,0,10241,10,1,0
1169,916099,0,0,10241,10,1,0
1170,917099,0,0,10241,10,1,0
1171,918099,0,0,10241,10,1,0
1172,911099,0,0,10241,10,2,0
1173,912099,0,0,10241,10,2,0
1174,913099,0,0,10241,10,2,0
1175,914099,0,0,10241,10,2,0
1176,915099,0,0,10241,10,2,0
1177,916099,0,0,10241,10,2,0
1178,917099,0,0,10241,10,2,0
1179,918099,0,0,10241,10,2,0
1180,911099,0,0,10241,10,3,0
1181,912099,0,0,10241,10,3,0
1182,913099,0,0,10241,10,3,0
1183,914099,0,0,10241,10,3,0
1184,915099,0,0,10241,10,3,0
1185,916099,0,0,10241,10,3,0
1186,917099,0,0,10241,10,3,0
1187,918099,0,0,10241,10,3,0
1188,911199,0,0,10687,10,1,0
1189,912199,0,0,10687,10,1,0
1190,913199,0,0,10687,10,1,0
1191,914199,0,0,10687,10,1,0
1192,915199,0,0,10687,10,1,0
1193,916199,0,0,10687,10,1,0
1194,917199,0,0,10687,10,1,0
1195,918199,0,0,10687,10,1,0
1196,911199,0,0,10687,10,2,0
1197,912199,0,0,10687,10,2,0
1198,913199,0,0,10687,10,2,0
1199,914199,0,0,10687,10,2,0
1200,915199,0,0,10687,10,2,0
1201,916199,0,0,10687,10,2,0
1202,917199,0,0,10687,10,2,0
1203,918199,0,0,10687,10,2,0
1204,911199,0,0,10687,10,3,0
1205,912199,0,0,10687,10,3,0
1206,913199,0,0,10687,10,3,0
1207,914199,0,0,10687,10,3,0
1208,915199,0,0,10687,10,3,0
1209,916199,0,0,10687,10,3,0
1210,917199,0,0,10687,10,3,0
1211,918199,0,0,10687,10,3,0
1212,920001,0,0,10684,1,1,0
1213,920002,0,0,10684,1,1,0
1214,920003,0,0,10684,1,1,0
1215,920004,0,0,10684,1,1,0
1216,920005,0,0,10684,1,1,0
1217,920006,0,0,10684,1,1,0
1218,920007,0,0,10684,1,1,0
1219,920008,0,0,10684,1,1,0
1220,920001,0,0,10686,5,1,0
1221,920002,0,0,10686,5,1,0
1222,920003,0,0,10686,5,1,0
1223,920004,0,0,10686,5,1,0
1224,920005,0,0,10686,5,1,0
1225,920006,0,0,10686,5,1,0
1226,920007,0,0,10686,5,1,0
1227,920008,0,0,10686,5,1,0
1228,920001,0,0,10685,1,1,0
1229,920002,0,0,10685,1,1,0
1230,920003,0,0,10685,1,1,0
1231,920004,0,0,10685,1,1,0
1232,920005,0,0,10685,1,1,0
1233,920006,0,0,10685,1,1,0
1234,920007,0,0,10685,1,1,0
1235,920008,0,0,10685,1,1,0
1236,920001,0,0,10682,1,1,0
1237,920002,0,0,10682,1,1,0
1238,920003,0,0,10682,1,1,0
1239,920004,0,0,10682,1,1,0
1240,920005,0,0,10682,1,1,0
1241,920006,0,0,10682,1,1,0
1242,920007,0,0,10682,1,1,0
1243,920008,0,0,10682,1,1,0
1244,930001,0,0,10682,1,1,0
1245,930002,0,0,10682,1,1,0
1246,930003,0,0,10682,1,1,0
1247,930004,0,0,10682,1,1,0
1248,930005,0,0,10682,1,1,0
1249,930006,0,0,10682,1,1,0
1250,930007,0,0,10682,1,1,0
1251,930008,0,0,10682,1,1,0
1252,930001,0,0,10686,2,1,0
1253,930002,0,0,10686,2,1,0
1254,930003,0,0,10686,2,1,0
1255,930004,0,0,10686,2,1,0
1256,930005,0,0,10686,2,1,0
1257,930006,0,0,10686,2,1,0
1258,930007,0,0,10686,2,1,0
1259,930008,0,0,10686,2,1,0
1260,930001,0,0,10685,1,1,0
1261,930002,0,0,10685,1,1,0
1262,930003,0,0,10685,1,1,0
1263,930004,0,0,10685,1,1,0
1264,930005,0,0,10685,1,1,0
1265,930006,0,0,10685,1,1,0
1266,930007,0,0,10685,1,1,0
1267,930008,0,0,10685,1,1,0
1268,940001,0,0,10681,1,1,0
1269,940002,0,0,10681,1,1,0
1270,940003,0,0,10681,1,1,0
1271,940004,0,0,10681,1,1,0
1272,940005,0,0,10681,1,1,0
1273,940006,0,0,10681,1,1,0
1274,940007,0,0,10681,1,1,0
1275,940008,0,0,10681,1,1,0
1276,940101,0,0,10681,1,1,0
1277,940102,0,0,10681,1,1,0
1278,940103,0,0,10681,1,1,0
1279,940104,0,0,10681,1,1,0
1280,940105,0,0,10681,1,1,0
1281,940106,0,0,10681,1,1,0
1282,940107,0,0,10681,1,1,0
1283,940108,0,0,10681,1,1,0
1284,940201,0,0,10681,1,1,0
1285,940202,0,0,10681,1,1,0
1286,940203,0,0,10681,1,1,0
1287,940204,0,0,10681,1,1,0
1288,940205,0,0,10681,1,1,0
1289,940206,0,0,10681,1,1,0
1290,940207,0,0,10681,1,1,0
1291,940208,0,0,10681,1,1,0
1292,940301,0,0,10681,1,1,0
1293,940302,0,0,10681,1,1,0
1294,940303,0,0,10681,1,1,0
1295,940304,0,0,10681,1,1,0
1296,940305,0,0,10681,1,1,0
1297,940306,0,0,10681,1,1,0
1298,940307,0,0,10681,1,1,0
1299,940308,0,0,10681,1,1,0
1300,940001,0,0,10682,1,1,0
1301,940002,0,0,10682,1,1,0
1302,940003,0,0,10682,1,1,0
1303,940004,0,0,10682,1,1,0
1304,940005,0,0,10682,1,1,0
1305,940006,0,0,10682,1,1,0
1306,940007,0,0,10682,1,1,0
1307,940008,0,0,10682,1,1,0
1308,940101,0,0,10682,1,1,0
1309,940102,0,0,10682,1,1,0
1310,940103,0,0,10682,1,1,0
1311,940104,0,0,10682,1,1,0
1312,940105,0,0,10682,1,1,0
1313,940106,0,0,10682,1,1,0
1314,940107,0,0,10682,1,1,0
1315,940108,0,0,10682,1,1,0
1316,940201,0,0,10682,1,1,0
1317,940202,0,0,10682,1,1,0
1318,940203,0,0,10682,1,1,0
1319,940204,0,0,10682,1,1,0
1320,940205,0,0,10682,1,1,0
1321,940206,0,0,10682,1,1,0
1322,940207,0,0,10682,1,1,0
1323,940208,0,0,10682,1,1,0
1324,940301,0,0,10682,1,1,0
1325,940302,0,0,10682,1,1,0
1326,940303,0,0,10682,1,1,0
1327,940304,0,0,10682,1,1,0
1328,940305,0,0,10682,1,1,0
1329,940306,0,0,10682,1,1,0
1330,940307,0,0,10682,1,1,0
1331,940308,0,0,10682,1,1,0
1332,940001,0,0,10683,1,1,0
1333,940002,0,0,10683,1,1,0
1334,940003,0,0,10683,1,1,0
1335,940004,0,0,10683,1,1,0
1336,940005,0,0,10683,1,1,0
1337,940006,0,0,10683,1,1,0
1338,940007,0,0,10683,1,1,0
1339,940008,0,0,10683,1,1,0
1340,940101,0,0,10683,1,1,0
1341,940102,0,0,10683,1,1,0
1342,940103,0,0,10683,1,1,0
1343,940104,0,0,10683,1,1,0
1344,940105,0,0,10683,1,1,0
1345,940106,0,0,10683,1,1,0
1346,940107,0,0,10683,1,1,0
1347,940108,0,0,10683,1,1,0
1348,940201,0,0,10683,1,1,0
1349,940202,0,0,10683,1,1,0
1350,940203,0,0,10683,1,1,0
1351,940204,0,0,10683,1,1,0
1352,940205,0,0,10683,1,1,0
1353,940206,0,0,10683,1,1,0
1354,940207,0,0,10683,1,1,0
1355,940208,0,0,10683,1,1,0
1356,940301,0,0,10683,1,1,0
1357,940302,0,0,10683,1,1,0
1358,940303,0,0,10683,1,1,0
1359,940304,0,0,10683,1,1,0
1360,940305,0,0,10683,1,1,0
1361,940306,0,0,10683,1,1,0
1362,940307,0,0,10683,1,1,0
1363,940308,0,0,10683,1,1,0
1364,206201,0,0,10247,1,1,0
1365,206203,0,0,10248,1,1,0
1366,206205,0,0,10249,1,1,0
1367,206207,0,0,10250,1,1,0
1368,206209,0,0,10251,1,1,0
1369,206211,0,0,10252,1,1,0
1370,206213,0,0,10253,1,1,0
1371,206215,0,0,10254,1,1,0
1372,206217,0,0,10255,1,1,0
1373,206219,0,0,10256,1,1,0
1374,206221,0,0,10257,1,1,0
1375,208000,0,0,10330,1,1,0
1376,208000,0,0,10328,1,1,0
1377,208001,0,0,10328,1,1,0
1378,208002,0,0,10329,1,1,0
1379,208003,0,0,10330,1,1,0
1380,208004,0,0,10330,1,1,0
1381,208004,0,0,10326,1,1,0
1382,208005,0,0,10330,1,1,0
1383,208005,0,0,10327,1,1,0
1384,208006,0,0,10330,1,1,0
1385,208006,0,0,10326,1,1,0
1386,208007,0,0,10330,1,1,0
1387,208007,0,0,10327,1,1,0
1388,208008,0,0,10330,1,1,0
1389,208008,0,0,10327,1,1,0
1390,208009,0,0,10330,1,1,0
1391,208009,0,0,10328,1,1,0
1392,208010,0,0,10330,1,1,0
1393,208010,0,0,10328,1,1,0
1394,208011,0,0,10330,1,1,0
1395,208011,0,0,10328,1,1,0
1396,208000,0,0,10337,1,1,0
1397,208001,0,0,10332,1,1,0
1398,208002,0,0,10333,1,1,0
1399,208003,0,0,10334,1,1,0
1400,208004,0,0,10335,1,1,0
1401,208005,0,0,10336,1,1,0
1402,208006,0,0,10336,1,1,0
1403,208007,0,0,10337,1,1,0
1404,208008,0,0,10337,1,1,0
1405,208009,0,0,10337,1,1,0
1406,208010,0,0,10337,1,1,0
1407,208011,0,0,10337,1,1,0
1408,208012,0,0,10338,1,1,0
1409,208012,2,50,10339,1,1,0
1410,208012,2,50,10340,1,1,0
1411,208012,1,1,10341,10,1,0
1412,311401,0,0,10432,1,1,0
1413,311402,0,0,10432,1,1,0
1414,311403,0,0,10432,1,1,0
1415,311001,0,0,10432,1,1,0
1416,311002,0,0,10432,1,1,0
1417,311003,0,0,10432,1,1,0
1418,311101,0,0,10433,1,1,0
1419,311102,0,0,10433,1,1,0
1420,311103,0,0,10433,1,1,0
1421,311201,0,0,10434,1,1,0
1422,311202,0,0,10434,1,1,0
1423,311203,0,0,10434,1,1,0
1424,311301,0,0,10435,1,1,0
1425,311302,0,0,10435,1,1,0
1426,311303,0,0,10435,1,1,0
1427,312001,0,0,10436,1,1,0
1428,312002,0,0,10436,1,1,0
1429,312003,0,0,10436,1,1,0
1430,312101,0,0,10437,1,1,0
1431,312102,0,0,10437,1,1,0
1432,312103,0,0,10437,1,1,0
1433,312201,0,0,10438,1,1,0
1434,312202,0,0,10438,1,1,0
1435,312203,0,0,10438,1,1,0
1436,312301,0,0,10439,1,1,0
1437,312302,0,0,10439,1,1,0
1438,312303,0,0,10439,1,1,0
1439,312001,0,0,10436,1,2,0
1440,312002,0,0,10436,1,2,0
1441,312003,0,0,10436,1,2,0
1442,312101,0,0,10437,1,2,0
1443,312102,0,0,10437,1,2,0
1444,312103,0,0,10437,1,2,0
1445,312201,0,0,10438,1,2,0
1446,312202,0,0,10438,1,2,0
1447,312203,0,0,10438,1,2,0
1448,312301,0,0,10439,1,2,0
1449,312302,0,0,10439,1,2,0
1450,312303,0,0,10439,1,2,0
1451,312001,0,0,10436,1,3,0
1452,312002,0,0,10436,1,3,0
1453,312003,0,0,10436,1,3,0
1454,312101,0,0,10437,1,3,0
1455,312102,0,0,10437,1,3,0
1456,312103,0,0,10437,1,3,0
1457,312201,0,0,10438,1,3,0
1458,312202,0,0,10438,1,3,0
1459,312203,0,0,10438,1,3,0
1460,312301,0,0,10439,1,3,0
1461,312302,0,0,10439,1,3,0
1462,312303,0,0,10439,1,3,0
1463,313404,0,0,10442,2,1,0
1464,313405,0,0,10442,2,1,0
1465,313406,0,0,10442,1,1,0
1466,313004,0,0,10442,2,1,0
1467,313005,0,0,10442,2,1,0
1468,313006,0,0,10442,1,1,0
1469,313104,0,0,10442,2,1,0
1470,313105,0,0,10442,2,1,0
1471,313106,0,0,10442,2,1,0
1472,313204,0,0,10442,2,1,0
1473,313205,0,0,10443,1,1,0
1474,313206,0,0,10442,3,1,0
1475,313304,0,0,10442,2,1,0
1476,313305,0,0,10443,1,1,0
1477,313306,0,0,10442,5,1,0
1478,313404,0,0,10442,2,2,0
1479,313405,0,0,10442,2,2,0
1480,313406,0,0,10442,1,2,0
1481,313004,0,0,10442,2,2,0
1482,313005,0,0,10442,2,2,0
1483,313006,0,0,10442,1,2,0
1484,313104,0,0,10442,2,2,0
1485,313105,0,0,10442,2,2,0
1486,313106,0,0,10442,2,2,0
1487,313204,0,0,10442,2,2,0
1488,313205,0,0,10443,1,2,0
1489,313206,0,0,10442,3,2,0
1490,313304,0,0,10442,2,2,0
1491,313305,0,0,10443,1,2,0
1492,313306,0,0,10442,5,2,0
1493,313404,0,0,10442,2,3,0
1494,313405,0,0,10442,2,3,0
1495,313406,0,0,10442,1,3,0
1496,313004,0,0,10442,2,3,0
1497,313005,0,0,10442,2,3,0
1498,313006,0,0,10442,1,3,0
1499,313104,0,0,10442,2,3,0
1500,313105,0,0,10442,2,3,0
1501,313106,0,0,10442,2,3,0
1502,313204,0,0,10442,2,3,0
1503,313205,0,0,10443,1,3,0
1504,313206,0,0,10442,3,3,0
1505,313304,0,0,10442,2,3,0
1506,313305,0,0,10443,1,3,0
1507,313306,0,0,10442,5,3,0
1508,310501,0,0,10444,5,1,0
1509,310501,0,0,10445,1,1,0
1510,310502,0,0,10444,5,1,0
1511,310502,0,0,10445,1,1,0
1512,310503,0,0,10444,5,1,0
1513,310503,0,0,10445,1,1,0
1514,310504,0,0,10444,5,1,0
1515,310504,0,0,10445,1,1,0
1516,310001,0,0,10444,5,1,0
1517,310001,0,0,10445,1,1,0
1518,310002,0,0,10444,5,1,0
1519,310002,0,0,10445,1,1,0
1520,310003,0,0,10444,5,1,0
1521,310003,0,0,10445,1,1,0
